intervencion_id,fecha_reunion,actor,cargo,texto,etiqueta_v3,es_relevante_v3,confianza_humana,cita_literal,fundamento_humano,revision_etiqueta_v3,revision_relevancia_v3,revision_confianza,revision_cita_literal,revision_fundamento,revision_estado
RPM-2015-09-15:7044:2,2015-09-15,Joaquín Vial Ruiz-Tagle,Consejero,"y, en ese sentido, el Consejero señor Joaquín Vial reitera su decisión de mantener su voto en orden a aumentar la TPM en 25 puntos base, a 3,25% anual.",hawkish,1,alta,"el Consejero señor Joaquín Vial reitera su decisión de mantener su voto en orden a aumentar la TPM en 25 puntos base, a 3,25% anual.","El Consejero reitera su voto por aumentar la TPM en 25 puntos base hasta 3,25% anual. Acción hawkish explícita (subir tasa) según Codebook v3.",,,,,,
RPM-2012-02-14:4612:1,2012-02-14,Enrique Marshall Rivera,Consejero,"El Consejero señor Enrique Marshall manifiesta que la corrección al alza del PIB para el primer trimestre del año en curso hace difícil suponer que se vayan a generar holguras, por lo menos durante este período, lo cual tiene implicancias para la política monetaria.",hawkish,1,media,"la corrección al alza del PIB para el primer trimestre del año en curso hace difícil suponer que se vayan a generar holguras, por lo menos durante este período, lo cual tiene implicancias para la política monetaria.","El Consejero señala que la corrección al alza del PIB dificulta la generación de holguras de capacidad, con implicancias restrictivas para la política monetaria. En un contexto de economía sin holguras, la implicancia direccional es hawkish, aunque la formulación es implícita y no propone un alza explícita, lo que reduce la confianza a media.",,,,,,
RPM-2007-12-13:1606:2,2007-12-13,Beltrán de Ramón Acevedo,Gerente de Mercados Financieros Nacionales,"Indica el señor De Ramón que, tal como lo presentó la Gerencia de División Estudios, en el último mes se ha observado un deterioro de la situación externa, junto a una actividad interna menor a la esperada. Por su parte, agrega, y ese ha sido un hecho muy notorio, la inflación de noviembre estuvo entre 0,6% y 0,4% por sobre lo esperado. Señala el señor Gerente que los antecedentes presentados indican que con la información de octubre, el consumo estaría mostrando una resistencia mayor a la prevista, a la caída del ingreso disponible real. Coherente con lo anterior, también se señaló que se mantiene el dinamismo de los créditos de consumo, aunque algo más atenuado que en meses anteriores. Por el lado financiero, destaca el señor Gerente, se ha visto un aumento de 15 puntos base en las Tasas Promedio Cámara, lo que lleva a configurar que el mercado anticipe, con un porcentaje por sobre el 50, un alza de la Tasa de Política Monetaria para esta Reunión, a pesar que la encuesta sólo indica que una minoría de un 17% estima que el Banco Central de Chile va a subir la tasa hoy. Por otra parte, añade, el aumento de casi 60 puntos base en las tasas prime y bolsa de 30 días en el mercado monetario, es atribuible más bien a coletazos de la crisis subprime que ha hecho que los bancos locales sean más conservadores con la liquidez, básicamente que las líneas de crédito externas estén más estrechas, así como también es atribuible a la inminente salida de las Administradoras de Fondos de Pensiones por el aumento de límites de inversión en el exterior con un 5% adicional. Todo lo anterior ha llevado a que los bancos estén dispuestos, incluso hoy día, a pagar por depósitos prime el equivalente a 80 puntos a un mes y promedio cámara, más 70 puntos a un año, versus un promedio de 30 puntos, que es lo normal en meses anteriores o en los últimos dos años. Menciona el señor De Ramón que las expectativas de inflación, medidas como compensación inflacionaria, han reaccionado a la luz de estas noticias. En efecto, si se mide desde el año 1 hasta el año 10, las que conocemos como 1 en 1, 3 en 2, 5 en 5, promedian desde hace un mes y medio, una cifra en torno a 3,38%, pero con un alza en los últimos días. Si bien esta estructura de alza en los plazos largos está afectada por operaciones de agentes financieros que están aprovechando la oportunidad de altos spreads en bonos de compañías en Estados Unidos de América y hacen un swap de tasas y de monedas concentradas en la parte larga de la curva, estas operaciones se hacen USD-UF, en vez de USD-$, lo que refleja que los agentes están viendo inflación sobre 3% hacia adelante. Con todo, agrega, una cifra de compensación inflacionaria de 3,38% anual, si bien es alta, no se puede concluir que hoy día exista un desanclaje de las expectativas, considerando que parte de esa cifra, al menos unos 10 a 15 puntos base, se pueden explicar por prima de inflación. Sin embargo, añade, el riesgo que existe es que en los próximos meses esa cifra de 3.38% se eleve más. Por otra parte, comenta el señor Gerente, la Encuesta de Operadores de Mesa y la Encuesta de Expectativa Económica, indican que los agentes están considerando una inflación para los próximos 12 meses, entre 3,70% y 3,60%, respectivamente, pero con algunos factores de riesgo al alza como los mencionados en la Reunión de la mañana, asociados al petróleo. Todo lo anterior señala el señor Gerente, configura un escenario preocupante que debe considerar expectativas de inflación que, si bien se mantienen ancladas, están al límite de lo normal. Con todo, y con todas las incertidumbres que se tienen hacia delante, en particular si la situación externa empeora más y termina afectando el panorama interno de crecimiento e inflación, considera que lo más plausible es subir la Tasa de Política Monetaria en 25 puntos base y esa es su recomendación.",hawkish,1,alta,considera que lo más plausible es subir la Tasa de Política Monetaria en 25 puntos base y esa es su recomendación.,"El Gerente recomienda subir la TPM en 25 puntos base, argumentando que las expectativas de inflación, aunque ancladas, están al límite de lo normal y configuran un escenario preocupante. Acción hawkish explícita (subir tasa) según Codebook v3.",,,,,,
RPM-2014-07-15:6330:1,2014-07-15,Miguel Fuentes Díaz,Gerente de Análisis Macroeconómico,"El señor Miguel Fuentes expresa que por las razones antedichas, en esta oportunidad, la recomendación de la Gerencia de División Estudios es por recortar la TPM en 25 puntos base, a 3,75% anual.",dovish,1,alta,"la recomendación de la Gerencia de División Estudios es por recortar la TPM en 25 puntos base, a 3,75% anual.","El Gerente transmite la recomendación de recortar la TPM en 25 puntos base hasta 3,75% anual. Acción dovish explícita (bajar tasa) según Codebook v3.",,,,,,
RPM-2008-06-10:1904:2,2008-06-10,Kevin Cowan Logan,Gerente de División Política Financiera,"El Gerente de División Política Monetaria señor Kevin Cowan señala que cree que las principales noticias desde la última Reunión de Política Monetaria son tres. En primer lugar, shocks a niveles de precios con potenciales impactos de segunda vuelta sobre la inflación, en particular el alza significativa que se ha observado en el precio internacional del petróleo spot y el registro de inflación para mayo significativamente más alta a la esperada en la Reunión de Política Monetaria anterior y por el mercado. En segundo lugar, shocks a la tasa de crecimiento esperada de precios externos claves, entre los cuales se incluye el alza en la inflación esperada para el petróleo en los próximos meses, y alzas en las tasas de inflación efectivas y esperadas en economías desarrolladas, en particular en los índices de precios productor que son intensivos en bienes transables y por lo tanto, una mejor medida en los precios externos relevantes para Chile. En tercer lugar, las alzas en las expectativas de inflación que mencionaba el señor Gerente de División Operaciones Financieras, en especial la expectativa de uno en uno, recogidas por las encuestas múltiples que realiza el Banco Central de Chile y los agentes. Indica que esos tres conjuntos de noticias sugieren un alza en la Tasa de Política Monetaria, tal como se discute en la Minuta de Opciones.",hawkish,1,alta,"esos tres conjuntos de noticias sugieren un alza en la Tasa de Política Monetaria, tal como se discute en la Minuta de Opciones.","El Gerente señala que shocks de precios con potenciales efectos de segunda vuelta, alzas en inflación esperada externa y aumentos en expectativas de inflación sugieren un alza en la TPM, respaldando la discusión en la Minuta de Opciones. Acción hawkish explícita (subir tasa) según Codebook v3.",,,,,,
RPM-2009-07-09:2646:2,2009-07-09,Kevin Cowan Logan,Gerente de División Política Financiera,"En primer término, el señor Kevin Cowan manifiesta concordar con el análisis expuesto en la jornada de la mañana y con algunos de los antecedentes adicionales presentados por la Gerencia de División Estudios respecto de la necesidad de adoptar una tasa de instancia de política monetaria más expansiva. Agrega, que en ese sentido, concuerda también con los planteamientos acerca de la necesidad de impulsar hacia abajo la curva de retorno libre de riesgo dado por restricciones al nivel mínimo de la tasa de política overnight discutido en vanas reuniones. Menciona, asimismo, que le parece razonable la propuesta planteada por la Gerencia de División Estudios sobre la aplicación de una combinación de políticas de provisión de liquidez y adecuaciones en la estructura plana de deuda a corto plazo y que se termine comunicando de manera convincente el compromiso del Consejo del Banco Central por mantener la tasa baja por un período prolongado. Prosigue, enfatizando que la estrategia propuesta otorga márgenes de flexibilidad al Banco Central por la vía de las tasas a las que se reciben los depósitos como garantía para adecuar la provisión de liquidez conforme se avance y, por lo tanto, para minimizar o evitar efectos extremos o demasiado grandes sobre la estructura de depósitos a plazo que podrían traducirse en los problemas de la tasa mínima discutidos anteriormente. En opinión del Gerente de División Política Financiera, dicha estructura, tal como está planteada, da ese margen para medir el impacto que ello va a tener sobre la estructura de depósitos a plazo y tiene los beneficios, además, de comprometer creíblemente al Banco Central en tasas bajas y, por lo tanto, de impactar la curva libre de riesgos, que corresponde a aquélla que el Banco debe mantener baja.",dovish,1,alta,concuerda también con los planteamientos acerca de la necesidad de impulsar hacia abajo la curva de retorno libre de riesgo dado por restricciones al nivel mínimo de la tasa de política overnight discutido en vanas re,"El Gerente respalda una tasa de instancia más expansiva, la necesidad de impulsar hacia abajo la curva libre de riesgo ante las restricciones al nivel mínimo de la TPM overnight y una combinación de políticas de liquidez y comunicación para mantener la tasa baja por un período prolongado. Ampliar impulso monetario configura dirección dovish según Codebook v3.",,,,,,
RPM-2007-07-12:1343:1,2007-07-12,Pablo García Silva,Gerente de División Política Financiera,"El Gerente de División Política Financiera, señor Pablo García señala que está de acuerdo con la recomendación que hace la Gerencia de División Estudios, en términos que la decisión que corresponde acoger es la de aumentar la Tasa de Política Monetaria. Agrega el señor García que las noticias no solo despejan de manera significativa los riesgos de una reaceleración atenuada, sino que muestran un dinamismo de cierre de holguras bastante más significativo que el previsto. Por ello, estima que no hay argumentos de peso que justifiquen tomar una decisión de esperar para actuar más adelante, pues no ve qué información adicional sea necesaria para retomar el ritmo de normalización hacia una instancia más neutral. Agrega el Gerente mencionado, que esto además resulta congruente con la manera como el mercado ha leído nuestras propias comunicaciones y el hecho que existen coincidencias en los escenarios macroeconómicos de mercado, al menos de los próximos trimestres. Finalmente, el Gerente de División Política Financiera agrega que hay dos aspectos que cree que son relevantes a la hora de descartar un ajuste más agresivo. En primer lugar, se refiere a que el foco hasta ahora ha estado principalmente en el rol de los shocks de oferta, y esto tiende a ser bastante noticioso, pero esconde el rol más significativo que a mediano plazo tiene la evolución de las holguras. En segundo lugar, menciona que las expectativas de inflación han tendido a reaccionar a plazos cortos y medianos y no se ve un escenario de desanclaje de expectativas probable. A su juicio, cree que estos dos puntos debiesen ser destacados en la comunicación de la decisión de hoy.",hawkish,1,alta,"está de acuerdo con la recomendación que hace la Gerencia de División Estudios, en términos que la decisión que corresponde acoger es la de aumentar la Tasa de Política Monetaria.","El Gerente respalda aumentar la TPM, argumentando un cierre de holguras más significativo que el previsto y ausencia de razones para esperar, aunque descarta un ajuste más agresivo. Acción hawkish explícita (subir tasa y retomar el ritmo de normalización) según Codebook v3.",,,,,,
RPM-2010-08-12:3333:2,2010-08-12,Luis Felipe Céspedes Cifuentes,Gerente de Investigación Económica,"El Gerente de Investigación Económica señor Luis Felipe Céspedes inicia su intervención señalando que el escenario internacional parece ser uno de extremos, por cuanto el escenario central no ha cambiado mayormente con respecto a la RPM pasada, pero sí da cuenta de una mayor incertidumbre. Sostiene que en el escenario más probable todo sigue muy parecido, pero emerge uno alternativo que considera una significativa desaceleración del crecimiento mundial. Por el lado de la actividad doméstica, el señor Luis Felipe Céspedes destaca el mayor vigor de la economía, pero con una inflación muy contenida. Al respecto, señala que la interrogante es si acaso la aparente desconexión entre la dinámica de precios y la dinámica de la economía son una razón para estar más seguros. En su opinión, no solo no lo es, sino que no es posible descartar un incremento en la inflación en el futuro mayor que el esperado actualmente por varias razones, entre otras, porque la economía se encuentra en un proceso de recuperación del ciclo económico con importantes niveles de incertidumbre. El señor Céspedes plantea que lo anterior puede llevar a que las condiciones agregadas de la economía sean menos relevantes hoy en el proceso de formación de precios de los agentes económicos. No obstante, manifiesta que una vez que la incertidumbre disminuya o que la acumulación de noticias en el agregado de la economía sea lo suficientemente importante, se podrán observar rápidos ajustes en los precios que lleven a la inflación a niveles por sobre las estimaciones. De hecho, indica que se puede argumentar que una situación similar se vivió en el período 2007-2008. A su juicio, existen razones fundadas para suponer que el riesgo de un escenario internacional alternativo muy negativo ha aumentado. Por una parte, sostiene que la combinación del escenario doméstico y el escenario internacional descritos puede implicar un importante desafío en materia de estrategia de normalización de la política monetaria. En ese sentido, advierte que si se mantiene una trayectoria como la delineada en el IPoM pasado, no se podría descartar que la normalización no sea lo suficientemente intensa para asegurar la convergencia de la inflación a la meta en el horizonte de proyección, ya que procesos de este tipo vienen, por definición, acompañados de pérdidas de credibilidad de la política monetaria y, por lo tanto, de mayores costos para lograr el control de la inflación y la competitividad de la economía. Por otra parte, plantea que no se puede descartar que si el deterioro de la economía mundial ocurre en un momento en el que la economía lleva una dinámica de desaceleración muy marcada, los costos en términos de actividad y precios sean mayores. En su opinión, aún hay espacio para agregar más información que permita acelerar la marcha en los próximos meses, si es necesario, a un costo relativamente bajo, lo que implica subir la tasa en 50 puntos base en esta ocasión. Agrega que, a su juicio, existe espacio para intensificar el front loading de la política monetaria en los próximos meses, por lo que no descartaría la opción de subir la tasa en 75 puntos base. No obstante, estima que el escenario internacional es muy incierto y que lo concreto es que se han venido cerrando brechas de capacidad a una velocidad mayor que la esperada, acumulando, de esta forma, y tal como argumentó previamente, presiones inflacionarias para el futuro. Para finalizar, el señor Luis Felipe Céspedes señala que, en los hechos, la brecha producto debiese estar cerrada este año, mientras que la tasa promedio estará aún muy lejos de cualquier estimación de tasa neutral. En su opinión, esa distancia de la tasa neutral permite acelerar el tranco en los próximos meses, si es que se requiere, manteniendo, al mismo tiempo, un adecuado seguro para enfrentar una situación internacional menos favorable.",hawkish,1,alta,"existe espacio para intensificar el front loading de la política monetaria en los próximos meses, por lo que no descartaría la opción de subir la tasa en 75 puntos base.","El Gerente respalda subir la TPM en 50 puntos base en esta ocasión y no descarta 75 puntos base, argumentando que las brechas se cierran más rápido de lo esperado y se acumulan presiones inflacionarias futuras, con la TPM aún lejos de la neutral. Acción hawkish explícita (subir tasa y acelerar la normalización) según Codebook v3.",,,,,,
RPM-2014-04-17:6169:1,2014-04-17,Beltrán de Ramón Acevedo,Gerente de División Operaciones Financieras,"El Gerente de División Operaciones Financieras señor Beltrán de Ramón señala que, en su opinión, hay tres elementos a destacar desde la última RPM y que corresponden a la desaceleración del consumo privado más allá de lo previsto; la primera evidencia de desaceleración de las colocaciones comerciales; y una caída de las tasas de interés, que es relevante en el mercado monetario y más moderada tratándose de los instrumentos de renta fija. A su juicio, ello lleva a anticipar que la desaceleración continuará, en particular, la de los créditos comerciales y de consumo, como lo han manifestado personeros de las empresas bancarias más importantes del sistema. En razón de lo expresado, estima que el Consejo debería considerar disminuir la TPM en 25 puntos base en esta oportunidad y repetirla en la próxima Reunión, atendida la validación del escenario delineado en el último IPoM. Además, destaca la importancia de hacerlo con prontitud y luego mantener la tasa rectora en 3,50% anual. Deja constancia que no constituiría motivo de preocupación que el mercado no valide mayoritariamente la reducción de la TPM en esta oportunidad, porque en el corto plazo se ajusta a lo que el Banco Central determina; de hecho, ello se refleja en el último Comunicado, en que el Banco expresamente fue menos activo. Con todo, plantea que en el evento que se valide una disminución de la TPM en la próxima Reunión, ello sería irrelevante para el mercado, porque no constituirá una sorpresa que se materialice en esta ocasión o en la Reunión del próximo mes de mayo. En razón de lo expuesto, el Gerente de División Operaciones Financieras señor Beltrán de Ramón sugiere un recorte de la TPM en esta oportunidad en 25 puntos base.",dovish,1,alta,"estima que el Consejo debería considerar disminuir la TPM en 25 puntos base en esta oportunidad y repetirla en la próxima Reunión, atendida la validación del escenario delineado en el último IPoM.","El Gerente sugiere un recorte de la TPM en 25 puntos base en esta oportunidad y repetirlo en la próxima reunión, con la tasa rectora en 3,50% anual, ante la desaceleración del consumo y las colocaciones comerciales. Acción dovish explícita (bajar tasa) según Codebook v3.",,,,,,
RPM-2008-06-10:1905:1,2008-06-10,Kevin Cowan Logan,Gerente de División Política Financiera,"El Gerente de División señor Cowan recomienda al Consejo, en consecuencia, un alza de 25 puntos base con un sesgo al alza. Indica que desea enfatizar tres factores para justificar la magnitud de esta propuesta. En primer lugar, la desaceleración reciente del precio internacional de algunos de los productos básicos claves, que aún no se ha visto reflejado en precios domésticos, y sobre los mecanismos de transmisión se tiene algún grado de incertidumbre. En segundo término, aumentos de salarios que aún son consistentes con cláusulas de indexación históricas, tal como se discutió en la Reunión de la mañana. En tercer lugar, la persistencia de altos niveles de incertidumbre en mercados financieros internacionales, que de hecho en el margen difieren levemente con la visión expuesta en la Minuta, respecto a una mejora en la actividad esperada en Estados Unidos de América, esto en un contexto de alza esperada en las tasas de política monetaria, aumento en el precio del petróleo y caídas sustanciales del precio de viviendas en varias economías desarrolladas. Indica que estos tres factores son los que considera que deben ser incorporados al análisis para matizar el alza y los que justificarían la decisión de subir la tasa en 25 puntos base con un sesgo al alza y no en 50 puntos base.",hawkish,1,alta,"El Gerente de División señor Cowan recomienda al Consejo, en consecuencia, un alza de 25 puntos base con un sesgo al alza.","El Gerente recomienda al Consejo un alza de 25 puntos base con sesgo al alza, argumentando persistencia de incertidumbre internacional y aumentos de salarios consistentes con indexación histórica. Acción hawkish explícita (subir tasa y sesgo al alza) según Codebook v3.",,,,,,
RPM-2011-04-12:3962:1,2011-04-12,Felipe Larraín Bascuñán,Ministro de Hacienda,"El Ministro de Hacienda señor Felipe Larraín inicia su exposición, destacando que el dinamismo de la actividad económica interna continúa con fuerza. Al respecto, precisa que el Imacec de febrero registró un crecimiento interanual de 7,2%, superando ampliamente las expectativas del mercado, y anticipa que, debido a los efectos del terremoto del 27 de febrero, el primer trimestre de 2011 registrará elevadas cifras de crecimiento, particularmente en el mes de marzo. Menciona, asimismo, que si bien los indicadores del sector comercio en los últimos meses revelan que el consumo aún se mantiene fuerte, pero que el aumento de las expectativas de inflación podría empezar a afectar las decisiones de compra. En efecto, hace presente que los resultados del último IPEC muestran que el porcentaje de encuestados que opina que los precios subirán mucho en los próximos doce meses pasó de 62 a 67% en marzo y que, al mismo tiempo, el subíndice de expectativas de consumo de artículos para el hogar se ha desacelerado desde 59,2 a 54,2 en el mismo período. El señor Felipe Larraín advierte que, pese a la fortaleza de la actividad económica interna, existen varios riesgos en la economía internacional, especificando, en ese sentido, que aún existe incertidumbre respecto del impacto económico del terremoto en Japón, si bien los efectos sobre la economía internacional y chilena a la fecha parecen acotados. En relación con Estados Unidos, subraya la mejora que registra el mercado laboral, informando al respecto que la cifra de empleo del mes de marzo arrojó una creación mensual de 216.000 puestos de trabajo y una caída de la tasa de desempleo a 8,8% desde el 8,9% del mes anterior. Indica, asimismo, que, de acuerdo con el informe final, el crecimiento del cuarto trimestre de 2010 se ubicó en 3,1%, superando el 2,6% del trimestre previo, y que los indicadores aún muestran señales mixtas para el primer trimestre de este año, poniendo en duda la velocidad de la recuperación en ese país. El señor Ministro hace presente también que las turbulencias financieras se mantienen en algunas economías de Europa, mencionando que, recientemente, Portugal solicitó ayuda financiera a la Unión Europea y que su calificación crediticia fue rebajada por Moody’s y Fitch; que también fueron rebajadas las calificaciones crediticias de Irlanda y Grecia; y que, pese a ello, el Banco Central Europeo decidió iniciar su proceso de normalización de la política monetaria, al subir la tasa rectora en 25 puntos base en su última reunión, debido a los riesgos inflacionarios. En este escenario, resalta que los países emergentes siguen liderando el crecimiento económico mundial. Sin embargo, hace notar que los temores inflacionarios están generando presión hacia una normalización de la política monetaria más agresiva en estas economías. El señor Felipe Larraín prosigue, señalando que en el ámbito interno se observan signos de mayores presiones inflacionarias. En ese sentido, comenta que, en marzo, se registró una cifra de inflación de 0,8% mensual y de 3,4% en doce meses, lo que estuvo en línea con lo esperado por el mercado; que el IPCX registró un avance mensual de 0,4% y que el IPCX1 se incrementó en 0,3%, con lo que las mediciones en doce meses se ubicaron en 2,4 y 0,7%, respectivamente. Informa, además, que las expectativas de inflación para el año 2011 se han ajustado al alza, ubicándose en niveles superiores al techo del rango de tolerancia del Banco Central. Al respecto, precisa que, de acuerdo con la Encuesta de Expectativas Económicas de abril, la inflación esperada para el presente año se mantiene en 4,4%, igual que en la encuesta de marzo, en tanto que para el año 2012, estas ubican la cifra en 3,5%. Agrega que las expectativas de inflación, usando tasas de mercado de los BCP y BCU a 5 años, arrojan un valor de 3,9%, dando cuenta que también se han elevado a plazos más largos. En opinión del Ministro de Hacienda, este aumento en las expectativas de inflación se fundamenta en la materialización de ciertos riesgos inflacionarios asociados, esencialmente, al escenario externo. En segundo lugar, menciona que los precios internacionales de los alimentos han seguido escalando en términos interanuales. Cita, al respecto, que, de acuerdo con el índice de precios de FAO, estos disminuyeron un 2,9% mensual en marzo, pero que el aumento ha sido de 36,5% en doce meses, superior al 34,6% de febrero. En tercer lugar, manifiesta que, desde la última Reunión, los precios de los combustibles se han seguido elevando, tras una breve caída por la incertidumbre provocada por el terremoto de Japón. Comenta que el foco de tensión que está afectando a este producto persiste y que continúa siendo un elemento de riesgo inflacionario importante para nuestra economía. Sin embargo, destaca que si bien el precio del petróleo WTI está más alto que en la última Reunión, registra una caída, esperándose que continúe con ese ritmo. Hace notar, por último, que la importancia de este elemento se observa al constatar que mientras la inflación total ha aumentado 3,4% en doce meses, la inflación, excluyendo el componente combustibles, solo se ha incrementado en 2,5%. y En cuarto lugar, indica que durante febrero, las remuneraciones registraron un aumento de 0,5% mensual y de 5,8% en doce meses. A su juicio, el aumento de las remuneraciones está influido por el elevado dinamismo del mercado laboral, que ha provocado un estrechamiento en las condiciones de este mercado, lo que puede afectar la dinámica de la inflación.",hawkish,1,media,los temores inflacionarios están generando presión hacia una normalización de la política monetaria más agresiva en estas economías.,"El Ministro de Hacienda describe un escenario de crecientes presiones inflacionarias en Chile (IPC sobre el rango, expectativas al alza, combustibles, alimentos y salarios), estrechamiento del mercado laboral y normalización monetaria del BCE, en un contexto que apunta hacia mayor restricción. La dirección implícita es hawkish, con confianza media porque reporta el diagnóstico sin explicitar un voto o recomendación concreta de alza.",,,,,,
RPM-2010-07-15:3277:1,2010-07-15,José De Gregorio Rebeco,Presidente del Banco Central,"El señor José De Gregorio manifiesta, a continuación, que la instancia de política monetaria sigue siendo muy expansiva, en particular cuando se le compara con el grado de dinamismo que presenta la economía. Agrega que las brechas de actividad aún son amplias, lo que indica que tener una política monetaria expansiva es consistente con el cierre de estas brechas y el aumento de la inflación a su meta. No obstante, enfatiza que es importante conducir la política monetaria de manera anticipada a que se generen presiones inflacionarias inconsistentes con la meta, que puedan requerir, en el futuro, ajustes monetarios más severos y con implicancias más severas también sobre la actividad. Por esa razón y, dado que la tasa está aún muy por debajo de lo que podría considerarse como una tasa neutral, estima que continuar con un alza de 50 puntos base constituye la mejor opción hoy día. En consecuencia, y en virtud de lo expuesto, manifiesta que su voto es por subir la tasa a 1,5%. En consecuencia, el Presidente señor José De Gregorio señala que el acuerdo unánime del Consejo es aumentar la TPM en 50 puntos base. Antes de finalizar la Sesión, el señor Presidente reitera a todos los presentes que el comunicado se publicará a las 18 horas, como es usual, razón por la cual la decisión adoptada en esta sesión no podrá ser informada antes de esa hora. 157-01-100715 -Tasa de Política Monetaria El Consejo aprobó, por la unanimidad de sus miembros, aumentar la tasa de interés de política monetaria en 50 puntos base, hasta 1,50% anual.",hawkish,1,alta,"su voto es por subir la tasa a 1,5%. En consecuencia, el Presidente señor José De Gregorio señala que el acuerdo unánime del Consejo es aumentar la TPM en 50 puntos base.","El Presidente vota por subir la TPM en 50 puntos base hasta 1,5%, argumentando que la instancia sigue siendo muy expansiva, que es necesario anticiparse a presiones inflacionarias y que la tasa está muy por debajo de la neutral. Acción hawkish explícita (subir tasa y retirar estímulo) según Codebook v3.",,,,,,
RPM-2005-08-11:362:1,2005-08-11,Jorge Desormeaux Jiménez,Consejero,"El Consejero señor Jorge Desormeaux, señala que al igual que el Consejero señor Manuel Marfán, agradece el informe de la Gerencia de División Estudios. Dichos antecedentes dan cuenta de las sorpresas en el plano externo e interno, en relación a lo previsto con anterioridad. En el plano externo, la actividad mundial ha dado señales de que su expansión está lejos de debilitarse, lo que se ha traducido en nuevos precios records nominales para el cobre y para el petróleo. En el plano interno, la demanda agregada crece a tasas de dos dígitos y la actividad superó el 6% el primer semestre. Ello, por cierto se traduce en un cierre de holguras más rápido de lo que se había anticipado. En el plano inflacionario, el alza en el precio de los combustibles ha llevado la inflación del IPC a superar el 3% en doce meses y se proyecta una cifra cercana al 4% para diciembre y superior a esa cifra para comienzos del 2006. También se observa una aceleración en la inflación subyacente. Señala que no hay duda que frente a un cierre más rápido de holguras y esta aceleración de la inflación corresponde una normalización también más rápida de la política monetaria. En este sentido, se inscriben las dos opciones que ha presentado la Gerencia de División Estudios. Respecto de la primera opción, la de normalizar la tasa subiéndola en 50 puntos base en esta reunión, cree que tiene un atractivo, puesto que ofrece un seguro frente a nuevas sorpresas inflacionarias como las que se han tenido ahora por el lado de los combustibles, o las que se podrían tener en el futuro por el lado de efectos de segunda vuelta. En su opinión, sería además una señal de que el Banco Central tiene una clara disposición a enfrentar el mayor riesgo inflacionario con energía, y así evitar un desanclaje de expectativas. Sin embargo, al igual que su predecesor cree que la opción de seguir con ajustes de 25 puntos base, pero más frecuentes que en el pasado reciente, ofrece algunas ventajas frente a la opción anterior. Agrega el señor Consejero que, en primer lugar, es plenamente coherente como ha señalado la Gerencia de División Estudios, con el actual escenario central de proyecciones. En segundo lugar, permite ganar tiempo para determinar el grado de permanencia que tiene el reciente aumento de la inflación subyacente y IPCX1. En tercer lugar, como se ha señalado, es más coherente con la evolución que presentan actualmente los costos laborales unitarios, que siguen disminuyendo en términos anuales. En cuarto lugar, cree que el riesgo de arriesgar la credibilidad del Banco Central, al menos en este momento, es acotado debido a que las expectativas de inflación se encuentran ancladas fuertemente en torno al 3%. Por lo anterior, se inclina a favor en un alza de 25 puntos base en la reunión de hoy y vota en consecuencia.",hawkish,1,alta,se inclina a favor en un alza de 25 puntos base en la reunión de hoy y vota en consecuencia.,"El Consejero vota por un alza de 25 puntos base, argumentando que ante un cierre más rápido de holguras y la aceleración de la inflación corresponde una normalización también más rápida de la política monetaria. Acción hawkish explícita (subir tasa y retirar estímulo) según Codebook v3.",,,,,,
