ngrama,intervencion_id,meeting_id,etiqueta_ia,contexto
horizonte habitual,RPM-2005-06-09:292:2,RPM-2005-06-09,dovish,"unas tarifas, las distintas medidas subyacentes han continuado aumentando moderadamente, confirmando la trayectoria prevista de gradual convergencia al centro del rango meta en el horizonte habitual de politica. pese a los movimientos recientes en la paridad peso-dolar, el tipo de cambio real continua en niveles estables y las condiciones monetarias y crediticias siguen mostrandose acordes al entorno financiero, a pesar del incremento"
horizonte habitual,RPM-2005-05-12:275:1,RPM-2005-05-12,hawkish,"re lo proyectado en la rpm anterior y la mayoria de las medidas subyacentes continuan exhibiendo un moderado incremento con una convergencia gradual al centro del rango meta en el horizonte habitual de politica. por ende, en base a los antecedentes del mes y las perspectivas mas probables para el conjunto de variables relevantes para la politica monetaria, concuerdo principalmente con los siguientes antecedentes que avalan la opcion d"
impulso monetario,RPM-2005-02-10:134:1,RPM-2005-02-10,hawkish,"otado de 25 puntos base son las alternativas mas plausibles en esta reunion. en este sentido, las tendencias mas claras siguen reforzando la idea que la economia ya no requiere un impulso monetario como el vigente en la actualidad. de esta forma, continua siendo necesario el transito gradual de la tasa de politica monetaria hacia un nivel mas neutral que permita conciliar nuestro objetivo inflacionario con el panorama de crecimiento."
impulso monetario,RPM-2006-11-16:976:1,RPM-2006-11-16,dovish,"puede argumentarse que, de no darse el cierre de holguras considerado, la reducida inflacion actual podria ser bastante persistente. en principio, esto podria requerir de un mayor impulso monetario. sin embargo, considerando que esto es por ahora solo un escenario de riesgo, que ha aumentado su probabilidad de ocurrencia, tambien puede descartarse la opcion de disminuir la tasa de politica monetaria hoy. agrega el gerente de division"
impulso monetario,RPM-2011-12-13:4466:1,RPM-2011-12-13,neutral,"eocupada por las presiones inflacionarias. en cuanto a las trayectorias de tasas rectoras, especifica que en america latina y asia se observa una politica con algun grado de mayor impulso monetario, mientras que en europa emergente no se registran mayores cambios. agrega que en las economias desarrolladas, los cambios son bastante marginales, salvo en el reino unido, respecto del cual se espero un alza hacia el ano 2013, pero hoy se "
marfan agradece,RPM-2005-02-10:132:1,RPM-2005-02-10,hawkish,"el consejero senor manuel marfan, agradece el analisis efectuado por el staff y senala que comparte la opinion de que las opciones analizadas en esta oportunidad son las de mantener, o elevar en 25 puntos base la tasa de politica monetaria. agrega que los principales elementos de s"
marfan agradece,RPM-2005-06-09:291:1,RPM-2005-06-09,dovish,"el consejero senor manuel marfan, agradece el analisis del staff, y agrega que, en lo grueso, los antecedentes aportados por la gerencia de division estudios confirman que la economia se esta desenvolviendo en torno al escenario central descrito en el ultimo ipom. asimismo, estima "
marfan agradece,RPM-2008-11-13:2169:1,RPM-2008-11-13,neutral,"el consejero senor manuel marfan agradece el analisis efectuado por el staff, que en esta ocasion incluye una muy util actualizacion del escenario macro del ipom, el cual se ha visto modificado de manera significativa por los eventos recientes de la economia internacional y domest"
parece conveniente,RPM-2005-05-12:273:1,RPM-2005-05-12,hawkish," la politica monetaria, idea con la cual discrepa plenamente. senala que, habiendo buenas razones tanto para mantener como para elevar marginalmente la tasa de politica monetaria, parece conveniente pensar en razones tacticas, mas bien para resolver el puzzle. al respecto, cree importante considerar que el mercado espera mayoritariamente un aumento de la tasa de politica monetaria. desde esa perspectiva mantenerla puede ser interpreta"
parece conveniente,RPM-2010-01-14:2884:1,RPM-2010-01-14,dovish,"os por la flap, a medida que ello ocurra en el transcurso de los proximos meses. estima que, por el momento, esos efectos se visualizan como muy acotados, pero que de todas formas parece conveniente seguir este proceso con atencion. en suma, el consejero senor enrique marshall vota por mantener la tpm en su actual nivel de 0,50%."
parece conveniente,RPM-2005-12-13:510:1,RPM-2005-12-13,neutral,"el gerente de division estudios, senor rodrigo valdes, senala que le parece conveniente mencionar la situacion de mexico, que bajo inesperadamente la tasa en 50 puntos base, y que ha tenido un ciclo parecido al de brasil, en el sentido de haber subido rapidamente las tasas hasta el primer o segundo trimestre de este ano."
patrones historicos,RPM-2009-04-09:2494:1,RPM-2009-04-09,dovish," que, aunque secundarias, no son irrelevantes. en su opinion, existe el peligro de casarse demasiado o poner demasiado enfasis en la ilusion que se va hacer algo que calce con los patrones historicos, ya que las afirmaciones que se hacen en ese sentido son contingentes con la informacion disponible en el momento en que se hace la afirmacion y, a su juicio, la informacion que se tiene hoy es distinta a la que se tenia en ese momento. in"
patrones historicos,RPM-2008-04-10:1774:1,RPM-2008-04-10,neutral," oferta pasados iba a ser algo mayor que la historica. menciona que en la practica esta propagacion mayor no se ha materializado hasta el mes de marzo, por lo que de volver ella a patrones historicos, podria incidir en algunas decimas adicionales de menor inflacion. en sintesis, senala que si se toma solo una perspectiva de corto plazo, anclandose en la decision de marzo y observando solo las noticias coyunturales, en particular el men"
patrones historicos,RPM-2008-11-13:2159:1,RPM-2008-11-13,neutral,"n en linea con lo previsto, y algo por debajo en el caso de los alimentos no perecibles. agrega que por el lado de los salarios, estos siguen mostrando una dinamica compatible con patrones historicos, mientras las compensaciones inflacionarias se han mantenido bajas. menciona que otras medidas de expectativas de inflacion muestran reducciones moderadas. manifiesta el gerente de division estudios que los antecedentes anteriores, junto c"
politica monetaria,RPM-2005-02-10:121:1,RPM-2005-02-10,hawkish,"5. en principio, los antecedentes acumulados son coherentes con mantener la estrategia de normalizacion pausada de la politica monetaria aplicada desde septiembre pasado, pues ellos parecen insuficientes para modificar de manera significativa el escenario macroeconomico mas probable. sin embargo, si el escenario alternativo de persistencia de las noticias positivas de activ"
politica monetaria,RPM-2008-11-13:2167:3,RPM-2008-11-13,dovish," estudios, en cuanto a mantener, pero no en cuanto a las opciones que ofrece, porque habria preferido que en ellas se incluyera la posibilidad de efectuar un recorte de la tasa de politica monetaria."
politica monetaria,RPM-2006-04-13:644:3,RPM-2006-04-13,neutral,"a continuacion, el presidente, don vittorio corbo, solicita al gerente de division estudios, don rodrigo valdes, que presente las opciones de politica monetaria."
presidente senor,RPM-2005-02-10:137:1,RPM-2005-02-10,hawkish,"el presidente, senor vittorio corbo senala, que desde la reunion de politica monetaria el crecimiento de la economia mundial ha seguido un curso muy similar al considerado en el informe de politica monetaria de enero, el precio del cobre se ha mantenido alto y"
presidente senor,RPM-2005-06-09:294:1,RPM-2005-06-09,dovish,"el presidente senor vittorio corbo, senala que tambien comparte la evaluacion de la gerencia de division estudios, y cree que las opciones de politica que han presentado describen muy bien la situacion que enfrentamos hoy, destacando una situacion externa que"
presidente senor,RPM-2007-08-09:1388:1,RPM-2007-08-09,neutral,"el presidente senor vittorio corbo, ofrece la palabra a los asistentes para comentarios."
proxima semana,RPM-2011-05-12:4047:1,RPM-2011-05-12,hawkish,"ctoriales muestran importantes caidas en marzo, y que si bien el impacto sobre la economia del pais se apreciara con las cifras de crecimiento del primer trimestre a publicarse la proxima semana, a la fecha, los efectos de la catastrofe sobre la actividad en el resto del mundo parecen acotados. respecto de estados unidos, destaca la mejora en el mercado laboral, informando que la cifra de empleo del mes de abril arrojo una creacio"
proxima semana,RPM-2011-03-17:3858:1,RPM-2011-03-17,neutral,sejero senor sebastian claro comenta que le extrano que la prensa informara el dia anterior que la aplicacion del sipco generaria una caida de $20 en la tarifa del transantiago la proxima semana.
proxima semana,RPM-2005-05-12:273:1,RPM-2005-05-12,hawkish,"les en el mercado de corto plazo. pero tambien hay aspectos a favor de elevar la tasa de politica monetaria en 25 puntos base. en efecto, el escenario central que presentaremos la proxima semana ante el senado supone un crecimiento dinamico de la demanda interna, un cierre de brechas y una inflacion ya francamente dentro del rango de 2 a 4% y que justificaria dar otro paso en la normalizacion de la politica monetaria. lo anterior,"
puntos base,RPM-2005-02-10:121:1,RPM-2005-02-10,hawkish,"o la tasa de politica monetaria, en la estrategia de normalizacion pausada tienen cabida tanto la mantencion de la tasa de politica monetaria en esta reunion como un aumento de 25 puntos base. 7. la mayoria de los antecedentes coyunturales apoya un nuevo aumento de tasa de politica monetaria en esta reunion. como se ha visto, por el lado de la inflacion efectiva hay relativamente pocas novedades, mientras que el mayor uso de la"
puntos base,RPM-2009-02-12:2377:1,RPM-2009-02-12,dovish,"esormeaux expresa que en el momento de emitir su voto manifesto su intencion de sumarse a la votacion de mayoria, por lo cual tambien se adhiere al acuerdo de bajar la tasa en 250 puntos base."
puntos base,RPM-2010-03-18:2995:1,RPM-2010-03-18,neutral," sorpresa inflacionaria en los meses previos por el impacto del servicio financiero en el ipc, porque al reponerse la mitad del impuesto de timbres y estampillas, equivalente a 60 puntos base, impuesto que tendria ahora una ponderacion mas alta, generaria un impacto significativo en la inflacion. indica tener la impresion que la tasa de interes va a subir mas que 60 puntos base hacia el futuro, por lo que valdria la pena calcul"
recientes muestran,RPM-2013-07-11:5699:3,RPM-2013-07-11,dovish,"as ultimas semanas, en tanto que los de los combustibles aumentaron. el dolar se aprecio en forma generalizada en los mercados internacionales. en el plano local, los antecedentes recientes muestran que continua la desaceleracion gradual de la actividad y de la demanda interna, especialmente de la inversion. el mercado del trabajo sigue ajustado. el consumo se mantiene dinamico, pero la evolucion de las condiciones crediticias y las e"
recientes muestran,RPM-2013-10-17:5844:1,RPM-2013-10-17,neutral,"terna; una menor intensidad en el uso de los recursos domesticos; una inflacion mas contenida; y, a mediano plazo, un menor deficit de la cuenta corriente. ademas, los indicadores recientes muestran que la actividad economica y las importaciones han continuado evolucionando a un ritmo moderado acorde con el escenario delineado en el ultimo ipom, mientras que la demanda final, si bien ha reducido su tasa de expansion, lo ha hecho con m"
recientes muestran,RPM-2005-12-13:525:1,RPM-2005-12-13,dovish,"re 4%. la necesidad de evitar desanclaje de expectativas, llevo a un ritmo de aumento de tasas de interes algo superior al previsto a mediados de 2005. sin embargo, las cifras mas recientes muestran una leve reduccion de las presiones inflacionarias las que se observan en un aplanamiento en la trayectoria de la inflacion subyacente. asimismo, el crecimiento ha mostrado un leve deterioro. a pesar de una mejora de las perspectivas de la"
adopta el siguiente,RPM-2005-02-10:138:1,RPM-2005-02-10,hawkish,"en merito de lo anterior, el consejo, por la unanimidad de sus miembros, adopta el siguiente acuerdo: 74-01-050210 - tasa de politica monetaria. se acuerda aumentar la tasa de interes de politica monetaria a 2,75% anual. siendo las 16.52 hrs. se retira de la sala el senor ministro subrogante, senor mario marcel cullell."
adopta el siguiente,RPM-2009-06-16:2602:1,RPM-2009-06-16,dovish,"en merito de lo anterior, el consejo adopta el siguiente acuerdo: 140-01-090616 - tasa de politica monetaria el consejo, por la unanimidad de sus miembros, acordo reducir la tasa de politica monetaria a 0,75% anual. comunicado “en su reunion mensual de politica monetaria, el consejo del banco ce"
adopta el siguiente,RPM-2005-05-12:278:1,RPM-2005-05-12,hawkish,"en merito de lo anterior, el consejo, por la unanimidad de sus miembros, adopta el siguiente acuerdo: 77-01-050512 - tasa de politica monetaria. se acuerda aumentar la tasa de interes de politica monetaria en 25 puntos base hasta 3,25% anual. siendo las 17.00 hrs. se retiran de la sala el senor ministro de hacienda, senor nicolas "
anterior el consejo,RPM-2005-02-10:138:1,RPM-2005-02-10,hawkish,"en merito de lo anterior, el consejo, por la unanimidad de sus miembros, adopta el siguiente acuerdo: 74-01-050210 - tasa de politica monetaria. se acuerda aumentar la tasa de interes de politica monetaria a 2,75% anual. siendo las 16.52 hrs. se retira de la sala el senor min"
anterior el consejo,RPM-2009-06-16:2602:1,RPM-2009-06-16,dovish,"en merito de lo anterior, el consejo adopta el siguiente acuerdo: 140-01-090616 - tasa de politica monetaria el consejo, por la unanimidad de sus miembros, acordo reducir la tasa de politica monetaria a 0,75% anual. comunicado “en su reunion mensual de politica monetaria, el "
anterior el consejo,RPM-2005-05-12:278:1,RPM-2005-05-12,hawkish,"en merito de lo anterior, el consejo, por la unanimidad de sus miembros, adopta el siguiente acuerdo: 77-01-050512 - tasa de politica monetaria. se acuerda aumentar la tasa de interes de politica monetaria en 25 puntos base hasta 3,25% anual. siendo las 17.00 hrs. se retiran "
aumentar la tasa,RPM-2011-05-12:4047:1,RPM-2011-05-12,hawkish,". en este contexto, senala que esa cartera cree razonable continuar con el proceso paulatino de normalizacion de la politica fiscal y monetaria, y que las opciones de politica son aumentar la tasa rectora en 25 o 50 puntos base. sostiene que el primer camino valida las expectativas obtenidas de la encuesta de expectativas del banco central, e implica una moderacion de la trayectoria del aumento de tasas respecto de la reunion pasada"
aumentar la tasa,RPM-2005-02-10:127:1,RPM-2005-02-10,dovish,"a, podria ir a un ritmo mas lento. en ese sentido habiendo una clara opcion por una normalizacion pausada de la tasa, le parece que es igualmente consistente con esa normalizacion aumentar la tasa en 25 puntos base en esta oportunidad, o bien mantenerla."
aumentar la tasa,RPM-2005-05-12:264:1,RPM-2005-05-12,neutral,"al respecto, el senor gerente de division senala que: 1. en la reunion de politica monetaria de abril, el consejo decidio aumentar la tasa de interes de politica en 25 puntos base a 3%. en esta decision se considero que, mas alla de cierta volatilidad en la inflacion mensual, provocada por los aumentos en el precio internacional del petroleo, las distintas mediciones de la te"
bajar la tasa,RPM-2009-02-12:2377:1,RPM-2009-02-12,dovish,"sidente senor jorge desormeaux expresa que en el momento de emitir su voto manifesto su intencion de sumarse a la votacion de mayoria, por lo cual tambien se adhiere al acuerdo de bajar la tasa en 250 puntos base."
bajar la tasa,RPM-2009-04-09:2500:2,RPM-2009-04-09,dovish,"en consecuencia, por votacion unanime, el consejo acuerda bajar la tasa de politica monetaria en 50 puntos base hasta 1,75%."
bajar la tasa,RPM-2011-10-13:4392:1,RPM-2011-10-13,dovish,"n panorama de algo menor dinamismo de la economia chilena. manifiesta que ello reafirma la opcion de hoy de mantener la tasa de politica monetaria en 5,25%. a su juicio, innovar y bajar la tasa podria parecer prematuro, toda vez que los eventos mas criticos en el exterior estan en desarrollo y las condiciones internas no dan cuenta de un marcado deterioro. cree, sin embargo, que los antecedentes que se han acumulado en los ultimo"
brechas de capacidad,RPM-2011-06-14:4106:1,RPM-2011-06-14,hawkish,"es disponibles han llevado a corregir al alza las proyecciones internas de crecimiento del pib para el presente ano. hace presente que como hipotesis de trabajo, se estima que las brechas de capacidad en la economia chilena estan cerradas, es decir, no contribuyen a reducir la inflacion m tampoco a acelerarla; y enfatiza que esta es una evaluacion que necesariamente continuara revisandose con los antecedentes de crecimiento, productivid"
brechas de capacidad,RPM-2014-06-12:6284:1,RPM-2014-06-12,dovish," rebaja en la tasa de interes, considera que la magnitud de dicha baja no se condice con la velocidad con la que se ha desacelerado la economia, con lo cual se estan ampliando las brechas de capacidad. en su opinion, es relevante seguir aumentando el estimulo monetario de la economia y, de esa manera, evitar costos ciclicos innecesarios. de hecho, el mercado aun sigue esperando que se produzcan bajas adicionales en la tpm, mayores que l"
brechas de capacidad,RPM-2012-07-12:4959:1,RPM-2012-07-12,neutral,"ente a la alternativa de reducir la tpm, manifiesta que la opinion de la gerencia de division estudios es de descartarla en esta oportunidad, tomando en cuenta que la situacion de brechas de capacidad en el mercado laboral aun es estrecha, lo que representa un riesgo latente respecto de las perspectivas inflacionarias de mediano plazo. hace presente que es probable que los efectos de la desaceleracion externa sobre la evolucion de la ec"
condiciones financieras externas,RPM-2005-06-09:292:2,RPM-2005-06-09,dovish,"a ovalle, indica que, como se desprende de la presentacion de la division de estudios, el entorno macroeconomico que enfrenta la economia chilena sigue mostrandose favorable y las condiciones financieras externas continuan positivas, con una leve tendencia a la baja en las tasas de largo plazo en algunas de las principales economias. las principales novedades del mes provienen de la atenuacion de algunos riesgos considerados en el escenario central"
condiciones financieras externas,RPM-2006-04-13:630:1,RPM-2006-04-13,neutral,"e crecimiento, sorpresas en precios de commodities, cobre y petroleo en particular, precio de la gasolina que crece algo mas que el precio del petroleo por margenes de refinacion, condiciones financieras externas que de todas maneras se mantienen positivas, aun cuando las tasas de largo plazo han mostrado aumentos durante el ultimo mes y los spreads de economias emergentes marginalmente mas altos. senala el senor lehmann que los riesgos se perciben"
condiciones financieras externas,RPM-2006-06-15:737:1,RPM-2006-06-15,dovish,"e sigue siendo sorprendentemente elevado, a pesar de la caida reciente que, por lo demas, esta en linea con el escenario central del ultimo ipom. le parece que el deterioro en las condiciones financieras externas no impide considerar que estas sigan siendo favorables, y que a lo mas ha aumentado la probabilidad del escenario de riesgo contemplado en el ipom, en el sentido que se adelante la normalizacion de esas condiciones financieras externas. ag"
cree que no,RPM-2005-05-12:276:1,RPM-2005-05-12,hawkish,"a que seguir observando la evolucion de la economia mundial para graduar el retiro del impulso monetario. esto sin duda pone una nota de cautela sobre las decisiones futuras, pero cree que no son suficientes para recomendar la mantencion de la tasa en esta reunion. el vicepresidente, senor de gregorio, senala que a lo anterior hay que agregar otro elemento relevante. el mercado espera mayoritariamente, casi en forma unanime, un"
cree que no,RPM-2005-02-10:127:1,RPM-2005-02-10,dovish,"el cuadro macro, el mayor ritmo de crecimiento se esta apreciando en estos meses tiene que ver, especialmente, con el crecimiento de la inversion y tal como lo senalo en la manana cree que no debiera preocupar un mayor crecimiento por si mismo, sino cuales son los factores que se encuentran detras del mismo y como ello incide sobre las presiones inflacionarias en el futuro. agrega, que le parece que en estos momentos la clarivi"
cree que no,RPM-2005-06-09:289:1,RPM-2005-06-09,dovish,"el senor ministro de hacienda, senor nicolas eyzaguirre, senala que le parece adecuado destacar dos aspectos. el primero, respecto a las tasas largas cree que no es descartable que afuera las tasas todavia bajen un poco mas, quiza no en el caso de estados unidos, pero si tratandose de europa, lo que de alguna forma le va a poner un limite a las tasas largas en chile. senala que si a lo anterior le "
decision de hoy,RPM-2005-05-12:274:1,RPM-2005-05-12,hawkish,"os de mas largo plazo estas se situan incluso por encima de esa cifra, como reflejo tanto del aumento del precio de los combustibles como del cierre progresivo de las holguras. la decision de hoy tiene lugar, entonces, en un momento en que se ha acelerado la inflacion del ipc, en el que se han incrementado las expectativas de inflacion, en que el gasto interno y el empleo muestran un fuerte dinamismo. nuestro escenario central cont"
decision de hoy,RPM-2005-06-09:292:1,RPM-2005-06-09,dovish,"to con un aumento leve de la tasa de politica monetaria como con la mantencion de la misma. en su opinion y aqui coincide plenamente con las opiniones anteriores, la clave para la decision de hoy esta en consideraciones de caracter tactico. de aumentar la tasa de politica monetaria en el dia de hoy, el banco central completaria tres alzas consecutivas, lo que podria llevar a parte del mercado a interpretar que se ha aumentado el ri"
decision de hoy,RPM-2007-08-09:1398:1,RPM-2007-08-09,hawkish,"eocupacion es que ello pueda inducir a un menor crecimiento futuro de la economia de los estados unidos de america. sin embargo, senala que los desarrollos mas importantes para la decision de hoy se dieron en el plano interno. por una parte, en el segundo trimestre la economia evidencio un dinamismo superior al proyectado, lo que virtualmente cierra la brecha de capacidad que habia exhibido la economia en los ultimos anos. la posib"
estabilidad de precios,RPM-2007-08-09:1387:1,RPM-2007-08-09,hawkish,"a de politica monetaria en los siguientes meses para reducir el estimulo monetario que prevalece, y que un ajuste de esta magnitud envia una senal mas potente de compromiso con la estabilidad de precios, en particular cuando el mercado espera mayoritariamente un aumento de 25 puntos base. senala que esto puede ser apropiado, considerando que si bien las expectativas de inflacion a mayores plazos del sistema financiero se mantienen cerca d"
estabilidad de precios,RPM-2007-09-13:1434:1,RPM-2007-09-13,neutral,"eo nacional, eliminada estacionalidad, se ubico en 6,5%, mas 0,3 punto porcentual respecto del mes previo y sigue por debajo de varias estimaciones para su valor, coherente con la estabilidad de precios. asimismo, comenta el senor magendzo que el crecimiento anual y la velocidad de expansion de las distintas medidas de salarios nominales registraron un incremento significativo en el mes de julio. el incremento anual del costo de la mano d"
estabilidad de precios,RPM-2011-02-17:3810:1,RPM-2011-02-17,hawkish,"s, pero ni los datos ni el contexto actual favorecen esa opcion. por ultimo, senala que una normalizacion gradual de la politica monetaria que cautele adecuadamente el objetivo de estabilidad de precios del banco y que, al mismo tiempo, no imponga una excesiva presion en el mercado cambiario es, en estas circunstancias, la estrategia mas adecuada. el consejero senor sebastian claro vota, en consecuencia, por una alza de la tpm en 25 punto"
expectativas de crecimiento,RPM-2005-02-10:126:1,RPM-2005-02-10,hawkish,"ambiado, simplemente, porque estan consolidadas las expectativas de un crecimiento fuerte, y en consecuencia no visualiza en este momento, riesgo alguno de efecto danino sobre las expectativas de crecimiento si el banco central sube la tasa en 25 puntos base en dos meses consecutivos. cree tambien que despejado ese riesgo de abortar la reactivacion resulta conveniente aprovechar esta coyuntura para acercarnos un paso mas a la normalizacion de "
expectativas de crecimiento,RPM-2011-10-13:4392:1,RPM-2011-10-13,dovish," de mantener altas tasas de crecimiento en un contexto de debilidad sostenida de los paises desarrollados. destaca que lo anterior ha contribuido con fuerza a la correccion de las expectativas de crecimiento para el proximo ano en el mundo, a una correccion de los precios de los commodities y, en general, a cambios importantes de precios de activos. hace notar que esto ha sido especialmente claro desde la ultima rpm, donde la volatilidad de la"
expectativas de crecimiento,RPM-2014-02-18:6027:1,RPM-2014-02-18,neutral,"ue el gasto publico registro una tasa de crecimiento de 4%, con una contribucion negativa de los items extrapresupuestarios y de inversion. en materia de actividad, senala que las expectativas de crecimiento para el presente ano se han seguido corrigiendo a la baja; de hecho, para este ano, el mercado espera un crecimiento de 3,8%. para el primer trimestre del presente ejercicio, en tanto, la encuesta de expectativas economicas y los bancos de"
gerente de analisis,RPM-2005-02-10:60:1,RPM-2005-02-10,neutral,"ii. exposicion. el gerente de analisis macroeconomico, don pablo garcia, en relacion con el analisis de los desarrollos economicos y financieros recientes, senala lo siguiente: el entorno macroeconomico presento algunas modificaciones desde la divulgacion del informe de politic"
gerente de analisis,RPM-2005-08-11:316:1,RPM-2005-08-11,neutral,"con relacion a la exposicion del gerente de analisis macroeconomico, sobre los desarrollos economicos recientes, el ministro de hacienda, senor nicolas eyzaguirre consulta sobre el rango previsto para el crecimiento del pib durante el ano 2005. luego de un intercambio de opiniones sobre el p"
gerente de analisis,RPM-2009-02-12:2332:1,RPM-2009-02-12,neutral," que presentan tanto brasil como mexico en la informacion a que alude el consejero senor sebastian claro. a continuacion, el presidente senor jose de gregorio ofrece la palabra al gerente de analisis macroeconomico senor claudio soto gamboa, para que exponga sobre el escenario nacional."
gerente de division,RPM-2011-06-14:4106:1,RPM-2011-06-14,hawkish," niveles que van entre 5,75% y 6,0%, y que para esta reunion, los contratos financieros y las encuestas anticipan mayoritariamente un alza de 25 puntos base en la tasa rectora. el gerente de division estudios senor luis oscar herrera indica que estos antecedentes llevan a proponer como opciones relevantes un alza de 25 puntos base de la tpm, hasta 5,25%, o mantenerla en 5,00%, y que la recomendacion, en esta oportunidad, es por la prim"
gerente de division,RPM-2005-06-09:288:7,RPM-2005-06-09,dovish,"v interviene el gerente de division internacional, senor esteban jadresic para senalar, que compartiendo el analisis que presenta la gerencia de division estudios le llama sobre todo la atencion los datos que se estan presentando sobre costos laborales unitarios. indica que "
gerente de division,RPM-2005-12-13:516:7,RPM-2005-12-13,neutral,"el gerente de division politica financiera, don luis oscar herrera, senala que los dos fenomenos estan relacionados porque existe un aspecto de la ecuacion que es el diferencial de tasas y cuan correlacionados estarian. agrega el senor herrera, que en esta oport"
manuel marfan agradece,RPM-2005-02-10:132:1,RPM-2005-02-10,hawkish,"el consejero senor manuel marfan, agradece el analisis efectuado por el staff y senala que comparte la opinion de que las opciones analizadas en esta oportunidad son las de mantener, o elevar en 25 puntos base la tasa de politica monetaria. agrega que los principales elementos de s"
manuel marfan agradece,RPM-2005-06-09:291:1,RPM-2005-06-09,dovish,"el consejero senor manuel marfan, agradece el analisis del staff, y agrega que, en lo grueso, los antecedentes aportados por la gerencia de division estudios confirman que la economia se esta desenvolviendo en torno al escenario central descrito en el ultimo ipom. asimismo, estima "
manuel marfan agradece,RPM-2008-11-13:2169:1,RPM-2008-11-13,neutral,"el consejero senor manuel marfan agradece el analisis efectuado por el staff, que en esta ocasion incluye una muy util actualizacion del escenario macro del ipom, el cual se ha visto modificado de manera significativa por los eventos recientes de la economia internacional y domest"
subir la tpm,RPM-2005-05-12:277:1,RPM-2005-05-12,hawkish,"forma casi unanime, se espera que el proceso continue en la misma forma tanto respecto de las cifras de actividad como de las de inflacion. por lo anterior, su voto tambien es por subir la tpm en 25 puntos base en esta ocasion, pero tambien cree que es muy importante destacar que esto es consistente y completamente coherente con la estrategia de retiro pausado del excesivo estimulo monetario, lo cual es una forma de comprar segu"
subir la tpm,RPM-2014-12-11:6547:1,RPM-2014-12-11,neutral,"el presidente senor rodrigo vergara manifiesta su concordancia con la opcion planteada en la minuta de la gerencia de division estudios. expresa que subir la tpm en esta oportunidad no esta de acuerdo con la etapa del ciclo que vive el pais, razon por la que, a su juicio, no es una opcion relevante. bajarla, con la actual inflacion, tampoco le parece razonable, dado su nivel actual claramente expan"
subir la tpm,RPM-2011-04-12:3966:1,RPM-2011-04-12,hawkish,"las expectativas de inflacion. a su juicio, es este espacio el que justifica un alza de 50pb en esta ocasion. en merito de lo expuesto, el consejero senor sebastian claro vota por subir la tpm a 4,5%."
tasa de interes,RPM-2010-05-13:3125:1,RPM-2010-05-13,hawkish," es claro que puede ocurrir lo contrario, esto es, que las presiones i inflacionarias esten mas contenidas, en cuyo caso no se pierde la opcion de atenuar el ritmo de ajuste de la tasa de interes. en su parecer, detener el proceso de normalizacion a niveles de tasas de 1 o 2% no le quita expansividad a la politica del banco, mencionando que, de hecho, se esta con un nivel de tasas que ciertamente es muy bajo dadas las perspectivas "
tasa de interes,RPM-2013-07-11:5699:3,RPM-2013-07-11,dovish,"jo adopto el siguiente acuerdo: n° 200-01-130711 - tasa de politica monetaria en su reunion mensual de politica monetaria, el consejo del banco central de chile acordo mantener la tasa de interes de politica monetaria en 5% anual. al concluir la reunion, se procede a dar lectura al texto del comunicado, que es del siguiente tenor: comunicado “en su reunion mensual de politica monetaria, el consejo del banco central de chile acordo "
tasa de interes,RPM-2006-04-13:632:2,RPM-2006-04-13,neutral,"por otra parte, el senor ministro de hacienda consulta si la explicacion del alza en el embi es solamente tasa de interes."
tasa de politica,RPM-2005-02-10:121:1,RPM-2005-02-10,hawkish,"lgunos meses como pausas en otros, siendo la acumulacion de antecedentes mes a mes un elemento fundamental para definir el ritmo preciso. asi, luego de un mes en que se aumento la tasa de politica monetaria, en la estrategia de normalizacion pausada tienen cabida tanto la mantencion de la tasa de politica monetaria en esta reunion como un aumento de 25 puntos base. 7. la mayoria de los antecedentes coyunturales apoya un nuevo aument"
tasa de politica,RPM-2008-11-13:2167:3,RPM-2008-11-13,dovish,"division estudios, en cuanto a mantener, pero no en cuanto a las opciones que ofrece, porque habria preferido que en ellas se incluyera la posibilidad de efectuar un recorte de la tasa de politica monetaria."
tasa de politica,RPM-2012-10-18:5149:1,RPM-2012-10-18,neutral,"el senor felipe larrain expresa que en este escenario, se sugiere mantener la tasa de politica monetaria en su nivel actual y validar asi las expectativas del mercado. manifiesta que en opinion del ministerio de hacienda, la economia chilena ha mostrado signos de resiliencia, pero que no se puede soslayar el efecto de la recesion eu"
tipo de cambio,RPM-2011-05-12:4047:1,RPM-2011-05-12,hawkish,"aumentando la tpm solo en 25 puntos base, evitando un desalineamiento respecto de las trayectorias de politica monetaria seguidas en el resto del mundo, una mayor presion sobre el tipo de cambio y una potencial desaceleracion futura de la economia; y que en caso de aumentarse en 50 puntos base, se estima importante dejar claro en el comunicado que ha comenzado una nueva fase con ajustes mas graduales de la tasa de instancia."
tipo de cambio,RPM-2010-01-14:2884:1,RPM-2010-01-14,dovish,"una inflacion bastante baja, que incluso podria ser algo menor que la prevista con anterioridad. ello, acota, se relacionaria en alguna medida con los movimientos observados en el tipo de cambio. el consejero senor marshall subraya que las perspectivas de mediano plazo siguen apuntando a una gradual convergencia a la meta, conducida principalmente por la recuperacion de la actividad. en esa perspectiva, indica que las visiones son"
tipo de cambio,RPM-2006-06-15:691:1,RPM-2006-06-15,neutral," tras el dolar, pero si uno observa en perspectiva, el precio del cobre esta bastante cercano a los niveles de abril, en cambio el ipsa esta en niveles de principios enero, por el tipo de cambio."
