ngrama,n_palabras,intervenciones,reuniones,apariciones,tfidf_medio,df_hawkish,tasa_hawkish,df_dovish,tasa_dovish,df_neutral,tasa_neutral,asociacion_hawkish,asociacion_dovish
junto,1,21,15,24,0.0017467656585131795,4,0.09375,4,0.10975609756097561,13,0.02854122621564482,1.4584944993832438,1.7054577929077168
la desaceleracion de,3,21,16,21,0.0018389554292504175,1,0.03125,5,0.13414634146341464,15,0.03276955602536998,-0.3547369890110295,2.079853307689215
la encuesta de,3,21,12,38,0.001769343860480372,1,0.03125,0,0.012195121951219513,20,0.04334038054968287,-0.3547369890110295,-1.761448946291727
la incertidumbre,2,21,16,22,0.0016701139595560609,6,0.13541666666666666,3,0.08536585365853659,12,0.026427061310782242,2.1640959226401146,1.2627173648390253
la medida,2,21,15,24,0.001568115201574209,4,0.09375,3,0.08536585365853659,14,0.0306553911205074,1.4584944993832438,1.2627173648390253
la opcion de,3,21,16,26,0.00163212385661562,8,0.17708333333333334,5,0.13414634146341464,8,0.017970401691331923,2.7504278539727687,2.079853307689215
la produccion,2,21,15,23,0.002010111013708907,0,0.010416666666666666,1,0.036585365853658534,20,0.04334038054968287,-2.0084122398162,-0.10777369548655676
la proyeccion de,3,21,14,25,0.0016612343082903264,3,0.07291666666666667,3,0.08536585365853659,15,0.03276955602536998,1.0157540713145523,1.2627173648390253
las cifras de,3,21,15,22,0.0014169554852540422,9,0.19791666666666666,0,0.012195121951219513,12,0.026427061310782242,3.0219238385547587,-1.761448946291727
las noticias,2,21,15,27,0.0014957179376978505,5,0.11458333333333333,6,0.15853658536585366,10,0.022198731501057084,1.8328900141647417,2.411059216164588
las perspectivas de,3,21,17,27,0.0013505402051814657,5,0.11458333333333333,7,0.18292682926829268,9,0.0200845665961945,1.8328900141647417,2.713725408891317
mantencion de la,3,21,11,28,0.0015941236278516461,9,0.19791666666666666,5,0.13414634146341464,7,0.015856236786469344,3.0219238385547587,2.079853307689215
mas que,2,21,15,25,0.0018075683454229332,4,0.09375,1,0.036585365853658534,16,0.03488372093023256,1.4584944993832438,-0.10777369548655676
monetaria que,2,21,17,21,0.001698385575452574,9,0.19791666666666666,0,0.012195121951219513,12,0.026427061310782242,3.0219238385547587,-1.761448946291727
negativas,1,21,17,23,0.0015738002361093259,5,0.11458333333333333,4,0.10975609756097561,12,0.026427061310782242,1.8328900141647417,1.7054577929077168
parecen,1,21,15,26,0.0016045728412638748,9,0.19791666666666666,7,0.18292682926829268,5,0.011627906976744186,3.0219238385547587,2.713725408891317
por encima de,3,21,10,31,0.001371040085350709,8,0.17708333333333334,4,0.10975609756097561,9,0.0200845665961945,2.7504278539727687,1.7054577929077168
presidente senor vittorio,3,21,10,24,0.004478924034765484,3,0.07291666666666667,1,0.036585365853658534,17,0.03699788583509514,1.0157540713145523,-0.10777369548655676
presidente senor vittorio corbo,4,21,10,24,0.004478924034765484,3,0.07291666666666667,1,0.036585365853658534,17,0.03699788583509514,1.0157540713145523,-0.10777369548655676
que el banco,3,21,14,25,0.0023671979833235625,7,0.15625,3,0.08536585365853659,11,0.024312896405919663,2.466762115366844,1.2627173648390253
relacion a,2,21,11,23,0.003218406788263224,1,0.03125,2,0.06097560975609756,18,0.039112050739957716,-0.3547369890110295,0.7013416844354848
se aprecia,2,21,10,27,0.0022645536364376386,0,0.010416666666666666,2,0.06097560975609756,19,0.0412262156448203,-2.0084122398162,0.7013416844354848
se debe,2,21,18,26,0.002058591477708213,3,0.07291666666666667,6,0.15853658536585366,12,0.026427061310782242,1.0157540713145523,2.411059216164588
se ha mantenido,3,21,16,21,0.0011401206127344442,6,0.13541666666666666,3,0.08536585365853659,12,0.026427061310782242,2.1640959226401146,1.2627173648390253
senor enrique marshall,3,21,16,34,0.0039835499206734935,2,0.052083333333333336,3,0.08536585365853659,16,0.03488372093023256,0.4543783909110121,1.2627173648390253
senor vittorio,2,21,10,24,0.004478924034765484,3,0.07291666666666667,1,0.036585365853658534,17,0.03699788583509514,1.0157540713145523,-0.10777369548655676
senor vittorio corbo,3,21,10,24,0.004478924034765484,3,0.07291666666666667,1,0.036585365853658534,17,0.03699788583509514,1.0157540713145523,-0.10777369548655676
siguientes,1,21,15,25,0.0011959110573131133,12,0.2604166666666667,2,0.06097560975609756,7,0.015856236786469344,3.8137811912170374,0.7013416844354848
subyacentes,1,21,13,22,0.001362607272033432,6,0.13541666666666666,7,0.18292682926829268,8,0.017970401691331923,2.1640959226401146,2.713725408891317
tasa de crecimiento,3,21,14,35,0.002021039077129586,1,0.03125,1,0.036585365853658534,19,0.0412262156448203,-0.3547369890110295,-0.10777369548655676
tercer trimestre,2,21,15,35,0.0023749673353449076,2,0.052083333333333336,4,0.10975609756097561,15,0.03276955602536998,0.4543783909110121,1.7054577929077168
un ajuste,2,21,15,25,0.0017249013402821137,8,0.17708333333333334,3,0.08536585365853659,10,0.022198731501057084,2.7504278539727687,1.2627173648390253
un contexto,2,21,15,27,0.0015694415190243521,4,0.09375,5,0.13414634146341464,12,0.026427061310782242,1.4584944993832438,2.079853307689215
una desaceleracion,2,21,12,27,0.0018982105604759012,1,0.03125,5,0.13414634146341464,15,0.03276955602536998,-0.3547369890110295,2.079853307689215
una inflacion,2,21,14,25,0.0017569014631703555,6,0.13541666666666666,5,0.13414634146341464,10,0.022198731501057084,2.1640959226401146,2.079853307689215
una reduccion,2,21,15,24,0.0013703506523219725,3,0.07291666666666667,7,0.18292682926829268,11,0.024312896405919663,1.0157540713145523,2.713725408891317
valor,1,21,13,35,0.0023362568254927606,4,0.09375,1,0.036585365853658534,16,0.03488372093023256,1.4584944993832438,-0.10777369548655676
50 puntos base,3,20,14,40,0.0021531137900252188,7,0.15625,6,0.15853658536585366,7,0.015856236786469344,2.569855608330948,2.507274531423891
actividad en,2,20,16,21,0.001352342463840575,4,0.09375,3,0.08536585365853659,13,0.02854122621564482,1.5433833969697568,1.3428877135230088
agrega que en,3,20,14,21,0.0022306992898145253,1,0.03125,1,0.036585365853658534,18,0.039112050739957716,-0.28258720325519415,-0.035623909730721375
agrega que la,3,20,16,23,0.0014817096658748972,7,0.15625,4,0.10975609756097561,9,0.0200845665961945,2.569855608330948,1.7903466904942298
algo por,2,20,17,26,0.0012464904253658277,4,0.09375,2,0.06097560975609756,14,0.0306553911205074,1.5433833969697568,0.7772905376687834
alternativas,1,20,12,21,0.0016796934971807604,9,0.19791666666666666,2,0.06097560975609756,9,0.0200845665961945,3.1422180722724704,0.7772905376687834
alza de la,3,20,13,23,0.0015943095434586378,10,0.21875,2,0.06097560975609756,8,0.017970401691331923,3.417852514885898,0.7772905376687834
bienes de,2,20,14,34,0.0017601961186555694,2,0.052083333333333336,1,0.036585365853658534,17,0.03699788583509514,0.5303272441443104,-0.035623909730721375
cierto,1,20,14,24,0.0018451279114262565,4,0.09375,5,0.13414634146341464,11,0.024312896405919663,1.5433833969697568,2.1700511166607925
compensacion,1,20,11,25,0.001732867470563025,0,0.010416666666666666,1,0.036585365853658534,19,0.0412262156448203,-1.9396994897321858,-0.035623909730721375
comportamiento de,2,20,15,22,0.0015021506146723545,4,0.09375,1,0.036585365853658534,15,0.03276955602536998,1.5433833969697568,-0.035623909730721375
consejero senor enrique,3,20,15,29,0.0037362686048595757,2,0.052083333333333336,3,0.08536585365853659,15,0.03276955602536998,0.5303272441443104,1.3428877135230088
consejero senor enrique marshall,4,20,15,29,0.0037362686048595757,2,0.052083333333333336,3,0.08536585365853659,15,0.03276955602536998,0.5303272441443104,1.3428877135230088
consejero senor marfan,3,20,10,28,0.002942306484469404,3,0.07291666666666667,5,0.13414634146341464,12,0.026427061310782242,1.0959244199985356,2.1700511166607925
contrario,1,20,13,20,0.001978526656832768,3,0.07291666666666667,6,0.15853658536585366,11,0.024312896405919663,1.0959244199985356,2.507274531423891
creacion,1,20,14,22,0.001644139380635061,4,0.09375,2,0.06097560975609756,14,0.0306553911205074,1.5433833969697568,0.7772905376687834
datos de,2,20,13,24,0.00217499366073652,1,0.03125,0,0.012195121951219513,19,0.0412262156448203,-0.28258720325519415,-1.6927361962077128
de ano,2,20,15,28,0.002163681347523823,3,0.07291666666666667,2,0.06097560975609756,15,0.03276955602536998,1.0959244199985356,0.7772905376687834
de inventarios,2,20,12,25,0.002628838789972307,2,0.052083333333333336,0,0.012195121951219513,18,0.039112050739957716,0.5303272441443104,-1.6927361962077128
de inversion,2,20,13,27,0.001947242461099438,3,0.07291666666666667,1,0.036585365853658534,16,0.03488372093023256,1.0959244199985356,-0.035623909730721375
de los commodities,3,20,14,25,0.0018841316926331716,3,0.07291666666666667,3,0.08536585365853659,14,0.0306553911205074,1.0959244199985356,1.3428877135230088
de los salarios,3,20,12,22,0.0017304162509293375,4,0.09375,3,0.08536585365853659,13,0.02854122621564482,1.5433833969697568,1.3428877135230088
de normalizacion de,3,20,10,23,0.0014240446191276113,9,0.19791666666666666,3,0.08536585365853659,8,0.017970401691331923,3.1422180722724704,1.3428877135230088
de politica monetaria y,4,20,13,21,0.0017766998481616421,4,0.09375,3,0.08536585365853659,13,0.02854122621564482,1.5433833969697568,1.3428877135230088
deficit,1,20,12,22,0.0022351409307580974,0,0.010416666666666666,1,0.036585365853658534,19,0.0412262156448203,-1.9396994897321858,-0.035623909730721375
del informe,2,20,5,36,0.002030460988252298,4,0.09375,0,0.012195121951219513,16,0.03488372093023256,1.5433833969697568,-1.6927361962077128
del mercado laboral,3,20,14,22,0.0014740718173594496,4,0.09375,3,0.08536585365853659,13,0.02854122621564482,1.5433833969697568,1.3428877135230088
del orden de,3,20,10,31,0.0013852469584478748,1,0.03125,3,0.08536585365853659,16,0.03488372093023256,-0.28258720325519415,1.3428877135230088
del tipo,2,20,13,24,0.0018490264599974175,1,0.03125,4,0.10975609756097561,15,0.03276955602536998,-0.28258720325519415,1.7903466904942298
del tipo de,3,20,13,24,0.0018490264599974175,1,0.03125,4,0.10975609756097561,15,0.03276955602536998,-0.28258720325519415,1.7903466904942298
del tipo de cambio,4,20,13,24,0.0018490264599974175,1,0.03125,4,0.10975609756097561,15,0.03276955602536998,-0.28258720325519415,1.7903466904942298
dentro de,2,20,15,21,0.0012623881012667983,3,0.07291666666666667,3,0.08536585365853659,14,0.0306553911205074,1.0959244199985356,1.3428877135230088
dinamismo de,2,20,15,21,0.0012424559582603944,9,0.19791666666666666,4,0.10975609756097561,7,0.015856236786469344,3.1422180722724704,1.7903466904942298
disponible,1,20,15,23,0.001990242371497258,6,0.13541666666666666,8,0.2073170731707317,6,0.013742071881606765,2.2603112378994177,3.1084224598859853
economias desarrolladas,2,20,18,28,0.0018560372950786573,4,0.09375,2,0.06097560975609756,14,0.0306553911205074,1.5433833969697568,0.7772905376687834
el ambito,2,20,17,25,0.001444411590684146,8,0.17708333333333334,6,0.15853658536585366,6,0.013742071881606765,2.8614591663615125,2.507274531423891
el consejero senor marfan,4,20,10,27,0.0028953471361798295,3,0.07291666666666667,5,0.13414634146341464,12,0.026427061310782242,1.0959244199985356,2.1700511166607925
el crecimiento de la,4,20,10,25,0.0014631631510339418,5,0.11458333333333333,3,0.08536585365853659,12,0.026427061310782242,1.92308782313632,1.3428877135230088
el de,2,20,18,21,0.0015077460277593245,3,0.07291666666666667,2,0.06097560975609756,15,0.03276955602536998,1.0959244199985356,0.7772905376687834
el horizonte de politica,4,20,18,23,0.001577971228784728,8,0.17708333333333334,7,0.18292682926829268,5,0.011627906976744186,2.8614591663615125,2.8168189018554206
el momento,2,20,16,21,0.00186800899451144,2,0.052083333333333336,6,0.15853658536585366,12,0.026427061310782242,0.5303272441443104,2.507274531423891
en 5,2,20,16,29,0.0019025435106612106,3,0.07291666666666667,4,0.10975609756097561,13,0.02854122621564482,1.0959244199985356,1.7903466904942298
en el ambito,3,20,17,25,0.001444411590684146,8,0.17708333333333334,6,0.15853658536585366,6,0.013742071881606765,2.8614591663615125,2.507274531423891
en la reunion de,4,20,11,22,0.0013442308641679402,7,0.15625,7,0.18292682926829268,6,0.013742071881606765,2.569855608330948,2.8168189018554206
en las economias,3,20,17,31,0.001541150309842347,5,0.11458333333333333,2,0.06097560975609756,13,0.02854122621564482,1.92308782313632,0.7772905376687834
era,1,20,13,26,0.00245434403348548,6,0.13541666666666666,2,0.06097560975609756,12,0.026427061310782242,2.2603112378994177,0.7772905376687834
escenario internacional,2,20,14,24,0.0018856358578095594,6,0.13541666666666666,1,0.036585365853658534,13,0.02854122621564482,2.2603112378994177,-0.035623909730721375
escenarios,1,20,13,23,0.001715475572712479,5,0.11458333333333333,4,0.10975609756097561,11,0.024312896405919663,1.92308782313632,1.7903466904942298
esperar,1,20,16,24,0.0015676555300989765,5,0.11458333333333333,6,0.15853658536585366,9,0.0200845665961945,1.92308782313632,2.507274531423891
este escenario,2,20,13,27,0.0015760830879577995,2,0.052083333333333336,5,0.13414634146341464,13,0.02854122621564482,0.5303272441443104,2.1700511166607925
favorable,1,20,9,22,0.0017801112847938686,3,0.07291666666666667,4,0.10975609756097561,13,0.02854122621564482,1.0959244199985356,1.7903466904942298
ha estado,2,20,12,21,0.0023818165645696373,3,0.07291666666666667,3,0.08536585365853659,14,0.0306553911205074,1.0959244199985356,1.3428877135230088
historicos,1,20,15,24,0.001424598090505849,0,0.010416666666666666,7,0.18292682926829268,13,0.02854122621564482,-1.9396994897321858,2.8168189018554206
incidencia,1,20,11,22,0.0016250442295988117,2,0.052083333333333336,2,0.06097560975609756,16,0.03488372093023256,0.5303272441443104,0.7772905376687834
indica que la,3,20,14,25,0.0015377058753651568,5,0.11458333333333333,2,0.06097560975609756,13,0.02854122621564482,1.92308782313632,0.7772905376687834
inflacion a,2,20,13,21,0.001249143087254416,6,0.13541666666666666,3,0.08536585365853659,11,0.024312896405919663,2.2603112378994177,1.3428877135230088
inflacion proyectada,2,20,15,25,0.0015031268394411583,10,0.21875,5,0.13414634146341464,5,0.011627906976744186,3.417852514885898,2.1700511166607925
inicia,1,20,13,20,0.0013542903829781095,2,0.052083333333333336,3,0.08536585365853659,15,0.03276955602536998,0.5303272441443104,1.3428877135230088
inicia su,2,20,13,20,0.0013542903829781095,2,0.052083333333333336,3,0.08536585365853659,15,0.03276955602536998,0.5303272441443104,1.3428877135230088
la brecha,2,20,11,22,0.0019887088709192443,6,0.13541666666666666,4,0.10975609756097561,10,0.022198731501057084,2.2603112378994177,1.7903466904942298
la estrategia,2,20,7,26,0.0016422888066813556,14,0.3020833333333333,4,0.10975609756097561,2,0.005285412262156448,4.5753937918723775,1.7903466904942298
la evolucion del,3,20,16,21,0.0016292707783109397,5,0.11458333333333333,3,0.08536585365853659,12,0.026427061310782242,1.92308782313632,1.3428877135230088
la mantencion de,3,20,10,26,0.0016129760468174324,9,0.19791666666666666,4,0.10975609756097561,7,0.015856236786469344,3.1422180722724704,1.7903466904942298
lo que esta,3,20,9,24,0.0023772086467018436,2,0.052083333333333336,2,0.06097560975609756,16,0.03488372093023256,0.5303272441443104,0.7772905376687834
los alimentos,2,20,12,28,0.0018236670858748265,6,0.13541666666666666,1,0.036585365853658534,13,0.02854122621564482,2.2603112378994177,-0.035623909730721375
los bancos,2,20,14,30,0.002771678053050887,2,0.052083333333333336,2,0.06097560975609756,16,0.03488372093023256,0.5303272441443104,0.7772905376687834
los costos laborales,3,20,9,25,0.0013915719224380737,9,0.19791666666666666,1,0.036585365853658534,10,0.022198731501057084,3.1422180722724704,-0.035623909730721375
materias,1,20,17,23,0.0014048562664849707,6,0.13541666666666666,4,0.10975609756097561,10,0.022198731501057084,2.2603112378994177,1.7903466904942298
mayor crecimiento,2,20,9,23,0.0019924596489444674,3,0.07291666666666667,4,0.10975609756097561,13,0.02854122621564482,1.0959244199985356,1.7903466904942298
mayoria,1,20,13,27,0.001576524878714737,4,0.09375,3,0.08536585365853659,13,0.02854122621564482,1.5433833969697568,1.3428877135230088
ministro de hacienda senor,4,20,17,22,0.00231122485309938,3,0.07291666666666667,4,0.10975609756097561,13,0.02854122621564482,1.0959244199985356,1.7903466904942298
moderado,1,20,14,22,0.0013078778083495633,2,0.052083333333333336,5,0.13414634146341464,13,0.02854122621564482,0.5303272441443104,2.1700511166607925
negativo,1,20,15,22,0.0019016343288510234,3,0.07291666666666667,4,0.10975609756097561,13,0.02854122621564482,1.0959244199985356,1.7903466904942298
plazos,1,20,15,24,0.0012963809327855768,8,0.17708333333333334,3,0.08536585365853659,9,0.0200845665961945,2.8614591663615125,1.3428877135230088
por otro,2,20,13,23,0.001216413968103307,6,0.13541666666666666,5,0.13414634146341464,9,0.0200845665961945,2.2603112378994177,2.1700511166607925
principal,1,20,17,21,0.0016126765938759891,6,0.13541666666666666,3,0.08536585365853659,11,0.024312896405919663,2.2603112378994177,1.3428877135230088
problema,1,20,12,24,0.0028821012158285085,3,0.07291666666666667,2,0.06097560975609756,15,0.03276955602536998,1.0959244199985356,0.7772905376687834
productos,1,20,15,22,0.001206489577968421,5,0.11458333333333333,6,0.15853658536585366,9,0.0200845665961945,1.92308782313632,2.507274531423891
puede ser,2,20,13,21,0.0027932822212870644,4,0.09375,1,0.036585365853658534,15,0.03276955602536998,1.5433833969697568,-0.035623909730721375
que estos,2,20,17,22,0.001981909671749306,5,0.11458333333333333,3,0.08536585365853659,12,0.026427061310782242,1.92308782313632,1.3428877135230088
que la tasa de,4,20,17,21,0.0017965319885547373,4,0.09375,0,0.012195121951219513,16,0.03488372093023256,1.5433833969697568,-1.6927361962077128
que puede,2,20,11,21,0.0026605122760079416,2,0.052083333333333336,3,0.08536585365853659,15,0.03276955602536998,0.5303272441443104,1.3428877135230088
que son,2,20,12,20,0.002153789209134677,2,0.052083333333333336,2,0.06097560975609756,16,0.03488372093023256,0.5303272441443104,0.7772905376687834
registrado,1,20,17,21,0.001797058285735911,2,0.052083333333333336,2,0.06097560975609756,16,0.03488372093023256,0.5303272441443104,0.7772905376687834
respecto a la,3,20,13,25,0.00259977072446389,2,0.052083333333333336,1,0.036585365853658534,17,0.03699788583509514,0.5303272441443104,-0.035623909730721375
rpm,1,20,11,26,0.0016965583166743774,6,0.13541666666666666,4,0.10975609756097561,10,0.022198731501057084,2.2603112378994177,1.7903466904942298
shock,1,20,8,31,0.00235934091538106,6,0.13541666666666666,2,0.06097560975609756,12,0.026427061310782242,2.2603112378994177,0.7772905376687834
siguiente,1,20,16,24,0.001858218432911206,8,0.17708333333333334,5,0.13414634146341464,7,0.015856236786469344,2.8614591663615125,2.1700511166607925
su nivel actual,3,20,15,24,0.001603127873163407,3,0.07291666666666667,3,0.08536585365853659,14,0.0306553911205074,1.0959244199985356,1.3428877135230088
supuesto,1,20,10,25,0.00204993151358356,4,0.09375,2,0.06097560975609756,14,0.0306553911205074,1.5433833969697568,0.7772905376687834
tasa de desempleo,3,20,16,24,0.001637716214425732,2,0.052083333333333336,3,0.08536585365853659,15,0.03276955602536998,0.5303272441443104,1.3428877135230088
tasas de interes de,4,20,12,34,0.0018112906402894164,1,0.03125,2,0.06097560975609756,17,0.03699788583509514,-0.28258720325519415,0.7772905376687834
ve,1,20,15,20,0.002178143400261777,3,0.07291666666666667,0,0.012195121951219513,17,0.03699788583509514,1.0959244199985356,-1.6927361962077128
votacion,1,20,16,20,0.0037774751324909086,0,0.010416666666666666,7,0.18292682926829268,13,0.02854122621564482,-1.9396994897321858,2.8168189018554206
y de la,3,20,16,22,0.001428461060673192,3,0.07291666666666667,7,0.18292682926829268,10,0.022198731501057084,1.0959244199985356,2.8168189018554206
15,1,19,11,22,0.0023428409451594096,2,0.052083333333333336,0,0.012195121951219513,17,0.03699788583509514,0.6104975928282939,-1.6205864104518772
a ello,2,19,16,19,0.0010683920790327572,6,0.13541666666666666,3,0.08536585365853659,10,0.022198731501057084,2.3634047308635213,1.4277766111095218
a ser,2,19,13,19,0.002231373478739993,4,0.09375,2,0.06097560975609756,13,0.02854122621564482,1.633581205941335,0.8574608863527667
analisis macroeconomico senor,3,19,15,20,0.002887209040083486,0,0.010416666666666666,0,0.012195121951219513,19,0.0412262156448203,-1.8675497039763505,-1.6205864104518772
anual de,2,19,9,26,0.001220277068665664,3,0.07291666666666667,1,0.036585365853658534,15,0.03276955602536998,1.1808133175850488,0.04032494350257724
atencion,1,19,13,23,0.002170924608844647,2,0.052083333333333336,4,0.10975609756097561,13,0.02854122621564482,0.6104975928282939,1.880544499465808
baja en,2,19,13,20,0.0012906656313922673,2,0.052083333333333336,7,0.18292682926829268,10,0.022198731501057084,0.6104975928282939,2.9278502142441645
base del,2,19,11,30,0.001330647402793127,7,0.15625,0,0.012195121951219513,12,0.026427061310782242,2.6808869207196917,-1.6205864104518772
casi,1,19,10,19,0.001868567982175499,6,0.13541666666666666,2,0.06097560975609756,11,0.024312896405919663,2.3634047308635213,0.8574608863527667
caso del,2,19,16,25,0.0020928203289455366,0,0.010416666666666666,1,0.036585365853658534,18,0.039112050739957716,-1.8675497039763505,0.04032494350257724
compensacion inflacionaria,2,19,11,22,0.0015495889829634309,0,0.010416666666666666,1,0.036585365853658534,18,0.039112050739957716,-1.8675497039763505,0.04032494350257724
con lo que,3,19,12,20,0.001826018112135231,3,0.07291666666666667,1,0.036585365853658534,15,0.03276955602536998,1.1808133175850488,0.04032494350257724
condiciones de,2,19,15,22,0.001690213392660794,1,0.03125,3,0.08536585365853659,15,0.03276955602536998,-0.20663835002189573,1.4277766111095218
corriente,1,19,10,19,0.002016504006525661,1,0.03125,1,0.036585365853658534,17,0.03699788583509514,-0.20663835002189573,0.04032494350257724
creacion de,2,19,13,20,0.0015991441483891075,3,0.07291666666666667,2,0.06097560975609756,14,0.0306553911205074,1.1808133175850488,0.8574608863527667
cuenta corriente,2,19,10,19,0.002016504006525661,1,0.03125,1,0.036585365853658534,17,0.03699788583509514,-0.20663835002189573,0.04032494350257724
da cuenta,2,19,15,22,0.0013351412887747287,3,0.07291666666666667,2,0.06097560975609756,14,0.0306553911205074,1.1808133175850488,0.8574608863527667
dan cuenta,2,19,15,25,0.0013036577934489217,6,0.13541666666666666,4,0.10975609756097561,9,0.0200845665961945,2.3634047308635213,1.880544499465808
dar,1,19,16,20,0.0013762517363354841,4,0.09375,3,0.08536585365853659,12,0.026427061310782242,1.633581205941335,1.4277766111095218
de analisis macroeconomico senor,4,19,15,20,0.002887209040083486,0,0.010416666666666666,0,0.012195121951219513,19,0.0412262156448203,-1.8675497039763505,-1.6205864104518772
de expansion,2,19,14,27,0.001232090542164257,3,0.07291666666666667,0,0.012195121951219513,16,0.03488372093023256,1.1808133175850488,-1.6205864104518772
de hoy,2,19,12,29,0.0017521618370665503,6,0.13541666666666666,6,0.15853658536585366,7,0.015856236786469344,2.3634047308635213,2.6103680243879945
de los combustibles,3,19,12,24,0.001408132473821639,8,0.17708333333333334,2,0.06097560975609756,9,0.0200845665961945,2.9817534000792247,0.8574608863527667
debido a,2,19,13,24,0.0014204965705933864,3,0.07291666666666667,0,0.012195121951219513,16,0.03488372093023256,1.1808133175850488,-1.6205864104518772
dolares,1,19,11,23,0.002238643170453411,3,0.07291666666666667,1,0.036585365853658534,15,0.03276955602536998,1.1808133175850488,0.04032494350257724
economia mundial,2,19,12,22,0.0016148959214611063,9,0.19791666666666666,3,0.08536585365853659,7,0.015856236786469344,3.273462605550723,1.4277766111095218
el comunicado,2,19,11,23,0.0016206264715420643,9,0.19791666666666666,5,0.13414634146341464,5,0.011627906976744186,3.273462605550723,2.266266431920096
el consejero senor enrique,4,19,15,28,0.003684456956124925,2,0.052083333333333336,3,0.08536585365853659,14,0.0306553911205074,0.6104975928282939,1.4277766111095218
el ipcx1,2,19,11,25,0.0015101843121596088,3,0.07291666666666667,4,0.10975609756097561,12,0.026427061310782242,1.1808133175850488,1.880544499465808
el nivel de,3,19,14,22,0.0019230543011128339,3,0.07291666666666667,1,0.036585365853658534,15,0.03276955602536998,1.1808133175850488,0.04032494350257724
el riesgo de,3,19,9,21,0.0015257472422967832,7,0.15625,4,0.10975609756097561,8,0.017970401691331923,2.6808869207196917,1.880544499465808
el senor sergio,3,19,13,26,0.00328824127811742,0,0.010416666666666666,0,0.012195121951219513,19,0.0412262156448203,-1.8675497039763505,-1.6205864104518772
el senor sergio lehmann,4,19,13,26,0.00328824127811742,0,0.010416666666666666,0,0.012195121951219513,19,0.0412262156448203,-1.8675497039763505,-1.6205864104518772
el sentido que,3,19,12,19,0.002235705166370792,2,0.052083333333333336,3,0.08536585365853659,14,0.0306553911205074,0.6104975928282939,1.4277766111095218
en el informe de,4,19,8,27,0.0017962001541763477,6,0.13541666666666666,1,0.036585365853658534,12,0.026427061310782242,2.3634047308635213,0.04032494350257724
en el mes,3,19,15,38,0.002009442642363419,1,0.03125,3,0.08536585365853659,15,0.03276955602536998,-0.20663835002189573,1.4277766111095218
en el sentido que,4,19,12,19,0.002235705166370792,2,0.052083333333333336,3,0.08536585365853659,14,0.0306553911205074,0.6104975928282939,1.4277766111095218
en linea con lo,4,19,12,22,0.0015381302496266017,4,0.09375,4,0.10975609756097561,11,0.024312896405919663,1.633581205941335,1.880544499465808
en torno a 3,4,19,16,22,0.0011143668357048858,8,0.17708333333333334,4,0.10975609756097561,7,0.015856236786469344,2.9817534000792247,1.880544499465808
en torno al,3,19,13,23,0.0015690672910303137,6,0.13541666666666666,7,0.18292682926829268,6,0.013742071881606765,2.3634047308635213,2.9278502142441645
entorno,1,19,11,23,0.0016457806744927467,6,0.13541666666666666,2,0.06097560975609756,11,0.024312896405919663,2.3634047308635213,0.8574608863527667
estrategia de,2,19,8,25,0.0015885491534309707,12,0.2604166666666667,6,0.15853658536585366,1,0.003171247357293869,4.154818109052104,2.6103680243879945
expectativa,1,19,13,24,0.0017189147489719374,5,0.11458333333333333,2,0.06097560975609756,12,0.026427061310782242,2.019303138395623,0.8574608863527667
hace un,2,19,13,23,0.0013672761196034122,3,0.07291666666666667,2,0.06097560975609756,14,0.0306553911205074,1.1808133175850488,0.8574608863527667
importante de,2,19,16,22,0.0016150876044764596,6,0.13541666666666666,0,0.012195121951219513,13,0.02854122621564482,2.3634047308635213,-1.6205864104518772
incremento de,2,19,11,22,0.0014059892624558635,5,0.11458333333333333,0,0.012195121951219513,14,0.0306553911205074,2.019303138395623,-1.6205864104518772
inflacion anual,2,19,13,31,0.0014640626301779096,3,0.07291666666666667,4,0.10975609756097561,12,0.026427061310782242,1.1808133175850488,1.880544499465808
inicio,1,19,17,21,0.0017631273749324971,1,0.03125,1,0.036585365853658534,17,0.03699788583509514,-0.20663835002189573,0.04032494350257724
intercambio,1,19,12,22,0.002726097273011323,4,0.09375,1,0.036585365853658534,14,0.0306553911205074,1.633581205941335,0.04032494350257724
la baja en,3,19,13,19,0.0012759888152949984,2,0.052083333333333336,7,0.18292682926829268,10,0.022198731501057084,0.6104975928282939,2.9278502142441645
la dinamica,2,19,12,20,0.0015523496411676799,2,0.052083333333333336,3,0.08536585365853659,14,0.0306553911205074,0.6104975928282939,1.4277766111095218
la inflacion en,3,19,14,22,0.0015714752223520555,5,0.11458333333333333,6,0.15853658536585366,8,0.017970401691331923,2.019303138395623,2.6103680243879945
la inflacion subyacente,3,19,13,20,0.0014749368297451966,4,0.09375,6,0.15853658536585366,9,0.0200845665961945,1.633581205941335,2.6103680243879945
la normalizacion,2,19,9,22,0.0014827977040355884,13,0.28125,3,0.08536585365853659,3,0.007399577167019027,4.472300298908275,1.4277766111095218
las brechas,2,19,12,22,0.001714454971740449,11,0.23958333333333334,5,0.13414634146341464,3,0.007399577167019027,3.8539516296925713,2.266266431920096
las de,2,19,12,20,0.0015019466189964417,6,0.13541666666666666,0,0.012195121951219513,13,0.02854122621564482,2.3634047308635213,-1.6205864104518772
linea con lo,3,19,12,22,0.0015381302496266017,4,0.09375,4,0.10975609756097561,11,0.024312896405919663,1.633581205941335,1.880544499465808
