orden,intervencion_id,meeting_id,fecha_reunion,actor,cargo,texto,etiqueta_v3,es_relevante_v3,confianza,cita_literal,fundamento,estado_revision_v3,incluir_evaluacion,sha256_texto,procedencia
243,RPM-2012-08-16:5029:1,RPM-2012-08-16,2012-08-16,Felipe Larraín Bascuñán,Ministro de Hacienda,"El señor Felipe Larraín inicia su exposición destacando que el escenario económico interno en el último mes muestra un elevado dinamismo de la actividad y la continuación del proceso de desaceleración de la inflación. Manifiesta que el escenario externo, en cambio, sigue con temores en lo concerniente a la situación de Europa, ratificándose un proceso de desaceleración en el mundo emergente, y que en Europa se va confirmando un escenario de recesión, generando efectos que se perciben ya en la economía mundial, en especial, en aquellas economías emergentes que dependen altamente del comercio exterior. En todo caso, reconoce que los mercados han mostrado algunas señales de optimismo ante las declaraciones formuladas por las autoridades económicas de la Zona Euro en orden a estar dispuestos a adoptar las medidas necesarias para preservar la estabilidad económica en la región. Por lo expuesto, precisa que los CDS a 5 años en España se encuentran 74 puntos por debajo del nivel registrado en la última Reunión y que tratándose de los de Italia, 70 puntos menos desde esa fecha. Sin embargo, señala que la Zona Euro decreció un 0,2% en el segundo trimestre, tras una variación nula en el trimestre anterior, y que en términos interanuales, la variación fue de -0,4%, tras registrar un crecimiento de ese mismo carácter en el trimestre previo; que Alemania continúa mostrando un desempeño positivo, pero tenue, al crecer un 0,3% respecto del trimestre anterior y 1% en base anualizada, mientras que Italia cayó 0,7% y 2,5%, respectivamente; que Francia se encuentra al borde de la recesión, al experimentar una variación semestral nula y un crecimiento de solo 0,3% interanual; y que España, por su parte, decreció un 0,4% y 1%, respectivamente. El señor Felipe Larraín indica que Estados Unidos de América muestra síntomas de desaceleración, ya que de acuerdo con el avance de la Oficina de Análisis Económico, el PIB del segundo trimestre del presente año 2012 creció 1,5%, desacelerándose en relación al 2% del trimestre anterior. Sin embargo, hace notar que en el mes de julio, el país creó 163.000 empleos respecto del mes anterior, bastante superior a los 64.000 puestos de trabajo creados en el mes previo, por lo que, de esta forma, el mercado laboral sigue mostrando volatilidad. Asimismo, menciona que en el sector industrial, el PMI manufacturero se ubicó en 49,8 puntos en julio último, muy similar a los 49,7 del mes anterior y cerca de la zona de condición neutral; y que las ventas minoristas en el mismo mes se incrementaron 4,1%, tras un crecimiento anual de 3,5% el mes previo. Concluye, en consecuencia, que si bien la información es mixta, ella apunta a que Estados Unidos de América se mantiene creciendo a tasas bajas. Agrega que a lo expuesto se suma que la proyección de crecimiento de Consensus para este país en el año 2012 es de 2,1%, inferior a la de los meses previos, pero superior al crecimiento de 1,7% registrado en el año 2011. Sin embargo, expresa que algunos de los nuevos riesgos reflejarían una desaceleración más rápida de los mercados emergentes. En lo referente a China, el Ministro de Hacienda señala que su economía creció 7,6% durante el segundo trimestre, tras el 8,1% del trimestre anterior y el 8,9% del último trimestre del año 2011; que la producción industrial creció 9,2% en doce meses, luego de un 9,5% en junio y un 9,6% en mayo, mientras que las ventas minoristas se desaceleraron a 13,1% en julio, tras un 13,7% en junio y un 13,8% el mes previo; y que las exportaciones se desaceleraron más fuertemente en el mes de julio, alcanzando un crecimiento de solo 1%, tras el 11,3% del mes anterior. Por otra parte, indica que la inflación continúa desacelerándose y que se ubicó en 1,8% en doce meses en el mes de julio pasado, otorgando mayor rango de maniobra para utilizar la política monetaria, teniendo presente que ya ha disminuido en 56 puntos base la tasa de política desde el mes de junio último. De esta manera, plantea que las cifras expuestas muestran que China sigue creciendo a tasas elevadas, pero que se desacelera en forma importante. En efecto, acota que de acuerdo con el último Consensus, la proyección de crecimiento para el presente año es de 8,1%, inferior al crecimiento de 9,2% registrado en el año 2011. En definitiva, consigna que el escenario económico internacional comienza a reflejar los efectos de la crisis en la Zona del Euro hacia otras economías del mundo, en particular en las economías emergentes. En lo concerniente al ámbito interno, destaca que la actividad económica sorprendió al alza en el mes de junio, alcanzando un crecimiento de 6,2%, tras el 5,3% de mayo y el 4,8% de abril; que las expectativas de crecimiento para este año han aumentado levemente de acuerdo con la Encuesta de Expectativas Económicas del Banco Central de Chile, por cuanto el crecimiento esperado para el presente año es de 4,9%, superior al 4,8% de la Encuesta anterior y al 4,7% de la correspondiente al mes de junio; y que las ventas del comercio al por menor registraron un repunte en dicho mes, al anotar un crecimiento de 8,9% en doce meses, acelerándose respecto al 5,6% del mes anterior y reflejando un mayor crecimiento del consumo. A continuación, el señor Felipe Larraín expresa que el sector externo chileno está siendo afectado por la situación internacional. En efecto, precisa que el valor de las exportaciones de bienes a Europa en el mes de junio disminuyó un 9,2% en doce meses, siendo la séptima caída consecutiva, y que las exportaciones a China también están decreciendo al registrar una caída de 8,7% interanual en junio último, tras un aumento de 3,7% en el mes de mayo. Agrega que el mercado laboral muestra una importante desaceleración en la creación de empleos, al incrementarse a una tasa interanual de 1,3% en el trimestre abril – junio, tras el 2,3 del trimestre móvil anterior, sin perjuicio de subrayar que la tasa de desempleo se situó en 6,5%. Asimismo, indica que los salarios nominales se desaceleraron en el mes de junio, al anotar un crecimiento anual de 6%, frente al 6,5% del mes previo, por lo que los siguen aumentando en línea con la productividad media. Manifiesta que en este contexto, la inflación registró una nueva desaceleración en el mes de julio, llegando a nivel de 2,5% en doce meses. En efecto, precisa que esta cifra es menor al 2,7% del mes previo y que refleja una importante desaceleración frente al 4,4% a que alcanzó en febrero de este año. Hace presente que la rápida desaceleración de la inflación ha llevado a una drástica caída en las expectativas. En este sentido, consigna que de acuerdo con la última Encuesta del Banco Central de Chile, la inflación a fines del presente año se ubicaría en 2% anual, disminuyendo respecto a la estimación de 2,4% del mes anterior y de 3% de mayo. Acota que para fines de 2013, en tanto, las expectativas se mantienen ancladas en 3% anual. Por su parte, plantea que las compensaciones inflacionarias a 2 años se ubican en niveles algo inferiores a 2,8%, por lo que en este escenario parece más conveniente mantener la Tasa de Política Monetaria en su nivel actual. El Ministro de Hacienda señor Felipe Larraín concluye su intervención señalando que la economía chilena se mantiene creciendo en forma robusta, pero que al estar plenamente integrada al mundo se verá afectada por la recesión europea y la desaceleración de los mercados emergentes. En este contexto, estima que parece adecuado mantener la pausa, para seguir evaluando el escenario externo y su impacto sobre la economía nacional.",neutral,1,alta,"En este contexto, estima que parece adecuado mantener la pausa, para seguir evaluando el escenario externo y su impacto sobre la economía nacional.","La unidad contiene un extenso diagnóstico macroeconómico externo e interno y concluye recomendando mantener la pausa en la TPM, señalando que parece más conveniente mantener la tasa en su nivel actual, sin un sesgo direccional explícito. Al ser una mantención sin sesgo direccional propio, corresponde N según el Codebook v3.",cerrado,true,76910d50c7b804220abe4b354bef46d7d31d647fa28247fec683d69377731390,IA asistida; validación humana fila por fila
244,RPM-2010-11-16:3497:1,RPM-2010-11-16,2010-11-16,Sergio Lehmann Beresi,Gerente de Análisis Internacional,"El Gerente de Análisis Internacional prosigue, señalando que la producción industrial muestra una desaceleración en casi todas las regiones. Sobre el particular, exhibe un gráfico que muestra a las regiones agrupadas según una ponderación de PIB a PPP, que da cuenta de una suerte de moderación en el crecimiento, salvo en China; alguna caída o estancamiento en el margen, particularmente en Asia; y un aumento marginal en América Latina. Respecto del PMI manufacturero, agrupado bajo el mismo criterio antedicho, indica que tanto las economías emergentes como las avanzadas están situadas sobre su pivote de expansión 50. En cuanto al PMI global, publicado por JP Morgan, que incluye a todas las economías que reportan este tipo de indicadores, destaca que arroja en el margen una señal de algo mayor expansión. En términos de empleo, señala que también está algo por sobre el pivote 50 y marginalmente positivo, mientras que en términos de inventarios está alineado en 50.",neutral,1,media,"PMI global, publicado por JP Morgan, que incluye a todas las economías que reportan este tipo de indicadores, destaca que arroja en el margen una señal de algo mayor expansión. En términos de empleo, señala que también está algo por sobre el pivote 50 y marginalmente positivo, mientras que en","La unidad es un comentario sobre indicadores de producción industrial y PMI globales, sin conexión con la orientación de la TPM doméstica ni con un sesgo direccional de política monetaria. Al ser diagnóstico externo sin resolución direccional propia, corresponde N.",cerrado,true,3919dbfc42ab7172ee23c0bdec1b238d4956038e353939dc81c8a3c0e28b0c08,IA asistida; validación humana fila por fila
245,RPM-2012-12-13:5247:1,RPM-2012-12-13,2012-12-13,Manuel Marfán Lewis,Vicepresidente del Banco Central,"El Vicepresidente señor Manuel Marfán agradece la presentación del Gerente de Análisis Macroeconómico señor Claudio Soto y, a continuación, ofrece la palabra para consultas y comentarios.",neutral,0,alta,,"La unidad es una formalidad procedimental: agradecimiento al Gerente de Análisis Macroeconómico y apertura de la palabra para consultas y comentarios. No contiene discusión monetaria ni contexto macroeconómico evaluable, por lo que es_relevante_v3 = 0 y la cita es cadena vacía.",cerrado,true,331d406c0ba2f98f99914ec4deb4a139c9b10594df155c39fbceabfcbcce93d6,IA asistida; validación humana fila por fila
246,RPM-2010-05-13:3109:1,RPM-2010-05-13,2010-05-13,José De Gregorio Rebeco,Presidente del Banco Central,"El Presidente, señor José De Gregorio, da por finalizada la sesión de la mañana e informa que la sesión de la tarde comenzará a las 16:00 horas.",neutral,0,alta,,"La unidad es una formalidad procedimental: el Presidente da por finalizada la sesión de la mañana e informa el horario de la sesión de la tarde. No contiene discusión monetaria ni contexto macroeconómico evaluable, por lo que es_relevante_v3 = 0 y la cita es cadena vacía.",cerrado,true,9ea32a32e0543d18b4ea16177456ca48464fcd7bc6738b623553dab9aa6c9e04,IA asistida; validación humana fila por fila
247,RPM-2014-06-12:6290:1,RPM-2014-06-12,2014-06-12,Sebastián Claro Edwards,Consejero,"El Consejero señor Sebastián Claro inicia su intervención destacando los siguientes aspectos que se han acumulado desde la Reunión anterior. En lo concerniente al ámbito externo, destaca una serie de elementos que dan cuenta de una situación financiera más tranquila, como los niveles mínimos de volatilidad, las bajas tasas de interés de los bonos soberanos de muchos países en desarrollo y de la periferia europea, la apreciación de las monedas emergentes y, en general, las presiones a la apreciación en precios de activos. En su opinión, si bien algunos elementos justifican un mayor apetito generalizado por riesgo, no es descartable que las señales de expansividad de la política monetaria en algunos países desarrollados estén contribuyendo a sobreapreciar ciertos activos. Plantea que este punto no sólo es interesante desde un punto de vista conceptual, en cuanto pueda revelar un dilema para la política monetaria, sino que en términos prácticos, sugiere observar con algún grado de cautela la permanencia de estas condiciones financieras externas tan favorables en los próximos meses. En lo atinente al ámbito interno, indica que las cifras de actividad y demanda fueron algo menores que lo anticipado, dando cuenta que continúa el bajo dinamismo de la inversión y que aparecen señales de desaceleración en el consumo. Hace notar que mientras continúa el dinamismo del crédito de consumo, resulta llamativa la desaceleración en las colocaciones comerciales. Hace esta distinción, porque a pesar de que el consumo tiene grados importantes de inercia, la trayectoria de la masa salarial y el acceso a financiamiento entregan sustento a una trayectoria decreciente pero sostenida del consumo. En contraposición, se aprecian señales de mayor dificultad en la inversión. Hace presente que la inflación estuvo en línea con lo anticipado, confirmando los patrones observados en los últimos meses en cuanto al impacto dentro de lo previsto de la depreciación cambiaria y a la presión de márgenes a la cual ha estado sometido parte del sector corporativo. A su juicio, la desaceleración de la demanda debiera contribuir a evitar mayores presiones inflacionarias en lo futuro, aunque es difícil anticipar la velocidad e intensidad de este ajuste. Acota que este constituye el escenario base y fundamental que el Consejo ha dado a conocer en los últimos meses, el que se encuentra implícito en el IPoM y con el cual concuerda. El Consejero señor Sebastián Claro considera que para efectos de la decisión que se adoptará en el día de hoy, el aspecto más relevante dice relación con la dinámica de la inversión y de la demanda interna, y el impacto que pueda tener sobre la capacidad de las empresas de traspasar presiones de costos a precios. En su opinión, existen algunos elementos permanentes que explican la caída de la tasa de inversión, tales como, y probablemente el más fundamental, la disminución del dinamismo de la inversión ligada a minería y a los sectores asociados a ella. También podría estar reflejando ciertas limitaciones en la capacidad de oferta o derivadas de la importante caída de los índices de confianza empresarial, que podrían revertirse a distintos plazos, pero que igualmente resulta difícil pensar que las atractivas condiciones de acceso a financiamiento, como las vigentes, estén ejerciendo un freno en la dinámica de la inversión. Plantea que distinto es el caso que podría derivarse de la desaceleración del consumo y sobre este aspecto, señala que en el caso de una desaceleración mayor del consumo derivada, por ejemplo, de un menor dinamismo en el mercado laboral, podrían generarse claramente mayores brechas de capacidad hacia adelante que indujeran a una corrección más intensa de la inflación hacia el año 2015 respecto de las proyecciones internas y de las que tiene el mercado. En su opinión, este es un tema que debe seguirse con atención, por cuanto resulta clave contar con un juicio certero sobre la capacidad de crecimiento de la economía para asegurar que la política monetaria acompañe adecuadamente el ajuste cíclico. Manifiesta que aunque los niveles actuales de inflación dan cuenta de presiones de costos importantes, las perspectivas de desaceleración son relevantes y siguen justificando mantener no solo la tasa rectora en un terreno expansivo, sino que anticipar un posible ajuste adicional en la política monetaria. Sin embargo, estima que las condiciones actuales en los mercados financieros y las perspectivas de inflación sugieren, en esta oportunidad, mantener la tasa en 4% anual. En mérito de lo expuesto, el Consejero señor Sebastián Claro expresa que su voto es por mantener la TPM en 4% anual.",dovish,1,media,"las perspectivas de desaceleración son relevantes y siguen justificando mantener no solo la tasa rectora en un terreno expansivo, sino que anticipar un posible ajuste adicional en la política monetaria.","La unidad sostiene que las perspectivas de desaceleración justifican mantener la tasa en terreno expansivo y anticipar un posible ajuste adicional (baja) de la política monetaria, aunque en esta oportunidad vota por mantener la TPM en 4%. El sesgo direccional expreso es hacia un mayor estímulo, configurando una dirección Dovish según el Codebook v3. La confianza es media porque la acción inmediata es de mantención con sesgo dovish.",cerrado,true,4abceb8824b55a89b01004494971a7632f02465a4f7fef03a9a012452a469f6f,IA asistida; validación humana fila por fila
248,RPM-2008-12-11:2208:1,RPM-2008-12-11,2008-12-11,Manuel Marfán Lewis,Consejero,"El Consejero señor Manuel Marfán, señala que en el gráfico referido al sector construcción se presentan promedios móviles de tres meses. Indica el señor Consejero que tiene la impresión que con esta forma de presentar los datos, se pierde parte de la información, ya que como lo mencionó en la Reunión anterior, si se produce o no un “chantón” y si éste es reciente y si se están considerando promedios móviles de cada tres meses, entonces los datos se suavizan. Agrega que sobre el particular quisiera conocer cuál es la información en el margen referida en particular a materiales de construcción, ya que de la manera que se presenta no se aprecia de forma clara sí se produjo una desaceleración, pero que aún está creciendo, o realmente existe una caída que es negativa, considerando que con anterioridad esta información se entregaba con datos mensuales.",neutral,1,media,"Indica el señor Consejero que tiene la impresión que con esta forma de presentar los datos, se pierde parte de la información, ya que como lo mencionó en la Reunión anterior, si se produce o no un “chantón” y si éste es reciente","La unidad es una observación metodológica sobre la presentación de datos del sector construcción con promedios móviles, sin conexión con la orientación de la TPM ni con un sesgo direccional de política monetaria. Al ser un comentario técnico sin resolución direccional de tasa, corresponde N.",cerrado,true,108119e8a88a7429e9c4c426d5ab512e356ca2c4ae0ab88ca69dd261c66a6400,IA asistida; validación humana fila por fila
249,RPM-2013-09-12:5766:1,RPM-2013-09-12,2013-09-12,Manuel Marfán Lewis,Vicepresidente del Banco Central,"El Vicepresidente señor Manuel Marfán observa que de acuerdo con los gráficos que se contienen en la lámina N° 21 de la presentación, los PMI manufacturero y de servicios de las economías emergentes que excluyen a China no difieren mayormente de los exhibidos por el resto de las economías emergentes, mientras que sí se advierten diferencias manifiestas en la confianza del consumidor. Aún más, hace notar que en las economías emergentes que excluyen a China, este indicador es muy superior que en aquellas que incluyen a esta última economía, sugiriendo que ese menor registro sería íntegramente atribuible a China. Enfatiza que ello no constituye una noticia positiva, agregando que si tuviera un significado parecido al en Chile, constituiría un anticipo de una caída importante del consumo en esa economía. En materia de inflación, menciona que en general no exhibe mayor variación respecto de la RPM pasada, aunque destaca la reducción observada en la Zona Euro y Brasil, explicada en este último caso fundamentalmente por el componente de alimentos. Sin embargo, la inflación subyacente muestra una ligera alza. En lo atinente a la política monetaria, destaca el predominio de las decisiones de mantener las tasas de interés, salvo los incrementos de ellas en Indonesia y Brasil. En este sentido, precisa que Indonesia no solo acordó un alza de su tasa rectora en la reunión ordinaria del día de hoy, sino que celebró también una de carácter extraordinaria con el mismo propósito, acumulando un aumento de 75 puntos base desde la RPM del mes de agosto. Agrega que Brasil incrementó su tasa en 50 puntos base, conforme a lo esperado; y que Hungría y México sorprendieron al mercado con disminuciones de la tasa rectora de 20 y 25 puntos base, respectivamente. En cuanto a los movimientos futuros de tasas de interés, indica que en general se anticipan mantenciones de las tasas rectoras, y a su vez, disminuciones en Hungría, Rusia, Polonia y Chile; y aumentos en Turquía y Brasil.",neutral,1,alta,"En lo atinente a la política monetaria, destaca el predominio de las decisiones de mantener las tasas de interés, salvo los incrementos de ellas en Indonesia y Brasil.","La unidad es un análisis del escenario internacional (PMI, confianza del consumidor, inflación, decisiones de bancos centrales extranjeros y movimientos futuros de tasas en otras economías) sin conexión con la orientación de la TPM doméstica ni con un sesgo direccional de política monetaria para Chile. Al ser diagnóstico externo sin resolución direccional propia, corresponde N.",cerrado,true,78278f2e188ccddb344722114f4dd725c77f6cb83704d122ad229048fdcf9dd0,IA asistida; validación humana fila por fila
250,RPM-2011-03-17:3891:1,RPM-2011-03-17,2011-03-17,Consejo del Banco Central de Chile,Consejo,"En virtud de lo anterior, el Consejo adoptó el siguiente Acuerdo: 167-01-110317 - Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó aumentar la tasa de interés de política monetaria en 50 puntos base, hasta 4,0% anual. Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó aumentar la tasa de interés de política monetaria en 50 puntos base, hasta 4,00% anual. En el ámbito externo, las tensiones políticas en los países árabes y el terremoto y tsunami en Japón, han provocado mayor incertidumbre y volatilidad en los mercados financieros y de materias primas. Aunque persiste la preocupación respecto del riesgo financiero de algunos países europeos, las economías desarrolladas continúan evolucionando favorablemente y se mantiene el dinamismo de las emergentes. A nivel global, la inflación efectiva y la esperada han aumentado, y un número creciente de economías ha reducido su impulso monetario. En el plano interno, las cifras de actividad, demanda y empleo continúan evolucionando positivamente. La inflación se ha comportado de acuerdo con lo esperado y los registros de inflación subyacente se mantienen acotados. Sin embargo, el alza de los precios internacionales de las materias primas, en particular del petróleo, ha provocado un aumento de las expectativas inflacionarias privadas de corto plazo. El Consejo reitera que será necesario continuar reduciendo el estímulo monetario en los meses venideros. El ritmo de dicho proceso dependerá de la evolución de las condiciones macroeconómicas internas y externas. Con ello, seguirá usando sus políticas con flexibilidad para que la inflación proyectada se ubique en 3% en el horizonte de política.”",hawkish,1,alta,"el Consejo del Banco Central de Chile acordó aumentar la tasa de interés de política monetaria en 50 puntos base, hasta 4,0% anual. Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó aumentar la tasa de interés de política monetaria en 50 puntos","La unidad registra el Acuerdo y Comunicado oficial que decide aumentar la TPM en 50 puntos base hasta 4,00% anual, reiterando que será necesario continuar reduciendo el estímulo monetario en los meses venideros. Ello constituye una dirección Hawkish clara de endurecimiento con sesgo futuro al alza, con confianza alta.",cerrado,true,97848c045eb4654c0b63d586adc60ba889faa36d31f5e8744994401597fe53ef,IA asistida; validación humana fila por fila
251,RPM-2011-11-15:4433:1,RPM-2011-11-15,2011-11-15,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,"El señor Claudio Soto explica que casi todos los componentes se han movido bastante en tándem. Precisa que en el caso del índice de riesgo internacional, estos corresponden al EMBI y al VIX, que son medidas de riesgo corporativo de las empresas investment grade; y que en el caso del índice de riesgo de Chile, la situación es similar. El señor Claudio Soto prosigue con su presentación, destacando que en el escenario local se registró, por primera vez después de bastante tiempo, una sorpresa simultánea al alza tanto en la inflación como en la actividad, pero que tuvo un impacto acotado en las variables financieras que habitualmente responden a este tipo de variables. A título ejemplar, menciona que la Bolsa se recuperó, pero que en los últimos días ha tendido a estabilizarse; y que las tasas reales experimentaron un aumento importante, que coincidió con el anuncio de los datos internos, en particular el relativo a producción industrial, que sorprendió al alza. Agrega que estos movimientos importantes al alza en las tasas reales han tendido a mantenerse en niveles por sobre los observados en la RPM anterior. Con respecto a las tasas nominales, informa que también tendieron a subir, mientras que las tasas de los swaps registraron un incremento significativo, pero que en los últimos días han retrocedido, en línea con el empeoramiento del escenario externo de las últimas semanas. Hace presente, además, que el tipo de cambio se apreció, en parte, alienado con los movimientos de los fundamentales y, en especial, como consecuencia de la mejora del precio del cobre. Sin embargo, resalta que también hay un fenómeno de corrección que explica parte de su movimiento a la baja, tendiendo a estabilizarse en torno a los $500. A continuación, el Gerente de Análisis Macroeconómico señala que los indicadores de percepción de empresas y de consumidores han disminuido de manera más bien sistemática, pero que las empresas, a diferencia de los consumidores, se mantienen todavía en un terreno optimista, excepto la industria, que está en terreno neutral. Con respecto a la demanda, plantea que un par de datos podrían estar sugiriendo una desaceleración, en particular las importaciones de automóviles, que cayeron significativamente en el mes de octubre, así como las importaciones de bienes de capital, que también exhibieron un ajuste importante en el último mes. Sin embargo, subraya que los datos de colocaciones se mantienen bastante dinámicos, en especial las colocaciones a empresas, que crecieron con fuerza con respecto al mes anterior y están alcanzando tasas de crecimiento anuales que bordean el 15%. Añade que los datos de comercio exterior y las importaciones también están registrando tasas de crecimiento muy elevadas, al igual que los créditos de consumo. Con respecto a los datos de colocaciones a viviendas, menciona que algo en línea con lo que ha acontecido en el sector construcción, se muestran con cierto dinamismo, pero mucho menor que el exhibido antes de la crisis del año 2008. El señor Claudio Soto destaca que el dato de actividad correspondiente al mes de septiembre sorprendió al alza. Precisa que la sorpresa estuvo concentrada fundamentalmente en sectores de recursos naturales, especialmente en pesca, que obedeció tanto a la recuperación de la industria salmonera como a las capturas industriales. Agrega que también hubo algunas sorpresas en sectores más vinculados al consumo, como es el caso del comercio, que si bien continúa mostrando tasas de crecimiento elevadas, ha comenzado a mostrar una cierta atenuación en el ritmo de expansión en el margen. Hace presente que, por el contrario, la industria sigue siendo un sector bastante deprimido. De hecho, explica que si se eliminan los efectos estacionales, se observa que los últimos registros dan cuenta de una cierta caída. Además, resalta que ello se produce en un contexto en que la percepción de demanda de los empresarios no solo se ha ido deteriorando, sino que su debilidad podría ser de carácter más persistente.",neutral,1,alta,"el escenario local se registró, por primera vez después de bastante tiempo, una sorpresa simultánea al alza tanto en la inflación como en la actividad, pero que tuvo un impacto acotado en las variables financieras que habitualmente responden a este tipo de variables.","La unidad es un extenso diagnóstico macroeconómico y financiero (riesgo, tasas, tipo de cambio, expectativas, actividad, demanda, colocaciones) sin conexión con una recomendación o sesgo direccional de TPM. Al ser contexto macroeconómico evaluable sin resolución direccional de tasa, corresponde N.",cerrado,true,c1f7ec1d57277363451bdb4d400fc6af450ce8bde7bbd428549d7bfeea98958f,IA asistida; validación humana fila por fila
252,RPM-2012-08-16:5031:1,RPM-2012-08-16,2012-08-16,Joaquín Vial Ruiz-Tagle,Consejero,"El Consejero señor Joaquín Vial inicia su presentación agradeciendo el análisis del equipo de la Gerencia de División Estudios, que ha entregado una visión clara y bien fundamentada tanto de la situación interna como de la externa imperante. Indica que de los antecedentes aportados, concluye que no hay cambios fundamentales en la situación internacional que alteren la visión previa del Consejo. En este sentido, señala que la situación de los países desarrollados y de Europa en particular, sigue evolucionando de acuerdo con lo previsto, aunque se observa un mejor clima financiero derivado de una mayor claridad respecto del camino a mediano plazo que debería orientar las políticas económicas en Europa. Sin embargo, plantea que también resulta evidente que en los meses venideros las autoridades europeas enfrentarán duras pruebas, que seguramente se van a reflejar en mayor volatilidad en los mercados. En cuanto a los datos de actividad y precios, manifiesta que hay un par de elementos a los que conviene efectuar su seguimiento, ya que podrían significar desviaciones relevantes en el escenario global. En primer término, expresa que si bien en los últimos meses han aparecido claros signos de desaceleración en las principales economías emergentes, en casi todas las previsiones se supone que tanto Brasil como China deberían acelerarse en la segunda parte del presente año y en el año 2013. En su opinión, habrá que seguir de cerca esta recuperación, porque existen razones fundadas para estimar que podría ser más débil de lo que está implícito en esas previsiones. En segundo lugar, sostiene que las alzas recientes de precios del petróleo y de los granos parecen tener su origen en choques de oferta derivados de problemas de producción en el Mar de Norte, como asimismo, de una percepción creciente de mayor riesgo geopolítico en el Medio Oriente y de clima, respectivamente. A su juicio, existe la posibilidad de que ese mayor riesgo geopolítico persista y que bien podría ser que la aparición del fenómeno climático denominado El Niño afecte adversamente las cosechas de granos del Hemisferio Sur, por lo que de concretarse estos choques podrían ser más fuertes y persistentes que lo contemplado en las proyecciones internas. El Consejero señor Joaquín Vial hace presente que a nivel local se mantiene la combinación de sorpresas al alza de la actividad económica y una inflación acotada que se acerca al piso de la banda, coincidiendo esta vez con una apreciación del peso. En su opinión, habrá que seguir de cerca esta situación, especialmente en lo relativo a la persistencia de un dinamismo de la demanda interna mayor que el esperado, así como a los eventuales riesgos asociados a la dinámica evolución del crédito, tanto a nivel de las personas como especialmente de las empresas. En consideración a todo lo anterior, el Consejero señor Joaquín Vial manifiesta que concuerda con el análisis y propuesta del staff, por lo que vota por mantener la Tasa de Política Monetaria en 5% anual.",neutral,1,alta,"En consideración a todo lo anterior, el Consejero señor Joaquín Vial manifiesta que concuerda con el análisis y propuesta del staff, por lo que vota por mantener la Tasa de Política Monetaria en 5% anual.","La unidad contiene un diagnóstico macroeconómico y concluye votando por mantener la TPM en 5% anual sin un sesgo direccional explícito asociado. Al ser una mantención sin sesgo direccional propio, corresponde N según el Codebook v3.",cerrado,true,059c2b791ebed56e925eb9f7bcdbea52dbf2d818e893ee85ae89bf01f6e42a8d,IA asistida; validación humana fila por fila
