intervencion_id,meeting_id,fecha,actor,cargo,texto,anio,flag_texto_danado,topico_humano,keywords_humano,orden_habla,subindice
RPM-2007-12-13:1605:1,RPM-2007-12-13,2007-12-13,José De Gregorio Rebeco,Presidente del Banco Central,El señor Presidente ofrece la palabra al Gerente de División Política Financiera señor Pablo García Silva.,2007,False,acuerdo_comunicado,acuerdo_comunicado,1605,1
RPM-2007-12-13:1605:2,RPM-2007-12-13,2007-12-13,Pablo García Silva,Gerente de División Política Financiera,"El señor Gerente de División señala que concuerda con las opciones de la Gerencia de División Estudios en términos que, al igual que en meses recientes, las opciones más plausibles para esta Reunión de Política Monetaria son la mantención o el aumento de la Tasa de Política Monetaria en 25 puntos base. Entre estas dos opciones, en su opinión lo más pertinente es implementar un incremento de 25 puntos en esta Reunión y señala que, de los argumentos que se han planteado, el que le hace más sentido es que un aumento acotado de esa magnitud permite disminuir la probabilidad de pérdida de credibilidad en la capacidad del Banco Central de Chile de devolver la inflación a la meta en un tiempo prudente. Respecto a este tema en particular, tiene las siguientes cuatro observaciones: Primero, menciona que es importante indicar que se está bastante lejos de que se materialice una situación de pérdida de credibilidad. Comenta que basta con señalar que la inflación en doce meses que se tiene hoy día es casi un punto superior al costo de financiamiento nominal que el Banco Central enfrenta en el mercado a los plazos más largos. Agrega que cuando se discute el tema de la credibilidad, no hay que concentrase en la situación dicotómica de pérdida o no pérdida, porque ello es muy poco informativo, sino que en una perspectiva de riesgos. Cree que ese solo aspecto permite descartar que se esté frente a una situación severa de pérdida de credibilidad. En ese sentido, señala el señor Gerente de División que el hecho que las compensaciones inflacionarias privadas a diversos plazos se hayan desplazado de forma paralela, superando ya por un tiempo el 3% a plazos relativamente largos, puede ser indicativo que la volatilidad percibida a futuro de la inflación se ha acrecentado, y que quizás, también se ha incrementado la probabilidad de ubicarse con registros inflacionarios por sobre el 3% por un tiempo prolongado. Sería ideal, comenta, para cuantificar estos aspectos, contar con información de mercado sobre las características de la distribución de expectativas de inflación que permita estudiar sus valores extremos. Adicionalmente, agrega el señor Pablo García que aunque se desconocen los mecanismos a través de los cuales se transita hacia una situación de pérdida de credibilidad, estima que es correcto argumentar que la probabilidad de que esta situación se dé, depende del tiempo en que se esté desviados de la meta, así como de la magnitud de dicha desviación. Por lo demás, indica, por el lado de costos y salarios, el espacio en el mercado laboral se ha tendido a disipar. Considera el señor Gerente que es importante distinguir en la discusión, aspectos vinculados a la credibilidad, de temas vinculados a la reputación antinflacionaria del Banco Central de Chile. En efecto, señala que no es necesario que lo último se cuestione para perder credibilidad, sino que basta con que se extienda la percepción de que el Banco Central de Chile no estima que su instrumental monetario puede devolver la inflación a la meta en un tiempo prudente, y por lo tanto decide no actuar. Como siempre, menciona el señor Gerente, hay consideraciones que podrían contrapesar las razones para realizar un alza preventiva de 25 puntos base. Sin embargo, no cree que ellas sean particularmente relevantes en la actualidad. Indica que una de esas consideraciones es la probabilidad que se induzca un sesgo contractivo a la política monetaria. Estima que la probabilidad que ello sea así es muy reducida, por varias razones. En primer lugar, indica que el nivel de tasas reales de largo plazo hoy, es el mismo que hace seis meses atrás, luego, los aumentos de la Tasa de Política Monetaria en el segundo semestre no han cambiado el impulso monetario. En otras palabras, menciona que desde mediados de año a esta fecha, la inflación anual se ha incrementado en más de cuatro puntos porcentuales, ciertamente con una ampliación de holguras que puede estimarse a lo más, entre medio punto y un punto, mientras que la Tasa de Política Monetaria se ha incrementado en 75 puntos base. Comenta el señor Gerente que difícilmente se podría argumentar que lo anterior ha más que compensado las novedades conjuntas de inflación y crecimiento. Otra consideración que agrega el señor Gerente de División, es la probabilidad de errar, particularmente en el entorno externo incierto que se ve hoy en día. En ese sentido, estima que el potencial costo de un aumento de 25 puntos base es muy pequeño, y probablemente menor que el costo de no subir ahora y tener quizás, que actuar agresivamente en el futuro. Además, señala que la Tasa de Política Monetaria está ubicada a lo más en la parte baja de los rangos estimados de tasa neutral. Finalmente, estima el señor Pablo García que en términos tácticos, el hecho que el mercado no anticipe de manera mayoritaria un aumento, juega a favor de esta medida preventiva, al potenciar la señal que el Banco Central de Chile no está cómodo con los actuales niveles inflacionarios. En la misma línea, estima que por ello no sería necesario comunicar un sesgo en el comunicado, sino que bastaría con mantener una instancia neutral en el mismo.",2007,False,acuerdo_comunicado,acuerdo_comunicado,1605,2
RPM-2007-12-13:1606:1,RPM-2007-12-13,2007-12-13,José De Gregorio Rebeco,Presidente del Banco Central,El señor Presidente ofrece la palabra al Gerente de Mercados Financieros Nacionales señor Beltrán De Ramón Acevedo.,2007,False,mercados_financieros,mercados_financieros,1606,1
RPM-2007-12-13:1606:2,RPM-2007-12-13,2007-12-13,Beltrán de Ramón Acevedo,Gerente de Mercados Financieros Nacionales,"Indica el señor De Ramón que, tal como lo presentó la Gerencia de División Estudios, en el último mes se ha observado un deterioro de la situación externa, junto a una actividad interna menor a la esperada. Por su parte, agrega, y ese ha sido un hecho muy notorio, la inflación de noviembre estuvo entre 0,6% y 0,4% por sobre lo esperado. Señala el señor Gerente que los antecedentes presentados indican que con la información de octubre, el consumo estaría mostrando una resistencia mayor a la prevista, a la caída del ingreso disponible real. Coherente con lo anterior, también se señaló que se mantiene el dinamismo de los créditos de consumo, aunque algo más atenuado que en meses anteriores. Por el lado financiero, destaca el señor Gerente, se ha visto un aumento de 15 puntos base en las Tasas Promedio Cámara, lo que lleva a configurar que el mercado anticipe, con un porcentaje por sobre el 50, un alza de la Tasa de Política Monetaria para esta Reunión, a pesar que la encuesta sólo indica que una minoría de un 17% estima que el Banco Central de Chile va a subir la tasa hoy. Por otra parte, añade, el aumento de casi 60 puntos base en las tasas prime y bolsa de 30 días en el mercado monetario, es atribuible más bien a coletazos de la crisis subprime que ha hecho que los bancos locales sean más conservadores con la liquidez, básicamente que las líneas de crédito externas estén más estrechas, así como también es atribuible a la inminente salida de las Administradoras de Fondos de Pensiones por el aumento de límites de inversión en el exterior con un 5% adicional. Todo lo anterior ha llevado a que los bancos estén dispuestos, incluso hoy día, a pagar por depósitos prime el equivalente a 80 puntos a un mes y promedio cámara, más 70 puntos a un año, versus un promedio de 30 puntos, que es lo normal en meses anteriores o en los últimos dos años. Menciona el señor De Ramón que las expectativas de inflación, medidas como compensación inflacionaria, han reaccionado a la luz de estas noticias. En efecto, si se mide desde el año 1 hasta el año 10, las que conocemos como 1 en 1, 3 en 2, 5 en 5, promedian desde hace un mes y medio, una cifra en torno a 3,38%, pero con un alza en los últimos días. Si bien esta estructura de alza en los plazos largos está afectada por operaciones de agentes financieros que están aprovechando la oportunidad de altos spreads en bonos de compañías en Estados Unidos de América y hacen un swap de tasas y de monedas concentradas en la parte larga de la curva, estas operaciones se hacen USD-UF, en vez de USD-$, lo que refleja que los agentes están viendo inflación sobre 3% hacia adelante. Con todo, agrega, una cifra de compensación inflacionaria de 3,38% anual, si bien es alta, no se puede concluir que hoy día exista un desanclaje de las expectativas, considerando que parte de esa cifra, al menos unos 10 a 15 puntos base, se pueden explicar por prima de inflación. Sin embargo, añade, el riesgo que existe es que en los próximos meses esa cifra de 3.38% se eleve más. Por otra parte, comenta el señor Gerente, la Encuesta de Operadores de Mesa y la Encuesta de Expectativa Económica, indican que los agentes están considerando una inflación para los próximos 12 meses, entre 3,70% y 3,60%, respectivamente, pero con algunos factores de riesgo al alza como los mencionados en la Reunión de la mañana, asociados al petróleo. Todo lo anterior señala el señor Gerente, configura un escenario preocupante que debe considerar expectativas de inflación que, si bien se mantienen ancladas, están al límite de lo normal. Con todo, y con todas las incertidumbres que se tienen hacia delante, en particular si la situación externa empeora más y termina afectando el panorama interno de crecimiento e inflación, considera que lo más plausible es subir la Tasa de Política Monetaria en 25 puntos base y esa es su recomendación.",2007,False,mercados_financieros,mercados_financieros,1606,2
RPM-2007-12-13:1607:1,RPM-2007-12-13,2007-12-13,José De Gregorio Rebeco,Presidente del Banco Central,El señor Presidente ofrece la palabra al Gerente de División Operaciones Financieras señor Esteban Jadresic Marinovic.,2007,False,escenario_internacional,escenario_internacional,1607,1
RPM-2007-12-13:1607:2,RPM-2007-12-13,2007-12-13,Esteban Jadresic Marinovic,Gerente de División Operaciones Financieras,"Señala el señor Gerente de División que sin duda la decisión de hoy es difícil y que las alternativas relevantes son las que ha planteado la Gerencia de División Estudios. Agrega que no va a repetir las noticias del mes porque ya se ha abundado sobre el tema. Solamente quiere decir que a su juicio hay dos riesgos principales que considerar y balancear en esta decisión. Por una parte, menciona el riesgo que la sorpresa inflacionaria acumulada genere efectos de segunda vuelta y un eventual desanclaje de expectativas, tal como lo señaló el señor Pablo García. Comenta que esta situación no se ha producido todavía, pero puede darse y por lo tanto, puede que la inflación también empiece a irse para arriba. Por otra parte, indica que está el riesgo del deterioro de la situación financiera internacional, en particular que los mercados crediticios y monetarios lleven a una desaceleración fuerte de la economía internacional, y en parte, también de la economía doméstica e incremente las holguras de capacidad en nuestro país con el consecuente aumento de la inflación en plazos más largos. Estima el señor Jadresic que la decisión a tomar es difícil y que hay serios riesgos en cada caso. Señala que adoptándose cualquiera de las opciones y lo que pueda ser necesario hacer por la Política Monetaria en meses posteriores, si se aumenta la tasa de interés y se da la situación de deterioro internacional, será preciso revertir ese aumento de tasa de interés. En el caso que se mantenga la tasa de interés y la expectativa de inflación de segunda vuelta termine siendo más alta, será preciso arrepentirse de no haber usado este tiempo para empezar desde ya a combatir el desarrollo de la inflación de expectativas. En este contexto de serias dudas añade el señor Jadresic que ciertamente hay que balancear ambas cosas, y le hace fuerza la sabiduría popular que dice “ante la duda abstente” y bajo esas condiciones, tiende a recomendar en el margen una política más parsimoniosa y valorar, como dijo el señor Klaus Schmidt-Hebbel, la opción de esperar. Dicho eso y si se tomara ese camino, señala que es muy importante cómo se comunicará esta decisión al público y precisa que en particular, se debe señalar un fuerte compromiso del Banco con el control de la inflación.",2007,False,escenario_internacional,escenario_internacional,1607,2
RPM-2007-12-13:1608:1,RPM-2007-12-13,2007-12-13,José De Gregorio Rebeco,Presidente del Banco Central,El señor Presidente ofrece la palabra al Subgerente General señor Leonardo Hernández Tagle.,2007,False,acuerdo_comunicado,acuerdo_comunicado,1608,1
RPM-2007-12-13:1608:2,RPM-2007-12-13,2007-12-13,Leonardo Hernández Tagle,Subgerente General,"Señala el señor Subgerente General que ciertamente no quiere tomar tiempo repitiendo los antecedentes que se han presentado sobre esta mesa en la mañana y que se han repetido en la tarde. Por lo tanto, simplemente quiere enfatizar algo que mencionó recientemente Esteban Jadresic, que es el rol que juega en esta oportunidad el comunicado. Estima que las opciones que se presentan el Consejo son subir la tasa, manteniendo un comunicado neutro, o bien, mantener la tasa y esperar más tiempo, hasta que se decante mayor información. En ese caso, señala que su sugerencia sería darle al comunicado un marcado sesgo hacia una futura alza, de manera de evitar los riesgos que se están corriendo. Quiere enfatizar lo que manifestó Klaus Schmidt-Hebbel, respecto del cambio que se produjo en el Consejo, y considera que es un momento crucial para dar una señal en esa dirección. Reitera lo difícil de la decisión que se debe adoptar.",2007,False,acuerdo_comunicado,acuerdo_comunicado,1608,2
RPM-2007-12-13:1608:3,RPM-2007-12-13,2007-12-13,José De Gregorio Rebeco,Presidente del Banco Central,"El Presidente señor José De Gregorio, ofrece la palabra al señor Ministro de Hacienda don Andrés Velasco Brañes.",2007,False,acuerdo_comunicado,acuerdo_comunicado,1608,3
RPM-2007-12-13:1608:4,RPM-2007-12-13,2007-12-13,Andrés Velasco Brañes,Ministro de Hacienda,"Comenta el señor Ministro que la situación se presenta delicada, debido a que la inflación ha estado por sobre lo estimado y el crecimiento por debajo del potencial en los meses recientes. Señala que le parece comprensible la alternativa planteada por la Gerencia de División Estudios de incrementar hoy la Tasa de Política en 25 puntos base, dada la situación inflacionaria y la brecha que existe entre la inflación en doce meses y las proyecciones en doce meses. Indica que hay una serie de elementos que llevan a sopesar cuidadosamente los argumentos en una y otra dirección. Primero, indica que han transcurrido cuatro meses durante los cuales se ha tenido sorpresas en la actividad por debajo de lo predicho. En segundo lugar, señala que le complace ver que las proyecciones para lo que resta del año son relativamente optimistas, pero hay estar seguros que ese optimismo esté plenamente fundado o sea al menos altamente probable. Menciona que haciendo una operación aritmética básica las cifras son optimistas, pero al mismo tiempo agrega que es preciso tener a la vista y considerar las brechas y las presiones inflacionarias. En tercer lugar, comenta que en esta mesa de reunión ha habido una preocupación muy justificable respecto al comportamiento de los salarios, y agrega que la última cifra que se tiene, indicaría que las tasas de expansión en doce meses se estarían aplanando. Como cuarto punto, señala algo que ya se ha mencionado y es que las expectativas de inflación medidas vía encuestas o vía compensaciones inflacionarias, todavía parecen bastante ancladas o cercanas al centro del rango meta. Finalmente, menciona el riesgo deflacionario obvio cuya probabilidad ha subido en las últimas semanas debido a la crisis internacional. Por lo antes dicho, señala el señor Ministro de Hacienda que quisiera terminar con un punto táctico y es que si el Consejo decidiera un aumento de 25 puntos base, le parece absolutamente capital lo que ya ha sido mencionado anteriormente por el señor Subgerente General señor Leonardo Hernández T. y el Gerente de División Operaciones Financieras señor Esteban Jadresic M., en relación a lo que comunique el Banco. Sobre el particular, indica que hay al menos dos asuntos que le preocupan. El primero es que obviamente habría que hacer hincapié en la neutralidad del sesgo hacia delante. Lo segundo, que considera más delicado de comunicar y que requiere un fraseo muy apropiado, es que existe la probabilidad que la convergencia en el rango de 12 a 18 meses a tasas de inflación cercanas al 3%, parta de niveles más altos, y que por lo tanto, en los tres o cuatro meses que vienen, mirando hacia atrás, se tenga todavía tasas de inflación en 12 meses que son mayores que las que el mercado hoy día espera. Menciona que hace este comentario porque sería muy importante que si este fenómeno efectivamente se verificara en febrero, en marzo o en abril, no fuese percibido en ese momento por el mercado como una sorpresa inflacionaria, que requiriese otros incrementos de la Tasa de Política Monetaria. Dicho de otro modo, si la decisión de hoy fuese subir la Tasa de Política Monetaria, tendría que entenderse como una medida preventiva que ya toma en cuenta la probabilidad que esta convergencia sea desde niveles más altos y que por lo tanto, ver registros de inflación en 12 meses en torno al 6% en los próximos meses, no constituiría una razón para un alza adicional. Le parece que esto debe redactarse con mucha precisión en el comunicado, de modo de mantener el mensaje y las expectativas que lleva.",2007,False,acuerdo_comunicado,acuerdo_comunicado,1608,4
RPM-2007-12-13:1608:5,RPM-2007-12-13,2007-12-13,José De Gregorio Rebeco,Presidente del Banco Central,El Presidente señor José De Gregorio agradece al Ministro por su intervención y ofrece la palabra a los señores Consejeros para proceder a la votación.,2007,False,acuerdo_comunicado,acuerdo_comunicado,1608,5
RPM-2007-12-13:1609:1,RPM-2007-12-13,2007-12-13,Sebastián Claro Edwards,Consejero,"El Consejero señor Sebastián Claro agradece y felicita a todos los Gerentes por los análisis efectuados. Señala el señor Consejero que quiere efectuar algunas observaciones y juicios. En primer lugar, indica que la inflación se mantiene muy por sobre la meta y se espera que esto continúe por un tiempo. Menciona que existiría evidencia que parte de estos fenómenos constituyen factores puntuales que deberán revertirse en el mediano plazo. Sin embargo, agrega que también es posible prever que hay otros componentes del IPC, principalmente en transporte, que podrían estar artificialmente bajos. Comenta que no sería extraño pensar que la inflación debiera demorar bastante en volver al nivel que se espera. En segundo lugar, menciona que la Política Monetaria continúa siendo expansiva y que el crédito sigue creciendo a tasas cercanas entre el 15% y el 20%. El tercer punto que considera relevante el señor Consejero es que las turbulencias financieras y sus riesgos sobre actividad en Estados Unidos de América y Europa, continúan vigentes. Señala que se ha visto las acciones de política monetaria de los bancos centrales en esos países, lo que obviamente constituye un riesgo para la economía chilena. Sin embargo, estima que los riesgos de la importante contracción de liquidez derivada de estas turbulencias en Chile, aparecen acotados, entre comillas, por la posición sólida fiscal, por el superávit de cuenta corriente, por la limitada exposición del sistema financiero chileno, y por el financiamiento externo con bancos expuestos a subprime, que es lo que se comentó ayer. En consecuencia, el Consejero señor Sebastián Claro señala que su voto es por subir la Tasa de Política Monetaria en 25 puntos base.",2007,False,decision_tpm,decision_tpm,1609,1
RPM-2007-12-13:1610:1,RPM-2007-12-13,2007-12-13,Enrique Marshall Rivera,Consejero,"El Consejero señor Enrique Marshall agradece al staff el material preparado para esta ocasión. Menciona el señor Consejero que las noticias acumuladas en el curso del último mes configuran un cuadro particularmente complejo para tomar una decisión de política monetaria. Indica que el escenario externo se ha debilitado y que las expectativas de crecimiento para el próximo año se revisan a la baja para las economías desarrolladas. Comenta que en Estados Unidos el sector inmobiliario y el mercado de las hipotecas siguen observando deterioros. Por su parte, el Gobierno ha anunciado un programa de apoyo masivo a los deudores, lo que resulta bastante inusual. Agrega el señor Consejero que los problemas de liquidez siguen presentes, no obstante las intervenciones de los bancos centrales. Estos últimos han anunciado recientemente nuevas acciones coordinadas. Asimismo, las instituciones financieras y, en particular, los bancos, no terminan de reconocer sus pérdidas. Señala que persiste, e incluso se intensifica la incertidumbre sobre los efectos de mediano plazo de las disrupciones en los mercados financieros y crediticios. Por el momento, agrega, esa mayor incertidumbre se refleja en un significativo aumento en la volatilidad de los mercados financieros y cambiarios. Comenta el señor Consejero que los premios por riesgo para las economías emergentes vuelven a aumentar y los flujos de cartera disminuyen. Por su parte, los precios de recursos naturales observan movimientos mixtos y los precios del petróleo y el cobre bajan respecto de los niveles observados en la Reunión anterior. Menciona el Consejero señor Marshall que la preocupación por la inflación, si bien no desaparece, se tiende a eclipsar por los riesgos de una pronunciada desaceleración de la actividad real. Todo ello agrega, configura un cuadro de alta incertidumbre respecto de la evolución de la economía global. En el frente interno, comenta el señor Marshall, los agregados monetarios y crediticios siguen mostrando tasas de crecimiento elevadas, sin mayores novedades. Se confirma también el ajuste en los créditos de consumo, que continúan desacelerando su ritmo de expansión. Por otro lado, los rendimientos de los títulos de largo plazo, tanto en pesos como en UF, mostraron sólo leves ajustes al alza respecto de la última Reunión. Indica asimismo que el dólar ha experimentado fluctuaciones a lo largo del mes y en lo más reciente se ha apreciado. Agrega el señor Consejero, que la demanda interna continúa creciendo en forma importante, pero se advierte un dinamismo algo menor que en el pasado, lo que se asocia al comportamiento del consumo. No obstante ello, las cifras para el consumo del tercer trimestre se revisaron al alza, lo que sugiere una desaceleración de este componente del gasto bastante más suave que lo visualizado hace un mes atrás. En materia de inversión, se mantiene el alto dinamismo que se venía observando. Menciona el señor Marshall que las cifras de actividad siguen dando cuenta de un menor ritmo de crecimiento que en el pasado. Las tasas de variación para este segundo semestre se han revisado levemente al alza, pero se confirma que el año cerrará con una cifra por debajo de lo anticipado en el último Informe de Política Monetaria, Señala que el empleo continúa creciendo, pero a un ritmo menor que en meses anteriores. La desocupación sube levemente, principalmente por un aumento de la fuerza de trabajo, pero permanece siempre en niveles bajos. Por su parte, añade el señor Consejero, los salarios nominales muestran leves aumentos en sus tasas de variación, pero estas últimas se aprecian todavía como normales considerando la inflación efectiva y los mecanismos de transmisión o indexación habituales. En todo caso, la evolución de las remuneraciones nominales debe ser monitoreada con atención por sus implicancias para la inflación proyectada. Comenta que sin duda, la principal fuente de preocupación sigue siendo el alto nivel de la inflación. La cifra del último mes sorprendió al alza y con ello la variación anual se ubicó por sobre el 7%, bastante por arriba del rango de tolerancia contemplado en nuestro marco de política. Adicionalmente, todo indica que este alto nivel permanecerá durante varios meses. Asimismo, las distintas medidas de tendencia inflacionaria también muestran un aumento. Por otro lado, las expectativas de inflación se ajustaron al alza después del anuncio del último IPC. Con todo, las expectativas de mediano y largo plazo siguen ubicadas en torno o próximas a la meta. Asimismo, la curva de expectativas para la Tasa de Política Monetaria se ha ajustado marginalmente al alza, los precios de los activos anticipan un alza de 25 puntos base en el curso del primer trimestre del próximo año y las encuestas, en cambio, sugieren que la tasa permanecería constante en su actual nivel por un largo período. Con estos antecedentes, indica el señor Consejero, las opciones plausibles son mantener la tasa en su actual nivel o subirla en 25 puntos base. Señala que no resulta fácil inclinarse por una u otra opción, porque existen buenos argumentos en favor de cada una de ellas. Agrega el señor Consejero que los argumentos para mantener la tasa son: primero, el deterioro del escenario externo y, en particular, el aumento de los riesgos asociados a las perturbaciones financieras en desarrollo; segundo, una evolución algo menos dinámica de la actividad interna; tercero, el anclaje que se sigue observando en las expectativas inflacionarias de mediano y largo plazo, no obstante el fuerte aumento de la inflación; y cuarto, las expectativas de mercado que se inclinan mayoritariamente por la opción de mantener. Por su parte, menciona el señor Consejero, el principal argumento para subir la Tasa de Política Monetaria es el alto nivel alcanzado por la inflación. Si bien la sorpresa inflacionaria del último mes no cambia el diagnóstico sobre los factores que están detrás de este repunte, aumenta la magnitud de la desviación respecto del rango de tolerancia y eleva por tanto los riesgos asociados. En este contexto, menciona, un ajuste de la Tasa de Política Monetaria contribuiría a mitigar dichos riesgos y reforzaría la credibilidad en la política monetaria. Si bien es cierto, esta decisión tiene riesgos. Un pronunciado deterioro del escenario externo o bien una desaceleración mucho más intensa de la actividad interna, podrían llevamos a revertir esta decisión en los próximos meses. En su opinión, este riesgo existe, pero le parece acotado. Comenta que en un cuadro altamente complejo como el actual, la Política Monetaria no debe descartar cierto grado de ajuste fino, lo que implica reaccionar con prontitud a la información que se recibe y admitir la posibilidad de modificar la orientación de la Política e incluso revertir decisiones previas en un lapso de tiempo algo más breve que lo normal. Por todo ello, señala el señor Consejero, al hacer el balance se concluye que los riesgos de actuar son menores que los de esperar. Por lo demás, el alza bajo consideración es moderada, lo que por sí solo acota el nivel de los riesgos asumidos. En todo caso, agrega, la decisión de subir la Tasa debe ser explicada con claridad para evitar una sobrerreacción del mercado. Menciona que el comunicado debe señalar que esta decisión se adopta para prevenir los efectos de propagación del shock inflacionario ya materializado y para reafirmar el compromiso de traer la inflación de vuelta a un nivel en torno de la meta en el horizonte de política. Adicionalmente, indica, se debe mantener un sesgo completamente neutral hacia delante. En suma, su voto es por subir la Tasa de Política Monetaria a 6%.",2007,False,acuerdo_comunicado,acuerdo_comunicado,1610,1
RPM-2007-12-13:1611:1,RPM-2007-12-13,2007-12-13,Manuel Marfán Lewis,Consejero,"El Consejero señor Manuel Marfán agradece el análisis del staff. Menciona el señor Consejero que en el ámbito externo esta vez no hubo sorpresas significativas en los principales precios de commodities, salvo marginalmente en los granos. Comenta que tampoco las paridades internacionales mostraron las fluctuaciones de los meses previos. Señala que lo más relevante, sin duda, es la mayor preocupación internacional acerca de los alcances de la crisis subprime especialmente en los Estados Unidos. Indica que las consecuencias financieras sobre el ciclo económico de los Estados Unidos y su eventual propagación y sobrerreacción de política, son todavía una incógnita, pero la percepción es que serán más profundas y prolongadas de lo que se preveía. Comenta el señor Consejero que la economía chilena está en una posición particularmente sólida para enfrentar turbulencias financieras externas y el mercado internacional sigue distinguiéndonos con relativos bajos premios por riesgo respecto de otras economías emergentes. En el ámbito interno señala el señor Consejero, las cifras preliminares del tercer trimestre confirman el menor dinamismo del crecimiento, y las proyecciones para el cuarto trimestre implican un cierre del año claramente dentro del rango proyectado en el último IPoM, pero en la parte inferior del mismo. Agrega que también las cifras del tercer trimestre muestran algún menor dinamismo de la demanda agregada, pero claramente menor que el que se preveía. Por su parte, el consumo privado, si bien crece menos que en el primer semestre, registra una diferencia significativamente menor que la que se esperaba hace un mes atrás. Respecto a la inflación, señala el Consejero señor Marfán que el registro de noviembre volvió a mostrar una sorpresa asociada a un shock de oferta que en el escenario más probable debiera revertirse. Frente a la sorpresa del shock de oferta, la actitud ha sido hasta ahora de cautela; la preocupación para efectos de decisiones de política se ha centrado en eventuales efectos de segunda vuelta y posibles consecuencias sobre las expectativas de la inflación de mediano plazo. Al respecto, la evidencia muestra que hasta ahora los efectos de rezago no son superiores a los históricos, lo que confirma la hipótesis contenida normalmente en los escenarios base de proyección. Sin embargo, comenta, los indicadores de expectativas de inflación de mediano plazo, especialmente la compensación inflacionaria de los contratos financieros, han mostrado algún movimiento reciente. Agrega que no es posible todavía desentrañar si ese aumento se debe a expectativas más elevadas, o bien, a una prima de riesgo de inflación más alta. Comenta el señor Consejero que las implicancias de política de uno y otro caso son distintas, pero en las actuales circunstancias, el Banco Central de Chile no puede permitir un desanclaje de expectativas y, por esa razón, que considera suficientemente poderosa, vota en esta ocasión por un aumento de 25 puntos base en la Tasa de Política Monetaria, pero dado que se basa en un problema de anclaje de expectativas, el comunicado deberá reflejar que es ésta y no otra la razón de la decisión, si es que resulta ser mayoritaria. Una explicación clara permitirá al mercado descifrar que esta decisión no implica un sesgo particular respecto de futuras decisiones y que, de ajustarse las expectativas, perfectamente podría revertirse en un plazo breve. Señala el señor Consejero que desea añadir algunas observaciones. Primero, quiere hacer suyo el planteamiento que hizo el Gerente de Mercados Financieros Nacionales, señor Beltrán De Ramón, y lo quiere incorporar a su voto, especialmente porque lo identifica el énfasis en la forma de leer el tema de expectativas de inflación. En segundo lugar, menciona que se está ad portas de presentar al Senado el próximo Informe de Política Monetaria y estima que allí se debiera ser especialmente claros respecto de cuáles son las implicancias para efectos de la yieid curve y el empinamiento de la curva de Tasa de Política Monetaria cuando la fuente para las decisiones de Política Monetaria es un cierre de brechas, o que hay temor de un alza de expectativas, porque en ese caso es muy distinta la historia hacia delante que se puede contar. Por último, agrega el señor Marfán, que la función que al Consejo del Banco Central de Chile le compete, no tiene como objetivo metas cambiarias, pero no por ello es posible despreocuparse de las consecuencias que tiene sobre el tipo de cambio las decisiones que se tomen. A su juicio, cuando el riesgo que se enfrenta es de desanclaje de expectativas, es mejor actuar antes y preventivamente, porque de no hacerlo, el costo de tener que actuar más adelante significa mayores consecuencias, mayor volatilidad y probablemente, mayor desalineamiento sobre los precios relativos. En este sentido, agrega el señor Marfán, no le parece que una decisión de aumentar la Tasa de Política Monetaria en esta oportunidad, implique un efecto sobre el tipo de cambio de largo plazo.",2007,False,acuerdo_comunicado,acuerdo_comunicado,1611,1
