intervencion_id,fecha,actor,etiqueta,es_relevante,pred,score_pred,fold
RPM-2014-02-18:6026:2,2014-02-18,Rodrigo Vergara Montes,neutral,0,neutral,0.0000,4
RPM-2014-02-18:6027:1,2014-02-18,Claudio Soto Gamboa,neutral,1,neutral,-0.1871,4
RPM-2014-02-18:6051:1,2014-02-18,Sebastián Claro Edwards,dovish,1,dovish,-0.2570,4
RPM-2014-03-13:6057:1,2014-03-13,Consejo del Banco Central de Chile,neutral,0,neutral,0.0000,4
RPM-2014-03-13:6075:1,2014-03-13,Rodrigo Vergara Montes,neutral,0,neutral,0.0000,4
RPM-2014-03-13:6103:2,2014-03-13,Alberto Arenas de Mesa,neutral,0,neutral,-0.1050,4
RPM-2014-04-17:6151:1,2014-04-17,Rodrigo Vergara Montes,neutral,1,neutral,-0.0492,1
RPM-2014-05-15:6181:1,2014-05-15,Consejo del Banco Central de Chile,neutral,0,neutral,0.0000,3
RPM-2014-06-12:6244:1,2014-06-12,Sergio Lehmann Beresi,neutral,1,neutral,-0.0057,3
RPM-2014-06-12:6245:2,2014-06-12,Beltrán de Ramón Acevedo,neutral,1,neutral,0.0020,3
RPM-2014-06-12:6263:1,2014-06-12,Sebastián Claro Edwards,neutral,1,neutral,-0.0002,3
RPM-2014-06-12:6277:3,2014-06-12,Rodrigo Vergara Montes,neutral,0,neutral,0.0000,3
RPM-2014-06-12:6284:1,2014-06-12,Alberto Arenas de Mesa,dovish,1,dovish,-0.2905,3
RPM-2014-08-14:6389:3,2014-08-14,Rodrigo Vergara Montes,dovish,1,dovish,-0.3897,3
RPM-2014-10-16:6466:2,2014-10-16,Rodrigo Vergara Montes,neutral,0,neutral,0.0000,5
RPM-2014-10-16:6473:1,2014-10-16,Rodrigo Vergara Montes,neutral,0,neutral,0.0000,5
RPM-2014-11-18:6490:2,2014-11-18,Alfredo Pistelli,neutral,1,neutral,-0.0683,1
RPM-2014-11-18:6512:1,2014-11-18,Rodrigo Vergara Montes,neutral,0,neutral,0.0000,1
RPM-2014-12-11:6533:2,2014-12-11,Pablo García Silva,neutral,1,neutral,-0.0921,5
RPM-2015-01-15:6562:1,2015-01-15,Miguel Fuentes Díaz,neutral,1,neutral,-0.0168,4
RPM-2015-01-15:6584:1,2015-01-15,Rodrigo Vergara Montes,neutral,0,neutral,0.0000,4
RPM-2015-01-15:6586:3,2015-01-15,Rodrigo Vergara Montes,neutral,0,neutral,0.0000,4
RPM-2015-03-19:6680:1,2015-03-19,Rodrigo Vergara Montes,neutral,0,neutral,0.0000,4
RPM-2015-03-19:6681:1,2015-03-19,Alberto Arenas de Mesa,dovish,1,dovish,-0.1857,4
RPM-2015-04-16:6699:1,2015-04-16,Alberto Arenas de Mesa,neutral,1,neutral,-0.0377,3
RPM-2015-05-14:6763:1,2015-05-14,Enrique Marshall Rivera,neutral,1,neutral,-0.0497,1
RPM-2015-05-14:6768:1,2015-05-14,Joaquín Vial Ruiz-Tagle,neutral,1,neutral,-0.0137,1
RPM-2015-06-11:6810:1,2015-06-11,Consejo del Banco Central de Chile,neutral,0,neutral,0.0000,1
RPM-2015-06-11:6857:2,2015-06-11,Joaquín Vial Ruiz-Tagle,neutral,1,dovish,-0.2041,1
RPM-2015-07-14:6878:1,2015-07-14,Diego Gianelli Gómez,neutral,1,neutral,-0.0429,1
RPM-2015-08-13:6955:1,2015-08-13,Beltrán de Ramón Acevedo,neutral,1,neutral,-0.0268,2
RPM-2015-08-13:6962:1,2015-08-13,Rodrigo Vergara Montes,neutral,0,neutral,0.0000,2
RPM-2015-08-13:6969:1,2015-08-13,Pablo García Silva,dovish,1,hawkish,0.0456,2
RPM-2015-09-15:6980:1,2015-09-15,Consejo del Banco Central de Chile,neutral,0,neutral,0.0000,5
RPM-2015-09-15:7045:1,2015-09-15,Consejo del Banco Central de Chile,hawkish,1,dovish,-0.1217,5
RPM-2015-10-15:7075:1,2015-10-15,Alberto Naudon Dell'Oro,neutral,1,neutral,-0.0187,2
RPM-2015-10-15:7093:1,2015-10-15,Rodrigo Vergara Montes,neutral,0,neutral,0.0000,2
RPM-2015-10-15:7107:1,2015-10-15,Rodrigo Vergara Montes,neutral,0,neutral,0.0000,2
RPM-2015-11-12:7124:2,2015-11-12,Alberto Naudon Dell'Oro,neutral,1,neutral,-0.0886,5
RPM-2015-11-12:7129:1,2015-11-12,Alberto Naudon Dell'Oro,neutral,1,neutral,-0.0304,5
RPM-2015-11-12:7148:3,2015-11-12,Rodrigo Vergara Montes,neutral,0,neutral,0.0000,5
RPM-2015-12-17:7207:1,2015-12-17,Alberto Naudon Dell'Oro,hawkish,1,neutral,-0.0965,5
RPM-2015-12-17:7210:1,2015-12-17,Alberto Naudon Dell'Oro,hawkish,1,dovish,-0.2271,5
RPM-2015-12-17:7211:1,2015-12-17,Rodrigo Vergara Montes,neutral,0,neutral,0.0000,5
RPM-2005-01-11:10:1,2005-01-11,Nicolás Eyzaguirre Guzmán,neutral,1,neutral,-0.0391,5
RPM-2005-01-11:11:1,2005-01-11,José De Gregorio Rebeco,neutral,1,neutral,-0.0178,5
RPM-2005-01-11:12:1,2005-01-11,Manuel Marfán Lewis,neutral,1,neutral,-0.0170,5
RPM-2005-01-11:13:1,2005-01-11,Luis Óscar Herrera Barriga,neutral,1,neutral,-0.0371,5
RPM-2005-01-11:14:1,2005-01-11,Esteban Jadresic Marinovic,neutral,1,neutral,-0.0399,5
RPM-2005-01-11:15:1,2005-01-11,Nicolás Eyzaguirre Guzmán,neutral,1,neutral,-0.0486,5
RPM-2005-01-11:16:1,2005-01-11,Pablo García Silva,neutral,1,neutral,-0.0252,5
RPM-2005-01-11:17:1,2005-01-11,Nicolás Eyzaguirre Guzmán,neutral,1,neutral,-0.0166,5
RPM-2005-01-11:18:1,2005-01-11,Pablo García Silva,neutral,1,neutral,-0.0747,5
RPM-2005-01-11:19:1,2005-01-11,Vittorio Corbo Lioi,neutral,1,neutral,-0.0479,5
RPM-2005-01-11:1:1,2005-01-11,Consejo del Banco Central de Chile,neutral,0,neutral,0.0000,5
RPM-2005-01-11:20:1,2005-01-11,Nicolás Eyzaguirre Guzmán,neutral,1,neutral,-0.0423,5
RPM-2005-01-11:21:1,2005-01-11,Ricardo Vicuña Poblete,neutral,1,neutral,-0.0293,5
RPM-2005-01-11:22:1,2005-01-11,Manuel Marfán Lewis,neutral,1,neutral,-0.0157,5
RPM-2005-01-11:23:1,2005-01-11,Pablo García Silva,neutral,1,neutral,-0.0349,5
RPM-2005-01-11:25:1,2005-01-11,Pablo García Silva,neutral,1,neutral,-0.0543,5
RPM-2005-01-11:26:1,2005-01-11,Nicolás Eyzaguirre Guzmán,neutral,1,neutral,-0.0327,5
RPM-2005-01-11:27:1,2005-01-11,Pablo García Silva,neutral,1,neutral,-0.0316,5
RPM-2005-01-11:28:1,2005-01-11,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,5
RPM-2005-01-11:28:2,2005-01-11,Consejo del Banco Central de Chile,neutral,0,neutral,0.0000,5
RPM-2005-01-11:29:1,2005-01-11,Nicolás Eyzaguirre Guzmán,neutral,1,neutral,-0.1224,5
RPM-2005-01-11:2:1,2005-01-11,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,5
RPM-2005-01-11:30:1,2005-01-11,Vittorio Corbo Lioi,neutral,1,neutral,-0.1400,5
RPM-2005-01-11:31:1,2005-01-11,Nicolás Eyzaguirre Guzmán,neutral,1,neutral,-0.0511,5
RPM-2005-01-11:32:1,2005-01-11,José De Gregorio Rebeco,neutral,1,neutral,-0.1469,5
RPM-2005-01-11:33:1,2005-01-11,Nicolás Eyzaguirre Guzmán,neutral,1,neutral,-0.0667,5
RPM-2005-01-11:34:1,2005-01-11,Rodrigo Valdés Pulido,neutral,1,neutral,-0.0963,5
RPM-2005-01-11:35:1,2005-01-11,Nicolás Eyzaguirre Guzmán,neutral,1,neutral,-0.0937,5
RPM-2005-01-11:36:1,2005-01-11,Manuel Marfán Lewis,neutral,1,neutral,-0.1023,5
RPM-2005-01-11:37:1,2005-01-11,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,5
RPM-2005-01-11:38:1,2005-01-11,Rodrigo Valdés Pulido,hawkish,1,hawkish,0.4779,5
RPM-2005-01-11:39:1,2005-01-11,Rodrigo Valdés Pulido,neutral,1,hawkish,0.3034,5
RPM-2005-01-11:3:1,2005-01-11,Pablo García Silva,neutral,1,neutral,-0.0768,5
RPM-2005-01-11:40:1,2005-01-11,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,5
RPM-2005-01-11:41:1,2005-01-11,Klaus Schmidt-Hebbel Dunker,hawkish,1,hawkish,0.5547,5
RPM-2005-01-11:42:1,2005-01-11,Nicolás Eyzaguirre Guzmán,neutral,1,neutral,-0.2086,5
RPM-2005-01-11:43:1,2005-01-11,Vittorio Corbo Lioi,neutral,1,neutral,-0.0229,5
RPM-2005-01-11:44:1,2005-01-11,José De Gregorio Rebeco,neutral,1,neutral,-0.0136,5
RPM-2005-01-11:46:1,2005-01-11,Luis Óscar Herrera Barriga,hawkish,1,neutral,-0.0776,5
RPM-2005-01-11:47:1,2005-01-11,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,5
RPM-2005-01-11:49:1,2005-01-11,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,5
RPM-2005-01-11:4:1,2005-01-11,Pablo García Silva,neutral,1,neutral,-0.0475,5
RPM-2005-01-11:50:1,2005-01-11,Manuel Marfán Lewis,hawkish,1,hawkish,0.5737,5
RPM-2005-01-11:51:1,2005-01-11,María Elena Ovalle Molina,hawkish,1,hawkish,0.5339,5
RPM-2005-01-11:52:1,2005-01-11,Jorge Desormeaux Jiménez,hawkish,1,hawkish,0.2344,5
RPM-2005-01-11:53:1,2005-01-11,José De Gregorio Rebeco,hawkish,1,hawkish,0.1625,5
RPM-2005-01-11:54:1,2005-01-11,Vittorio Corbo Lioi,hawkish,1,hawkish,0.2967,5
RPM-2005-01-11:55:1,2005-01-11,Consejo del Banco Central de Chile,neutral,0,neutral,0.1466,5
RPM-2005-01-11:56:1,2005-01-11,Consejo del Banco Central de Chile,hawkish,1,neutral,0.0286,5
RPM-2005-01-11:57:1,2005-01-11,Consejo del Banco Central de Chile,hawkish,1,hawkish,0.4452,5
RPM-2005-01-11:5:1,2005-01-11,Pablo García Silva,neutral,1,hawkish,0.1168,5
RPM-2005-01-11:6:1,2005-01-11,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,5
RPM-2005-01-11:7:1,2005-01-11,Nicolás Eyzaguirre Guzmán,neutral,1,neutral,-0.0413,5
RPM-2005-01-11:8:1,2005-01-11,Sergio Lehmann Beresi,neutral,1,neutral,-0.0141,5
RPM-2005-01-11:9:1,2005-01-11,Rodrigo Valdés Pulido,neutral,1,neutral,-0.0419,5
RPM-2005-02-10:100:1,2005-02-10,Mario Marcel Cullell,neutral,1,neutral,-0.0402,1
RPM-2005-02-10:101:1,2005-02-10,Mario Marcel Cullell,neutral,1,neutral,0.0190,1
RPM-2005-02-10:102:1,2005-02-10,Rodrigo Valdés Pulido,neutral,1,neutral,-0.0303,1
RPM-2005-02-10:103:1,2005-02-10,Mario Marcel Cullell,neutral,1,neutral,-0.0398,1
RPM-2005-02-10:104:1,2005-02-10,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,1
RPM-2005-02-10:105:1,2005-02-10,Jorge Desormeaux Jiménez,neutral,1,neutral,0.2232,1
RPM-2005-02-10:106:1,2005-02-10,María Elena Ovalle Molina,neutral,0,neutral,-0.0277,1
RPM-2005-02-10:107:1,2005-02-10,María Elena Ovalle Molina,neutral,1,neutral,-0.0478,1
RPM-2005-02-10:108:1,2005-02-10,María Elena Ovalle Molina,neutral,1,neutral,0.0075,1
RPM-2005-02-10:109:1,2005-02-10,Pablo García Silva,neutral,1,neutral,-0.0456,1
RPM-2005-02-10:110:1,2005-02-10,Rodrigo Valdés Pulido,neutral,1,neutral,-0.0241,1
RPM-2005-02-10:111:1,2005-02-10,Manuel Marfán Lewis,neutral,1,neutral,0.0987,1
RPM-2005-02-10:112:1,2005-02-10,Mario Marcel Cullell,neutral,1,neutral,-0.0187,1
RPM-2005-02-10:113:1,2005-02-10,José De Gregorio Rebeco,neutral,1,neutral,-0.1081,1
RPM-2005-02-10:114:1,2005-02-10,Rodrigo Valdés Pulido,neutral,1,neutral,-0.0426,1
RPM-2005-02-10:115:1,2005-02-10,Manuel Marfán Lewis,neutral,1,neutral,0.0368,1
RPM-2005-02-10:116:1,2005-02-10,Vittorio Corbo Lioi,neutral,1,neutral,-0.0215,1
RPM-2005-02-10:117:1,2005-02-10,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,1
RPM-2005-02-10:119:1,2005-02-10,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,1
RPM-2005-02-10:120:1,2005-02-10,Rodrigo Valdés Pulido,neutral,1,hawkish,0.4316,1
RPM-2005-02-10:122:1,2005-02-10,Rodrigo Valdés Pulido,neutral,1,neutral,-0.0873,1
RPM-2005-02-10:123:1,2005-02-10,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,1
RPM-2005-02-10:125:1,2005-02-10,Klaus Schmidt-Hebbel Dunker,hawkish,1,hawkish,0.5759,1
RPM-2005-02-10:126:1,2005-02-10,Camilo Carrasco Alfonso,hawkish,1,hawkish,0.0364,1
RPM-2005-02-10:127:1,2005-02-10,Mario Marcel Cullell,dovish,1,neutral,0.0349,1
RPM-2005-02-10:128:1,2005-02-10,Vittorio Corbo Lioi,neutral,1,neutral,-0.0734,1
RPM-2005-02-10:129:1,2005-02-10,José De Gregorio Rebeco,neutral,1,neutral,0.0455,1
RPM-2005-02-10:130:1,2005-02-10,Vittorio Corbo Lioi,neutral,0,neutral,0.0193,1
RPM-2005-02-10:131:1,2005-02-10,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,1
RPM-2005-02-10:132:1,2005-02-10,Manuel Marfán Lewis,hawkish,1,hawkish,0.5796,1
RPM-2005-02-10:133:1,2005-02-10,Jorge Desormeaux Jiménez,hawkish,1,hawkish,0.4383,1
RPM-2005-02-10:134:1,2005-02-10,María Elena Ovalle Molina,hawkish,1,hawkish,0.3820,1
RPM-2005-02-10:135:1,2005-02-10,José De Gregorio Rebeco,hawkish,1,hawkish,0.2544,1
RPM-2005-02-10:136:1,2005-02-10,José De Gregorio Rebeco,hawkish,1,hawkish,0.2705,1
RPM-2005-02-10:137:1,2005-02-10,Vittorio Corbo Lioi,hawkish,1,hawkish,0.4818,1
RPM-2005-02-10:138:1,2005-02-10,Consejo del Banco Central de Chile,hawkish,1,neutral,0.0000,1
RPM-2005-02-10:139:1,2005-02-10,Consejo del Banco Central de Chile,hawkish,1,hawkish,0.7386,1
RPM-2005-02-10:58:1,2005-02-10,Consejo del Banco Central de Chile,neutral,0,neutral,0.0000,1
RPM-2005-02-10:59:1,2005-02-10,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,1
RPM-2005-02-10:61:1,2005-02-10,Pablo García Silva,neutral,1,neutral,-0.0109,1
RPM-2005-02-10:62:1,2005-02-10,Pablo García Silva,neutral,1,neutral,-0.0365,1
RPM-2005-02-10:63:1,2005-02-10,Pablo García Silva,neutral,1,neutral,0.0105,1
RPM-2005-02-10:64:1,2005-02-10,Pablo García Silva,neutral,1,neutral,0.1820,1
RPM-2005-02-10:65:1,2005-02-10,Pablo García Silva,neutral,1,neutral,0.0114,1
RPM-2005-02-10:66:1,2005-02-10,Pablo García Silva,neutral,1,neutral,0.0183,1
RPM-2005-02-10:67:1,2005-02-10,Pablo García Silva,neutral,1,neutral,-0.0161,1
RPM-2005-02-10:68:1,2005-02-10,Pablo García Silva,neutral,1,neutral,0.0059,1
RPM-2005-02-10:69:1,2005-02-10,Pablo García Silva,neutral,1,neutral,0.0324,1
RPM-2005-02-10:70:1,2005-02-10,Pablo García Silva,neutral,1,neutral,-0.0280,1
RPM-2005-02-10:71:1,2005-02-10,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,1
RPM-2005-02-10:72:1,2005-02-10,Esteban Jadresic Marinovic,neutral,1,neutral,-0.0430,1
RPM-2005-02-10:74:1,2005-02-10,Esteban Jadresic Marinovic,neutral,1,neutral,-0.0659,1
RPM-2005-02-10:75:1,2005-02-10,Vittorio Corbo Lioi,neutral,1,neutral,-0.0404,1
RPM-2005-02-10:76:1,2005-02-10,Jorge Desormeaux Jiménez,neutral,1,neutral,0.0070,1
RPM-2005-02-10:77:1,2005-02-10,Vittorio Corbo Lioi,neutral,1,neutral,-0.0222,1
RPM-2005-02-10:78:1,2005-02-10,José De Gregorio Rebeco,neutral,1,neutral,0.0013,1
RPM-2005-02-10:79:1,2005-02-10,Esteban Jadresic Marinovic,neutral,1,neutral,-0.0707,1
RPM-2005-02-10:80:1,2005-02-10,Rodrigo Valdés Pulido,neutral,1,neutral,-0.0706,1
RPM-2005-02-10:81:1,2005-02-10,Jorge Desormeaux Jiménez,neutral,1,neutral,-0.0313,1
RPM-2005-02-10:82:1,2005-02-10,Rodrigo Valdés Pulido,neutral,1,neutral,-0.0499,1
RPM-2005-02-10:83:1,2005-02-10,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,1
RPM-2005-02-10:84:1,2005-02-10,Rodrigo Valdés Pulido,neutral,1,neutral,-0.0670,1
RPM-2005-02-10:85:1,2005-02-10,Manuel Marfán Lewis,neutral,1,neutral,-0.0321,1
RPM-2005-02-10:86:1,2005-02-10,José De Gregorio Rebeco,neutral,1,neutral,-0.0073,1
RPM-2005-02-10:88:1,2005-02-10,Manuel Marfán Lewis,neutral,1,neutral,-0.0013,1
RPM-2005-02-10:89:1,2005-02-10,Pablo García Silva,neutral,1,neutral,-0.0185,1
RPM-2005-02-10:90:1,2005-02-10,José De Gregorio Rebeco,neutral,1,neutral,-0.0080,1
RPM-2005-02-10:91:1,2005-02-10,Manuel Marfán Lewis,neutral,1,neutral,-0.0060,1
RPM-2005-02-10:92:1,2005-02-10,Vittorio Corbo Lioi,neutral,1,neutral,-0.0209,1
RPM-2005-02-10:93:1,2005-02-10,José De Gregorio Rebeco,neutral,1,neutral,-0.0302,1
RPM-2005-02-10:94:1,2005-02-10,Rodrigo Valdés Pulido,neutral,1,neutral,-0.0327,1
RPM-2005-02-10:95:1,2005-02-10,Jorge Desormeaux Jiménez,neutral,1,neutral,-0.0224,1
RPM-2005-02-10:96:1,2005-02-10,Pablo García Silva,neutral,1,neutral,-0.0245,1
RPM-2005-02-10:97:1,2005-02-10,Esteban Jadresic Marinovic,neutral,1,neutral,-0.0554,1
RPM-2005-02-10:98:1,2005-02-10,Pablo García Silva,neutral,1,neutral,-0.0367,1
RPM-2005-02-10:99:1,2005-02-10,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,1
RPM-2005-03-10:140:1,2005-03-10,Consejo del Banco Central de Chile,neutral,0,neutral,0.0000,2
RPM-2005-03-10:141:1,2005-03-10,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,2
RPM-2005-03-10:142:1,2005-03-10,Pablo García Silva,neutral,1,neutral,0.0985,2
RPM-2005-03-10:143:1,2005-03-10,Pablo García Silva,neutral,1,neutral,-0.0639,2
RPM-2005-03-10:144:1,2005-03-10,Pablo García Silva,neutral,1,neutral,0.0048,2
RPM-2005-03-10:145:1,2005-03-10,Pablo García Silva,neutral,1,neutral,0.1153,2
RPM-2005-03-10:146:1,2005-03-10,Pablo García Silva,neutral,1,neutral,0.1068,2
RPM-2005-03-10:147:1,2005-03-10,Pablo García Silva,neutral,1,neutral,-0.0203,2
RPM-2005-03-10:148:1,2005-03-10,Pablo García Silva,neutral,1,neutral,0.0004,2
RPM-2005-03-10:149:1,2005-03-10,Pablo García Silva,neutral,1,neutral,-0.0236,2
RPM-2005-03-10:150:1,2005-03-10,Pablo García Silva,neutral,1,neutral,-0.0136,2
RPM-2005-03-10:151:1,2005-03-10,Pablo García Silva,neutral,1,neutral,0.0044,2
RPM-2005-03-10:152:1,2005-03-10,Pablo García Silva,neutral,1,neutral,0.0795,2
RPM-2005-03-10:153:1,2005-03-10,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,2
RPM-2005-03-10:154:1,2005-03-10,Nicolás Eyzaguirre Guzmán,neutral,1,neutral,-0.0364,2
RPM-2005-03-10:155:1,2005-03-10,Sergio Lehmann Beresi,neutral,1,neutral,-0.0070,2
RPM-2005-03-10:156:1,2005-03-10,Esteban Jadresic Marinovic,neutral,1,neutral,-0.0570,2
RPM-2005-03-10:157:1,2005-03-10,Manuel Marfán Lewis,neutral,1,neutral,-0.0165,2
RPM-2005-03-10:158:1,2005-03-10,Sergio Lehmann Beresi,neutral,1,neutral,-0.0625,2
RPM-2005-03-10:159:1,2005-03-10,José De Gregorio Rebeco,neutral,1,neutral,-0.0268,2
RPM-2005-03-10:160:1,2005-03-10,Sergio Lehmann Beresi,neutral,1,neutral,-0.0408,2
RPM-2005-03-10:161:1,2005-03-10,Luis Óscar Herrera Barriga,neutral,1,neutral,-0.0028,2
RPM-2005-03-10:162:1,2005-03-10,Manuel Marfán Lewis,neutral,1,neutral,-0.0321,2
RPM-2005-03-10:163:1,2005-03-10,Luis Óscar Herrera Barriga,neutral,1,neutral,-0.0264,2
RPM-2005-03-10:164:1,2005-03-10,Nicolás Eyzaguirre Guzmán,neutral,1,neutral,-0.1387,2
RPM-2005-03-10:166:1,2005-03-10,Pablo García Silva,neutral,1,neutral,-0.0381,2
RPM-2005-03-10:167:1,2005-03-10,Luis Óscar Herrera Barriga,neutral,1,neutral,-0.0266,2
RPM-2005-03-10:168:1,2005-03-10,Nicolás Eyzaguirre Guzmán,neutral,1,neutral,-0.0519,2
RPM-2005-03-10:169:1,2005-03-10,Manuel Marfán Lewis,neutral,1,neutral,-0.1084,2
RPM-2005-03-10:170:1,2005-03-10,Vittorio Corbo Lioi,neutral,1,neutral,-0.1438,2
RPM-2005-03-10:171:1,2005-03-10,Manuel Marfán Lewis,neutral,1,neutral,-0.0882,2
RPM-2005-03-10:172:1,2005-03-10,Manuel Marfán Lewis,neutral,1,neutral,0.0037,2
RPM-2005-03-10:173:1,2005-03-10,Nicolás Eyzaguirre Guzmán,neutral,1,neutral,-0.0485,2
RPM-2005-03-10:174:1,2005-03-10,Pablo García Silva,neutral,1,neutral,-0.0069,2
RPM-2005-03-10:175:1,2005-03-10,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,2
RPM-2005-03-10:176:1,2005-03-10,Consejo del Banco Central de Chile,neutral,0,neutral,0.0000,2
RPM-2005-03-10:177:1,2005-03-10,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,2
RPM-2005-03-10:178:1,2005-03-10,Rodrigo Valdés Pulido,neutral,1,hawkish,0.7026,2
RPM-2005-03-10:178:2,2005-03-10,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,2
RPM-2005-03-10:179:1,2005-03-10,Luis Óscar Herrera Barriga,neutral,1,neutral,0.0828,2
RPM-2005-03-10:181:1,2005-03-10,Vittorio Corbo Lioi,neutral,1,neutral,-0.0471,2
RPM-2005-03-10:182:1,2005-03-10,José De Gregorio Rebeco,neutral,1,neutral,-0.0098,2
RPM-2005-03-10:183:1,2005-03-10,Manuel Marfán Lewis,neutral,1,neutral,0.0413,2
RPM-2005-03-10:184:1,2005-03-10,Nicolás Eyzaguirre Guzmán,neutral,1,neutral,-0.3010,2
RPM-2005-03-10:185:1,2005-03-10,Nicolás Eyzaguirre Guzmán,dovish,1,dovish,-0.2172,2
RPM-2005-03-10:186:1,2005-03-10,José De Gregorio Rebeco,neutral,1,neutral,-0.0943,2
RPM-2005-03-10:187:1,2005-03-10,Rodrigo Valdés Pulido,neutral,1,neutral,-0.0747,2
RPM-2005-03-10:188:1,2005-03-10,Nicolás Eyzaguirre Guzmán,neutral,1,neutral,-0.0365,2
RPM-2005-03-10:189:1,2005-03-10,Rodrigo Valdés Pulido,neutral,1,neutral,0.0359,2
RPM-2005-03-10:190:1,2005-03-10,Manuel Marfán Lewis,hawkish,1,neutral,-0.1497,2
RPM-2005-03-10:191:1,2005-03-10,Manuel Marfán Lewis,neutral,1,neutral,-0.1911,2
RPM-2005-03-10:192:1,2005-03-10,Jorge Desormeaux Jiménez,hawkish,1,neutral,0.0361,2
RPM-2005-03-10:193:1,2005-03-10,Vittorio Corbo Lioi,neutral,1,neutral,-0.0212,2
RPM-2005-03-10:194:1,2005-03-10,Vittorio Corbo Lioi,neutral,1,neutral,0.0000,2
RPM-2005-03-10:195:1,2005-03-10,Consejo del Banco Central de Chile,neutral,0,neutral,-0.0687,2
RPM-2005-03-10:196:1,2005-03-10,Vittorio Corbo Lioi,neutral,1,neutral,0.0957,2
RPM-2005-03-10:197:1,2005-03-10,José De Gregorio Rebeco,neutral,1,hawkish,0.2222,2
RPM-2005-03-10:198:1,2005-03-10,María Elena Ovalle Molina,neutral,1,hawkish,0.2379,2
RPM-2005-03-10:199:1,2005-03-10,Consejo del Banco Central de Chile,neutral,1,hawkish,0.3862,2
RPM-2005-03-10:200:1,2005-03-10,Consejo del Banco Central de Chile,hawkish,1,hawkish,0.6026,2
RPM-2005-04-07:201:1,2005-04-07,Consejo del Banco Central de Chile,neutral,0,neutral,0.0000,4
RPM-2005-04-07:202:2,2005-04-07,Pablo García Silva,neutral,1,neutral,0.0744,4
RPM-2005-04-07:202:3,2005-04-07,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,4
RPM-2005-04-07:203:1,2005-04-07,José De Gregorio Rebeco,neutral,1,neutral,0.0141,4
RPM-2005-04-07:203:2,2005-04-07,Pablo García Silva,neutral,1,neutral,-0.0081,4
RPM-2005-04-07:203:3,2005-04-07,José De Gregorio Rebeco,neutral,1,neutral,-0.0454,4
RPM-2005-04-07:203:4,2005-04-07,Vittorio Corbo Lioi,neutral,1,neutral,-0.0396,4
RPM-2005-04-07:204:1,2005-04-07,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,4
RPM-2005-04-07:204:2,2005-04-07,María Elena Ovalle Molina,neutral,1,neutral,-0.0026,4
RPM-2005-04-07:204:3,2005-04-07,Pablo García Silva,neutral,1,neutral,-0.0367,4
RPM-2005-04-07:205:1,2005-04-07,Jorge Desormeaux Jiménez,neutral,1,neutral,-0.0050,4
RPM-2005-04-07:205:3,2005-04-07,Pablo García Silva,neutral,0,neutral,0.0058,4
RPM-2005-04-07:205:4,2005-04-07,Manuel Marfán Lewis,neutral,1,neutral,-0.0974,4
RPM-2005-04-07:205:5,2005-04-07,Pablo García Silva,neutral,1,neutral,-0.0300,4
RPM-2005-04-07:206:1,2005-04-07,Vittorio Corbo Lioi,neutral,1,neutral,-0.0069,4
RPM-2005-04-07:206:2,2005-04-07,Sergio Lehmann Beresi,neutral,1,neutral,-0.0222,4
RPM-2005-04-07:206:3,2005-04-07,Pablo García Silva,neutral,1,neutral,0.0402,4
RPM-2005-04-07:206:4,2005-04-07,Vittorio Corbo Lioi,neutral,0,neutral,0.0000,4
RPM-2005-04-07:206:5,2005-04-07,Manuel Marfán Lewis,neutral,1,neutral,-0.0558,4
RPM-2005-04-07:207:1,2005-04-07,Rodrigo Valdés Pulido,neutral,1,neutral,-0.0260,4
RPM-2005-04-07:207:11,2005-04-07,María Elena Ovalle Molina,neutral,1,neutral,-0.0204,4
RPM-2005-04-07:207:12,2005-04-07,Pablo García Silva,neutral,1,neutral,-0.0437,4
RPM-2005-04-07:207:2,2005-04-07,Manuel Marfán Lewis,neutral,1,neutral,-0.0005,4
RPM-2005-04-07:207:3,2005-04-07,Pablo García Silva,neutral,1,neutral,0.0034,4
RPM-2005-04-07:207:4,2005-04-07,Manuel Marfán Lewis,neutral,1,neutral,-0.0096,4
