intervencion_id,meeting_id,fold,etiqueta_ia,relevancia_ia,pred_a,pred_b_sin_mascara,pred,acierto,confusion_hd,texto,texto_identico_en_train
RPM-2007-01-11:1058:1,RPM-2007-01-11,3,neutral,0,0,neutral,neutral,True,False,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17.15 horas.,False
RPM-2008-01-10:1618:1,RPM-2008-01-10,3,neutral,1,1,neutral,neutral,True,False,"El Gerente de Análisis Internacional señor Sergio Lehmann señala que se presentó una caída significativa en las tasas de interés a largo plazo, particularmente en Estados Unidos de América en donde se enfrentan preocupaciones de desaceleración más acentuadas en las economías desarrolladas, y bajo este contexto se fortalecen las alternativas de nuevos recortes en las tasas Fed Fund, y agrega que el dólar vuelve a perder valor en los mercados internacionales. Asimismo, señala el señor Lehmann que se observa un aumento en la volatilidad de los mercados emergentes y un incremento en los premios soberanos. En relación con los commodities, el señor Lehmann destaca el aumento del precio del petróleo, que se ubica algo por debajo de 100 dólares por barril y particularmente en el día de hoy en torno a 95 dólares. Agrega que la persistencia de esos precios lleva a una corrección significativa al alza de las proyecciones para los combustibles. Indica también que, el precio del cobre también se ha elevado. Señala el señor Gerente de Análisis Internacional que respecto a indicadores de actividad, destacan en primer lugar el ajuste del mercado inmobiliario con caídas importantes en los precios de las viviendas, algo más de 6% de variación en 12 meses; y también las ventas de viviendas que han continuado ajustándose a la baja. Agrega que las ventas de las viviendas nuevas presentan caídas en 12 meses, en torno a un 30%. En cuanto a expectativas de consumo, éstas se han deteriorado y la confianza de los consumidores ha caído conforme al indicador de la Universidad de Michigan, al igual que en el indicador del Conference Board. Menciona el señor Lehmann que el consumo personal todavía se mantiene en torno a 3% en 12 meses, pero su desaceleración debería acentuarse hacia delante, en la medida que los datos del mercado laboral se registren preferentemente bajos. Comenta el señor Lehmann que en relación a los indicadores de actividad, por el lado empresarial, el indicador ISM para el sector manufacturero se ha ubicado por debajo del pivot, lo cual da cuenta que la actividad en dicho sector se ha desacelerado. Por otra parte, indica el Gerente señor Lehmann que ha continuado el deterioro en los indicadores del mercado laboral. El desempleo ha subido de manera importante en los últimos meses y se ubica cerca del 5%, y agrega que en un solo mes se produjo un aumento de casi cuatro décimas. Comenta también, que con respecto a la evolución del empleo, la tendencia en el semestre móvil muestra una reducción en términos importantes desde principios del año 2006. Por otra parte, hace presente que en cuanto a la Zona Euro, los indicadores en general son mixtos, pero destacan particularmente aquéllos asociados a los indicadores de actividad en el sector empresarial, manufactureros y de servicios. Asimismo, señala que en Alemania, respecto a expectativas y en producción industrial, se observan señales negativas. En el índice Purchasing Managers Index (PMI), se destaca que las economías de esa Zona han estado mostrando una tendencia hacia la baja, con algún movimiento muy marginal en el margen, en alguna economía en particular. Asimismo, señala que en el PMI de servicios, también con una excepción, se aprecia una tendencia más bien hacia la baja, lo que está en línea con la expectativa de consumidores que se ha ido deteriorando y que es transversal en todas las economías. En cuanto a Japón, señala el señor Gerente que se observan indicadores mixtos, y una visión algo más deteriorada a partir de la encuesta Tankan. Agrega que no obstante que el PMI manufacturero ha sido positivo, en general la tendencia de todos los indicadores es más bien hacia una desaceleración en esa economía, particularmente el indicador Economics Watchers para distintos componentes de la economía japonesa en que se observa una desaceleración, lo cual sería coherente con una activad más deteriorada hacia los próximos trimestres. Indica el Gerente señor Lehmann que en el sector empresarial y de consumidores, las expectativas respecto al mercado laboral muestran claramente una tendencia hacia la baja. Comenta que esta información conforma un escenario, en términos de proyección mundial, que si bien no cambia respecto a las cifras de hace un mes atrás, muestra una visión más desacelerada respecto a lo que sucedió en el año 2007. Por otra parte, señala el señor Lehmann que se tenía una paridad de poder de compra de un 4,8%. Sin embargo, advierte que esta cifra hacia fin de mes se modificará, debido a un cambio en los ponderadores del Fondo Monetario, lo que le daría una menor relevancia a China e India, y ello determ inaría un crecimiento inferior de aproximadamente 5 décimas. En cuanto a la inflación en Estados Unidos de América, ésta ha aumentado y por lo tanto, se trata de una materia de preocupación, puesto que el IPC se ubica sobre 4% y las medidas podadas que se han presentado en otras ocasiones muestran una tendencia hacia el alza y también en el caso del IPC Gore. Agrega que desde el punto de vista de los deflactores del PCE,se observan movimientos hacia el alza y el indicador Gore también está aumentando por sobre 2%. El señor Lehmann agrega que en el caso de la Zona Euro, la inflación presenta movimientos hacia el alza en todos los indicadores. Señala que se observa un IPC algo por sobre el 3%, y el subyacente, si bien en el margen ha aumentado, se mantiene dentro del área comfort en torno al 2%. No obstante, los indicadores headline presentan cifras hacia arriba, en particular el IPP y el indicador de precios de alimentos, que están sobre 4% en 12 meses. Comenta que en el caso de Japón también se observan movimientos al alza en la inflación y el indicador Gore se mantiene en el área inflacionaria, pero acercándose a una inflación en torno a cero. Por otra parte, los componentes totales así como la inflación de los alimentos están en torno a 7%, aproximadamente. Hace presente asimismo el señor Lehmann, que la inflación por regiones muestra tendencias hacia el alza, y comenta que especialmente en América Latina este fenómeno se encuentra particularmente aumentado. Agrega que en el caso de Chile también se observa una tendencia hacia el alza, pero le parece que se trata de un fenómeno aparentemente global, que en parte puede estar asociado al precio de commodities, particularmente los granos y principalmente el trigo y maíz. Señala que en materia de productos básicos se observa que el precio del cobre ha aumentado; el precio del petróleo y de la gasolina han tenido un alza alrededor de un 10%, Y también se observan movimientos hacia el alza en los precios de la celulosa y la harina de pescado. Comenta el Gerente de Análisis Internacional que el cobre ha presentado una tendencia hacia el alza durante las últimas semanas, en un contexto de inventarios levemente bajos y una volatilidad levemente acotada. Agrega que el precio del petróleo ha aumentado de manera relativamente significativa y parte importante de este fenómeno está asociado a un contexto de menores inventarios. También indica que el precio del petróleo se encuentra en torno a 95 dólares el barril. Agrega que como ya se ha señalado en otras ocasiones, para obtener esta información se ha optado desde hace algunos meses por revisar los promed los de futuros a dos o tres años plazos, conforme al promedio de los diez últimos días hábiles. En cuanto al aumento del precio de los granos, se han observado movimientos mixtos en el caso del trigo y el maíz. Agrega que el maíz ha aumentado, mientras que el precio del trigo ha tenido movimientos más bien erráticos, pero en temas de tendencias hacia la baja ello está asociado a información de carácter climático y también de superficies plantadas en las principales economías productoras. En resumen, señala el Gerente señor Lehmann que en términos de proyecciones, se mantiene un precio del cobre en 2,95 dólares para el año 2008 y 2,50 dólares para el año 2009. En el caso del petróleo, se ha revisado al alza la proyección y también el precio internacional de la gasolina. Con respecto al precio del trigo, se aprecia un movimiento al alza en términos de proyección, mientras que el precio del maíz se mantiene relativamente estable. En cuanto a las expectativas de Tasas de Política Monetaria, el Gerente señor Lehmann señala que el mercado se ha ido moviendo hacia una visión de tasas más bajas y de hecho, mayoritariamente el mercado anticipa que en la próxima reunión de la Reserva Federal del 30 de enero, se efectúe un recorte de 50 puntos base, y un 10% estima que pudiera haber un recorte de 75 puntos base. Por otra parte, el señor Lehmann señala que las tasas a largo plazo en Estados Unidos de América, se han ajustado fuertemente, en especial la tasa de interés nominal para papeles a diez años, aproximadamente en 38 puntos base. Por su parte, indica el Gerente señor Lehmann que la tasa real se ha ajustado aproximadamente en la misma magnitud. Agrega que en Europa y Japón los movimientos han sido algo menores, derivados de expectativas de movimiento de tasa de política monetaria distintos en uno y en otro caso o por efecto de la evolución de la actividad algo más desacelerada en Estados Unidos de América que en el resto de las regiones. Indica que en particular en Europa, la tasa se ha ajustado en torno a 20 puntos base y en Japón en 4 puntos base. Por su parte, comenta el Gerente de Análisis Internacional que las paridades muestran que el dólar ha continuado perdiendo valor, asociado fundamentalmente a la trayectoria que ha tenido el Euro y el Yen, no así en relación con la Libra Esterlina. Agrega que con respecto a otras monedas, se observan comportamientos mixtos, y que el peso chileno es el que muestra una mayor apreciación respecto a otras monedas. Indica que el peso mexicano se ha mantenido relativamente estable; que el real brasileño se ha apreciado también en algún grado al igual que el Dólar Australiano. Señala el señor Lehmann que la volatilidad de los mercados ha tendido a aumentar en los últimos días como se observa en el comportamiento de las bolsas latinoamericanas. Agrega que el riesgo país ha aumentado en Argentina y en las economías más vulnerables, como el caso de Turquía. Indica que en el caso de Chile también ha existido un aumento, pero de carácter marginal.",False
RPM-2008-01-10:1628:1,RPM-2008-01-10,3,neutral,1,0,neutral,neutral,True,False,"El Presidente señor De Gregorio señala que si respecto del Dólar Chile se está apreciando, respecto del tipo de cambio multilateral se mantiene constante, pero en promedio con respecto al Euro y el Yen debería estar depreciándose en todo este período. Indica que esta información deberá continuar analizándose. El Presidente, señor José De Gregorio, suspende la Sesión a las 13.40 horas e informa que la misma se reanudará a las 16:00 horas.",False
RPM-2008-01-10:1629:1,RPM-2008-01-10,3,hawkish,1,1,hawkish,hawkish,True,False,"El Gerente de División Estudios señala que en la última Reunión de Política Monetaria, el Consejo decidió aumentar la Tasa de Política Monetaria en 25 puntos base, decisión que se motivó en la necesidad de prever una propagación indeseada de los shocks inflacionarios recientes a los precios de otros bienes y a las expectativas de inflación. Indica el señor García que desde la Reunión anterior, las principales noticias que se han acumulado son las siguientes: • En el ámbito internacional, los indicadores del mes dan cuenta de un panorama más debilitado para la economía mundial, reflejado en las cifras efectivas de Estados Unidos de América y en las expectativas de consumidores y empresas de las principales zonas económicas. Frente a las turbulencias financieras recientes, el consumo en Estados Unidos de América hasta ahora se ha ajustado solo moderadamente, y se espera que su crecimiento se reduzca más marcadamente a futuro. Los precios de los commodities siguen altos, entre los que destacan el precio del petróleo que se ubica en casi US$ 100 el barril y el del cobre, que se ha sostenido nuevamente por sobre los US$ 3 la libra. Los principales mercados bursátiles han mostrado correcciones relevantes en el curso de las últimas semanas. Las tensiones financieras en los mercados interbancarios globales no se han acentuado. El riesgo de iliquidez de fin de año se evitó con las intervenciones anticipadas y coordinadas de los bancos centrales de los principales países desarrollados. La preocupación por una desaceleración más pronunciada de lo anticipado en el crecimiento de Estados Unidos de América ha fortalecido las expectativas de relajamientos adicionales en la política monetaria de esa economía. De hecho, las tasas de interés de largo plazo, especialmente en Estados Unidos de América, han caído de manera significativa. Este escenario se ha configurado a pesar que la inflación en el mundo continúa siendo motivo de preocupación, con sorpresas inflacionarias recientes en muchas economías desarrolladas y emergentes. En Chile, las principales novedades han sido una muy significativa sorpresa inflacionaria y un ritmo de actividad económica algo superior a lo esperado. • Con esto, la estructura de tasas en pesos y en UF se ha alterado de manera importante en los últimos días, con trayectorias implícitas forward para la inflación y la Tasa de Política Monetaria superiores a las observadas hace un mes. Otros indicadores de expectativas privadas han reaccionado de forma más tenue. El peso ha mostrado una apreciación relevante en los días recientes. Comenta el Gerente de División Estudios señor Pablo García que adicionalmente, esta Reunión de Política Monetaria coincide con la preparación del IPoM de enero, el cual contiene como elementos principales un importante incremento en la proyección de inflación anual de corto plazo, que se refleja en una variación proyectada sobre 7% del IPC promedio durante el año 2008. Sin embargo, indica que se prevé que la inflación anual alcanzará el rango de tolerancia hacia principios del 2009. Señala el señor García que estas proyecciones son coherentes con un ritmo de expansión económica cercana a la tendencia, así como con una gradual normalización de la expansión de la demanda interna. Además, se contemplan aumentos adicionales de la Tasa de Política Monetaria en los próximos trimestres, cuyo grado de transitoriedad dependerá de la velocidad del retorno de la inflación hacia la meta, considerando una Tasa de Política Monetaria neutral de mediano plazo de 6%. Agrega el señor García que dados los antecedentes acumulados desde la última Reunión de Política Monetaria, se considera que las opciones más plausibles para esta ocasión corresponden a un incremento de la Tasa de Política Monetaria de 25 puntos base, similar a los efectuados en circunstancias anteriores, o un incremento mayor de 50 puntos base. Manifiesta que la opción de considerar un aumento de la Tasa de Política Monetaria en esta ocasión, se justifica fundamentalmente por el escenario macroeconómico contenido en el Informe de Política Monetaria que está en proceso. En particular, las perspectivas de inflación para los próximos trimestres se han modificado de manera significativa respecto, tanto del IPoM de Septiembre, como de las consideradas en la Reunión de Política Monetaria anterior, revelando que el diagnóstico de la Gerencia de División Estudios es que las sorpresas inflacionarias de los últimos meses tendrán una persistencia mayor que la anticipada en los registros anuales de inflación venideros. En este contexto, indica que un incremento de la Tasa de Política Monetaria es el mecanismo mediante el cual la política monetaria permite que la inflación del IPC retorne a la meta dentro del horizonte habitual de política. Manifiesta el señor Gerente de División que la mantención de la Tasa de Política Monetaria en su nivel actual no se justifica, puesto que en el escenario más probable ello conllevaría a aumentos posteriores, probablemente más agresivos de forma de lograr cumplir con la meta de inflación. Asimismo, señala que la significativa magnitud y persistencia de la desviación de la inflación con respecto al rango de tolerancia, implica que la mantención de la Tasa de Política Monetaria en su nivel actual, aumenta el riesgo que la convergencia de la inflación al rango meta se materialice más allá del horizonte de política monetaria, lo que sería incongruente con la forma como el Banco Central de Chile ha decidido implementar su política monetaria de metas de inflación. Indica el señor García que solo en el caso de que se tuvieran antecedentes firmes que se producirá un deterioro cíclico significativo en los próximos trimestres, fundamentalmente provocados por el impacto de un escenario global menos favorable, se podría sugerir una mantención de la Tasa de Política Monetaria a la espera de más antecedentes, pero señala que en las discusiones internas y en la evaluación del IPoM, esta eventualidad aún parece acotada. Indica que además, en caso de materializarse este escenario internacional deteriorado, la Tasa de Política Monetaria podrá reaccionar, debido a que un incremento en esta ocasión no inhibe acciones futuras en otra dirección, si las circunstancias así lo ameritan. Agrega el señor García que un incremento de 25 puntos base probablemente sea el adecuado para enfrentar el escenario de mayor inflación contenido en el IPoM. De hecho, señala que un incremento de esta magnitud permite estar a la espera de mayores antecedentes respecto de la marcha de la economía mundial y su eventual efecto en economías emergentes y en Chile. Sin embargo, señala que en la configuración de riesgos al escenario base, sigue estando presente, con mayor relevancia que en meses anteriores, la necesidad de evitar que la propagación de las sorpresas inflacionarias recientes se manifieste excesivamente en precios y costos futuros, lo que puede sugerir una instancia de política monetaria más restrictiva que solo un incremento de 25 puntos base. De manera similar, aunque aún no se perciben antecedentes al respecto, una aceleración salarial excesiva, desencadenada por la elevada inflación reciente, también podría poner en cuestión la convergencia inflacionaria en el mediano plazo. Indica el señor García que esta eventualidad podría acotarse con un incremento mayor de la Tasa de Política Monetaria. Finalmente, menciona el Gerente de División señor García que no se estima que haya evidencia concluyente que las expectativas de inflación privadas de largo plazo se hayan alejado de la meta. Señala que si bien las compensaciones inflacionarias forward a partir de contratos swap peso/UF muestran un aumento relevante en períodos más allá del horizonte de proyección, así como un efecto amplificado de la sorpresa de diciembre en plazos cortos, es probable que estos fenómenos obedezcan a una recomposición de portafolio y mayores primas asociadas a la volatilidad de los precios y no a un cambio genuino en las expectativas de inflación de largo plazo. De hecho, medidas alternativas de expectativas han reaccionado de manera más transitoria y moderada a las noticias.",False
RPM-2008-01-10:1636:1,RPM-2008-01-10,3,hawkish,1,1,hawkish,hawkish,True,False,"El Consejero señor Manuel Marfán agradece el análisis del staff. Menciona el señor Consejero que en el ámbito externo ha habido correcciones importantes en los mercados bursátiles y se aprecia un panorama más debilitado para el crecimiento, especialmente en los Estados Unidos de América. Agrega que con ello la novedad la constituyen las noticias que se han concentrado más en el sector real que en el financiero, respecto de la Reunión de Política Monetaria anterior. Señala que las perspectivas de mayores reducciones de la Tasa de Política Monetaria en los Estados Unidos de América tienden a reflejar esa realidad. Por su parte, los precios del petróleo y del cobre han vuelto a sorprender con nuevas alzas. Indica que en conjunto, para Chile, ello implica tanto un menor impulso al crecimiento como mayores presiones inflacionarias provenientes de la economía mundial. En el ámbito interno, señala el señor Consejero que lo más relevante es la fuerte sorpresa inflacionaria del mes pasado y sus implicancias sobre el comportamiento de los agentes. Agrega que la incertidumbre del mercado sobre cómo se acomodarán cantidades y precios a lo largo de este año, ha implicado una suerte de vuelo hacia la UF. Indica el señor Consejero, que con ello resulta más difícil descifrar si el diferencial de tasas nominales y en UF responde solo a una mayor compensación inflacionaria futura o si también incluye el efecto de reverberaciones de un ajuste de portafolio. Menciona también, que el mercado ha decodificado la nueva información, anticipando nuevas alzas de la Tasa de Política Monetaria por parte del Banco Central de Chile, con efectos de corto plazo sobre el tipo de cambio nominal y los indicadores bursátiles. Agrega que las señales que dé el Banco serán importantes para despejar cuánto se percibe como transitorio y cuánto requiere de un ajuste de políticas. Menciona que desde esta perspectiva, la cercanía del IPoM da una buena oportunidad de clarificar el marco de proyecciones, los riesgos que es posible anticipar y el ámbito de políticas consistente con el escenario base. • U Comenta el Consejero señor Marfán, que resultará particularmente importante dar claridad a que a la combinación de que habrá una reducción relevante en la proyección rango de crecimiento, respecto del informe del mes de septiembre, por una parte, y que durante algún tiempo la tasa de política neutral se ubicará por sobre su valor de largo plazo. Es decir, no necesariamente aumentos de Tasa de Política deberían decodificarse como un sesgo contractivo en este contexto. Señala que concuerda con la Gerencia de División Estudios en que en esta oportunidad corresponde elevar la tasa de política, siendo las opciones a analizar si ese aumento debe corresponder a 25 o a 50 puntos base. Menciona el señor Consejero que decisiones de 50 puntos base, como las que se tomaron en diciembre de 2003 y enero de 2004, deben reservarse para corregir desviaciones claras de las expectativas de inflación anual a 24 meses plazo, respecto de la meta. Señala que no puede descartarse con la información actual, que pudiera haber un inicio de desanclaje, especialmente a juzgar por los resultados de la última encuesta de expectativas, más que por lo implícito en los precios financieros, pero le parece que para dar golpes bruscos de política, se requieren mayores grados de certeza. Agrega que el costo de equivocarse por una decisión de esa naturaleza supera largamente, a su parecer, los beneficios de acertar. Por lo anterior, el Consejero señor Manuel Marfán señala que en esta oportunidad, se inclina por un aumento de 25 puntos base en la Tasa de Política Monetaria. Agrega que el Comunicado no debería contener sesgos de movimientos futuros que no estén alineados con el mensaje que transmitirá el próximo Informe de Política Monetaria.",False
RPM-2008-01-10:1637:1,RPM-2008-01-10,3,hawkish,1,1,hawkish,hawkish,True,False,"El Vicepresidente señor Jorge Desormeaux agradece el trabajo realizado por la Gerencia de División Estudios. Indica el señor Vicepresidente que el panorama inflacionario que enfrenta la economía chilena ha sufrido cambios muy importantes en los últimos treinta días. Agrega que en el plano internacional, las noticias más relevantes han sido la acentuación de las señales de debilidad de la economía de Estados Unidos de América, lo que ha llevado a una corrección significativa de las tasas de interés de largo plazo y también en los principales mercados accionarios. Por otra parte, menciona el señor Vicepresidente que pareciera haberse atenuado el riesgo de iliquidez en los mercados internacionales, después de las intervenciones coordinadas de los bancos centrales del mundo desarrollado. Comenta que pese a las señales de debilidad de la economía de Estados Unidos de América, los precios de los commodities siguen en niveles elevados, lo que en parte es testimonio de la fortaleza de las economías emergentes, así como de restricciones de oferta y riesgos geopolíticos en el caso del petróleo. Indica que las sorpresas más importantes de los últimos treinta días se dieron en el plano interno, con un registro inflacionario inusualmente elevado y sorpresivo en el mes de diciembre. Señala que como resultado de esta sorpresa y del análisis que se realiza con motivo de la elaboración del Informe de Política Monetaria del mes de enero, se han elevado las proyecciones de inflación previéndose que ésta seguirá aumentando hasta fines del primer trimestre de este año, para luego descender gradualmente y retornar al rango de tolerancia de 2% a 4%, recién a principios de 2009. Agrega el señor Vicepresidente que el mercado ha reaccionado frente a estos desarrollos y ello se ha traducido en correcciones en el mercado bursátil y en los precios de los activos financieros, incluyendo el tipo de cambio, que evidencia una apreciación significativa tanto nominal como real. Así, la trayectoria implícita para la inflación, que se desprende de los precios de los activos financieros, se ha elevado, redondeando, aproximadamente en 30 puntos base a plazos intermedios y a plazos más largos, el movimiento ha sido menor. Por otro lado, señala el señor Vicepresidente que los diferentes indicadores de tendencia inflacionaria también registran aumentos. Agrega que otros indicadores de expectativas privadas de inflación, como la Encuesta de Expectativas del Banco Central de Chile, muestran ajustes más reducidos. Indica que esto sugiere que las medidas de compensación inflacionaria pueden contener premios por riesgo que reduzcan hoy su valor informativo. Menciona también, que la trayectoria implícita para la Tasa de Política Monetaria a partir de estos antecedentes, también ha experimentado una corrección al alza, que contempla aumentos de 50 a 75 puntos base en los próximos 12 meses, dependiendo de la fuente escogida. Comenta también el señor Vicepresidente que a partir de los antecedentes antes señalados, concuerda con la Gerencia de División Estudios, en que las únicas opciones a considerar para la Reunión de hoy son un aumento de 25 puntos base o un incremento mayor de 50 puntos base. Agrega, que la opción de mantener no es coherente con el cuadro macroeconómico recién descrito y que contiene el Informe de Política Monetaria del mes de enero. Menciona que un aumento de 50 puntos base tiene una ventaja importante en relación a la alternativa de 25 puntos base, puesto que entrega una señal potente respecto a la voluntad del Banco Central de Chile de llevar la inflación de vuelta a la meta. Sin embargo, indica el señor Vicepresidente que dicha señal también envuelve riesgos y podría resultar prematura. Indica que un riesgo es que, tal como señala el Informe de Opciones, un ajuste de 50 puntos base, que va a resultar una sorpresa para el mercado, sea entendido como una señal que el Banco Central de Chile está percibiendo un desanclaje de expectativas o una propagación superior a la esperada del shock inflacionario. Ello sin duda también tendrá efectos sobre el tipo de cambio real, que ya se encuentra por debajo de valores compatibles con los fundamentos de largo plazo de la economía chilena. Sin embargo, esta señal podría resultar también prematura, considerando esencialmente cuatro elementos. El primero de ellos, que no existe evidencia de un desanclaje de expectativas a mediano plazo y que es probable que los aumentos de la compensación inflacionaria que se han observado en las últimas semanas, sean meramente un reflejo de mayores primas por riesgo asociadas a la volatilidad ya señalada de los precios de los activos financieros. En segundo lugar, la evaluación de los costos laborales no parece alejarse de valores coherentes con la meta inflacionaria. En tercer lugar, que para los próximos meses también se prevén inflaciones elevadas y es posible que las circunstancias exijan una reacción de política para reafirmar el compromiso con la meta inflacionaria y ello podría llevar a una sobrerreacción de la política monetaria que deba revertirse luego a corto plazo; y por último, el mercado espera en forma generalizada un aumento de 25 puntos base en esta Reunión. Por todo lo anterior, el señor Vicepresidente señala que la decisión de aumentar en 25 puntos base no debería tener efectos ulteriores sobre los precios de los activos financieros. En consecuencia, vota a favor de un aumento de la Tasa de Política Monetaria a 6,25.",False
RPM-2009-08-13:2656:1,RPM-2009-08-13,3,neutral,0,0,neutral,neutral,True,False,"ACTA CORRESPONDIENTE A LA SESIÓN DE POLÍTICA MONETARIA N° 142 celebrada el 13 de agosto de 2009 _______ En Santiago de Chile, a 13 de agosto de 2009, siendo las 11:30 horas, se reúne el Consejo del Banco Central de Chile bajo la presidencia del titular, don José De Gregorio Rebeco, y con la asistencia del Vicepresidente, don Jorge Desormeaux Jiménez, y de los Consejeros don Enrique Marshall Rivera y don Sebastián Claro Edwards. Asisten también el señor: Ministro de Hacienda, don Andrés Velasco Brañes y los señores: Gerente General, don Alejandro Zurbuchen Silva; Fiscal y Ministro de Fe Subrogante, don Juan Esteban Laval Zaldivar; Gerente de División Estudios, don Pablo García Silva; Gerente de División Operaciones Financieras, don Beltrán De Ramón Acevedo; Gerente de División Política Financiera, don Kevin Cowan Logan; Gerente de División Estadísticas, don Ricardo Vicuña Poblete; Gerente de Análisis Macroeconómico, don Claudio Soto Gamboa; Gerente de Análisis Internacional, don Sergio Lehmann Beresi; Gerente de Mercados Financieros Nacionales, don Matías Bernier Bórquez; Gerente de Estabilidad Financiera, don Rodrigo Cifuentes Santander; Gerente de Investigación Económica, don Luis Felipe Céspedes Cifuentes; Gerente Asesor de Comunicaciones, don Luis Alberto Álvarez Vallejos; Asesor del Ministerio de Hacienda, don Igal Magendzo Weinberger; Economista Sénior, doña Erika Arraño González; Economista Sénior, don Enrique Orellana Cifuentes; Asesora de la Presidencia, doña Mariana García Schmidt; y la Secretario General, doña Marlys Pabst Cortés.",False
RPM-2009-08-13:2660:1,RPM-2009-08-13,3,neutral,1,1,neutral,neutral,True,False,"El señor Sergio Lehmann hace presente que las confianzas también han continuado recuperándose. Menciona algunos casos en los que hay evidencias de una situación de expansión desde el punto de vista empresarial, particularmente en China, mientras que en la mayoría de las economías todavía no se alcanza aún dicho nivel, esperándose que ello acontezca en los próximos meses. En cuanto a la confianza de los consumidores, el Gerente también reporta recuperaciones relativamente generalizadas, aunque tal vez un poco más heterogéneas desde el punto de vista del consumidor en relación con las empresas. Subraya el caso de Corea, que está sobre el pivote 50, cuya economía está especialmente frente a una situación más positiva desde la perspectiva de los consumidores. El Gerente de Análisis Internacional plantea que los indicadores de empleo han continuado dando cifras negativas, aunque han tendido a atenuarse en los últimos meses, mencionando que en un conjunto de economías, que incluye la china, se observa efectivamente que hay una mayoritaria destrucción del empleo. Recalca el caso de Estados Unidos, donde las solicitudes de subsidios de desempleo, que venían cayendo a una tasa bastante moderada, tendieron a acelerarse en las últimas semanas, lo cual ha sido leído positivamente por los mercados financieros, los que, de hecho, han reaccionado muy significativamente a estas noticias. Luego, si bien la situación de empleo podría haber sido de alguna preocupación en algún momento, esta ha tomado una trayectoria, al menos por ahora, que no es muy distinta de la observada en otras recesiones en el pasado. En materia de crecimiento mundial, el señor Sergio Lehmann indica que este registra nuevamente una revisión marginal al alza y que, de hecho, el mundo exhibe una décima menos de caída en relación a agosto, es decir, una caída de 1% a PPP. Informa que este dato fue conocido al comienzo de la jornada, así como también el PIB de la Zona Euro, que fue mucho mejor que lo que se anticipaba. Con esta nueva cifra, considerando solo el hecho matemático y suponiendo que en materia de crecimiento la trayectoria se mantiene igual en adelante, el -4,3% pasaría a ser -3,9%. El señor Lehmann agrega que también es posible que se revise la trayectoria futura, en la medida que haya un juicio de un ambiente más positivo, por lo que el próximo mes también se podrían tener cifras de crecimientos o de caídas menos negativas, particularmente para el 2009. Para el presente año destaca especialmente la revisión del caso de China, que sube de 7,7 a 8,3%, retornando al nivel sobre 8% que, en algún momento, se planteaba que era el nivel de crecimiento que permitía, de alguna manera, absorber adecuadamente las migraciones del campo a la ciudad.",False
RPM-2009-08-13:2665:1,RPM-2009-08-13,3,neutral,1,1,neutral,neutral,True,False,"El Consejero señor Sebastián Claro interviene para manifestar que ello solo es un detalle, porque no cambia mucho la historia de la pendiente. Afirma que el gráfico es extraño, ya que las tasas a diez años en Chile hace tiempo que no están en 6,5%, sino que 100 puntos más abajo.",False
RPM-2009-08-13:2668:1,RPM-2009-08-13,3,neutral,1,1,neutral,neutral,True,False,"El Presidente señor De Gregorio expresa que siempre tiene dudas respecto de ese indicador, porque una vez que se ha declarado la intención de llevar a cabo proyectos para un determinado año, lo que es el catastro casi por definición, hay algunos que se empiezan a cancelar a medida que transcurre el tiempo, por lo que resulta natural una declinación de los mismos en los años más cercanos.",False
RPM-2009-08-13:2674:3,RPM-2009-08-13,3,neutral,1,1,neutral,neutral,True,False,"El Gerente de Análisis Macroeconómico manifiesta que las tasas de colocación de consumo y comerciales del BancoEstado han sido más bajas que las del sistema hasta lo más reciente, pero que los últimos datos indican que ellas han aumentado y se aproximan a las del resto del sistema. Sus tasas hipotecarias, en cambio, no solo son más altas que las del sistema, porque el segmento al cual el BancoEstado presta es más riesgoso, sino que las caídas que registran son mucho más pronunciadas. Prosiguiendo con su presentación, el Gerente señor Claudio Soto menciona que los spreads entre las tasas de colocación y captación han aumentado y son comparables con otros episodios de stress financiero. Asimismo, indica que si bien estos siguen altos, han disminuido respecto del primer semestre del año pasado, que correspondió a la primera etapa de la crisis. Agrega que los spreads de las tasas a los diferentes plazos han subido y han tenido un comportamiento bastante volátil y que, a pesar de su volatilidad en el último tiempo, esta no ha sido muy distinta de la registrada en años anteriores. En cuanto al diferencial entre las tasas mínimas y máximas, hace presente que hay una tendencia creciente en su dispersión, la que probablemente se explica por la penetración del crédito a sectores que son más riesgosos. Explica que la tendencia es más bien secular, la que puede haberse intensificado a fines del año pasado por el aumento de la percepción de riesgo, pero que ha tendido ha retroceder en el margen.",False
RPM-2009-08-13:2674:5,RPM-2009-08-13,3,neutral,1,1,neutral,neutral,True,False,"El Asesor del Ministro de Hacienda, señor Igal Magendzo, refiriéndose a la afirmación de que la pendiente al alza es por la bancarización de los bancos más riesgosos, pregunta si ello significa que una caída implica una desbancarización.",False
