fold,etapa,termino,df_train,reuniones_train,coef_contraste,contraste
2,B,sesgo,69,43,0.7050465325525594,dovish_vs_resto
2,B,su,460,113,0.7657187106928185,dovish_vs_resto
2,B,su decision,4,4,0.7169019442427673,dovish_vs_resto
2,B,tasa,399,108,0.8135002273774814,dovish_vs_resto
2,B,tasas,279,95,0.7656600316187123,dovish_vs_resto
2,B,tpm,102,62,0.6476979191555765,dovish_vs_resto
2,B,votacion,22,19,0.8431271452835569,dovish_vs_resto
3,B,25 anual,17,15,0.5738699092125428,dovish_vs_resto
3,B,baja,211,87,0.6963770717449376,dovish_vs_resto
3,B,bajar,31,27,1.2658709349874597,dovish_vs_resto
3,B,bajar la,18,14,1.5360240349940408,dovish_vs_resto
3,B,bajar la tasa,17,13,1.4127154099771082,dovish_vs_resto
3,B,bajar la tasa de,9,7,0.8738305279550954,dovish_vs_resto
3,B,bajas,42,29,0.7214874407381321,dovish_vs_resto
3,B,de tasas,101,59,0.6605794831590287,dovish_vs_resto
3,B,en consecuencia,80,49,0.8525249418710927,dovish_vs_resto
3,B,en un,179,81,0.6599789001143572,dovish_vs_resto
3,B,estimulo,60,40,0.869304275115385,dovish_vs_resto
3,B,la inflacion,302,99,0.6034508207006541,dovish_vs_resto
3,B,la politica,184,78,0.6529855943086591,dovish_vs_resto
3,B,la politica monetaria,165,73,0.6787758048471925,dovish_vs_resto
3,B,la tasa,352,106,1.0624698319260315,dovish_vs_resto
3,B,la tasa de,304,100,0.7465697363519511,dovish_vs_resto
3,B,la tasa en,32,24,0.8414771230807023,dovish_vs_resto
3,B,la tpm,95,59,0.745488435531101,dovish_vs_resto
3,B,le,184,66,0.8018466290872084,dovish_vs_resto
3,B,mantener,170,83,1.1818809116577247,dovish_vs_resto
3,B,mantener la,137,74,0.9243617527253198,dovish_vs_resto
3,B,mantener la tasa,107,62,0.8576384464475116,dovish_vs_resto
3,B,mantenerse,21,19,0.7494625905164805,dovish_vs_resto
3,B,monetaria,358,103,0.7816190486026893,dovish_vs_resto
3,B,politica,394,105,0.9241612885058027,dovish_vs_resto
3,B,politica monetaria,352,103,0.7173217199494291,dovish_vs_resto
3,B,politica monetaria en,184,83,0.6277244750935111,dovish_vs_resto
3,B,por mantener,49,38,0.8923025545086894,dovish_vs_resto
3,B,por mantener la,46,36,0.8128298037626889,dovish_vs_resto
3,B,rebajar,3,3,0.9605288210794003,dovish_vs_resto
3,B,rebajar la,3,3,0.9605288210794003,dovish_vs_resto
3,B,rebajar la tasa,3,3,0.893547069401203,dovish_vs_resto
3,B,rebajar la tasa de,3,3,0.893547069401203,dovish_vs_resto
3,B,recorte,18,15,0.6516990633612672,dovish_vs_resto
3,B,reduccion de,47,35,0.8637396680687779,dovish_vs_resto
3,B,reducir,41,35,0.6695789994813564,dovish_vs_resto
3,B,reducir la,20,18,0.6167543973578904,dovish_vs_resto
3,B,reducir la tasa,5,5,0.8398195038863956,dovish_vs_resto
3,B,reducir la tasa de,5,5,0.8398195038863956,dovish_vs_resto
3,B,sesgo,69,41,0.6468938612026185,dovish_vs_resto
3,B,su,464,113,0.6172416351468084,dovish_vs_resto
3,B,su decision,5,5,0.7578922841128968,dovish_vs_resto
3,B,tasa,384,109,0.9261703988806071,dovish_vs_resto
3,B,tasas,276,97,0.6436604887169668,dovish_vs_resto
3,B,tpm,101,59,0.8234060427885831,dovish_vs_resto
3,B,votacion,20,17,0.8837460704223389,dovish_vs_resto
4,B,25 anual,17,15,0.6615655106724856,dovish_vs_resto
4,B,baja,211,85,1.0131971673094515,dovish_vs_resto
4,B,bajar,32,28,1.2732058455615043,dovish_vs_resto
4,B,bajar la,17,14,1.503938715999467,dovish_vs_resto
4,B,bajar la tasa,16,13,1.3868785956753142,dovish_vs_resto
4,B,bajar la tasa de,11,9,0.8649625053453114,dovish_vs_resto
4,B,bajas,48,35,0.778840107123945,dovish_vs_resto
4,B,de tasas,96,58,0.7643640685070001,dovish_vs_resto
4,B,en consecuencia,79,46,0.9079345438539325,dovish_vs_resto
4,B,en un,173,76,0.9671499650922792,dovish_vs_resto
4,B,estimulo,66,41,0.5816352753382341,dovish_vs_resto
4,B,la inflacion,303,97,0.817304439943,dovish_vs_resto
4,B,la politica,178,75,0.7500577994977339,dovish_vs_resto
4,B,la politica monetaria,160,71,0.7846911390529522,dovish_vs_resto
4,B,la tasa,353,101,1.1748518265358374,dovish_vs_resto
4,B,la tasa de,304,95,0.8067811291943083,dovish_vs_resto
4,B,la tasa en,33,25,0.78997975038122,dovish_vs_resto
4,B,la tpm,88,56,0.9026150126116123,dovish_vs_resto
4,B,le,173,59,0.7187928723035334,dovish_vs_resto
4,B,mantener,164,80,1.26737703312941,dovish_vs_resto
4,B,mantener la,133,71,0.8728591724338334,dovish_vs_resto
4,B,mantener la tasa,105,62,0.8440552130250334,dovish_vs_resto
4,B,mantenerse,21,19,0.7014367743980714,dovish_vs_resto
4,B,monetaria,361,98,0.847814637725153,dovish_vs_resto
4,B,politica,398,101,0.9290799347804535,dovish_vs_resto
4,B,politica monetaria,353,98,0.8159467420419269,dovish_vs_resto
4,B,politica monetaria en,183,77,0.6474650874717824,dovish_vs_resto
4,B,por mantener,45,36,0.7347861213472138,dovish_vs_resto
4,B,por mantener la,42,34,0.6731342816416692,dovish_vs_resto
4,B,recorte,20,16,0.8020716137492493,dovish_vs_resto
4,B,reduccion de,48,35,0.7709676697012475,dovish_vs_resto
4,B,reducir,43,37,0.698140859851873,dovish_vs_resto
4,B,reducir la,21,19,0.783680331601655,dovish_vs_resto
4,B,reducir la tasa,8,8,1.0231738048052907,dovish_vs_resto
4,B,reducir la tasa de,8,8,1.0231738048052907,dovish_vs_resto
4,B,sesgo,61,39,0.8586643264464653,dovish_vs_resto
4,B,su,455,109,0.8772110710084128,dovish_vs_resto
4,B,su decision,5,5,0.8239889893286096,dovish_vs_resto
4,B,tasa,388,104,0.9835005341862559,dovish_vs_resto
4,B,tasas,278,95,0.7813644663806397,dovish_vs_resto
4,B,tpm,97,57,0.9291276807381763,dovish_vs_resto
4,B,votacion,19,17,1.1353963640924976,dovish_vs_resto
5,B,25 anual,18,16,0.5226768496728531,dovish_vs_resto
5,B,baja,198,85,0.9919825483748745,dovish_vs_resto
5,B,bajar,36,31,1.35645030764984,dovish_vs_resto
5,B,bajar la,19,15,1.6309858312325467,dovish_vs_resto
5,B,bajar la tasa,17,13,1.4712457153733347,dovish_vs_resto
5,B,bajar la tasa de,10,8,0.9412475452103759,dovish_vs_resto
5,B,bajas,42,31,0.6761809550684692,dovish_vs_resto
5,B,de tasas,102,58,0.7355149684489155,dovish_vs_resto
5,B,en consecuencia,75,45,0.6461729723820671,dovish_vs_resto
5,B,en un,177,79,0.8731993291313815,dovish_vs_resto
5,B,estimulo,61,39,0.7942962480182458,dovish_vs_resto
5,B,la inflacion,297,98,0.7131913959539199,dovish_vs_resto
5,B,la politica,193,80,0.7167534422521844,dovish_vs_resto
5,B,la politica monetaria,173,75,0.8009008015935475,dovish_vs_resto
5,B,la tasa,361,103,1.0359789103592651,dovish_vs_resto
5,B,la tasa de,315,98,0.7368198802099228,dovish_vs_resto
5,B,la tasa en,30,21,0.8481797777495628,dovish_vs_resto
5,B,la tpm,97,61,0.6155894705222291,dovish_vs_resto
5,B,le,174,59,0.7497694975087872,dovish_vs_resto
5,B,mantener,170,81,1.1235931416991363,dovish_vs_resto
5,B,mantener la,135,72,0.8152797581995381,dovish_vs_resto
5,B,mantener la tasa,106,61,0.8808874061998824,dovish_vs_resto
5,B,mantenerse,21,19,0.626768371674217,dovish_vs_resto
5,B,monetaria,363,102,0.7979617107185504,dovish_vs_resto
5,B,politica,401,105,0.8740221322846671,dovish_vs_resto
5,B,politica monetaria,356,102,0.7699771608381485,dovish_vs_resto
5,B,politica monetaria en,183,81,0.669667496857447,dovish_vs_resto
5,B,por mantener,43,33,0.8744954585573675,dovish_vs_resto
5,B,por mantener la,40,31,0.8051432556207356,dovish_vs_resto
5,B,rebajar,3,3,0.931242320030576,dovish_vs_resto
5,B,rebajar la,3,3,0.931242320030576,dovish_vs_resto
5,B,rebajar la tasa,3,3,0.8638817301157187,dovish_vs_resto
5,B,rebajar la tasa de,3,3,0.8638817301157187,dovish_vs_resto
5,B,recorte,21,17,0.8402621766798014,dovish_vs_resto
5,B,reduccion de,52,39,0.8013231171588924,dovish_vs_resto
5,B,reducir,41,35,0.8365417558196365,dovish_vs_resto
5,B,reducir la,23,21,0.8496912617097223,dovish_vs_resto
5,B,reducir la tasa,8,8,1.1258874603692486,dovish_vs_resto
5,B,reducir la tasa de,8,8,1.1258874603692486,dovish_vs_resto
5,B,sesgo,63,39,0.8272537179438666,dovish_vs_resto
5,B,su,452,110,0.7750441180908964,dovish_vs_resto
5,B,su decision,4,4,0.8215462856752334,dovish_vs_resto
5,B,tasa,395,106,0.8573588391000705,dovish_vs_resto
5,B,tasas,281,96,0.7232815502229961,dovish_vs_resto
5,B,tpm,105,62,0.6230498106182601,dovish_vs_resto
5,B,votacion,19,16,0.8384991665390169,dovish_vs_resto
1,B,25,166,62,1.703119211312473,hawkish_vs_resto
1,B,25 puntos,125,47,2.0155131932731205,hawkish_vs_resto
1,B,25 puntos base,124,46,2.0206720550016684,hawkish_vs_resto
1,B,25 puntos base en,46,23,1.1428894852645688,hawkish_vs_resto
1,B,alza,254,93,0.9380986137555077,hawkish_vs_resto
1,B,aumentar la,48,26,1.1754009796248122,hawkish_vs_resto
1,B,aumentar la tasa,41,21,1.1585287992590043,hawkish_vs_resto
1,B,aumentar la tasa de,38,20,1.2160765146513492,hawkish_vs_resto
1,B,base,241,85,1.3691976765318858,hawkish_vs_resto
1,B,base en,74,38,1.2100359320654093,hawkish_vs_resto
1,B,de 25,78,37,1.2588366313229278,hawkish_vs_resto
1,B,de 25 puntos,69,34,1.2058805556287504,hawkish_vs_resto
1,B,de 25 puntos base,68,33,1.207468590220043,hawkish_vs_resto
1,B,de politica,329,99,1.4510655796525471,hawkish_vs_resto
1,B,de politica monetaria,298,95,1.3615107843508114,hawkish_vs_resto
1,B,en 25,109,50,1.1707719297382213,hawkish_vs_resto
1,B,en 25 puntos,84,38,1.432122597222568,hawkish_vs_resto
1,B,en 25 puntos base,84,38,1.432122597222568,hawkish_vs_resto
1,B,monetaria,354,102,1.3875887209656557,hawkish_vs_resto
1,B,politica,387,105,1.461310799856131,hawkish_vs_resto
1,B,politica monetaria,347,102,1.4253551677726624,hawkish_vs_resto
1,B,puntos,205,78,1.5266856123630448,hawkish_vs_resto
1,B,puntos base,178,70,1.6869702573149334,hawkish_vs_resto
1,B,puntos base en,71,35,1.1995223566937847,hawkish_vs_resto
1,B,subir,70,41,1.4218135518530115,hawkish_vs_resto
1,B,subir la,48,32,1.3681028740730907,hawkish_vs_resto
1,B,subir la tasa,39,25,1.1263808335218326,hawkish_vs_resto
1,B,subir la tasa de,26,19,1.1671558476128947,hawkish_vs_resto
1,B,tasa de politica,224,81,1.1537797874768296,hawkish_vs_resto
1,B,tasa de politica monetaria,213,79,1.0825908153585895,hawkish_vs_resto
2,B,25,157,61,1.638805161805593,hawkish_vs_resto
2,B,25 puntos,118,45,2.0242182694439115,hawkish_vs_resto
2,B,25 puntos base,117,44,2.0299329827180825,hawkish_vs_resto
2,B,25 puntos base en,41,20,1.1146455610756771,hawkish_vs_resto
2,B,alza,250,94,1.0091926784652099,hawkish_vs_resto
2,B,aumentar la,43,22,1.0509811167530052,hawkish_vs_resto
2,B,aumentar la tasa,36,18,1.0401425111352718,hawkish_vs_resto
2,B,aumentar la tasa de,33,17,1.1059574632638247,hawkish_vs_resto
2,B,base,236,84,1.3606279176005935,hawkish_vs_resto
2,B,base en,70,38,1.172174243997611,hawkish_vs_resto
2,B,de 25,77,36,1.2234763595211184,hawkish_vs_resto
2,B,de 25 puntos,68,32,1.2491571789646478,hawkish_vs_resto
2,B,de 25 puntos base,67,31,1.2511802612256377,hawkish_vs_resto
2,B,de politica,341,100,1.4418797249686262,hawkish_vs_resto
2,B,de politica monetaria,299,94,1.4872811501926642,hawkish_vs_resto
2,B,en 25,104,49,1.1616308594574924,hawkish_vs_resto
2,B,en 25 puntos,77,35,1.388745653718517,hawkish_vs_resto
2,B,en 25 puntos base,77,35,1.388745653718517,hawkish_vs_resto
2,B,monetaria,363,103,1.4375446250190271,hawkish_vs_resto
2,B,politica,402,105,1.3884966466810311,hawkish_vs_resto
2,B,politica monetaria,356,103,1.4335547057511178,hawkish_vs_resto
2,B,puntos,204,79,1.4058941068783106,hawkish_vs_resto
2,B,puntos base,175,70,1.4687901817022713,hawkish_vs_resto
2,B,puntos base en,65,33,1.1400368484013934,hawkish_vs_resto
2,B,subir,65,38,1.3340416219854618,hawkish_vs_resto
2,B,subir la,43,29,1.2717154043488001,hawkish_vs_resto
2,B,subir la tasa,34,22,1.0096066583884538,hawkish_vs_resto
2,B,subir la tasa de,22,16,1.1168587780273678,hawkish_vs_resto
2,B,tasa de politica,226,81,1.1455089063055075,hawkish_vs_resto
2,B,tasa de politica monetaria,213,79,1.1295021779119727,hawkish_vs_resto
3,B,25,151,60,1.7296247579880388,hawkish_vs_resto
3,B,25 puntos,113,44,1.9896344000859876,hawkish_vs_resto
3,B,25 puntos base,113,44,1.9851815349421649,hawkish_vs_resto
3,B,25 puntos base en,38,20,0.8970930006064068,hawkish_vs_resto
3,B,alza,254,93,1.0411438917175841,hawkish_vs_resto
3,B,aumentar la,45,25,0.9233772164690957,hawkish_vs_resto
3,B,aumentar la tasa,38,20,0.8913942574430805,hawkish_vs_resto
3,B,aumentar la tasa de,36,19,0.924832733903574,hawkish_vs_resto
3,B,base,229,82,1.5181849273875634,hawkish_vs_resto
3,B,base en,65,35,1.150057865449024,hawkish_vs_resto
3,B,de 25,70,32,1.2516511385199887,hawkish_vs_resto
3,B,de 25 puntos,62,29,1.2035487598290722,hawkish_vs_resto
3,B,de 25 puntos base,62,29,1.195193011612143,hawkish_vs_resto
3,B,de politica,337,99,1.2974110261691663,hawkish_vs_resto
3,B,de politica monetaria,299,94,1.3339010459957805,hawkish_vs_resto
3,B,en 25,102,50,1.1360034866535935,hawkish_vs_resto
3,B,en 25 puntos,79,38,1.3472292842003686,hawkish_vs_resto
3,B,en 25 puntos base,79,38,1.3472292842003686,hawkish_vs_resto
3,B,monetaria,358,103,1.3853262227256735,hawkish_vs_resto
3,B,politica,394,105,1.2925235104729593,hawkish_vs_resto
3,B,politica monetaria,352,103,1.429410268066543,hawkish_vs_resto
3,B,puntos,199,78,1.5559253647927318,hawkish_vs_resto
3,B,puntos base,168,68,1.6170648840240185,hawkish_vs_resto
3,B,puntos base en,61,31,1.0927642238520532,hawkish_vs_resto
3,B,subir,68,41,1.2868730501396353,hawkish_vs_resto
3,B,subir la,45,30,1.3115637586617728,hawkish_vs_resto
3,B,subir la tasa,37,24,1.0856817344645768,hawkish_vs_resto
3,B,subir la tasa de,25,19,1.0863803011064692,hawkish_vs_resto
3,B,tasa de politica,221,80,1.0663333913351187,hawkish_vs_resto
3,B,tasa de politica monetaria,209,78,0.9974422343036564,hawkish_vs_resto
4,B,25,161,58,1.7945191701747343,hawkish_vs_resto
4,B,25 puntos,121,43,1.967647286884484,hawkish_vs_resto
4,B,25 puntos base,120,42,1.9722883181606297,hawkish_vs_resto
4,B,25 puntos base en,43,19,1.1863190428357504,hawkish_vs_resto
4,B,alza,245,90,1.0690905669117678,hawkish_vs_resto
4,B,aumentar la,44,22,1.0260930985832375,hawkish_vs_resto
4,B,aumentar la tasa,37,18,1.1022322056532636,hawkish_vs_resto
4,B,aumentar la tasa de,34,17,1.171699425108075,hawkish_vs_resto
4,B,base,238,80,1.3982065177848484,hawkish_vs_resto
4,B,base en,73,36,1.2896371435666214,hawkish_vs_resto
4,B,de 25,79,35,1.2644837841992773,hawkish_vs_resto
4,B,de 25 puntos,68,31,1.2117577098122263,hawkish_vs_resto
4,B,de 25 puntos base,67,30,1.2124326874107008,hawkish_vs_resto
4,B,de politica,340,95,1.2862528139379312,hawkish_vs_resto
4,B,de politica monetaria,301,90,1.3612609842704524,hawkish_vs_resto
4,B,en 25,103,49,1.2143621578349846,hawkish_vs_resto
4,B,en 25 puntos,78,36,1.366723951908543,hawkish_vs_resto
4,B,en 25 puntos base,78,36,1.366723951908543,hawkish_vs_resto
4,B,monetaria,361,98,1.3355706792646598,hawkish_vs_resto
4,B,politica,398,101,1.3231122239984576,hawkish_vs_resto
4,B,politica monetaria,353,98,1.3727490152498456,hawkish_vs_resto
4,B,puntos,207,74,1.4884469303219126,hawkish_vs_resto
4,B,puntos base,174,65,1.5772088814280445,hawkish_vs_resto
4,B,puntos base en,68,31,1.24185393749447,hawkish_vs_resto
4,B,subir,60,38,1.156044270403188,hawkish_vs_resto
4,B,subir la,41,27,1.0715309153168247,hawkish_vs_resto
4,B,subir la tasa,33,21,0.8169588275295653,hawkish_vs_resto
4,B,subir la tasa de,21,16,0.7791760253211345,hawkish_vs_resto
4,B,tasa de politica,225,78,0.9564204608485691,hawkish_vs_resto
4,B,tasa de politica monetaria,213,77,1.0009308165856337,hawkish_vs_resto
5,B,25,161,62,1.795369621131047,hawkish_vs_resto
5,B,25 puntos,121,46,1.8989188618308628,hawkish_vs_resto
5,B,25 puntos base,120,45,1.9051853075490381,hawkish_vs_resto
5,B,25 puntos base en,44,22,1.13103050844718,hawkish_vs_resto
5,B,alza,239,89,0.9017225682260457,hawkish_vs_resto
5,B,aumentar la,45,23,1.1550893092481558,hawkish_vs_resto
5,B,aumentar la tasa,38,19,1.123280047272959,hawkish_vs_resto
5,B,aumentar la tasa de,35,18,1.1891030703133811,hawkish_vs_resto
5,B,base,239,82,1.4477340677406039,hawkish_vs_resto
5,B,base en,73,38,1.2559423646590426,hawkish_vs_resto
5,B,de 25,78,34,1.3055869074119926,hawkish_vs_resto
5,B,de 25 puntos,69,32,1.228399455752334,hawkish_vs_resto
5,B,de 25 puntos base,68,31,1.2316277000549782,hawkish_vs_resto
5,B,de politica,346,100,1.359807798056261,hawkish_vs_resto
5,B,de politica monetaria,304,94,1.3874039586348044,hawkish_vs_resto
5,B,en 25,105,51,1.200273498865028,hawkish_vs_resto
5,B,en 25 puntos,80,38,1.3072761585001276,hawkish_vs_resto
5,B,en 25 puntos base,80,38,1.3072761585001276,hawkish_vs_resto
5,B,monetaria,363,102,1.3517413700829115,hawkish_vs_resto
5,B,politica,401,105,1.378363464705061,hawkish_vs_resto
5,B,politica monetaria,356,102,1.3796297134126334,hawkish_vs_resto
5,B,puntos,213,80,1.4663401823470328,hawkish_vs_resto
5,B,puntos base,182,71,1.5451484792395571,hawkish_vs_resto
5,B,puntos base en,70,35,1.2226342896612352,hawkish_vs_resto
5,B,subir,63,38,1.2984173094276243,hawkish_vs_resto
5,B,subir la,39,27,1.2775449667338108,hawkish_vs_resto
5,B,subir la tasa,31,21,1.0418670932624174,hawkish_vs_resto
5,B,subir la tasa de,22,17,1.0576292554419942,hawkish_vs_resto
5,B,tasa de politica,227,80,1.073635076058827,hawkish_vs_resto
5,B,tasa de politica monetaria,213,78,1.0148744060307733,hawkish_vs_resto
1,B,analisis macroeconomico,59,37,0.3760799719788588,neutral_vs_resto
1,B,anos,144,68,0.46864208658112827,neutral_vs_resto
1,B,bancos,59,43,0.37646701915139513,neutral_vs_resto
1,B,caida,157,81,0.2815007366975433,neutral_vs_resto
1,B,china,77,44,0.3748816044735964,neutral_vs_resto
1,B,claudio,60,34,0.45769134266426964,neutral_vs_resto
1,B,claudio soto,59,33,0.4521791740559745,neutral_vs_resto
1,B,consejeros mantener,4,4,0.3634087949960245,neutral_vs_resto
1,B,consejeros mantener la,4,4,0.3634087949960245,neutral_vs_resto
1,B,consulta,84,54,0.7527516307921275,neutral_vs_resto
1,B,consulta si,33,27,0.42103969437504807,neutral_vs_resto
1,B,consumo,166,73,0.33840209012571676,neutral_vs_resto
1,B,de analisis,88,49,0.48338672304814256,neutral_vs_resto
1,B,de analisis macroeconomico,59,37,0.3760799719788588,neutral_vs_resto
1,B,de division estudios senor,54,40,0.38733377715014705,neutral_vs_resto
1,B,division estudios senor,56,42,0.39638578393370216,neutral_vs_resto
1,B,efecto de,41,30,0.3136965852213464,neutral_vs_resto
1,B,el gerente,223,78,0.4157214451834502,neutral_vs_resto
1,B,el gerente de,202,75,0.3165165688446593,neutral_vs_resto
1,B,el gerente de analisis,70,41,0.39776247819735233,neutral_vs_resto
1,B,el gerente de division,111,62,0.28606022978202117,neutral_vs_resto
1,B,el senor claudio,49,29,0.3918863573260399,neutral_vs_resto
1,B,el senor claudio soto,49,29,0.3918863573260399,neutral_vs_resto
1,B,empresas,61,41,0.3335748744343189,neutral_vs_resto
1,B,en anual,29,25,0.585068431926686,neutral_vs_resto
1,B,estudios senor,56,42,0.39638578393370216,neutral_vs_resto
1,B,gerente,257,82,0.5067343653134284,neutral_vs_resto
1,B,gerente de,231,78,0.37657847635471486,neutral_vs_resto
1,B,gerente de analisis,82,46,0.4671238898467974,neutral_vs_resto
1,B,gerente de division,127,64,0.3239272856794353,neutral_vs_resto
1,B,gerente de division estudios,80,53,0.5380526592888883,neutral_vs_resto
1,B,lehmann,61,46,0.5102317450326472,neutral_vs_resto
1,B,monetaria en anual,21,19,0.5542118429094411,neutral_vs_resto
1,B,pib,89,49,0.3695748096044342,neutral_vs_resto
1,B,politica monetaria en anual,21,19,0.5542118429094411,neutral_vs_resto
1,B,promedio,73,44,0.3545529974349364,neutral_vs_resto
1,B,relacion,123,63,0.2639899432436591,neutral_vs_resto
1,B,senor,854,117,0.4950778675409649,neutral_vs_resto
1,B,senor claudio,60,34,0.45769134266426964,neutral_vs_resto
1,B,senor claudio soto,59,33,0.4521791740559745,neutral_vs_resto
1,B,soto,65,36,0.5179979007775477,neutral_vs_resto
2,B,analisis macroeconomico,54,36,0.3749304153393497,neutral_vs_resto
2,B,anos,150,65,0.48535925990656,neutral_vs_resto
2,B,bancos,60,43,0.372530736376537,neutral_vs_resto
2,B,caida,154,82,0.2502439919678147,neutral_vs_resto
2,B,china,80,45,0.4251409253791083,neutral_vs_resto
2,B,claudio,55,32,0.42215116781716044,neutral_vs_resto
2,B,claudio soto,54,31,0.41745190954323697,neutral_vs_resto
2,B,consejeros mantener,5,5,0.41037074965566944,neutral_vs_resto
2,B,consejeros mantener la,5,5,0.41037074965566944,neutral_vs_resto
2,B,consulta,87,57,0.7980411201014417,neutral_vs_resto
2,B,consulta si,35,27,0.4288535303106342,neutral_vs_resto
2,B,consumo,163,73,0.2739886738927394,neutral_vs_resto
2,B,de analisis,89,51,0.5044436968386624,neutral_vs_resto
2,B,de analisis macroeconomico,54,36,0.3749304153393497,neutral_vs_resto
2,B,de division estudios senor,50,38,0.3982467147555196,neutral_vs_resto
2,B,division estudios senor,52,40,0.4065726187405377,neutral_vs_resto
2,B,efecto de,38,31,0.3436426140407473,neutral_vs_resto
2,B,el gerente,226,78,0.46568516999926746,neutral_vs_resto
2,B,el gerente de,205,74,0.3891154276931028,neutral_vs_resto
2,B,el gerente de analisis,70,42,0.41836524182398294,neutral_vs_resto
2,B,el gerente de division,112,60,0.35698351986434695,neutral_vs_resto
2,B,el senor claudio,44,26,0.35136996492769296,neutral_vs_resto
2,B,el senor claudio soto,44,26,0.35136996492769296,neutral_vs_resto
2,B,empresas,64,41,0.36126894723639463,neutral_vs_resto
2,B,en anual,31,27,0.6413088535968472,neutral_vs_resto
2,B,estudios senor,53,41,0.41316624449350325,neutral_vs_resto
2,B,gerente,268,82,0.611254517997267,neutral_vs_resto
2,B,gerente de,236,78,0.46830152756397736,neutral_vs_resto
2,B,gerente de analisis,83,48,0.4883466005140116,neutral_vs_resto
2,B,gerente de division,129,63,0.4220730341481686,neutral_vs_resto
2,B,gerente de division estudios,77,50,0.5319875556313955,neutral_vs_resto
2,B,lehmann,65,47,0.525594122773244,neutral_vs_resto
2,B,monetaria en anual,23,21,0.5965476263067337,neutral_vs_resto
2,B,pib,97,54,0.41834427247280814,neutral_vs_resto
2,B,politica monetaria en anual,23,21,0.5965476263067337,neutral_vs_resto
2,B,promedio,79,49,0.34670838740545684,neutral_vs_resto
2,B,relacion,140,66,0.3319970666876969,neutral_vs_resto
2,B,senor claudio,55,32,0.42215116781716044,neutral_vs_resto
2,B,senor claudio soto,54,31,0.41745190954323697,neutral_vs_resto
2,B,soto,59,33,0.47847006408119075,neutral_vs_resto
3,B,analisis macroeconomico,60,38,0.35323681164600207,neutral_vs_resto
3,B,anos,140,65,0.49179751620916656,neutral_vs_resto
3,B,bancos,57,41,0.35698222138706354,neutral_vs_resto
3,B,caida,160,81,0.3419594770793717,neutral_vs_resto
3,B,china,77,44,0.33977172327032956,neutral_vs_resto
3,B,claudio,58,34,0.4258875481353425,neutral_vs_resto
3,B,claudio soto,57,33,0.42210790981002216,neutral_vs_resto
3,B,consejeros mantener,5,5,0.33997780012165557,neutral_vs_resto
3,B,consejeros mantener la,5,5,0.33997780012165557,neutral_vs_resto
3,B,consulta,87,55,0.8005916956261772,neutral_vs_resto
3,B,consulta si,32,26,0.3894859796066632,neutral_vs_resto
3,B,consumo,161,68,0.3520738993510942,neutral_vs_resto
3,B,de analisis,90,53,0.4681866577362461,neutral_vs_resto
3,B,de analisis macroeconomico,60,38,0.35323681164600207,neutral_vs_resto
3,B,de division estudios senor,54,39,0.3683972863774819,neutral_vs_resto
3,B,division estudios senor,56,41,0.3776969536193996,neutral_vs_resto
3,B,efecto de,42,32,0.39947727132856037,neutral_vs_resto
3,B,el gerente,230,81,0.5470948741569723,neutral_vs_resto
3,B,el gerente de,205,77,0.46805479230752606,neutral_vs_resto
3,B,el gerente de analisis,72,44,0.38746670308915043,neutral_vs_resto
3,B,el gerente de division,114,62,0.4140969550509934,neutral_vs_resto
3,B,el senor claudio,47,29,0.35995737371969067,neutral_vs_resto
3,B,el senor claudio soto,47,29,0.35995737371969067,neutral_vs_resto
3,B,empresas,68,43,0.3809325509111146,neutral_vs_resto
3,B,en anual,31,27,0.5055039052748316,neutral_vs_resto
3,B,estudios senor,57,42,0.38411641747467506,neutral_vs_resto
3,B,gerente,270,86,0.6571507970534683,neutral_vs_resto
3,B,gerente de,234,82,0.5190476810221087,neutral_vs_resto
3,B,gerente de analisis,84,50,0.4522504964378895,neutral_vs_resto
3,B,gerente de division,131,66,0.46007446465420765,neutral_vs_resto
3,B,gerente de division estudios,80,52,0.5108944114067453,neutral_vs_resto
3,B,lehmann,60,44,0.4814815774957697,neutral_vs_resto
3,B,monetaria en anual,22,20,0.47269645104592767,neutral_vs_resto
3,B,pib,95,53,0.4023397901912742,neutral_vs_resto
3,B,politica monetaria en anual,22,20,0.47269645104592767,neutral_vs_resto
3,B,promedio,72,46,0.3551856766351091,neutral_vs_resto
3,B,relacion,130,63,0.41319608113040457,neutral_vs_resto
3,B,senor claudio,58,34,0.4258875481353425,neutral_vs_resto
3,B,senor claudio soto,57,33,0.42210790981002216,neutral_vs_resto
3,B,soto,63,36,0.4894574661886348,neutral_vs_resto
4,B,analisis macroeconomico,65,41,0.3797791202365404,neutral_vs_resto
4,B,anos,151,65,0.48029358413785506,neutral_vs_resto
4,B,bancos,56,40,0.3402680018426371,neutral_vs_resto
4,B,caida,157,82,0.4053546309757531,neutral_vs_resto
4,B,china,72,42,0.32417789452513357,neutral_vs_resto
4,B,claudio,58,33,0.4358338865075147,neutral_vs_resto
4,B,claudio soto,58,33,0.4358338865075147,neutral_vs_resto
4,B,consejeros mantener,4,4,0.37388672577626947,neutral_vs_resto
4,B,consejeros mantener la,4,4,0.37388672577626947,neutral_vs_resto
4,B,consulta,87,52,0.7764013105293993,neutral_vs_resto
4,B,consulta si,34,26,0.41045749429297373,neutral_vs_resto
