intervencion_id,meeting_id,fecha,actor,cargo,anio,flag_texto_danado,topico_humano,keywords_humano,orden_habla,subindice,pred_miembro_1,pred_miembro_2,pred_miembro_3,pred_miembro_4,pred_miembro_5,prediccion_v3,prob_h_no_calibrada,prob_d_no_calibrada,prob_n_no_calibrada,score_hd_continuo,pred_relevancia_v3,prob_relevancia_no_calibrada,acuerdo_relevancia_miembros,acuerdo_miembros,usado_en_entrenamiento,rol
RPM-2008-10-09:2114:1,RPM-2008-10-09,2008-10-09,José De Gregorio Rebeco,Presidente del Banco Central,2008,False,debate,debate,2114,1,neutral,neutral,neutral,neutral,neutral,neutral,0.0006550833746602821,0.00045549141274132114,0.9988894252125984,0.00019959196191896093,0,0.029364625287071407,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-10-09:2115:1,RPM-2008-10-09,2008-10-09,Manuel Marfán Lewis,Consejero,2008,False,mercados_financieros,mercados_financieros,2115,1,neutral,neutral,neutral,neutral,neutral,neutral,0.012260968891222133,0.009772464009092359,0.9779665670996854,0.0024885048821297745,1,0.7953369211603573,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-10-09:2115:2,RPM-2008-10-09,2008-10-09,Pablo García Silva,Gerente de División Estudios,2008,False,mercados_financieros,mercados_financieros,2115,2,neutral,neutral,neutral,neutral,neutral,neutral,0.010726605412948025,0.012440267903117513,0.9768331266839345,-0.0017136624901694878,1,0.9476306718686709,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-10-09:2116:1,RPM-2008-10-09,2008-10-09,Beltrán de Ramón Acevedo,Gerente de División Operaciones Financieras,2008,False,acuerdo_comunicado,acuerdo_comunicado,2116,1,dovish,dovish,dovish,dovish,dovish,dovish,0.23285320357562272,0.49514259133969585,0.2720042050846814,-0.2622893877640731,1,0.9909418365790861,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-10-09:2117:1,RPM-2008-10-09,2008-10-09,José De Gregorio Rebeco,Presidente del Banco Central,2008,False,debate,debate,2117,1,neutral,neutral,neutral,neutral,neutral,neutral,0.000847265726548522,0.0013897038999935054,0.9977630303734578,-0.0005424381734449834,0,0.018596524562220156,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-10-09:2118:1,RPM-2008-10-09,2008-10-09,Kevin Cowan Logan,Gerente de División Política Financiera,2008,False,escenario_internacional,escenario_internacional,2118,1,neutral,neutral,neutral,neutral,neutral,neutral,0.16632389140421505,0.3646154785553925,0.4690606300403924,-0.19829158715117745,1,0.9789811211192199,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-10-09:2119:1,RPM-2008-10-09,2008-10-09,José De Gregorio Rebeco,Presidente del Banco Central,2008,False,debate,debate,2119,1,neutral,neutral,neutral,neutral,neutral,neutral,0.0006616863150645158,0.0004525781750898453,0.9988857355098457,0.00020910813997467048,0,0.012177406458980439,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-10-09:2120:1,RPM-2008-10-09,2008-10-09,Andrés Velasco Brañes,Ministro de Hacienda,2008,False,decision_tpm,decision_tpm,2120,1,neutral,neutral,neutral,neutral,neutral,neutral,0.14590950894672,0.26045887800381323,0.5936316130494667,-0.11454936905709323,1,0.9871433061150858,unanime,unanime,True,entrenamiento
RPM-2008-10-09:2121:1,RPM-2008-10-09,2008-10-09,José De Gregorio Rebeco,Presidente del Banco Central,2008,False,acuerdo_comunicado,acuerdo_comunicado,2121,1,neutral,neutral,neutral,neutral,neutral,neutral,0.0008768452217070722,0.0012835380712511615,0.9978396167070418,-0.0004066928495440893,0,0.03254337191663069,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-10-09:2121:2,RPM-2008-10-09,2008-10-09,Sebastián Claro Edwards,Consejero,2008,False,acuerdo_comunicado,acuerdo_comunicado,2121,2,hawkish,hawkish,hawkish,dovish,hawkish,hawkish,0.46619491914901773,0.45990235044620575,0.07390273040477649,0.006292568702811974,1,0.9931952671492705,unanime,desacuerdo,False,inferencia_no_etiquetada
RPM-2008-10-09:2122:1,RPM-2008-10-09,2008-10-09,Enrique Marshall Rivera,Consejero,2008,False,decision_tpm,decision_tpm,2122,1,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,0.49321290842039006,0.321859369978414,0.18492772160119592,0.17135353844197604,1,0.9960227383972757,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-10-09:2123:1,RPM-2008-10-09,2008-10-09,Manuel Marfán Lewis,Consejero,2008,False,acuerdo_comunicado,acuerdo_comunicado,2123,1,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,0.6011695151048151,0.1700595986527639,0.228770886242421,0.4311099164520512,1,0.9860436534359318,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-10-09:2124:1,RPM-2008-10-09,2008-10-09,Jorge Desormeaux Jiménez,Vicepresidente del Banco Central,2008,False,acuerdo_comunicado,acuerdo_comunicado,2124,1,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,0.8604486235845956,0.08536234855188637,0.05418902786351805,0.7750862750327092,1,0.993807972610635,unanime,unanime,True,entrenamiento
RPM-2008-10-09:2125:1,RPM-2008-10-09,2008-10-09,José De Gregorio Rebeco,Presidente del Banco Central,2008,False,decision_tpm,decision_tpm,2125,1,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,0.696799667118652,0.1964381852006826,0.1067621476806652,0.5003614819179695,1,0.9925208071868201,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-10-09:2126:1,RPM-2008-10-09,2008-10-09,Sebastián Claro Edwards,Consejero,2008,False,decision_tpm,decision_tpm,2126,1,neutral,neutral,neutral,neutral,neutral,neutral,0.025653077666097875,0.016086822786943407,0.9582600995469587,0.009566254879154468,0,0.4909088959060391,desacuerdo,unanime,False,inferencia_no_etiquetada
RPM-2008-10-09:2127:1,RPM-2008-10-09,2008-10-09,Consejo del Banco Central de Chile,Consejo,2008,False,acuerdo_comunicado,apertura_cierre,2127,1,neutral,neutral,neutral,neutral,neutral,neutral,0.3439400418652393,0.21908385130075736,0.43697610683400334,0.12485619056448194,1,0.9737950994196642,unanime,unanime,True,entrenamiento
RPM-2008-11-13:2128:1,RPM-2008-11-13,2008-11-13,Consejo del Banco Central de Chile,Consejo,2008,False,apertura_cierre,apertura_cierre,2128,1,neutral,neutral,neutral,neutral,neutral,neutral,0.0010011074527879864,0.0031366292142679204,0.995862263332944,-0.0021355217614799343,0,0.027366242944276864,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-11-13:2129:1,RPM-2008-11-13,2008-11-13,José De Gregorio Rebeco,Presidente del Banco Central,2008,False,mercados_financieros,mercados_financieros,2129,1,neutral,neutral,neutral,neutral,neutral,neutral,0.00045067647036197415,0.00036868966415204435,0.9991806338654861,8.19868062099298e-05,0,0.048524756219208674,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-11-13:2129:2,RPM-2008-11-13,2008-11-13,Sergio Lehmann Beresi,Gerente de Análisis Internacional,2008,False,mercados_financieros,mercados_financieros,2129,2,neutral,neutral,neutral,neutral,neutral,neutral,0.036612101434037536,0.09580584808707425,0.867582050478888,-0.05919374665303671,1,0.9932998348426997,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-11-13:2130:1,RPM-2008-11-13,2008-11-13,Jorge Desormeaux Jiménez,Vicepresidente del Banco Central,2008,False,inflacion,inflacion,2130,1,neutral,neutral,neutral,neutral,neutral,neutral,0.011270095470988442,0.008816682385475168,0.9799132221435365,0.0024534130855132733,1,0.8364920030701702,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-11-13:2130:2,RPM-2008-11-13,2008-11-13,Sergio Lehmann Beresi,Gerente de Análisis Internacional,2008,False,inflacion,inflacion,2130,2,neutral,neutral,neutral,neutral,neutral,neutral,0.019196421446290066,0.007823084795543486,0.9729804937581663,0.01137333665074658,1,0.9738688393548923,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-11-13:2131:1,RPM-2008-11-13,2008-11-13,Sergio Lehmann Beresi,Gerente de Análisis Internacional,2008,False,escenario_internacional,escenario_internacional,2131,1,neutral,neutral,neutral,neutral,neutral,neutral,0.01700701487533699,0.014302315762996037,0.9686906693616668,0.002704699112340954,1,0.9864946910077272,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-11-13:2132:1,RPM-2008-11-13,2008-11-13,José De Gregorio Rebeco,Presidente del Banco Central,2008,False,escenario_internacional,escenario_internacional,2132,1,neutral,neutral,neutral,neutral,neutral,neutral,0.0004947579957199948,0.0002513778698446068,0.9992538641344355,0.00024338012587538804,0,0.028788996559585434,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-11-13:2133:1,RPM-2008-11-13,2008-11-13,Beltrán de Ramón Acevedo,Gerente de División Operaciones Financieras,2008,False,escenario_internacional,escenario_internacional,2133,1,neutral,neutral,neutral,neutral,neutral,neutral,0.027615742032286554,0.051551413640486675,0.9208328443272267,-0.02393567160820012,1,0.9493082360224315,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-11-13:2134:1,RPM-2008-11-13,2008-11-13,José De Gregorio Rebeco,Presidente del Banco Central,2008,False,escenario_internacional,escenario_internacional,2134,1,neutral,neutral,neutral,neutral,neutral,neutral,0.04092191778878925,0.024991961639537517,0.9340861205716733,0.015929956149251735,1,0.9647988370344246,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-11-13:2135:1,RPM-2008-11-13,2008-11-13,Sebastián Claro Edwards,Consejero,2008,False,debate,debate,2135,1,neutral,neutral,neutral,neutral,neutral,neutral,0.04057724447706837,0.035965339934985824,0.9234574155879459,0.0046119045420825455,1,0.8889772383126637,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-11-13:2136:1,RPM-2008-11-13,2008-11-13,Pablo García Silva,Gerente de División Estudios,2008,False,debate,debate,2136,1,neutral,neutral,neutral,neutral,neutral,neutral,0.011812433613697595,0.019377214802408758,0.9688103515838936,-0.007564781188711163,1,0.7397781666762283,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-11-13:2137:1,RPM-2008-11-13,2008-11-13,José De Gregorio Rebeco,Presidente del Banco Central,2008,False,debate,debate,2137,1,neutral,neutral,neutral,neutral,neutral,neutral,0.0002859288855305901,0.0002479313522936135,0.9994661397621758,3.799753323697661e-05,0,0.04256893918486078,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-11-13:2138:1,RPM-2008-11-13,2008-11-13,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,2008,False,mercados_financieros,mercados_financieros,2138,1,neutral,neutral,neutral,neutral,neutral,neutral,0.11000281798730602,0.12330756830686809,0.7666896137058258,-0.013304750319562075,1,0.9977778235601338,unanime,unanime,True,entrenamiento
RPM-2008-11-13:2139:1,RPM-2008-11-13,2008-11-13,Pablo García Silva,Gerente de División Estudios,2008,False,mercados_financieros,mercados_financieros,2139,1,neutral,neutral,neutral,neutral,neutral,neutral,0.03076876346441662,0.037630259819805306,0.931600976715778,-0.006861496355388685,1,0.9811789575251186,unanime,unanime,True,entrenamiento
RPM-2008-11-13:2140:1,RPM-2008-11-13,2008-11-13,Andrés Velasco Brañes,Ministro de Hacienda,2008,False,debate,debate,2140,1,neutral,neutral,neutral,neutral,neutral,neutral,0.016604252720596603,0.01245520095675553,0.9709405463226478,0.004149051763841073,1,0.8693907884096491,unanime,unanime,True,entrenamiento
RPM-2008-11-13:2140:2,RPM-2008-11-13,2008-11-13,Pablo García Silva,Gerente de División Estudios,2008,False,debate,debate,2140,2,neutral,neutral,neutral,neutral,neutral,neutral,0.01700411648417475,0.018548353803348232,0.9644475297124769,-0.0015442373191734832,1,0.6238447709171064,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-11-13:2141:1,RPM-2008-11-13,2008-11-13,José De Gregorio Rebeco,Presidente del Banco Central,2008,False,inflacion,inflacion,2141,1,neutral,neutral,neutral,neutral,neutral,neutral,0.028895393760732725,0.01820963279967142,0.9528949734395958,0.010685760961061306,1,0.7800008274814962,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-11-13:2141:2,RPM-2008-11-13,2008-11-13,Manuel Marfán Lewis,Consejero,2008,False,inflacion,inflacion,2141,2,neutral,neutral,neutral,neutral,neutral,neutral,0.04656450254791655,0.01755057681478684,0.9358849206372966,0.029013925733129713,1,0.9612681511097911,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-11-13:2142:1,RPM-2008-11-13,2008-11-13,Pablo García Silva,Gerente de División Estudios,2008,False,debate,debate,2142,1,neutral,neutral,neutral,neutral,neutral,neutral,0.013746334224252721,0.013483285304045339,0.9727703804717021,0.0002630489202073826,1,0.9087496621865055,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-11-13:2143:1,RPM-2008-11-13,2008-11-13,José De Gregorio Rebeco,Presidente del Banco Central,2008,False,mercados_financieros,mercados_financieros,2143,1,neutral,neutral,neutral,neutral,neutral,neutral,0.022718942678733103,0.01842663775453522,0.9588544195667318,0.004292304924197882,1,0.9234784787722259,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-11-13:2144:1,RPM-2008-11-13,2008-11-13,Sebastián Claro Edwards,Consejero,2008,False,debate,debate,2144,1,neutral,neutral,neutral,neutral,neutral,neutral,0.00938806329650054,0.016438077725679824,0.9741738589778196,-0.007050014429179284,1,0.9098415625723556,unanime,unanime,True,entrenamiento
RPM-2008-11-13:2145:1,RPM-2008-11-13,2008-11-13,Pablo García Silva,Gerente de División Estudios,2008,False,mercados_financieros,mercados_financieros,2145,1,neutral,neutral,neutral,neutral,neutral,neutral,0.008168442416634373,0.013465952573740433,0.9783656050096251,-0.005297510157106061,1,0.956842895670885,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-11-13:2146:1,RPM-2008-11-13,2008-11-13,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,2008,False,debate,debate,2146,1,neutral,neutral,neutral,neutral,neutral,neutral,0.007561171800696637,0.005169685753354304,0.987269142445949,0.002391486047342333,1,0.8695337658894056,unanime,unanime,True,entrenamiento
RPM-2008-11-13:2147:1,RPM-2008-11-13,2008-11-13,Sebastián Claro Edwards,Consejero,2008,False,actividad_interna,actividad_interna,2147,1,neutral,neutral,neutral,neutral,neutral,neutral,0.012635650251105671,0.036413180468262314,0.9509511692806321,-0.023777530217156645,1,0.9173057368081775,unanime,unanime,True,entrenamiento
RPM-2008-11-13:2147:2,RPM-2008-11-13,2008-11-13,José De Gregorio Rebeco,Presidente del Banco Central,2008,False,actividad_interna,actividad_interna,2147,2,neutral,neutral,neutral,neutral,neutral,neutral,0.046318343122430126,0.037231252191508475,0.9164504046860614,0.009087090930921651,1,0.8639427657049629,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-11-13:2147:3,RPM-2008-11-13,2008-11-13,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,2008,False,actividad_interna,actividad_interna,2147,3,neutral,neutral,neutral,neutral,neutral,neutral,0.019528615383989374,0.03209900991059373,0.9483723747054169,-0.012570394526604356,1,0.9477696400424763,unanime,unanime,True,entrenamiento
RPM-2008-11-13:2148:1,RPM-2008-11-13,2008-11-13,Pablo García Silva,Gerente de División Estudios,2008,False,acuerdo_comunicado,acuerdo_comunicado,2148,1,neutral,neutral,neutral,neutral,neutral,neutral,0.014227612658857438,0.0214839316186484,0.9642884557224942,-0.007256318959790963,1,0.885323813878254,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-11-13:2149:1,RPM-2008-11-13,2008-11-13,Manuel Marfán Lewis,Consejero,2008,False,mercado_laboral,mercado_laboral,2149,1,neutral,neutral,neutral,neutral,neutral,neutral,0.02384968716880636,0.024676413908739307,0.9514738989224544,-0.0008267267399329481,1,0.9281704576185605,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-11-13:2150:1,RPM-2008-11-13,2008-11-13,Pablo García Silva,Gerente de División Estudios,2008,False,actividad_interna,actividad_interna,2150,1,neutral,neutral,neutral,neutral,neutral,neutral,0.0321340817237327,0.05805234352325198,0.9098135747530154,-0.025918261799519282,1,0.9654571769747831,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-11-13:2151:1,RPM-2008-11-13,2008-11-13,Kevin Cowan Logan,Gerente de División Política Financiera,2008,False,debate,debate,2151,1,neutral,neutral,neutral,neutral,neutral,neutral,0.037091662349460895,0.07768841683957171,0.8852199208109672,-0.04059675449011082,1,0.9522591043107902,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-11-13:2152:1,RPM-2008-11-13,2008-11-13,Sebastián Claro Edwards,Consejero,2008,False,inflacion,inflacion,2152,1,neutral,neutral,neutral,neutral,neutral,neutral,0.06392381603634571,0.07511983997942324,0.8609563439842309,-0.011196023943077532,1,0.9706657683304659,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-11-13:2153:1,RPM-2008-11-13,2008-11-13,Manuel Marfán Lewis,Consejero,2008,False,mercado_laboral,mercado_laboral,2153,1,neutral,neutral,neutral,neutral,neutral,neutral,0.06315559676326735,0.0625903911848369,0.8742540120518957,0.0005652055784304416,1,0.9709123870643376,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-11-13:2154:1,RPM-2008-11-13,2008-11-13,Pablo García Silva,Gerente de División Estudios,2008,False,debate,debate,2154,1,neutral,neutral,neutral,neutral,neutral,neutral,0.010756663931609154,0.024638215618987516,0.9646051204494034,-0.013881551687378361,1,0.8493875308039817,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-11-13:2155:1,RPM-2008-11-13,2008-11-13,José De Gregorio Rebeco,Presidente del Banco Central,2008,False,mercados_financieros,mercados_financieros,2155,1,neutral,neutral,neutral,neutral,neutral,neutral,0.026017038798521897,0.012250060931471388,0.9617329002700068,0.01376697786705051,1,0.931833750084283,unanime,unanime,True,entrenamiento
RPM-2008-11-13:2156:1,RPM-2008-11-13,2008-11-13,Andrés Velasco Brañes,Ministro de Hacienda,2008,False,inflacion,inflacion,2156,1,neutral,neutral,neutral,neutral,neutral,neutral,0.10817916030451942,0.119255976504083,0.7725648631913977,-0.011076816199563577,1,0.9564577448355521,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-11-13:2157:1,RPM-2008-11-13,2008-11-13,Pablo García Silva,Gerente de División Estudios,2008,False,inflacion,inflacion,2157,1,neutral,neutral,neutral,neutral,neutral,neutral,0.10221457054903513,0.1571851331377024,0.7406002963132625,-0.05497056258866728,1,0.9672088195329319,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-11-13:2157:2,RPM-2008-11-13,2008-11-13,Consejo del Banco Central de Chile,Consejo,2008,False,inflacion,inflacion,2157,2,neutral,neutral,neutral,neutral,neutral,neutral,0.0007017013371605668,0.0005526384564477019,0.9987456602063919,0.00014906288071286488,0,0.007907685995059477,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-11-13:2158:1,RPM-2008-11-13,2008-11-13,José De Gregorio Rebeco,Presidente del Banco Central,2008,False,opciones_tpm,opciones_tpm,2158,1,neutral,neutral,neutral,neutral,neutral,neutral,0.0010242698788492167,0.0010615520297859544,0.9979141780913648,-3.7282150936737745e-05,0,0.01934812003521174,unanime,unanime,True,entrenamiento
RPM-2008-11-13:2159:1,RPM-2008-11-13,2008-11-13,Pablo García Silva,Gerente de División Estudios,2008,False,acuerdo_comunicado,acuerdo_comunicado,2159,1,neutral,neutral,neutral,neutral,neutral,neutral,0.2395776301802917,0.27267644504698585,0.48774592477272255,-0.03309881486669414,1,0.9953200678909038,unanime,unanime,True,entrenamiento
RPM-2008-11-13:2160:1,RPM-2008-11-13,2008-11-13,José De Gregorio Rebeco,Presidente del Banco Central,2008,False,debate,debate,2160,1,neutral,neutral,neutral,neutral,neutral,neutral,0.0006550833746602821,0.00045549141274132114,0.9988894252125984,0.00019959196191896093,0,0.029364625287071407,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-11-13:2161:1,RPM-2008-11-13,2008-11-13,Sergio Lehmann Beresi,Gerente de Análisis Internacional,2008,False,acuerdo_comunicado,acuerdo_comunicado,2161,1,neutral,neutral,neutral,neutral,neutral,neutral,0.02445029515509139,0.01766435557138154,0.9578853492735272,0.0067859395837098525,1,0.9724397403430872,unanime,unanime,True,entrenamiento
RPM-2008-11-13:2162:1,RPM-2008-11-13,2008-11-13,Manuel Marfán Lewis,Consejero,2008,False,debate,debate,2162,1,neutral,neutral,neutral,neutral,neutral,neutral,0.011876312525884636,0.010310364520812305,0.9778133229533031,0.0015659480050723307,1,0.7892087272269578,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-11-13:2162:2,RPM-2008-11-13,2008-11-13,Pablo García Silva,Gerente de División Estudios,2008,False,debate,debate,2162,2,neutral,neutral,neutral,neutral,neutral,neutral,0.008356423928584326,0.007615750616704634,0.984027825454711,0.0007406733118796921,1,0.6125831184574994,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-11-13:2162:3,RPM-2008-11-13,2008-11-13,Jorge Desormeaux Jiménez,Vicepresidente del Banco Central,2008,False,debate,debate,2162,3,neutral,neutral,neutral,neutral,neutral,neutral,0.04162987103232631,0.02264245498211711,0.9357276739855566,0.018987416050209198,1,0.7559908282952696,unanime,unanime,True,entrenamiento
RPM-2008-11-13:2163:1,RPM-2008-11-13,2008-11-13,Andrés Velasco Brañes,Ministro de Hacienda,2008,False,debate,debate,2163,1,neutral,neutral,neutral,neutral,neutral,neutral,0.02006746370698115,0.02572503393607804,0.9542075023569409,-0.005657570229096888,1,0.9163404478483967,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-11-13:2164:1,RPM-2008-11-13,2008-11-13,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,2008,False,actividad_interna,actividad_interna,2164,1,neutral,neutral,neutral,neutral,neutral,neutral,0.011488957081291263,0.019037552362392383,0.9694734905563163,-0.00754859528110112,1,0.8957074887576641,unanime,unanime,True,entrenamiento
RPM-2008-11-13:2164:2,RPM-2008-11-13,2008-11-13,José De Gregorio Rebeco,Presidente del Banco Central,2008,False,actividad_interna,actividad_interna,2164,2,neutral,neutral,neutral,neutral,neutral,neutral,0.01691767170218379,0.009123635410455057,0.973958692887361,0.007794036291728732,1,0.7190772350846928,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-11-13:2165:1,RPM-2008-11-13,2008-11-13,Andrés Velasco Brañes,Ministro de Hacienda,2008,False,decision_tpm,decision_tpm,2165,1,neutral,neutral,neutral,neutral,neutral,neutral,0.16410270404843508,0.2261840875653068,0.6097132083862581,-0.06208138351687173,1,0.9814199228185982,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-11-13:2166:1,RPM-2008-11-13,2008-11-13,José De Gregorio Rebeco,Presidente del Banco Central,2008,False,acuerdo_comunicado,acuerdo_comunicado,2166,1,neutral,neutral,neutral,neutral,neutral,neutral,0.0008768452217070722,0.0012835380712511615,0.9978396167070418,-0.0004066928495440893,0,0.03254337191663069,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-11-13:2166:2,RPM-2008-11-13,2008-11-13,Sebastián Claro Edwards,Consejero,2008,False,acuerdo_comunicado,acuerdo_comunicado,2166,2,neutral,dovish,neutral,neutral,neutral,neutral,0.3285387951932549,0.319972499127226,0.3514887056795191,0.008566296066028933,1,0.995856599777287,unanime,desacuerdo,False,inferencia_no_etiquetada
RPM-2008-11-13:2167:1,RPM-2008-11-13,2008-11-13,Enrique Marshall Rivera,Consejero,2008,False,decision_tpm,decision_tpm,2167,1,dovish,dovish,dovish,dovish,dovish,dovish,0.26838301449807034,0.5525794072411656,0.179037578260764,-0.28419639274309527,1,0.9951391384648375,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-11-13:2167:2,RPM-2008-11-13,2008-11-13,José De Gregorio Rebeco,Presidente del Banco Central,2008,False,decision_tpm,decision_tpm,2167,2,neutral,neutral,neutral,neutral,neutral,neutral,0.00887749514784774,0.008366913874416616,0.9827555909777356,0.0005105812734311245,0,0.1791929003883523,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-11-13:2167:3,RPM-2008-11-13,2008-11-13,Andrés Velasco Brañes,Ministro de Hacienda,2008,False,decision_tpm,decision_tpm,2167,3,neutral,neutral,neutral,neutral,neutral,neutral,0.03914900875300435,0.08288381475835263,0.877967176488643,-0.04373480600534828,1,0.8386513208219736,unanime,unanime,True,entrenamiento
RPM-2008-11-13:2168:1,RPM-2008-11-13,2008-11-13,José De Gregorio Rebeco,Presidente del Banco Central,2008,False,decision_tpm,decision_tpm,2168,1,neutral,neutral,neutral,neutral,neutral,neutral,0.025881593941574965,0.02196030851576663,0.9521580975426585,0.0039212854258083366,1,0.5370694254429865,desacuerdo,unanime,False,inferencia_no_etiquetada
RPM-2008-11-13:2169:1,RPM-2008-11-13,2008-11-13,Manuel Marfán Lewis,Consejero,2008,False,acuerdo_comunicado,acuerdo_comunicado,2169,1,neutral,neutral,neutral,neutral,neutral,neutral,0.31432549199286697,0.19106732727589656,0.49460718073123655,0.1232581647169704,1,0.9851118515546317,unanime,unanime,True,entrenamiento
RPM-2008-11-13:2170:1,RPM-2008-11-13,2008-11-13,Jorge Desormeaux Jiménez,Vicepresidente del Banco Central,2008,False,acuerdo_comunicado,acuerdo_comunicado,2170,1,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,0.440907796619819,0.3608916998905319,0.19820050348964918,0.08001609672928711,1,0.9885080015940563,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-11-13:2171:1,RPM-2008-11-13,2008-11-13,José De Gregorio Rebeco,Presidente del Banco Central,2008,False,acuerdo_comunicado,acuerdo_comunicado,2171,1,neutral,hawkish,neutral,neutral,neutral,neutral,0.35814605843264474,0.2200976836789365,0.42175625788841875,0.13804837475370824,1,0.9934096802202527,unanime,desacuerdo,True,entrenamiento
RPM-2008-11-13:2172:1,RPM-2008-11-13,2008-11-13,José De Gregorio Rebeco,Presidente del Banco Central,2008,False,acuerdo_comunicado,acuerdo_comunicado,2172,1,neutral,neutral,neutral,neutral,neutral,neutral,0.26634784132787026,0.11558962786089144,0.6180625308112384,0.15075821346697882,1,0.9338307541951165,unanime,unanime,True,entrenamiento
RPM-2008-11-13:2173:1,RPM-2008-11-13,2008-11-13,Consejo del Banco Central de Chile,Consejo,2008,False,acuerdo_comunicado,acuerdo_comunicado,2173,1,neutral,neutral,neutral,neutral,neutral,neutral,0.21081169227790952,0.2472466482562769,0.5419416594658135,-0.03643495597836738,1,0.982011490236097,unanime,unanime,True,entrenamiento
RPM-2008-11-13:2174:1,RPM-2008-11-13,2008-11-13,Consejo del Banco Central de Chile,Consejo,2008,False,acuerdo_comunicado,apertura_cierre,2174,1,neutral,neutral,neutral,neutral,neutral,neutral,0.0012002492310324777,0.002260659164020065,0.9965390916049474,-0.0010604099329875871,0,0.027666437657655037,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-12-11:2175:1,RPM-2008-12-11,2008-12-11,Consejo del Banco Central de Chile,Consejo,2008,False,apertura_cierre,apertura_cierre,2175,1,neutral,neutral,neutral,neutral,neutral,neutral,0.0007566459501501738,0.002521302812473524,0.9967220512373762,-0.00176465686232335,0,0.022988616865243124,unanime,unanime,False,inferencia_no_etiquetada
RPM-2008-12-11:2176:1,RPM-2008-12-11,2008-12-11,José De Gregorio Rebeco,Presidente del Banco Central,2008,False,mercados_financieros,mercados_financieros,2176,1,neutral,neutral,neutral,neutral,neutral,neutral,0.01108150115642487,0.0070003189357524965,0.9819181799078226,0.004081182220672374,0,0.14161385065320173,unanime,unanime,False,inferencia_no_etiquetada
