intervencion_id,meeting_id,fold,etiqueta,pred_a,pred_control,pred_ampliado,cambio
RPM-2014-09-11:6414:1,RPM-2014-09-11,2,neutral,1,neutral,neutral,False
RPM-2014-09-11:6415:3,RPM-2014-09-11,2,neutral,1,neutral,neutral,False
RPM-2014-09-11:6423:1,RPM-2014-09-11,2,neutral,0,neutral,neutral,False
RPM-2014-09-11:6437:1,RPM-2014-09-11,2,dovish,1,dovish,dovish,False
RPM-2015-01-15:6550:1,RPM-2015-01-15,2,neutral,0,neutral,neutral,False
RPM-2015-01-15:6585:1,RPM-2015-01-15,2,neutral,1,dovish,dovish,False
RPM-2015-01-15:6592:1,RPM-2015-01-15,2,neutral,0,neutral,neutral,False
RPM-2005-01-11:24:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,False
RPM-2005-01-11:45:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,False
RPM-2005-01-11:48:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,False
RPM-2005-10-11:405:1,RPM-2005-10-11,3,neutral,0,neutral,neutral,False
RPM-2005-10-11:436:1,RPM-2005-10-11,3,neutral,0,neutral,neutral,False
RPM-2006-09-07:835:1,RPM-2006-09-07,3,neutral,1,neutral,neutral,False
RPM-2006-09-07:857:1,RPM-2006-09-07,3,neutral,1,neutral,neutral,False
RPM-2006-09-07:873:1,RPM-2006-09-07,3,dovish,1,dovish,dovish,False
RPM-2006-12-14:1017:1,RPM-2006-12-14,3,neutral,1,dovish,dovish,False
RPM-2007-01-11:1030:1,RPM-2007-01-11,3,neutral,1,neutral,neutral,False
RPM-2007-01-11:1047:5,RPM-2007-01-11,3,neutral,0,neutral,neutral,False
RPM-2007-01-11:1049:3,RPM-2007-01-11,3,dovish,1,neutral,dovish,True
RPM-2008-01-10:1619:2,RPM-2008-01-10,3,neutral,1,neutral,neutral,False
RPM-2008-01-10:1628:2,RPM-2008-01-10,3,neutral,0,neutral,neutral,False
RPM-2009-08-13:2659:1,RPM-2009-08-13,3,neutral,1,neutral,neutral,False
RPM-2010-06-15:3137:1,RPM-2010-06-15,3,neutral,1,neutral,neutral,False
RPM-2010-06-15:3166:1,RPM-2010-06-15,3,neutral,1,neutral,neutral,False
RPM-2010-06-15:3199:1,RPM-2010-06-15,3,hawkish,1,hawkish,hawkish,False
RPM-2011-08-18:4224:2,RPM-2011-08-18,3,neutral,1,neutral,neutral,False
RPM-2011-08-18:4263:1,RPM-2011-08-18,3,neutral,1,neutral,neutral,False
RPM-2011-08-18:4272:1,RPM-2011-08-18,3,dovish,1,hawkish,hawkish,False
RPM-2013-01-17:5306:1,RPM-2013-01-17,3,neutral,1,neutral,neutral,False
RPM-2014-03-13:6057:1,RPM-2014-03-13,3,neutral,0,neutral,neutral,False
RPM-2014-03-13:6075:1,RPM-2014-03-13,3,neutral,0,neutral,neutral,False
RPM-2014-03-13:6103:2,RPM-2014-03-13,3,neutral,1,neutral,neutral,False
RPM-2014-08-14:6389:3,RPM-2014-08-14,3,dovish,1,dovish,dovish,False
RPM-2015-03-19:6680:1,RPM-2015-03-19,3,neutral,0,neutral,neutral,False
RPM-2015-03-19:6681:1,RPM-2015-03-19,3,dovish,1,dovish,dovish,False
RPM-2005-01-11:10:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,False
RPM-2005-01-11:11:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,False
RPM-2005-01-11:12:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,False
RPM-2005-01-11:13:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,False
RPM-2005-01-11:14:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,False
RPM-2005-01-11:15:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,False
RPM-2005-01-11:16:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,False
RPM-2005-01-11:17:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,False
RPM-2005-01-11:18:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,False
RPM-2005-01-11:19:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,False
RPM-2005-01-11:1:1,RPM-2005-01-11,3,neutral,0,neutral,neutral,False
RPM-2005-01-11:20:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,False
RPM-2005-01-11:21:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,False
RPM-2005-01-11:22:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,False
RPM-2005-01-11:23:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,False
RPM-2005-01-11:25:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,False
RPM-2005-01-11:26:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,False
RPM-2005-01-11:27:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,False
RPM-2005-01-11:28:1,RPM-2005-01-11,3,neutral,0,neutral,neutral,False
RPM-2005-01-11:28:2,RPM-2005-01-11,3,neutral,0,neutral,neutral,False
RPM-2005-01-11:29:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,False
RPM-2005-01-11:2:1,RPM-2005-01-11,3,neutral,0,neutral,neutral,False
RPM-2005-01-11:30:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,False
RPM-2005-01-11:31:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,False
RPM-2005-01-11:32:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,False
RPM-2005-01-11:33:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,False
RPM-2005-01-11:34:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,False
RPM-2005-01-11:35:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,False
RPM-2005-01-11:36:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,False
RPM-2005-01-11:37:1,RPM-2005-01-11,3,neutral,0,neutral,neutral,False
RPM-2005-01-11:38:1,RPM-2005-01-11,3,hawkish,1,hawkish,hawkish,False
RPM-2005-01-11:39:1,RPM-2005-01-11,3,hawkish,1,hawkish,hawkish,False
RPM-2005-01-11:3:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,False
RPM-2005-01-11:40:1,RPM-2005-01-11,3,neutral,0,neutral,neutral,False
RPM-2005-01-11:41:1,RPM-2005-01-11,3,hawkish,1,hawkish,hawkish,False
RPM-2005-01-11:42:1,RPM-2005-01-11,3,neutral,1,dovish,dovish,False
RPM-2005-01-11:43:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,False
RPM-2005-01-11:44:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,False
RPM-2005-01-11:46:1,RPM-2005-01-11,3,hawkish,1,neutral,neutral,False
RPM-2005-01-11:47:1,RPM-2005-01-11,3,neutral,0,neutral,neutral,False
RPM-2005-01-11:49:1,RPM-2005-01-11,3,neutral,0,neutral,neutral,False
RPM-2005-01-11:4:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,False
RPM-2005-01-11:50:1,RPM-2005-01-11,3,hawkish,1,hawkish,hawkish,False
RPM-2005-01-11:51:1,RPM-2005-01-11,3,hawkish,1,hawkish,hawkish,False
RPM-2005-01-11:52:1,RPM-2005-01-11,3,hawkish,1,hawkish,hawkish,False
RPM-2005-01-11:53:1,RPM-2005-01-11,3,hawkish,1,hawkish,hawkish,False
RPM-2005-01-11:54:1,RPM-2005-01-11,3,hawkish,1,hawkish,hawkish,False
RPM-2005-01-11:55:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,False
RPM-2005-01-11:56:1,RPM-2005-01-11,3,hawkish,1,neutral,neutral,False
RPM-2005-01-11:57:1,RPM-2005-01-11,3,hawkish,1,hawkish,hawkish,False
RPM-2005-01-11:5:1,RPM-2005-01-11,3,hawkish,1,hawkish,hawkish,False
RPM-2005-01-11:6:1,RPM-2005-01-11,3,neutral,0,neutral,neutral,False
RPM-2005-01-11:7:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,False
RPM-2005-01-11:8:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,False
RPM-2005-01-11:9:1,RPM-2005-01-11,3,neutral,1,neutral,neutral,False
RPM-2005-10-11:437:1,RPM-2005-10-11,3,neutral,0,neutral,neutral,False
RPM-2006-09-07:838:1,RPM-2006-09-07,3,neutral,1,neutral,neutral,False
RPM-2006-09-07:866:1,RPM-2006-09-07,3,neutral,0,neutral,neutral,False
RPM-2006-09-07:867:1,RPM-2006-09-07,3,dovish,1,hawkish,hawkish,False
RPM-2006-12-14:1001:1,RPM-2006-12-14,3,neutral,1,neutral,neutral,False
RPM-2006-12-14:1003:4,RPM-2006-12-14,3,neutral,1,neutral,neutral,False
RPM-2006-12-14:1010:5,RPM-2006-12-14,3,neutral,1,neutral,neutral,False
RPM-2006-12-14:1014:3,RPM-2006-12-14,3,neutral,1,neutral,neutral,False
RPM-2006-12-14:1019:1,RPM-2006-12-14,3,hawkish,1,dovish,dovish,False
RPM-2006-12-14:1021:1,RPM-2006-12-14,3,neutral,0,neutral,neutral,False
RPM-2006-12-14:989:1,RPM-2006-12-14,3,neutral,0,neutral,neutral,False
RPM-2007-01-11:1023:1,RPM-2007-01-11,3,neutral,0,neutral,neutral,False
RPM-2007-01-11:1043:1,RPM-2007-01-11,3,neutral,1,neutral,neutral,False
RPM-2007-01-11:1045:1,RPM-2007-01-11,3,neutral,1,neutral,neutral,False
RPM-2007-01-11:1047:3,RPM-2007-01-11,3,neutral,0,neutral,neutral,False
RPM-2007-01-11:1050:1,RPM-2007-01-11,3,dovish,1,dovish,dovish,False
RPM-2007-01-11:1054:1,RPM-2007-01-11,3,hawkish,1,hawkish,hawkish,False
RPM-2007-01-11:1057:1,RPM-2007-01-11,3,dovish,1,hawkish,hawkish,False
RPM-2007-01-11:1058:1,RPM-2007-01-11,3,neutral,0,neutral,neutral,False
RPM-2008-01-10:1618:1,RPM-2008-01-10,3,neutral,1,neutral,neutral,False
RPM-2008-01-10:1628:1,RPM-2008-01-10,3,neutral,0,neutral,neutral,False
RPM-2008-01-10:1629:1,RPM-2008-01-10,3,hawkish,1,hawkish,hawkish,False
RPM-2008-01-10:1636:1,RPM-2008-01-10,3,hawkish,1,hawkish,hawkish,False
RPM-2008-01-10:1637:1,RPM-2008-01-10,3,hawkish,1,hawkish,hawkish,False
RPM-2009-08-13:2656:1,RPM-2009-08-13,3,neutral,0,neutral,neutral,False
RPM-2009-08-13:2660:1,RPM-2009-08-13,3,neutral,1,neutral,neutral,False
RPM-2009-08-13:2665:1,RPM-2009-08-13,3,neutral,1,neutral,neutral,False
RPM-2009-08-13:2668:1,RPM-2009-08-13,3,neutral,1,neutral,neutral,False
RPM-2009-08-13:2674:3,RPM-2009-08-13,3,neutral,1,neutral,neutral,False
RPM-2009-08-13:2674:5,RPM-2009-08-13,3,neutral,1,neutral,neutral,False
RPM-2009-08-13:2677:1,RPM-2009-08-13,3,neutral,1,neutral,neutral,False
RPM-2009-08-13:2679:1,RPM-2009-08-13,3,neutral,1,neutral,neutral,False
RPM-2009-08-13:2680:3,RPM-2009-08-13,3,neutral,0,neutral,neutral,False
RPM-2009-08-13:2681:1,RPM-2009-08-13,3,dovish,1,dovish,dovish,False
RPM-2009-08-13:2688:1,RPM-2009-08-13,3,dovish,1,dovish,dovish,False
RPM-2010-06-15:3132:2,RPM-2010-06-15,3,neutral,1,neutral,neutral,False
RPM-2010-06-15:3134:1,RPM-2010-06-15,3,neutral,1,neutral,neutral,False
RPM-2010-06-15:3135:1,RPM-2010-06-15,3,neutral,1,neutral,neutral,False
RPM-2010-06-15:3147:1,RPM-2010-06-15,3,neutral,1,neutral,neutral,False
RPM-2010-06-15:3151:1,RPM-2010-06-15,3,neutral,1,neutral,neutral,False
RPM-2010-06-15:3188:1,RPM-2010-06-15,3,neutral,1,neutral,neutral,False
RPM-2010-06-15:3192:1,RPM-2010-06-15,3,neutral,1,neutral,neutral,False
RPM-2011-08-18:4216:1,RPM-2011-08-18,3,neutral,0,neutral,neutral,False
RPM-2011-08-18:4234:2,RPM-2011-08-18,3,neutral,1,neutral,neutral,False
RPM-2011-08-18:4252:2,RPM-2011-08-18,3,neutral,1,neutral,neutral,False
RPM-2011-08-18:4267:2,RPM-2011-08-18,3,neutral,0,neutral,neutral,False
RPM-2011-08-18:4267:3,RPM-2011-08-18,3,neutral,0,neutral,neutral,False
RPM-2011-08-18:4280:1,RPM-2011-08-18,3,neutral,1,hawkish,hawkish,False
RPM-2012-04-17:4743:1,RPM-2012-04-17,3,neutral,1,neutral,neutral,False
RPM-2012-04-17:4749:1,RPM-2012-04-17,3,neutral,1,neutral,neutral,False
RPM-2012-04-17:4770:1,RPM-2012-04-17,3,neutral,1,neutral,neutral,False
RPM-2012-04-17:4771:1,RPM-2012-04-17,3,neutral,1,neutral,neutral,False
RPM-2012-04-17:4778:3,RPM-2012-04-17,3,neutral,0,neutral,neutral,False
RPM-2012-04-17:4779:1,RPM-2012-04-17,3,neutral,0,neutral,neutral,False
RPM-2012-04-17:4788:2,RPM-2012-04-17,3,neutral,1,neutral,neutral,False
RPM-2012-04-17:4790:2,RPM-2012-04-17,3,neutral,1,dovish,dovish,False
RPM-2013-01-17:5279:2,RPM-2013-01-17,3,neutral,1,neutral,neutral,False
RPM-2013-01-17:5283:1,RPM-2013-01-17,3,neutral,1,neutral,neutral,False
RPM-2013-01-17:5302:1,RPM-2013-01-17,3,neutral,1,neutral,neutral,False
RPM-2013-01-17:5322:1,RPM-2013-01-17,3,neutral,1,neutral,neutral,False
RPM-2014-03-13:6063:1,RPM-2014-03-13,3,neutral,1,neutral,neutral,False
RPM-2014-03-13:6087:1,RPM-2014-03-13,3,neutral,1,neutral,neutral,False
RPM-2014-03-13:6093:2,RPM-2014-03-13,3,neutral,0,neutral,neutral,False
RPM-2014-03-13:6112:1,RPM-2014-03-13,3,neutral,1,neutral,neutral,False
RPM-2014-07-15:6319:3,RPM-2014-07-15,3,neutral,1,neutral,neutral,False
RPM-2014-07-15:6325:1,RPM-2014-07-15,3,dovish,1,neutral,neutral,False
RPM-2014-07-15:6337:1,RPM-2014-07-15,3,neutral,0,neutral,neutral,False
RPM-2014-07-15:6340:1,RPM-2014-07-15,3,dovish,1,dovish,dovish,False
RPM-2014-07-15:6340:3,RPM-2014-07-15,3,dovish,1,dovish,dovish,False
RPM-2014-07-15:6341:1,RPM-2014-07-15,3,neutral,0,neutral,neutral,False
RPM-2014-08-14:6368:3,RPM-2014-08-14,3,neutral,1,neutral,neutral,False
RPM-2014-08-14:6369:1,RPM-2014-08-14,3,neutral,1,neutral,neutral,False
RPM-2014-08-14:6386:1,RPM-2014-08-14,3,dovish,1,dovish,dovish,False
RPM-2015-03-19:6664:1,RPM-2015-03-19,3,neutral,1,neutral,neutral,False
RPM-2015-03-19:6671:1,RPM-2015-03-19,3,neutral,1,neutral,neutral,False
RPM-2015-03-19:6682:1,RPM-2015-03-19,3,neutral,0,neutral,neutral,False
RPM-2005-11-10:479:1,RPM-2005-11-10,4,neutral,1,neutral,neutral,False
RPM-2005-11-10:500:1,RPM-2005-11-10,4,hawkish,1,hawkish,hawkish,False
RPM-2005-11-10:503:2,RPM-2005-11-10,4,neutral,0,neutral,neutral,False
RPM-2006-03-16:601:2,RPM-2006-03-16,4,neutral,1,neutral,neutral,False
RPM-2007-05-10:1233:2,RPM-2007-05-10,4,neutral,1,neutral,neutral,False
RPM-2007-05-10:1241:1,RPM-2007-05-10,4,neutral,1,neutral,neutral,False
RPM-2007-05-10:1261:2,RPM-2007-05-10,4,neutral,1,hawkish,hawkish,False
RPM-2008-02-07:1649:2,RPM-2008-02-07,4,neutral,1,neutral,neutral,False
RPM-2008-02-07:1672:1,RPM-2008-02-07,4,dovish,1,hawkish,hawkish,False
RPM-2008-03-13:1716:1,RPM-2008-03-13,4,neutral,1,neutral,neutral,False
RPM-2008-03-13:1718:12,RPM-2008-03-13,4,neutral,1,neutral,neutral,False
RPM-2008-03-13:1724:1,RPM-2008-03-13,4,neutral,0,neutral,neutral,False
RPM-2008-08-14:2011:1,RPM-2008-08-14,4,neutral,1,neutral,neutral,False
RPM-2008-08-14:2017:1,RPM-2008-08-14,4,neutral,1,neutral,neutral,False
RPM-2008-08-14:2045:1,RPM-2008-08-14,4,hawkish,1,hawkish,hawkish,False
RPM-2009-05-07:2517:1,RPM-2009-05-07,4,neutral,1,neutral,neutral,False
RPM-2009-05-07:2519:1,RPM-2009-05-07,4,neutral,1,neutral,neutral,False
RPM-2009-05-07:2528:2,RPM-2009-05-07,4,neutral,1,neutral,neutral,False
RPM-2009-05-07:2532:2,RPM-2009-05-07,4,neutral,1,neutral,neutral,False
RPM-2012-01-12:4528:1,RPM-2012-01-12,4,neutral,1,neutral,neutral,False
RPM-2012-01-12:4537:2,RPM-2012-01-12,4,neutral,1,neutral,neutral,False
RPM-2012-01-12:4559:1,RPM-2012-01-12,4,neutral,1,neutral,neutral,False
RPM-2012-02-14:4615:1,RPM-2012-02-14,4,neutral,1,neutral,neutral,False
RPM-2012-02-14:4640:1,RPM-2012-02-14,4,neutral,0,neutral,neutral,False
RPM-2012-06-14:4862:1,RPM-2012-06-14,4,neutral,1,neutral,neutral,False
RPM-2012-06-14:4885:3,RPM-2012-06-14,4,neutral,0,neutral,neutral,False
RPM-2012-08-16:4989:1,RPM-2012-08-16,4,neutral,1,neutral,neutral,False
RPM-2012-08-16:5008:1,RPM-2012-08-16,4,neutral,1,neutral,neutral,False
RPM-2013-03-14:5443:1,RPM-2013-03-14,4,neutral,1,dovish,dovish,False
RPM-2013-06-13:5612:1,RPM-2013-06-13,4,neutral,1,neutral,neutral,False
RPM-2013-06-13:5620:1,RPM-2013-06-13,4,neutral,0,neutral,neutral,False
RPM-2013-06-13:5630:1,RPM-2013-06-13,4,dovish,1,dovish,dovish,False
RPM-2013-06-13:5631:1,RPM-2013-06-13,4,neutral,0,neutral,neutral,False
RPM-2013-06-13:5635:1,RPM-2013-06-13,4,neutral,0,neutral,neutral,False
RPM-2015-04-16:6699:1,RPM-2015-04-16,4,neutral,1,neutral,neutral,False
RPM-2015-06-11:6810:1,RPM-2015-06-11,4,neutral,0,neutral,neutral,False
RPM-2015-06-11:6857:2,RPM-2015-06-11,4,neutral,1,dovish,dovish,False
RPM-2015-10-15:7075:1,RPM-2015-10-15,4,neutral,1,neutral,neutral,False
RPM-2015-10-15:7093:1,RPM-2015-10-15,4,neutral,0,neutral,neutral,False
RPM-2015-10-15:7107:1,RPM-2015-10-15,4,neutral,0,neutral,neutral,False
RPM-2015-12-17:7207:1,RPM-2015-12-17,4,hawkish,1,neutral,neutral,False
RPM-2015-12-17:7210:1,RPM-2015-12-17,4,hawkish,1,dovish,dovish,False
RPM-2015-12-17:7211:1,RPM-2015-12-17,4,neutral,0,neutral,neutral,False
RPM-2005-07-12:296:1,RPM-2005-07-12,4,neutral,0,neutral,neutral,False
RPM-2005-07-12:297:1,RPM-2005-07-12,4,neutral,0,neutral,neutral,False
RPM-2005-07-12:308:1,RPM-2005-07-12,4,hawkish,1,hawkish,hawkish,False
RPM-2005-11-10:474:1,RPM-2005-11-10,4,neutral,1,neutral,neutral,False
RPM-2005-11-10:482:1,RPM-2005-11-10,4,neutral,1,neutral,neutral,False
RPM-2005-11-10:491:1,RPM-2005-11-10,4,neutral,0,neutral,neutral,False
RPM-2005-11-10:492:1,RPM-2005-11-10,4,hawkish,1,hawkish,hawkish,False
RPM-2005-11-10:499:1,RPM-2005-11-10,4,hawkish,1,hawkish,hawkish,False
RPM-2005-11-10:503:1,RPM-2005-11-10,4,hawkish,1,hawkish,hawkish,False
RPM-2006-03-16:614:1,RPM-2006-03-16,4,neutral,0,neutral,neutral,False
RPM-2006-03-16:614:3,RPM-2006-03-16,4,neutral,0,neutral,neutral,False
RPM-2006-03-16:619:1,RPM-2006-03-16,4,neutral,0,neutral,neutral,False
RPM-2006-03-16:621:1,RPM-2006-03-16,4,dovish,1,hawkish,hawkish,False
RPM-2006-03-16:625:1,RPM-2006-03-16,4,hawkish,1,hawkish,hawkish,False
RPM-2007-05-10:1223:1,RPM-2007-05-10,4,neutral,0,neutral,neutral,False
RPM-2007-05-10:1226:1,RPM-2007-05-10,4,neutral,1,neutral,neutral,False
RPM-2007-05-10:1227:1,RPM-2007-05-10,4,neutral,1,neutral,neutral,False
RPM-2007-05-10:1227:2,RPM-2007-05-10,4,neutral,1,neutral,neutral,False
RPM-2007-05-10:1246:1,RPM-2007-05-10,4,neutral,1,neutral,neutral,False
RPM-2007-05-10:1251:2,RPM-2007-05-10,4,neutral,0,neutral,neutral,False
RPM-2007-05-10:1251:3,RPM-2007-05-10,4,neutral,0,neutral,neutral,False
RPM-2007-05-10:1251:5,RPM-2007-05-10,4,neutral,0,neutral,neutral,False
RPM-2007-05-10:1254:1,RPM-2007-05-10,4,hawkish,1,hawkish,hawkish,False
RPM-2007-05-10:1260:1,RPM-2007-05-10,4,neutral,1,hawkish,dovish,True
RPM-2007-05-10:1261:1,RPM-2007-05-10,4,hawkish,1,hawkish,hawkish,False
RPM-2008-02-07:1644:1,RPM-2008-02-07,4,neutral,0,neutral,neutral,False
RPM-2008-02-07:1648:1,RPM-2008-02-07,4,neutral,1,neutral,neutral,False
RPM-2008-02-07:1648:2,RPM-2008-02-07,4,neutral,1,neutral,neutral,False
RPM-2008-02-07:1652:4,RPM-2008-02-07,4,neutral,1,neutral,neutral,False
RPM-2008-02-07:1674:1,RPM-2008-02-07,4,neutral,1,neutral,neutral,False
RPM-2008-02-07:1684:1,RPM-2008-02-07,4,hawkish,1,hawkish,hawkish,False
RPM-2008-03-13:1694:1,RPM-2008-03-13,4,neutral,1,neutral,neutral,False
RPM-2008-03-13:1703:1,RPM-2008-03-13,4,neutral,1,neutral,neutral,False
RPM-2008-03-13:1709:1,RPM-2008-03-13,4,neutral,1,neutral,neutral,False
RPM-2008-03-13:1711:1,RPM-2008-03-13,4,neutral,1,neutral,neutral,False
RPM-2008-03-13:1719:1,RPM-2008-03-13,4,neutral,1,neutral,neutral,False
RPM-2008-03-13:1721:1,RPM-2008-03-13,4,neutral,1,hawkish,hawkish,False
RPM-2008-03-13:1731:1,RPM-2008-03-13,4,dovish,1,dovish,dovish,False
RPM-2008-03-13:1731:2,RPM-2008-03-13,4,hawkish,1,dovish,dovish,False
RPM-2008-03-13:1737:2,RPM-2008-03-13,4,hawkish,1,neutral,neutral,False
RPM-2008-03-13:1739:1,RPM-2008-03-13,4,neutral,1,neutral,neutral,False
RPM-2008-08-14:1980:1,RPM-2008-08-14,4,neutral,0,neutral,neutral,False
RPM-2008-08-14:1994:1,RPM-2008-08-14,4,neutral,1,neutral,neutral,False
RPM-2008-08-14:1994:4,RPM-2008-08-14,4,neutral,1,neutral,neutral,False
RPM-2008-08-14:2016:2,RPM-2008-08-14,4,neutral,1,neutral,neutral,False
RPM-2008-08-14:2026:1,RPM-2008-08-14,4,neutral,1,neutral,neutral,False
RPM-2008-08-14:2027:1,RPM-2008-08-14,4,neutral,1,neutral,neutral,False
RPM-2008-08-14:2041:1,RPM-2008-08-14,4,hawkish,1,hawkish,hawkish,False
RPM-2008-08-14:2042:1,RPM-2008-08-14,4,hawkish,1,hawkish,hawkish,False
RPM-2008-08-14:2044:1,RPM-2008-08-14,4,hawkish,1,hawkish,hawkish,False
RPM-2009-05-07:2505:1,RPM-2009-05-07,4,neutral,0,neutral,neutral,False
RPM-2009-05-07:2525:1,RPM-2009-05-07,4,neutral,1,neutral,neutral,False
RPM-2009-05-07:2529:2,RPM-2009-05-07,4,neutral,1,neutral,neutral,False
RPM-2009-05-07:2530:1,RPM-2009-05-07,4,neutral,1,neutral,neutral,False
RPM-2009-05-07:2532:1,RPM-2009-05-07,4,neutral,1,neutral,neutral,False
RPM-2009-05-07:2532:5,RPM-2009-05-07,4,neutral,1,neutral,neutral,False
RPM-2009-05-07:2534:1,RPM-2009-05-07,4,neutral,1,neutral,neutral,False
RPM-2009-05-07:2535:2,RPM-2009-05-07,4,neutral,1,neutral,neutral,False
RPM-2009-05-07:2537:8,RPM-2009-05-07,4,neutral,1,neutral,neutral,False
RPM-2009-05-07:2538:1,RPM-2009-05-07,4,neutral,1,neutral,neutral,False
RPM-2009-05-07:2541:2,RPM-2009-05-07,4,neutral,0,neutral,neutral,False
RPM-2009-05-07:2550:1,RPM-2009-05-07,4,dovish,1,dovish,dovish,False
RPM-2012-01-12:4520:1,RPM-2012-01-12,4,neutral,0,neutral,neutral,False
RPM-2012-01-12:4525:1,RPM-2012-01-12,4,neutral,1,neutral,neutral,False
RPM-2012-01-12:4531:2,RPM-2012-01-12,4,neutral,1,neutral,neutral,False
RPM-2012-01-12:4555:3,RPM-2012-01-12,4,neutral,1,neutral,neutral,False
RPM-2012-02-14:4577:1,RPM-2012-02-14,4,neutral,1,neutral,neutral,False
RPM-2012-02-14:4584:1,RPM-2012-02-14,4,neutral,1,neutral,neutral,False
RPM-2012-02-14:4586:1,RPM-2012-02-14,4,neutral,1,neutral,neutral,False
RPM-2012-02-14:4611:1,RPM-2012-02-14,4,neutral,1,neutral,neutral,False
RPM-2012-02-14:4620:1,RPM-2012-02-14,4,neutral,1,neutral,neutral,False
RPM-2012-02-14:4628:1,RPM-2012-02-14,4,neutral,1,neutral,neutral,False
RPM-2012-02-14:4633:1,RPM-2012-02-14,4,neutral,1,neutral,neutral,False
RPM-2012-02-14:4648:1,RPM-2012-02-14,4,neutral,1,neutral,dovish,True
RPM-2012-06-14:4863:1,RPM-2012-06-14,4,neutral,0,neutral,neutral,False
RPM-2012-06-14:4890:1,RPM-2012-06-14,4,neutral,0,neutral,neutral,False
RPM-2012-06-14:4897:1,RPM-2012-06-14,4,neutral,1,neutral,dovish,True
RPM-2012-08-16:4976:1,RPM-2012-08-16,4,neutral,1,neutral,neutral,False
RPM-2012-08-16:5012:1,RPM-2012-08-16,4,neutral,1,neutral,neutral,False
RPM-2012-08-16:5030:1,RPM-2012-08-16,4,neutral,0,neutral,neutral,False
RPM-2012-08-16:5039:2,RPM-2012-08-16,4,neutral,0,neutral,neutral,False
RPM-2013-03-14:5412:2,RPM-2013-03-14,4,neutral,1,neutral,neutral,False
RPM-2013-03-14:5421:1,RPM-2013-03-14,4,neutral,1,neutral,neutral,False
RPM-2013-03-14:5430:1,RPM-2013-03-14,4,neutral,1,neutral,neutral,False
RPM-2013-06-13:5578:2,RPM-2013-06-13,4,neutral,1,neutral,neutral,False
RPM-2013-06-13:5599:1,RPM-2013-06-13,4,neutral,1,neutral,neutral,False
RPM-2013-06-13:5626:1,RPM-2013-06-13,4,neutral,1,neutral,neutral,False
RPM-2013-06-13:5632:1,RPM-2013-06-13,4,dovish,1,dovish,dovish,False
RPM-2015-04-16:6696:1,RPM-2015-04-16,4,neutral,1,neutral,neutral,False
RPM-2015-04-16:6698:1,RPM-2015-04-16,4,neutral,1,neutral,neutral,False
RPM-2015-04-16:6706:1,RPM-2015-04-16,4,neutral,1,neutral,neutral,False
RPM-2015-04-16:6737:1,RPM-2015-04-16,4,neutral,1,neutral,neutral,False
RPM-2015-04-16:6741:3,RPM-2015-04-16,4,neutral,0,neutral,neutral,False
RPM-2015-04-16:6744:2,RPM-2015-04-16,4,dovish,1,dovish,dovish,False
RPM-2015-06-11:6824:1,RPM-2015-06-11,4,neutral,0,neutral,neutral,False
RPM-2015-06-11:6839:2,RPM-2015-06-11,4,neutral,1,neutral,neutral,False
RPM-2015-06-11:6854:1,RPM-2015-06-11,4,dovish,1,dovish,dovish,False
RPM-2015-06-11:6856:1,RPM-2015-06-11,4,neutral,1,dovish,dovish,False
RPM-2015-10-15:7058:5,RPM-2015-10-15,4,neutral,1,neutral,neutral,False
RPM-2015-10-15:7063:2,RPM-2015-10-15,4,neutral,1,neutral,neutral,False
