intervencion_id,meeting_id,etiqueta,fold,pred_a,pred_b,pred,condicion,prob_b_dovish,prob_b_hawkish,prob_b_neutral
RPM-2005-03-10:194:1,RPM-2005-03-10,neutral,1,0,neutral,neutral,ampliado_59,0.31713049664141313,0.24778046935838874,0.4350890340001981
RPM-2005-03-10:195:1,RPM-2005-03-10,neutral,1,0,neutral,neutral,ampliado_59,0.07756310924946465,0.0675600349707174,0.854876855779818
RPM-2005-03-10:196:1,RPM-2005-03-10,neutral,1,1,neutral,neutral,ampliado_59,0.20818744111118972,0.2945727114191067,0.49723984746970357
RPM-2005-03-10:197:1,RPM-2005-03-10,neutral,1,1,hawkish,hawkish,ampliado_59,0.17979196886849227,0.43700694842024285,0.38320108271126496
RPM-2005-03-10:198:1,RPM-2005-03-10,hawkish,1,1,hawkish,hawkish,ampliado_59,0.20345999156538022,0.5870690834685754,0.20947092496604433
RPM-2005-03-10:199:1,RPM-2005-03-10,neutral,1,0,hawkish,neutral,ampliado_59,0.15961026369334497,0.5789224674352668,0.26146726887138827
RPM-2005-03-10:200:1,RPM-2005-03-10,hawkish,1,1,hawkish,hawkish,ampliado_59,0.12028201398281954,0.775776448408115,0.10394153760906552
RPM-2006-05-11:657:2,RPM-2006-05-11,neutral,1,1,neutral,neutral,ampliado_59,0.14820298249310387,0.09021245125396585,0.7615845662529303
RPM-2006-05-11:661:1,RPM-2006-05-11,neutral,1,1,neutral,neutral,ampliado_59,0.08692566351597673,0.021405561464175715,0.8916687750198474
RPM-2006-05-11:671:1,RPM-2006-05-11,dovish,1,1,hawkish,hawkish,ampliado_59,0.2932672310337192,0.39898747435646775,0.3077452946098131
RPM-2006-05-11:672:1,RPM-2006-05-11,dovish,1,1,hawkish,hawkish,ampliado_59,0.3711189196726201,0.5204723383933719,0.10840874193400796
RPM-2006-05-11:673:1,RPM-2006-05-11,dovish,1,1,dovish,dovish,ampliado_59,0.36398982813022845,0.3634886091660324,0.2725215627037392
RPM-2006-05-11:674:1,RPM-2006-05-11,hawkish,1,1,hawkish,hawkish,ampliado_59,0.29180147903217923,0.5066501207901948,0.201548400177626
RPM-2006-08-10:789:1,RPM-2006-08-10,neutral,1,1,neutral,neutral,ampliado_59,0.03045164975064075,0.028692129819725302,0.9408562204296339
RPM-2006-08-10:807:1,RPM-2006-08-10,neutral,1,0,neutral,neutral,ampliado_59,0.028088583834398422,0.02166124464429002,0.9502501715213115
RPM-2006-08-10:816:1,RPM-2006-08-10,neutral,1,0,neutral,neutral,ampliado_59,0.07759040172251373,0.07556791160365608,0.8468416866738302
RPM-2006-08-10:818:1,RPM-2006-08-10,neutral,1,0,neutral,neutral,ampliado_59,0.048797841418703566,0.057571503463349424,0.893630655117947
RPM-2006-08-10:820:1,RPM-2006-08-10,neutral,1,1,neutral,neutral,ampliado_59,0.2594824971209151,0.13515037280961686,0.6053671300694681
RPM-2006-08-10:826:1,RPM-2006-08-10,hawkish,1,1,hawkish,hawkish,ampliado_59,0.22149547512277926,0.6870371573728672,0.09146736750435357
RPM-2007-06-14:1278:1,RPM-2007-06-14,neutral,1,1,neutral,neutral,ampliado_59,0.11110163337841283,0.04967154229465626,0.839226824326931
RPM-2007-06-14:1305:1,RPM-2007-06-14,hawkish,1,1,hawkish,hawkish,ampliado_59,0.3781737258807747,0.5292436965941025,0.09258257752512276
RPM-2007-07-12:1314:2,RPM-2007-07-12,neutral,1,1,neutral,neutral,ampliado_59,0.026480811251217297,0.025698439122381893,0.9478207496264007
RPM-2007-07-12:1324:1,RPM-2007-07-12,neutral,1,1,neutral,neutral,ampliado_59,0.08588483040025466,0.143587382398841,0.7705277872009043
RPM-2007-07-12:1325:3,RPM-2007-07-12,neutral,1,1,neutral,neutral,ampliado_59,0.02594235261865463,0.01723234880096439,0.956825298580381
RPM-2007-07-12:1329:1,RPM-2007-07-12,neutral,1,1,neutral,neutral,ampliado_59,0.037479307662279665,0.026827224896224508,0.9356934674414958
RPM-2007-07-12:1332:1,RPM-2007-07-12,neutral,1,1,neutral,neutral,ampliado_59,0.03760859231631747,0.027448303933448007,0.9349431037502345
RPM-2007-07-12:1335:2,RPM-2007-07-12,neutral,1,1,neutral,neutral,ampliado_59,0.11117246802745076,0.04770719967109147,0.8411203323014579
RPM-2008-06-10:1869:7,RPM-2008-06-10,neutral,1,1,neutral,neutral,ampliado_59,0.04473606106374828,0.05086537235116009,0.9043985665850917
RPM-2008-06-10:1873:4,RPM-2008-06-10,neutral,1,1,neutral,neutral,ampliado_59,0.051411564137959886,0.03268460137468041,0.9159038344873597
RPM-2008-06-10:1874:1,RPM-2008-06-10,neutral,1,1,neutral,neutral,ampliado_59,0.11806492083760999,0.06278272352774766,0.8191523556346424
RPM-2008-06-10:1879:1,RPM-2008-06-10,neutral,1,1,neutral,neutral,ampliado_59,0.051470551422644964,0.0462384744615473,0.9022909741158077
RPM-2008-06-10:1889:3,RPM-2008-06-10,neutral,1,1,neutral,neutral,ampliado_59,0.05881180472004161,0.08048906793528654,0.8606991273446719
RPM-2008-06-10:1902:1,RPM-2008-06-10,hawkish,1,1,hawkish,hawkish,ampliado_59,0.20824407844733112,0.6856727960611615,0.10608312549150735
RPM-2008-07-10:1916:2,RPM-2008-07-10,neutral,1,1,neutral,neutral,ampliado_59,0.1835845931267299,0.11111409243072397,0.7053013144425462
RPM-2008-07-10:1917:3,RPM-2008-07-10,neutral,1,1,neutral,neutral,ampliado_59,0.06034650564317998,0.04734075433528158,0.8923127400215385
RPM-2008-07-10:1923:7,RPM-2008-07-10,neutral,1,1,neutral,neutral,ampliado_59,0.179937776461953,0.0968970231629215,0.7231652003751254
RPM-2008-07-10:1945:1,RPM-2008-07-10,neutral,1,1,neutral,neutral,ampliado_59,0.05192906663078379,0.08452206634202508,0.8635488670271911
RPM-2008-07-10:1948:2,RPM-2008-07-10,neutral,1,1,neutral,neutral,ampliado_59,0.16510895098455847,0.11091493315059135,0.7239761158648502
RPM-2008-07-10:1953:1,RPM-2008-07-10,neutral,1,1,neutral,neutral,ampliado_59,0.10370985708324053,0.054789815173957764,0.8415003277428017
RPM-2008-07-10:1975:1,RPM-2008-07-10,neutral,1,1,hawkish,hawkish,ampliado_59,0.142939273852138,0.6326234545477063,0.22443727160015564
RPM-2008-12-11:2177:2,RPM-2008-12-11,neutral,1,1,neutral,neutral,ampliado_59,0.024804978199933297,0.021078829005809048,0.9541161927942577
RPM-2008-12-11:2206:3,RPM-2008-12-11,neutral,1,1,neutral,neutral,ampliado_59,0.02552745567797437,0.02128722100777106,0.9531853233142545
RPM-2008-12-11:2217:1,RPM-2008-12-11,neutral,1,1,neutral,neutral,ampliado_59,0.049329720579090054,0.03380287744225087,0.9168674019786591
RPM-2008-12-11:2221:2,RPM-2008-12-11,neutral,1,1,neutral,neutral,ampliado_59,0.05459345170710506,0.0776881048679821,0.8677184434249129
RPM-2008-12-11:2229:1,RPM-2008-12-11,neutral,1,1,neutral,neutral,ampliado_59,0.07048851170288578,0.029977388898714555,0.8995340993983997
RPM-2008-12-11:2232:1,RPM-2008-12-11,neutral,1,1,neutral,neutral,ampliado_59,0.07183153981825534,0.07615324286548415,0.8520152173162605
RPM-2008-12-11:2237:4,RPM-2008-12-11,neutral,1,0,neutral,neutral,ampliado_59,0.11821342407311894,0.10079951123616512,0.780987064690716
RPM-2008-12-11:2238:1,RPM-2008-12-11,dovish,1,1,dovish,dovish,ampliado_59,0.522923645499937,0.33721905167104,0.1398573028290231
RPM-2008-12-11:2249:1,RPM-2008-12-11,neutral,1,1,dovish,dovish,ampliado_59,0.5363144293091511,0.13663575353068083,0.3270498171601682
RPM-2008-12-11:2251:1,RPM-2008-12-11,dovish,1,1,dovish,dovish,ampliado_59,0.5222017996274817,0.3282435535937228,0.1495546467787955
RPM-2009-09-08:2705:7,RPM-2009-09-08,neutral,1,0,neutral,neutral,ampliado_59,0.12446540148021346,0.08443061467993994,0.7911039838398466
RPM-2009-09-08:2706:1,RPM-2009-09-08,neutral,1,0,neutral,neutral,ampliado_59,0.12145279388057242,0.10524241096787675,0.7733047951515509
RPM-2010-08-12:3286:3,RPM-2010-08-12,neutral,1,1,neutral,neutral,ampliado_59,0.13550129828900087,0.08231394288143311,0.7821847588295661
RPM-2010-08-12:3302:1,RPM-2010-08-12,neutral,1,1,neutral,neutral,ampliado_59,0.03923960822811575,0.037056851791680785,0.9237035399802035
RPM-2010-08-12:3303:3,RPM-2010-08-12,neutral,1,1,neutral,neutral,ampliado_59,0.062247253341722694,0.03649090614214749,0.9012618405161299
RPM-2010-08-12:3308:2,RPM-2010-08-12,neutral,1,1,neutral,neutral,ampliado_59,0.0398219056606214,0.028023634550886065,0.9321544597884925
RPM-2010-08-12:3310:4,RPM-2010-08-12,neutral,1,1,neutral,neutral,ampliado_59,0.04759557277355971,0.046298718396492536,0.9061057088299477
RPM-2010-08-12:3337:1,RPM-2010-08-12,hawkish,1,1,neutral,neutral,ampliado_59,0.35227149809941233,0.2402819721811511,0.40744652971943657
RPM-2012-11-13:5207:3,RPM-2012-11-13,neutral,1,0,neutral,neutral,ampliado_59,0.13639099279180875,0.2985321144931757,0.5650768927150156
RPM-2012-11-13:5215:1,RPM-2012-11-13,neutral,1,1,dovish,dovish,ampliado_59,0.5337653013590499,0.18522704934234674,0.2810076492986033
RPM-2013-08-13:5718:1,RPM-2013-08-13,neutral,1,0,neutral,neutral,ampliado_59,0.04386140987727576,0.017945424296468417,0.9381931658262558
RPM-2013-08-13:5727:2,RPM-2013-08-13,neutral,1,1,neutral,neutral,ampliado_59,0.07703588106276602,0.04114589495939795,0.881818223977836
RPM-2013-08-13:5738:2,RPM-2013-08-13,neutral,1,0,neutral,neutral,ampliado_59,0.15481285869698955,0.07680085745796368,0.7683862838450468
RPM-2013-08-13:5748:1,RPM-2013-08-13,neutral,1,1,neutral,neutral,ampliado_59,0.3865414418381336,0.22227598219234151,0.39118257596952494
RPM-2013-08-13:5752:2,RPM-2013-08-13,neutral,1,0,dovish,neutral,ampliado_59,0.750035513974965,0.03215490586248593,0.21780958016254912
RPM-2014-10-16:6451:2,RPM-2014-10-16,neutral,1,1,neutral,neutral,ampliado_59,0.08392543245959004,0.06237499006685743,0.8536995774735525
RPM-2014-10-16:6452:1,RPM-2014-10-16,neutral,1,1,neutral,neutral,ampliado_59,0.10012385480638178,0.04161979691969619,0.858256348273922
RPM-2014-10-16:6484:1,RPM-2014-10-16,dovish,1,1,dovish,dovish,ampliado_59,0.6944661407491879,0.15539895516446584,0.15013490408634628
RPM-2015-05-14:6760:1,RPM-2015-05-14,neutral,1,1,neutral,neutral,ampliado_59,0.07231871370117711,0.02698150879638479,0.9006997775024381
RPM-2015-05-14:6762:1,RPM-2015-05-14,neutral,1,0,neutral,neutral,ampliado_59,0.04580857246516567,0.025661005948384476,0.9285304215864499
RPM-2015-05-14:6769:2,RPM-2015-05-14,neutral,1,1,neutral,neutral,ampliado_59,0.05835161243342683,0.040334740295261844,0.9013136472713114
RPM-2015-05-14:6772:1,RPM-2015-05-14,neutral,1,1,neutral,neutral,ampliado_59,0.08735887222863084,0.03789112855729592,0.8747499992140734
RPM-2015-05-14:6773:1,RPM-2015-05-14,neutral,1,1,neutral,neutral,ampliado_59,0.06170513817153556,0.03234067900527819,0.9059541828231863
RPM-2015-05-14:6774:1,RPM-2015-05-14,neutral,1,1,neutral,neutral,ampliado_59,0.05720562346724204,0.03217351597427436,0.9106208605584837
RPM-2015-05-14:6800:1,RPM-2015-05-14,neutral,1,0,neutral,neutral,ampliado_59,0.026212494012203845,0.02939580183144979,0.9443917041563464
RPM-2015-05-14:6804:1,RPM-2015-05-14,neutral,1,1,dovish,dovish,ampliado_59,0.6007538558051809,0.15645052564627313,0.242795618548546
RPM-2005-04-07:207:10,RPM-2005-04-07,neutral,2,0,neutral,neutral,control,,,
RPM-2006-01-12:527:1,RPM-2006-01-12,neutral,2,0,neutral,neutral,control,,,
RPM-2006-01-12:571:1,RPM-2006-01-12,hawkish,2,1,hawkish,hawkish,control,,,
RPM-2006-10-12:941:1,RPM-2006-10-12,neutral,2,1,dovish,dovish,control,,,
RPM-2007-10-11:1505:1,RPM-2007-10-11,neutral,2,1,neutral,neutral,control,,,
RPM-2008-09-04:2048:1,RPM-2008-09-04,neutral,2,0,neutral,neutral,control,,,
RPM-2008-09-04:2083:1,RPM-2008-09-04,neutral,2,1,neutral,neutral,control,,,
RPM-2008-09-04:2088:1,RPM-2008-09-04,hawkish,2,1,hawkish,hawkish,control,,,
RPM-2009-07-09:2608:4,RPM-2009-07-09,neutral,2,1,neutral,neutral,control,,,
RPM-2009-07-09:2644:2,RPM-2009-07-09,dovish,2,1,dovish,dovish,control,,,
RPM-2009-10-13:2714:1,RPM-2009-10-13,neutral,2,0,neutral,neutral,control,,,
RPM-2009-10-13:2725:5,RPM-2009-10-13,neutral,2,1,neutral,neutral,control,,,
RPM-2009-10-13:2742:1,RPM-2009-10-13,neutral,2,1,neutral,neutral,control,,,
RPM-2009-12-15:2809:1,RPM-2009-12-15,neutral,2,1,neutral,neutral,control,,,
RPM-2009-12-15:2821:1,RPM-2009-12-15,neutral,2,1,neutral,neutral,control,,,
RPM-2009-12-15:2823:2,RPM-2009-12-15,neutral,2,1,neutral,neutral,control,,,
RPM-2009-12-15:2829:1,RPM-2009-12-15,neutral,2,1,neutral,neutral,control,,,
RPM-2010-09-16:3372:1,RPM-2010-09-16,neutral,2,1,neutral,neutral,control,,,
RPM-2010-09-16:3388:2,RPM-2010-09-16,neutral,2,1,neutral,neutral,control,,,
RPM-2010-09-16:3422:1,RPM-2010-09-16,neutral,2,0,neutral,neutral,control,,,
RPM-2011-01-13:3695:1,RPM-2011-01-13,neutral,2,1,neutral,neutral,control,,,
RPM-2012-03-15:4713:1,RPM-2012-03-15,neutral,2,1,neutral,neutral,control,,,
RPM-2012-03-15:4719:6,RPM-2012-03-15,neutral,2,1,neutral,neutral,control,,,
RPM-2013-11-19:5864:1,RPM-2013-11-19,neutral,2,1,neutral,neutral,control,,,
RPM-2013-11-19:5873:1,RPM-2013-11-19,neutral,2,1,neutral,neutral,control,,,
RPM-2015-01-15:6562:1,RPM-2015-01-15,neutral,2,1,neutral,neutral,control,,,
RPM-2015-01-15:6584:1,RPM-2015-01-15,neutral,2,0,neutral,neutral,control,,,
RPM-2015-01-15:6586:3,RPM-2015-01-15,neutral,2,0,neutral,neutral,control,,,
RPM-2005-04-07:201:1,RPM-2005-04-07,neutral,2,0,neutral,neutral,control,,,
RPM-2005-04-07:202:2,RPM-2005-04-07,neutral,2,1,neutral,neutral,control,,,
RPM-2005-04-07:202:3,RPM-2005-04-07,neutral,2,0,neutral,neutral,control,,,
RPM-2005-04-07:203:1,RPM-2005-04-07,neutral,2,1,neutral,neutral,control,,,
RPM-2005-04-07:203:2,RPM-2005-04-07,neutral,2,1,neutral,neutral,control,,,
RPM-2005-04-07:203:3,RPM-2005-04-07,neutral,2,1,neutral,neutral,control,,,
RPM-2005-04-07:203:4,RPM-2005-04-07,neutral,2,1,neutral,neutral,control,,,
RPM-2005-04-07:204:1,RPM-2005-04-07,neutral,2,0,neutral,neutral,control,,,
RPM-2005-04-07:204:2,RPM-2005-04-07,neutral,2,1,neutral,neutral,control,,,
RPM-2005-04-07:204:3,RPM-2005-04-07,neutral,2,1,neutral,neutral,control,,,
RPM-2005-04-07:205:1,RPM-2005-04-07,neutral,2,1,neutral,neutral,control,,,
RPM-2005-04-07:205:3,RPM-2005-04-07,neutral,2,1,neutral,neutral,control,,,
RPM-2005-04-07:205:4,RPM-2005-04-07,neutral,2,1,neutral,neutral,control,,,
RPM-2005-04-07:205:5,RPM-2005-04-07,neutral,2,1,neutral,neutral,control,,,
RPM-2005-04-07:206:1,RPM-2005-04-07,neutral,2,1,neutral,neutral,control,,,
RPM-2005-04-07:206:2,RPM-2005-04-07,neutral,2,1,neutral,neutral,control,,,
RPM-2005-04-07:206:3,RPM-2005-04-07,neutral,2,1,neutral,neutral,control,,,
RPM-2005-04-07:206:4,RPM-2005-04-07,neutral,2,0,neutral,neutral,control,,,
RPM-2005-04-07:206:5,RPM-2005-04-07,neutral,2,1,neutral,neutral,control,,,
RPM-2005-04-07:207:1,RPM-2005-04-07,neutral,2,1,neutral,neutral,control,,,
RPM-2005-04-07:207:11,RPM-2005-04-07,neutral,2,1,neutral,neutral,control,,,
RPM-2005-04-07:207:12,RPM-2005-04-07,neutral,2,1,neutral,neutral,control,,,
RPM-2005-04-07:207:2,RPM-2005-04-07,neutral,2,1,neutral,neutral,control,,,
RPM-2005-04-07:207:3,RPM-2005-04-07,neutral,2,1,neutral,neutral,control,,,
RPM-2005-04-07:207:4,RPM-2005-04-07,neutral,2,1,neutral,neutral,control,,,
RPM-2005-04-07:207:5,RPM-2005-04-07,neutral,2,1,neutral,neutral,control,,,
RPM-2005-04-07:207:6,RPM-2005-04-07,neutral,2,1,neutral,neutral,control,,,
RPM-2005-04-07:207:7,RPM-2005-04-07,neutral,2,1,neutral,neutral,control,,,
RPM-2005-04-07:207:8,RPM-2005-04-07,neutral,2,1,neutral,neutral,control,,,
RPM-2005-04-07:207:9,RPM-2005-04-07,neutral,2,1,neutral,neutral,control,,,
RPM-2005-04-07:208:1,RPM-2005-04-07,neutral,2,1,neutral,neutral,control,,,
RPM-2005-04-07:209:1,RPM-2005-04-07,neutral,2,1,neutral,neutral,control,,,
RPM-2005-04-07:210:1,RPM-2005-04-07,neutral,2,1,neutral,neutral,control,,,
RPM-2005-04-07:210:2,RPM-2005-04-07,neutral,2,1,neutral,neutral,control,,,
RPM-2005-04-07:210:3,RPM-2005-04-07,neutral,2,1,neutral,neutral,control,,,
RPM-2005-04-07:211:1,RPM-2005-04-07,neutral,2,1,neutral,neutral,control,,,
RPM-2005-04-07:212:1,RPM-2005-04-07,neutral,2,0,neutral,neutral,control,,,
RPM-2005-04-07:212:2,RPM-2005-04-07,neutral,2,1,neutral,neutral,control,,,
RPM-2005-04-07:212:3,RPM-2005-04-07,neutral,2,1,neutral,neutral,control,,,
RPM-2005-04-07:212:4,RPM-2005-04-07,neutral,2,1,neutral,neutral,control,,,
RPM-2005-04-07:212:5,RPM-2005-04-07,neutral,2,1,neutral,neutral,control,,,
RPM-2005-04-07:213:1,RPM-2005-04-07,neutral,2,1,neutral,neutral,control,,,
RPM-2005-04-07:213:2,RPM-2005-04-07,neutral,2,1,neutral,neutral,control,,,
RPM-2005-04-07:213:3,RPM-2005-04-07,neutral,2,1,neutral,neutral,control,,,
RPM-2005-04-07:214:1,RPM-2005-04-07,neutral,2,0,neutral,neutral,control,,,
RPM-2005-04-07:214:2,RPM-2005-04-07,neutral,2,0,neutral,neutral,control,,,
RPM-2005-04-07:214:3,RPM-2005-04-07,neutral,2,0,neutral,neutral,control,,,
RPM-2005-04-07:214:4,RPM-2005-04-07,hawkish,2,1,hawkish,hawkish,control,,,
RPM-2005-04-07:214:5,RPM-2005-04-07,neutral,2,0,neutral,neutral,control,,,
RPM-2005-04-07:215:1,RPM-2005-04-07,dovish,2,1,hawkish,hawkish,control,,,
RPM-2005-04-07:216:1,RPM-2005-04-07,hawkish,2,1,hawkish,hawkish,control,,,
RPM-2005-04-07:217:1,RPM-2005-04-07,hawkish,2,1,hawkish,hawkish,control,,,
RPM-2005-04-07:217:2,RPM-2005-04-07,hawkish,2,1,hawkish,hawkish,control,,,
RPM-2005-04-07:218:1,RPM-2005-04-07,hawkish,2,1,hawkish,hawkish,control,,,
RPM-2005-04-07:219:1,RPM-2005-04-07,hawkish,2,1,hawkish,hawkish,control,,,
RPM-2005-04-07:219:2,RPM-2005-04-07,hawkish,2,1,hawkish,hawkish,control,,,
RPM-2005-04-07:220:1,RPM-2005-04-07,neutral,2,0,neutral,neutral,control,,,
RPM-2005-09-08:390:1,RPM-2005-09-08,hawkish,2,1,hawkish,hawkish,control,,,
RPM-2005-09-08:391:1,RPM-2005-09-08,neutral,2,0,neutral,neutral,control,,,
RPM-2006-01-12:533:1,RPM-2006-01-12,neutral,2,1,hawkish,hawkish,control,,,
RPM-2006-01-12:553:1,RPM-2006-01-12,neutral,2,1,neutral,neutral,control,,,
RPM-2006-01-12:564:1,RPM-2006-01-12,neutral,2,1,neutral,neutral,control,,,
RPM-2006-01-12:567:1,RPM-2006-01-12,neutral,2,1,neutral,neutral,control,,,
RPM-2006-10-12:897:1,RPM-2006-10-12,neutral,2,0,neutral,neutral,control,,,
RPM-2006-10-12:906:1,RPM-2006-10-12,neutral,2,1,neutral,neutral,control,,,
RPM-2006-10-12:919:1,RPM-2006-10-12,neutral,2,1,neutral,neutral,control,,,
RPM-2006-10-12:922:1,RPM-2006-10-12,neutral,2,1,neutral,neutral,control,,,
RPM-2006-10-12:936:1,RPM-2006-10-12,dovish,2,1,dovish,dovish,control,,,
RPM-2007-10-11:1497:1,RPM-2007-10-11,neutral,2,1,neutral,neutral,control,,,
RPM-2007-10-11:1502:1,RPM-2007-10-11,neutral,2,1,neutral,neutral,control,,,
RPM-2007-10-11:1503:3,RPM-2007-10-11,neutral,2,1,neutral,neutral,control,,,
RPM-2007-10-11:1504:2,RPM-2007-10-11,neutral,2,1,neutral,neutral,control,,,
RPM-2007-10-11:1507:1,RPM-2007-10-11,neutral,2,1,neutral,neutral,control,,,
RPM-2007-10-11:1508:3,RPM-2007-10-11,neutral,2,0,neutral,neutral,control,,,
RPM-2007-10-11:1519:1,RPM-2007-10-11,neutral,2,1,hawkish,hawkish,control,,,
RPM-2008-09-04:2050:3,RPM-2008-09-04,neutral,2,1,neutral,neutral,control,,,
RPM-2008-09-04:2067:1,RPM-2008-09-04,neutral,2,1,neutral,neutral,control,,,
RPM-2008-09-04:2073:1,RPM-2008-09-04,neutral,2,1,neutral,neutral,control,,,
RPM-2008-09-04:2086:1,RPM-2008-09-04,hawkish,2,1,hawkish,hawkish,control,,,
RPM-2008-09-04:2094:1,RPM-2008-09-04,hawkish,2,1,hawkish,hawkish,control,,,
RPM-2008-09-04:2095:1,RPM-2008-09-04,hawkish,2,1,hawkish,hawkish,control,,,
RPM-2008-09-04:2099:1,RPM-2008-09-04,hawkish,2,1,hawkish,hawkish,control,,,
RPM-2008-09-04:2100:1,RPM-2008-09-04,neutral,2,0,neutral,neutral,control,,,
RPM-2009-07-09:2629:3,RPM-2009-07-09,neutral,2,1,neutral,neutral,control,,,
RPM-2009-07-09:2637:2,RPM-2009-07-09,neutral,2,1,neutral,neutral,control,,,
RPM-2009-10-13:2715:1,RPM-2009-10-13,neutral,2,0,neutral,neutral,control,,,
RPM-2009-10-13:2718:1,RPM-2009-10-13,neutral,2,1,neutral,neutral,control,,,
RPM-2009-10-13:2726:2,RPM-2009-10-13,neutral,2,1,neutral,neutral,control,,,
RPM-2009-10-13:2728:1,RPM-2009-10-13,neutral,2,0,neutral,neutral,control,,,
RPM-2009-10-13:2729:1,RPM-2009-10-13,neutral,2,1,neutral,neutral,control,,,
RPM-2009-10-13:2734:2,RPM-2009-10-13,neutral,2,1,neutral,neutral,control,,,
RPM-2009-10-13:2747:1,RPM-2009-10-13,neutral,2,0,neutral,neutral,control,,,
RPM-2009-10-13:2757:2,RPM-2009-10-13,dovish,2,1,dovish,dovish,control,,,
RPM-2009-10-13:2758:1,RPM-2009-10-13,dovish,2,1,hawkish,hawkish,control,,,
RPM-2009-12-15:2828:1,RPM-2009-12-15,neutral,2,1,neutral,neutral,control,,,
RPM-2010-09-16:3345:1,RPM-2010-09-16,neutral,2,0,neutral,neutral,control,,,
RPM-2010-09-16:3346:1,RPM-2010-09-16,neutral,2,0,neutral,neutral,control,,,
RPM-2010-09-16:3354:3,RPM-2010-09-16,neutral,2,1,neutral,neutral,control,,,
RPM-2010-09-16:3374:1,RPM-2010-09-16,neutral,2,1,neutral,neutral,control,,,
RPM-2010-09-16:3389:1,RPM-2010-09-16,neutral,2,1,neutral,neutral,control,,,
RPM-2010-09-16:3395:4,RPM-2010-09-16,neutral,2,1,neutral,neutral,control,,,
RPM-2010-09-16:3409:2,RPM-2010-09-16,neutral,2,1,neutral,neutral,control,,,
RPM-2011-01-13:3651:1,RPM-2011-01-13,neutral,2,1,neutral,neutral,control,,,
RPM-2011-01-13:3656:3,RPM-2011-01-13,neutral,2,1,neutral,neutral,control,,,
RPM-2011-01-13:3659:1,RPM-2011-01-13,neutral,2,0,neutral,neutral,control,,,
RPM-2011-01-13:3672:1,RPM-2011-01-13,neutral,2,1,neutral,neutral,control,,,
RPM-2011-01-13:3698:1,RPM-2011-01-13,neutral,2,1,neutral,neutral,control,,,
RPM-2011-01-13:3717:1,RPM-2011-01-13,neutral,2,0,neutral,neutral,control,,,
RPM-2012-03-15:4681:1,RPM-2012-03-15,neutral,2,1,neutral,neutral,control,,,
RPM-2012-03-15:4689:2,RPM-2012-03-15,neutral,2,1,neutral,neutral,control,,,
RPM-2012-03-15:4697:1,RPM-2012-03-15,neutral,2,1,neutral,neutral,control,,,
RPM-2012-03-15:4701:1,RPM-2012-03-15,neutral,2,1,neutral,neutral,control,,,
RPM-2012-03-15:4706:2,RPM-2012-03-15,neutral,2,1,neutral,neutral,control,,,
RPM-2012-03-15:4720:1,RPM-2012-03-15,neutral,2,0,neutral,neutral,control,,,
RPM-2012-03-15:4721:1,RPM-2012-03-15,neutral,2,1,hawkish,hawkish,control,,,
RPM-2013-11-19:5861:1,RPM-2013-11-19,neutral,2,1,neutral,neutral,control,,,
RPM-2013-11-19:5866:1,RPM-2013-11-19,neutral,2,1,neutral,neutral,control,,,
RPM-2013-11-19:5872:1,RPM-2013-11-19,neutral,2,0,neutral,neutral,control,,,
RPM-2013-11-19:5884:3,RPM-2013-11-19,neutral,2,0,neutral,neutral,control,,,
RPM-2013-11-19:5900:1,RPM-2013-11-19,dovish,2,1,dovish,dovish,control,,,
RPM-2013-11-19:5901:1,RPM-2013-11-19,dovish,2,1,dovish,dovish,control,,,
RPM-2014-09-11:6397:1,RPM-2014-09-11,neutral,2,1,neutral,neutral,control,,,
RPM-2014-09-11:6405:1,RPM-2014-09-11,neutral,2,1,neutral,neutral,control,,,
RPM-2014-09-11:6406:1,RPM-2014-09-11,neutral,2,1,neutral,neutral,control,,,
RPM-2014-09-11:6414:1,RPM-2014-09-11,neutral,2,1,neutral,neutral,control,,,
RPM-2014-09-11:6415:3,RPM-2014-09-11,neutral,2,1,neutral,neutral,control,,,
RPM-2014-09-11:6423:1,RPM-2014-09-11,neutral,2,0,neutral,neutral,control,,,
RPM-2014-09-11:6437:1,RPM-2014-09-11,dovish,2,1,dovish,dovish,control,,,
RPM-2015-01-15:6550:1,RPM-2015-01-15,neutral,2,0,neutral,neutral,control,,,
RPM-2015-01-15:6585:1,RPM-2015-01-15,neutral,2,1,dovish,dovish,control,,,
RPM-2015-01-15:6592:1,RPM-2015-01-15,neutral,2,0,neutral,neutral,control,,,
RPM-2005-04-07:207:10,RPM-2005-04-07,neutral,2,0,neutral,neutral,ampliado_59,0.029010677985201353,0.03610533762962532,0.9348839843851734
RPM-2006-01-12:527:1,RPM-2006-01-12,neutral,2,0,neutral,neutral,ampliado_59,0.15558507059260623,0.062457741717451706,0.781957187689942
RPM-2006-01-12:571:1,RPM-2006-01-12,hawkish,2,1,hawkish,hawkish,ampliado_59,0.2591243711512594,0.7113279386531108,0.02954769019562979
RPM-2006-10-12:941:1,RPM-2006-10-12,neutral,2,1,dovish,dovish,ampliado_59,0.5368867020089633,0.29663030277304236,0.16648299521799445
RPM-2007-10-11:1505:1,RPM-2007-10-11,neutral,2,1,neutral,neutral,ampliado_59,0.044497308161643864,0.02135937321731117,0.934143318621045
RPM-2008-09-04:2048:1,RPM-2008-09-04,neutral,2,0,neutral,neutral,ampliado_59,0.10448186060647421,0.10677652720887315,0.7887416121846526
