intervencion_id,n_ventanas,caracteres,caracteres_contexto,numero_ambiguo
RPM-2010-02-11:2931:3,0,242,0,False
RPM-2010-02-11:2932:1,0,1555,0,False
RPM-2010-02-11:2943:1,0,231,0,False
RPM-2010-02-11:2958:2,1,224,224,False
RPM-2010-02-11:2962:2,0,120,0,False
RPM-2010-04-15:3063:2,0,2913,0,False
RPM-2010-04-15:3065:1,0,315,0,False
RPM-2010-04-15:3076:1,1,3671,2480,False
RPM-2010-06-15:3132:2,0,672,0,False
RPM-2010-06-15:3134:1,0,1151,0,False
RPM-2010-06-15:3135:1,1,2079,798,False
RPM-2010-06-15:3147:1,0,203,0,False
RPM-2010-06-15:3151:1,0,1288,0,False
RPM-2010-06-15:3188:1,0,461,0,False
RPM-2010-06-15:3192:1,0,1317,0,False
RPM-2010-08-12:3286:3,1,1547,920,False
RPM-2010-08-12:3302:1,0,95,0,False
RPM-2010-08-12:3303:3,0,114,0,False
RPM-2010-08-12:3308:2,0,277,0,False
RPM-2010-08-12:3310:4,0,759,0,False
RPM-2010-08-12:3337:1,2,4758,977,False
RPM-2010-09-16:3345:1,1,1570,1570,False
RPM-2010-09-16:3346:1,1,556,386,False
RPM-2010-09-16:3354:3,0,134,0,False
RPM-2010-09-16:3374:1,0,135,0,False
RPM-2010-09-16:3389:1,0,228,0,False
RPM-2010-09-16:3395:4,0,258,0,False
RPM-2010-09-16:3409:2,0,203,0,False
RPM-2010-10-14:3434:3,0,241,0,False
RPM-2010-10-14:3435:1,0,586,0,False
RPM-2010-10-14:3449:4,0,1080,0,False
RPM-2010-10-14:3476:5,1,66,66,False
RPM-2010-10-14:3491:1,1,4127,1443,False
RPM-2010-10-14:3492:1,3,1876,1390,False
RPM-2011-01-13:3651:1,0,165,0,False
RPM-2011-01-13:3656:3,0,1067,0,False
RPM-2011-01-13:3659:1,0,165,0,False
RPM-2011-01-13:3672:1,0,282,0,False
RPM-2011-01-13:3698:1,0,109,0,False
RPM-2011-01-13:3717:1,0,83,0,False
RPM-2011-08-18:4216:1,1,655,655,False
RPM-2011-08-18:4234:2,0,148,0,False
RPM-2011-08-18:4252:2,0,225,0,False
RPM-2011-08-18:4267:2,1,143,143,False
RPM-2011-08-18:4267:3,1,184,184,False
RPM-2011-08-18:4280:1,2,2074,1794,False
RPM-2011-09-15:4314:2,0,97,0,False
RPM-2011-09-15:4319:1,1,735,502,False
RPM-2011-09-15:4329:1,2,5011,2207,False
RPM-2011-09-15:4332:1,2,3732,3517,False
RPM-2011-09-15:4333:1,1,145,145,False
RPM-2011-11-15:4410:1,0,223,0,False
RPM-2011-11-15:4420:1,0,706,0,False
RPM-2011-11-15:4433:3,0,1482,0,False
RPM-2011-11-15:4437:3,0,219,0,False
RPM-2011-11-15:4438:1,0,65,0,False
RPM-2012-01-12:4520:1,0,172,0,False
RPM-2012-01-12:4525:1,1,160,160,False
RPM-2012-01-12:4531:2,0,317,0,False
RPM-2012-01-12:4555:3,0,170,0,False
RPM-2012-02-14:4577:1,1,4933,988,False
RPM-2012-02-14:4584:1,1,3010,948,False
RPM-2012-02-14:4586:1,0,933,0,False
RPM-2012-02-14:4611:1,1,822,412,False
RPM-2012-02-14:4620:1,0,792,0,False
RPM-2012-02-14:4628:1,0,950,0,False
RPM-2012-02-14:4633:1,0,380,0,False
RPM-2012-02-14:4648:1,1,6040,2377,False
RPM-2012-03-15:4681:1,1,912,445,False
RPM-2012-03-15:4689:2,1,1070,421,False
RPM-2012-03-15:4697:1,0,1651,0,False
RPM-2012-03-15:4701:1,0,687,0,False
RPM-2012-03-15:4706:2,0,436,0,False
RPM-2012-03-15:4720:1,0,222,0,False
RPM-2012-03-15:4721:1,3,7810,4496,False
RPM-2012-04-17:4743:1,0,263,0,False
RPM-2012-04-17:4749:1,0,154,0,False
RPM-2012-04-17:4770:1,0,210,0,False
RPM-2012-04-17:4771:1,0,244,0,False
RPM-2012-04-17:4778:3,1,75,75,False
RPM-2012-04-17:4779:1,1,217,217,False
RPM-2012-04-17:4788:2,1,155,155,False
RPM-2012-04-17:4790:2,2,1973,1240,False
RPM-2012-05-17:4793:1,1,785,785,False
RPM-2012-05-17:4822:1,0,137,0,False
RPM-2012-06-14:4863:1,0,186,0,False
RPM-2012-06-14:4890:1,1,331,331,False
RPM-2012-06-14:4897:1,2,3986,1533,False
RPM-2012-08-16:4976:1,1,7564,975,False
RPM-2012-08-16:5012:1,0,332,0,False
RPM-2012-08-16:5030:1,1,336,336,False
RPM-2012-08-16:5039:2,1,176,176,False
RPM-2012-09-13:5060:1,0,666,0,False
RPM-2012-09-13:5068:1,0,344,0,False
RPM-2012-09-13:5075:1,1,904,705,False
RPM-2012-09-13:5086:1,0,167,0,False
RPM-2012-09-13:5089:1,2,4581,2182,False
RPM-2012-11-13:5207:3,1,75,75,False
RPM-2012-11-13:5215:1,3,4435,1348,False
RPM-2013-01-17:5279:2,0,720,0,False
RPM-2013-01-17:5283:1,1,1209,459,False
RPM-2013-01-17:5302:1,0,2512,0,False
RPM-2013-01-17:5322:1,2,2421,2090,False
RPM-2013-03-14:5412:2,0,509,0,False
RPM-2013-03-14:5421:1,0,251,0,False
RPM-2013-03-14:5430:1,0,1631,0,False
RPM-2013-06-13:5578:2,0,271,0,False
RPM-2013-06-13:5599:1,0,1146,0,False
RPM-2013-06-13:5626:1,2,3002,1522,False
RPM-2013-06-13:5632:1,2,6383,4145,False
RPM-2013-08-13:5718:1,0,87,0,False
RPM-2013-08-13:5727:2,0,251,0,False
RPM-2013-08-13:5738:2,1,245,245,False
RPM-2013-08-13:5748:1,1,322,322,False
RPM-2013-08-13:5752:2,1,176,176,False
RPM-2013-11-19:5861:1,4,22016,4118,False
RPM-2013-11-19:5866:1,1,737,365,False
RPM-2013-11-19:5872:1,0,127,0,False
RPM-2013-11-19:5884:3,1,70,70,False
RPM-2013-11-19:5900:1,1,3887,3335,False
RPM-2013-11-19:5901:1,1,1456,1456,False
RPM-2014-01-16:5968:1,2,15462,1828,False
RPM-2014-01-16:5971:1,0,187,0,False
RPM-2014-01-16:5972:1,0,1883,0,False
RPM-2014-01-16:5975:1,0,1753,0,False
RPM-2014-01-16:5990:1,1,2533,753,False
RPM-2014-01-16:5999:1,0,132,0,False
RPM-2014-03-13:6063:1,0,279,0,False
RPM-2014-03-13:6087:1,2,6025,1496,False
RPM-2014-03-13:6093:2,1,246,246,False
RPM-2014-03-13:6112:1,0,1181,0,False
RPM-2014-05-15:6189:1,0,1372,0,False
RPM-2014-05-15:6193:1,1,4662,729,False
RPM-2014-05-15:6195:3,0,976,0,False
RPM-2014-05-15:6202:1,0,229,0,False
RPM-2014-05-15:6207:1,0,176,0,False
RPM-2014-05-15:6212:1,0,4012,0,False
RPM-2014-05-15:6214:1,0,1142,0,False
RPM-2014-05-15:6218:1,0,873,0,False
RPM-2014-05-15:6220:1,0,298,0,False
RPM-2014-05-15:6221:1,1,357,357,False
RPM-2014-05-15:6229:1,0,167,0,False
RPM-2014-05-15:6233:1,1,1412,906,False
RPM-2014-05-15:6234:1,2,4434,1891,False
RPM-2014-07-15:6319:3,1,2058,654,False
RPM-2014-07-15:6325:1,1,933,454,False
RPM-2014-07-15:6337:1,0,176,0,False
RPM-2014-07-15:6340:1,2,2466,2293,False
RPM-2014-07-15:6340:3,2,2394,1495,False
RPM-2014-07-15:6341:1,0,83,0,False
RPM-2014-08-14:6368:3,0,167,0,False
RPM-2014-08-14:6369:1,0,292,0,False
RPM-2014-08-14:6386:1,3,5096,2753,False
RPM-2014-09-11:6397:1,2,2858,1438,False
RPM-2014-09-11:6405:1,1,4152,836,False
RPM-2014-09-11:6406:1,0,181,0,False
RPM-2014-09-11:6414:1,1,1048,327,False
RPM-2014-09-11:6415:3,1,347,347,False
RPM-2014-09-11:6423:1,1,349,349,False
RPM-2014-09-11:6437:1,2,3089,1871,False
RPM-2014-10-16:6451:2,0,329,0,False
RPM-2014-10-16:6452:1,0,1706,0,False
RPM-2014-10-16:6484:1,1,699,699,False
RPM-2015-01-15:6550:1,1,471,471,False
RPM-2015-01-15:6585:1,3,7534,3499,False
RPM-2015-01-15:6592:1,0,176,0,False
RPM-2015-02-12:6620:1,1,841,445,False
RPM-2015-02-12:6624:1,0,796,0,False
RPM-2015-03-19:6664:1,1,2603,574,False
RPM-2015-03-19:6671:1,0,207,0,False
RPM-2015-03-19:6682:1,1,305,305,False
RPM-2015-04-16:6696:1,0,719,0,False
RPM-2015-04-16:6698:1,0,1596,0,False
RPM-2015-04-16:6706:1,0,223,0,False
RPM-2015-04-16:6737:1,0,556,0,False
RPM-2015-04-16:6741:3,1,188,188,False
RPM-2015-04-16:6744:2,1,3384,854,False
RPM-2015-05-14:6760:1,0,181,0,False
RPM-2015-05-14:6762:1,0,153,0,False
RPM-2015-05-14:6769:2,0,339,0,False
RPM-2015-05-14:6772:1,0,1453,0,False
RPM-2015-05-14:6773:1,0,356,0,False
RPM-2015-05-14:6774:1,0,370,0,False
RPM-2015-05-14:6800:1,0,141,0,False
RPM-2015-05-14:6804:1,2,3217,1957,False
RPM-2015-06-11:6824:1,0,153,0,False
RPM-2015-06-11:6839:2,0,328,0,True
RPM-2015-06-11:6854:1,1,5361,2330,False
RPM-2015-06-11:6856:1,2,2833,1510,False
RPM-2015-08-13:6921:1,0,153,0,False
RPM-2015-08-13:6925:1,0,1266,0,False
RPM-2015-08-13:6937:1,0,1860,0,False
RPM-2015-08-13:6965:1,1,2831,1055,False
RPM-2015-09-15:6990:1,0,258,0,False
RPM-2015-09-15:6996:1,0,411,0,False
RPM-2015-09-15:7003:2,0,170,0,False
RPM-2015-09-15:7011:1,0,2438,0,False
RPM-2015-09-15:7015:1,0,640,0,False
RPM-2015-09-15:7021:1,0,783,0,False
RPM-2015-10-15:7058:5,0,749,0,False
RPM-2015-10-15:7063:2,0,306,0,False
RPM-2015-10-15:7068:1,0,2002,0,False
RPM-2015-10-15:7080:1,0,1317,0,False
RPM-2015-10-15:7097:1,1,1996,1384,False
RPM-2015-10-15:7097:2,1,145,145,False
RPM-2015-10-15:7097:3,1,349,349,False
RPM-2015-10-15:7103:1,1,289,289,False
RPM-2015-10-15:7110:1,2,2130,1265,False
RPM-2015-12-17:7162:1,0,269,0,False
RPM-2015-12-17:7163:1,1,5106,1660,False
RPM-2015-12-17:7169:1,0,197,0,False
RPM-2015-12-17:7175:1,0,776,0,False
RPM-2015-12-17:7191:1,0,260,0,False
RPM-2015-12-17:7192:1,0,133,0,False
RPM-2015-12-17:7194:2,0,409,0,False
RPM-2015-12-17:7211:2,1,3565,971,False
RPM-2015-12-17:7212:1,1,4178,4178,False
