meeting_id,intervencion_id,etiqueta_analisis,score_hd_continuo,orden_habla,subindice,texto
RPM-2006-11-16,RPM-2006-11-16:987:1,neutral,0.2353383945551234,987,1,"En mérito de lo anterior, el Consejo, por la unanimidad de sus miembros, adopta
el siguiente Acuerdo:
100-01-061012 - Tasa de Política Monetaria.
En su reunión mensual de política monetaria, el Consejo del Banco Central
acordó mantener la tasa de interés de política monetaria en 5,25% anual.
Comunicado
“ En su reunión mensual de política monetaria, el Consejo del Banco Central acordó mantener
la tasa de interés de política monetaria en 5,25% anual.
El entorno externo relevante para la economía chilena se mantiene favorable. El precio del
petróleo sigue estando en niveles menores a los proyectados en el último Informe de Política
Monetaria, las condiciones financieras internacionales siguen ventajosas y el precio del cobre,
pese a ajustes recientes, continúa elevado. La actividad interna sigue mostrando un dinamismo reducido, por debajo del previsto y más
allá de fenómenos puntuales en la industria y la minería. Sin embargo, el empleo asalariado
continúa aumentando, el desempleo se reduce y el consumo sigue creciendo con relativa
fuerza. Las condiciones financieras internas permanecen favorables. Estos antecedentes,
unidos a la evolución del escenario externo e intenciones de mayor inversión, son coherentes
con un repunte del crecimiento en el próximo año.
La inflación anual del IPC disminuyó significativamente, en gran medida por la incidencia del
menor precio de los combustibles, y se ubica en la parte inferior del rango meta, por debajo de
proyecciones previas. A lo anterior también contribuye una menor inflación subyacente IPCX1
(que excluye combustibles y perecibles, y algunos servicios regulados). Otros indicadores de
la tendencia inflacionaria también muestran una declinación y las presiones de costos están
contenidas. Estos antecedentes permiten prever que la inflación se ubicará, por algunos
meses, por debajo del centro del rango meta. Las expectativas de inflación de largo plazo
continúan ancladas en torno a 3%.
El Consejo reafirma su compromiso de conducir la política monetaria de manera que la
inflación proyectada se ubique en 3% en el horizonte de política. Cambios futuros en la TPM
para lograr este objetivo dependerán de la nueva información que se acumule y sus
implicancias sobre la inflación proyectada.”
17.45 horas.
El Consejo aprueba el texto del Comunicado.
Se levanta la Sesión a las 18:00 horas."
RPM-2006-12-14,RPM-2006-12-14:1021:1,neutral,-0.0007243521015551629,1021,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17.45 horas.
RPM-2007-01-11,RPM-2007-01-11:1058:1,neutral,-0.000670501951829923,1058,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17.15 horas.
RPM-2007-02-08,RPM-2007-02-08:1103:1,neutral,-0.0006708966986099039,1103,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:15 horas.
RPM-2007-03-15,RPM-2007-03-15:1168:1,dovish,-0.5481784038680813,1168,1,"En mérito de lo anterior, el Consejo adopta el siguiente Acuerdo: 105-01-070315 - Tasa de Política Monetaria. En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5% anual. Comunicado “ En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5% anual. El escenario externo relevante para la economía chilena continúa favorable, a pesar de la mayor volatilidad y los ajustes de los precios de distintos activos observados en los mercados financieros internacionales. Esto último ha tenido consecuencias menores en el mercado financiero interno. El crecimiento mundial sigue elevado, el precio del cobre ha vuelto a aumentar por encima de lo contemplado en el escenario central del último Informe de Política Monetaria, y el precio del petróleo se ubica algo por sobre lo proyectado. La información disponible es coherente con un aumento gradual del dinamismo de la actividad interna, en línea con lo previsto en el último Informe. Las medidas recientemente anunciadas por el Gobierno apoyan este panorama. El empleo asalariado continúa aumentando, con una intensidad algo menor que en meses pasados. Las condiciones financieras internas se muestran más favorables que en meses anteriores. Más allá de cambios en el nivel de precios resultantes de la puesta en marcha del Plan Transantiago, las medidas de inflación anual del IPC y del IPCX (que excluye combustibles y perecibles) evolucionan de acuerdo con lo proyectado en el último Informe. En tanto, la inflación anual del IPCX1 (que además excluye algunos servicios regulados y otros bienes), que ha estado algo por encima de lo proyectado, se ha moderado en el último mes. Medidas alternativas de la tendencia inflacionaria han tenido evoluciones mixtas. Pese a que los costos laborales siguen contenidos y las expectativas de inflación de largo plazo se mantienen ancladas en torno a 3%, se observa un aumento en el crecimiento de algunos indicadores salariales. El Consejo reafirma su compromiso de conducir la política monetaria de manera que la inflación proyectada se ubique en 3% en el horizonte de política. Esto implica que, de atenuarse los riesgos inflacionarios y consolidarse el escenario central del último Informe de Política Monetaria, en los meses siguientes podría requerirse un impulso monetario algo mayor.” El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 18:00 horas."
RPM-2007-04-12,RPM-2007-04-12:1221:1,neutral,-0.0006708966986099039,1221,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:15 horas.
RPM-2007-05-10,RPM-2007-05-10:1261:2,neutral,0.07690012137003288,1261,2,"En mérito de lo anterior, el Consejo adopta el siguiente Acuerdo: 107-01-070510 - Tasa de Política Monetaria. En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile por unanimidad acordó mantener la tasa de interés de política monetaria en 5% anual. Comunicado En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5% anual. El escenario externo relevante para la economía chilena continúa favorable. La actividad económica mundial se expande con vigor, el precio del cobre se mantiene elevado y las condiciones financieras siguen ventajosas. Los precios del petróleo y de sus derivados, especialmente la gasolina, así como los de algunos alimentos, permanecen altos. La información disponible confirma un mayor crecimiento de la actividad interna en el primer trimestre de este año, algo por encima de proyecciones previas. El consumo sigue robusto y tanto la inversión como las exportaciones han retomado dinamismo. El empleo asalariado continúa aumentando y las condiciones financieras internas son favorables. La inflación del IPC se ubica por debajo de 3%, aunque algo por encima de lo proyectado en enero. En lo más reciente, ésta ha sido influida por el precio de los combustibles y una inflación subyacente IPCX1 (que excluye combustibles, perecibles y algunos servicios regulados) mayor que lo previsto, especialmente por un alza en el precio de los alimentos. Medidas alternativas de la tendencia inflacionaria no muestran cambios relevantes. En lo más reciente, el crecimiento de los costos laborales ha aumentado desde tasas relativamente reducidas. Las expectativas de inflación a mediano y largo plazo permanecen ancladas en torno a 3%. El Consejo reafirma su compromiso de conducir la política monetaria de manera que la inflación proyectada se ubique en 3% en el horizonte de política. Cambios futuros en la TPM para lograr este objetivo dependerán de la nueva información que se acumule y de sus implicancias sobre la inflación proyectada. “ El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17.20 horas."
RPM-2007-06-14,RPM-2007-06-14:1309:1,neutral,-0.0008452363515903236,1309,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:55 horas.
RPM-2007-07-12,RPM-2007-07-12:1352:1,hawkish,0.730780568371604,1352,1,"En mérito de lo anterior, el Consejo adopta el siguiente Acuerdo: 110-01-070712 - Tasa de Política Monetaria. En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile por unanimidad acordó aumentar la tasa de interés de política monetaria en 25 puntos base a 5,25% anual. Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó aumentar la tasa de interés de política monetaria en 25 puntos base a 5,25% anual. Esta decisión es coherente con holguras de capacidad menores que las previstas en el último Informe de Política Monetaria y resulta necesaria para que la inflación proyectada en torno a dos años se ubique en 3%. El escenario externo relevante para la economía chilena continúa favorable. La actividad económica mundial se expande con vigor, las condiciones financieras siguen ventajosas y el precio del cobre ha vuelto a aumentar, aunque algo similar ha ocurrido con el del petróleo y el de sus derivados. Los precios de varios productos alimenticios siguen elevados e incluso algunos de ellos han continuado aumentando. Más allá del desempeño de algunos sectores específicos, la información disponible sobre actividad y gasto interno sigue dando cuenta de un importante dinamismo en el segundo trimestre, por encima de proyecciones previas. El empleo asalariado continúa aumentando y las condiciones financieras internas son favorables. La inflación del IPC se ubica levemente sobre 3%, por encima de lo proyectado en el último Informe de Política Monetaria, y sigue influida por el precio de los combustibles y por el mayor precio de los alimentos. Estos últimos también han incrementado la inflación subyacente IPCX1 (que excluye combustibles, perecibles y algunos servicios regulados). Más allá de los aumentos de estos precios específicos, las medidas alternativas de la tendencia inflacionaria se ubican en 3% o algo por sobre esta cifra, mientras que los costos laborales siguen contenidos. En este cuadro de mayor inflación por un shock de oferta, aunque las expectativas de inflación de corto plazo han aumentado, las de largo plazo permanecen ancladas en torno a 3%. El Consejo estima que, en el escenario más probable, será necesario reducir el estímulo monetario en meses venideros para que la inflación proyectada en el horizonte de política se ubique en 3%. Como siempre, la materialización de cambios en la TPM dependerá de la nueva información que se acumule y de sus implicancias sobre la inflación proyectada.”"
RPM-2007-08-09,RPM-2007-08-09:1403:1,neutral,-0.001039310814280807,1403,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 18.10 horas.
RPM-2007-09-13,RPM-2007-09-13:1470:1,neutral,-0.001039310814280807,1470,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 18.10 horas.
RPM-2007-10-11,RPM-2007-10-11:1520:1,hawkish,0.4028099113110655,1520,1,"En mérito de lo anterior, el Consejo adopta el siguiente Acuerdo: 114-01-071011 - Tasa de Política Monetaria. En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile, por unanimidad de sus miembros, acordó mantener la Tasa de Interés de Política Monetaria en 5,75% anual. Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5,75% anual. En las últimas semanas se han moderado los problemas de liquidez en los mercados financieros internacionales, en tanto el dólar de los EE.UU. se ha depreciado frente a la mayoría de las monedas del mundo. Asimismo, se prevé un menor dinamismo de las economías industrializadas. En otro plano, el precio del cobre ha vuelto a aumentar, y el del petróleo y los de varios productos alimenticios siguen altos, todos por encima de lo proyectado. Lo anterior configura un panorama externo relevante para la economía chilena que se mantiene positivo, aunque persiste el riesgo de escenarios internacionales adversos. En el ámbito interno, la información disponible sugiere que el crecimiento de la actividad en el tercer trimestre fue menor que el proyectado en el último Informe de Política Monetaria, situación que parece ir más allá del desempeño de algunos sectores específicos y cuya persistencia es aún incierta. Por el lado de la demanda interna, los indicadores sugieren que se mantiene el dinamismo de la inversión y el del consumo se reduce levemente. El empleo asalariado sigue aumentando y las condiciones financieras internas se mantienen favorables. La inflación anual del IPC se ha elevado por encima de 5% y se prevé que en los próximos meses se ubicará por sobre lo proyectado en el último Informe de Política Monetaria. Los inusuales aumentos de los precios de algunos alimentos, tanto perecibles como no perecibles, no solo han persistido, sino que se han intensificado. Los no perecibles también han contribuido a incrementar la inflación subyacente IPCX1 (que excluye combustibles, perecibles y algunos servicios regulados). Las medidas alternativas de la tendencia inflacionaria se ubican por sobre 3% anual. No obstante lo anterior, los salarios no han tenido una aceleración adicional en lo más reciente, mientras que la paridad peso dólar ha disminuido en las últimas semanas. Las expectativas de inflación a mediano y largo plazo se mantienen ancladas en torno a 3% anual, lo que es coherente con un aumento transitorio de la inflación. La trayectoria futura de la TPM dependerá de la nueva información que se acumule y de sus implicancias sobre la inflación proyectada. De particular importancia será el desarrollo del escenario internacional, la eventual propagación de los recientes shocks inflacionarios a otros precios, especialmente la trayectoria de los salarios y las expectativas de inflación de mediano plazo, así como la evolución de la brecha de capacidad.”"
RPM-2007-11-13,RPM-2007-11-13:1570:1,neutral,-0.0008461490978007636,1570,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:40 horas.
RPM-2007-12-13,RPM-2007-12-13:1615:1,neutral,-0.0010831961734836667,1615,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 18.00 horas.
RPM-2008-01-10,RPM-2008-01-10:1642:1,neutral,-0.0007243521015551629,1642,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17.45 horas.
RPM-2008-02-07,RPM-2008-02-07:1686:1,neutral,-0.0007243521015551629,1686,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17.45 horas.
RPM-2008-03-13,RPM-2008-03-13:1744:1,neutral,-0.0010831961734836667,1744,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 18.00 horas.
RPM-2008-04-10,RPM-2008-04-10:1785:1,neutral,-0.08977331082913376,1785,1,"En mérito de lo anterior, el Consejo adopta el siguiente Acuerdo:
121-01-080410-Tasa de Política Monetaria.
En su reunión mensual de política monetaria, el Consejo del Banco Central de
Chile, acordó mantener la Tasa de Interés de Política Monetaria en 6,25% anual.
Comunicado
“En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó
mantener la tasa de interés de política monetaria en 6,25% anual.
En el ámbito externo, las perspectivas para los EE.UU. han continuado debilitándose, existiendo
una elevada probabilidad de que esta economía ya esté o se encuentre pronto en recesión.
Además, persiste una tensión relevante en los mercados financieros internacionales y las
condiciones crediticias globales se han deteriorado. Las perspectivas de crecimiento para las
economías emergentes se han ajustado a la baja, a pesar de los elevados precios de las
materias primas.
En lo interno, la última información confirma que la actividad económica del primer trimestre
habría sido algo menos dinámica que lo previsto en el último Informe de Política Monetaria. Los
indicadores de inversión se mantienen dinámicos, mientras los de consumo siguen dando
señales de cierta desaceleración. El desempleo se ha mantenido estable.
Aunque la inflación de marzo estuvo algo por debajo de lo esperado, los registros anuales
continúan elevados. Los precios de los alimentos han subido nuevamente pero se aprecia una
propagación inflacionaria acotada y acorde con lo previsto. Las medidas subyacentes de
inflación, incluyendo el IPCX1 (que excluye combustibles, perecibles y algunos servicios
regulados), se mantienen elevadas, pero no han seguido incrementándose. Los salarios han
aumentado, de acuerdo a su dinámica habitual, mientras que el peso se ha mantenido
apreciado en términos reales. Los antecedentes más recientes reafirman las perspectivas de que la inflación anual del IPC
comenzará a descender en el curso de los próximos meses, aunque la incertidumbre sobre los
registros mensuales esperados sigue afectando las primas por riesgo inflacionario en la
valoración de activos financieros. Las expectativas de inflación de largo plazo se mantienen
ancladas en torno a 3% anual.
El Consejo reafirma su compromiso de conducir la política monetaria de manera que la inflación
proyectada se ubique en 3% en el horizonte de política. Cambios futuros en la TPM dependerán
de la nueva información que se acumule. De particular importancia para esto serán las
implicancias para la inflación del desarrollo del complejo escenario internacional actual, de la
persistencia de la apreciación cambiaria real y de la eventual propagación de los shocks
inflacionarios de meses pasados a otros precios.”
17:00 horas.
El Consejo aprueba el texto del Comunicado.
Se levanta la Sesión a las 18:00 horas."
RPM-2008-05-08,RPM-2008-05-08:1850:1,neutral,-0.0006354016383739124,1850,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:30 horas.
RPM-2008-06-10,RPM-2008-06-10:1913:1,neutral,-0.0008783582736186287,1913,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:50 horas.
RPM-2008-07-10,RPM-2008-07-10:1977:1,neutral,-0.0008557571764212942,1977,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17.50 horas.
RPM-2008-08-14,RPM-2008-08-14:2046:1,neutral,-0.0006727762716480018,2046,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17.10 horas.
RPM-2008-09-04,RPM-2008-09-04:2100:1,neutral,-0.0009201172058033594,2100,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:35 horas.
RPM-2008-10-09,RPM-2008-10-09:2127:1,neutral,0.12485619056448194,2127,1,"En mérito de lo anterior, el Consejo adopta el siguiente Acuerdo: 129-01-081009-Tasa de Política Monetaria. En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile, acordó mantener la tasa de interés de Política Monetaria en 8,25% anual. Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 8,25% anual. La inflación sigue alta y los riesgos de escenarios alternativos han aumentado. Dada la incertidumbre de la economía global y su impacto sobre la inflación proyectada, el Consejo estima que esta decisión es necesaria para reevaluar con mayor información el curso de la política monetaria contenido en el escenario base del IPoM. En el ámbito externo, el sistema financiero global ha sufrido tensiones extraordinarias, afectando la liquidez, el acceso al crédito y los precios de los activos. Los mercados anticipan una desaceleración significativa de la economía global y los precios de los productos básicos, en particular el cobre y el petróleo, han caído de manera significativa. Diversos bancos centrales y autoridades gubernamentales han tomado medidas de excepción. En el plano interno, la información disponible de actividad para el tercer trimestre es coherente con las perspectivas de que la expansión anual de la economía en el segundo semestre será mayor que en la primera mitad del 2008. La demanda interna continúa creciendo a tasas elevadas, particularmente en su componente importado y el desempleo se ha mantenido estable. Las condiciones financieras locales se han estrechado. La inflación de septiembre estuvo algo por sobre lo anticipado, principalmente por el comportamiento del precio interno de los combustibles. Las distintas medidas subyacentes de inflación siguen altas, la dinámica salarial sigue ajustada a patrones históricos y las expectativas de inflación de mediano plazo se han reducido. El Consejo reafirma su compromiso de conducir la política monetaria de manera de reducir la elevada inflación actual hacia 3%, en el horizonte de política. Ello resulta esencial para alinear la dinámica inflacionaria con el objetivo de estabilidad de precios. Aunque la trayectoria futura de la TPM en el escenario base del último Informe de Política Monetaria contempla ajustes adicionales para asegurar la convergencia de la inflación a la meta, el Consejo evaluará en sus futuras decisiones las implicancias que se derivan de los desarrollos financieros en curso sobre la inflación proyectada.” •J El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 18:10 horas."
RPM-2008-11-13,RPM-2008-11-13:2174:1,neutral,-0.0010604099329875871,2174,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 18:15 horas.
RPM-2008-12-11,RPM-2008-12-11:2254:1,neutral,-0.05548934838706421,2254,1,"En mérito de lo anterior, el Consejo adopta el siguiente Acuerdo: 132-01-081211 - Tasa de Política Monetaria. En su Reunión mensual de política monetaria, el Consejo del Banco Central de Chile, acordó mantener la tasa de interés de Política Monetaria en 8,25% anual. Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 8,25% anual. Esta decisión es congruente con la actualización del escenario base del último IPoM que realizó el Consejo, debido al drástico cambio observado en el escenario global y su impacto sobre la inflación proyectada. En el ámbito externo, el acceso al crédito y los precios de los activos siguen reflejando altas tensiones. Los datos más recientes confirman una desaceleración significativa de la economía global. Los precios de los productos básicos, en particular los del cobre y el petróleo, han vuelto a caer. En el plano interno, la información disponible para los componentes importados de la demanda interna muestra niveles menores a los previstos, mientras la actividad se mantiene en una trayectoria de desaceleración. El desempleo continúa estable y persisten condiciones crediticias estrechas. En noviembre, debido al menor precio de los combustibles, la inflación mensual fue negativa, pero las distintas medidas de inflación subyacente siguen elevadas. Por su parte, el peso se ha depreciado, mientras que la dinámica salarial sigue ajustada a patrones históricos y las expectativas de inflación de mediano plazo se han reducido. El Consejo estima que, en el escenario más probable, se iniciará un proceso de relajamiento monetario, cuyo ritmo dependerá de las perspectivas para la inflación. Con ello, el Consejo."
RPM-2009-01-08,RPM-2009-01-08:2300:1,neutral,-0.0008461490978007636,2300,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:40 horas.
RPM-2009-02-12,RPM-2009-02-12:2382:1,neutral,-0.0007613451204453927,2382,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:45 horas.
RPM-2009-03-12,RPM-2009-03-12:2439:1,neutral,-0.0008452363515903236,2439,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:55 horas.
RPM-2009-04-09,RPM-2009-04-09:2502:1,neutral,-0.0006354016383739124,2502,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:30 horas.
RPM-2009-05-07,RPM-2009-05-07:2551:1,neutral,-0.0007873112282764634,2551,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:25 horas.
RPM-2009-06-16,RPM-2009-06-16:2603:1,neutral,-0.0008529123388495037,2603,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17 22 horas.
RPM-2009-07-09,RPM-2009-07-09:2655:1,neutral,-0.0010552190096741868,2655,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 18:00 horas.
RPM-2009-08-13,RPM-2009-08-13:2688:1,dovish,-0.6918018183964977,2688,1,"En mérito de lo anterior, el Consejo adopta el siguiente Acuerdo: 142-01-090813 - Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 0,50% anual y continuar aplicando las medidas complementarias de política monetaria adoptadas en la reunión anterior. Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 0,50% anual y continuar aplicando las medidas complementarias de política monetaria adoptadas en la reunión anterior. En el ámbito externo, los datos recientes muestran una estabilización de las perspectivas de crecimiento global para este año. Estas perspectivas han incidido en un mejor ambiente en los mercados financieros. Los precios de los productos básicos, en particular el del cobre, han aumentado. En el plano interno, la información disponible para el segundo trimestre de este año indica que el debilitamiento de la actividad se habría detenido. Aunque el desempleo sigue aumentando, la ocupación ha tendido a estabilizarse. Las condiciones crediticias se mantienen estrechas, a pesar de las menores tasas de interés de colocación. En julio, el conjunto de indicadores de inflación mostró reducidas presiones inflacionarias subyacentes. La dinámica salarial sigue ajustada a patrones históricos. Se prevén registros de inflación anual reducidos en los próximos trimestres. Las expectativas de inflación de mediano plazo se han mantenido estables. El Consejo reitera que la TPM se mantendrá en el nivel mínimo de 0,50% por un período de tiempo prolongado y que continuará usando sus políticas con flexibilidad para que la inflación proyectada se ubique en 3% en el horizonte de política.”"
RPM-2009-09-08,RPM-2009-09-08:2712:1,neutral,-0.000698932307427726,2712,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 16:35 horas.
RPM-2009-10-13,RPM-2009-10-13:2760:1,neutral,-0.0009201172058033594,2760,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:35 horas.
RPM-2009-11-12,RPM-2009-11-12:2802:1,neutral,-0.0008452363515903236,2802,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:55 horas.
RPM-2009-12-15,RPM-2009-12-15:2840:1,neutral,-0.0008566080426771279,2840,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 15:15 horas.
RPM-2010-01-14,RPM-2010-01-14:2888:1,neutral,-0.0006387885683027754,2888,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 16:55 horas.
RPM-2010-02-11,RPM-2010-02-11:2968:1,neutral,-0.0005394406445008049,2968,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 16:05 horas.
RPM-2010-03-18,RPM-2010-03-18:3022:1,neutral,-0.0007873112282764634,3022,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:25 horas.
RPM-2010-04-15,RPM-2010-04-15:3078:1,neutral,-0.00032305695509105177,3078,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:15 horas. Presidente.
RPM-2010-05-13,RPM-2010-05-13:3127:1,neutral,-0.0007873112282764634,3127,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:25 horas.
RPM-2010-06-15,RPM-2010-06-15:3206:1,neutral,-0.000992458321643491,3206,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 14:25 horas.
RPM-2010-07-15,RPM-2010-07-15:3277:2,hawkish,0.7018837444296739,3277,2,"Comunicado En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó aumentar la tasa de interés de política monetaria en 50 puntos base, hasta 1,50% anual. En el ámbito externo, la volatilidad en los mercados financieros producto de la situación económica en Europa se mantiene elevada, y persiste la incertidumbre sobre el efecto de dichas turbulencias sobre las perspectivas de actividad mundial. Con todo, los precios del cobre y del petróleo continúan en niveles altos y el entorno externo que enfrenta la economía chilena sigue siendo favorable. En el plano interno, la información disponible de actividad y demanda muestra un dinamismo significativo, dentro de los rangos previstos en el último Informe de Política Monetaria. En junio, el IPC tuvo una variación nula, levemente menor a lo anticipado por el mercado, mientras que las diferentes medidas de inflación subyacente tuvieron registros positivos. Las expectativas privadas hacia fines del horizonte de política son congruentes con niveles de inflación anual en torno a 3%. El Consejo continuará reduciendo el significativo estímulo monetario prevaleciente a un ritmo que dependerá de la evolución de las condiciones macroeconómicas internas y externas. Con ello, reitera que seguirá usando sus políticas con flexibilidad para que la inflación proyectada se ubique en 3% en el horizonte de política.”. - El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 16:45 horas."
RPM-2010-08-12,RPM-2010-08-12:3344:1,hawkish,0.8606508767348223,3344,1,"158-01-100715 - Tasa de Política Monetaria El Consejo aprobó, por la unanimidad de sus miembros, aumentar la tasa de interés de política monetaria en 50 puntos base, hasta 2,00% anual. Comunicado ‘En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó aumentar la tasa de interés de política monetaria en 50 puntos base, hasta 2,00% anual. En el ámbito externo, ha aumentado la incertidumbre sobre el ritmo de recuperación de la actividad mundial y la volatilidad en los mercados financieros se ha mantenido elevada. Los precios de los productos básicos continúan en niveles altos. Con todo, el entorno externo que enfrenta la economía chilena sigue siendo favorable. En el plano interno, la información disponible de actividad y demanda muestra un dinamismo mayor que el previsto en el último Informe de Política Monetaria. El desempleo ha disminuido. En julio, el IPC tuvo una variación mensual determinada principalmente por fenómenos transitorios, a la vez que las diferentes medidas de inflación subyacente se mantuvieron contenidas. Las expectativas privadas consideran que en el corto plazo la inflación anual se ubicará por sobre la meta, pero hacia fines del horizonte de política son congruentes con niveles en torno a 3%."
RPM-2010-09-16,RPM-2010-09-16:3432:1,neutral,-0.0006708966986099039,3432,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:15 horas.
RPM-2010-10-14,RPM-2010-10-14:3493:1,neutral,-0.0007613451204453927,3493,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:45 horas.
RPM-2010-11-16,RPM-2010-11-16:3582:1,neutral,-0.0007904681573832901,3582,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:20 horas.
RPM-2010-12-16,RPM-2010-12-16:3642:1,neutral,-0.0007850485468501929,3642,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:05 horas.
RPM-2011-01-13,RPM-2011-01-13:3717:1,neutral,-0.0007850485468501929,3717,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:05 horas.
RPM-2011-02-17,RPM-2011-02-17:3814:1,neutral,-0.0007904681573832901,3814,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:20 horas.
RPM-2011-03-17,RPM-2011-03-17:3892:1,neutral,-0.0008461490978007636,3892,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:40 horas.
RPM-2011-04-12,RPM-2011-04-12:3970:1,neutral,-0.0014156155370665321,3970,1,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:30.
RPM-2011-05-12,RPM-2011-05-12:4055:2,neutral,-0.0005049853639313615,4055,2,Se levanta la Sesión a las 18:00 horas.
