meeting_id,fecha,anio,acuerdo_accion,acuerdo_magnitud_pb,acuerdo_tpm_objetivo,acuerdo_sesgo,acuerdo_tipo_textual,acuerdo_intervencion_id,acuerdo_orden_habla,acuerdo_subindice,acuerdo_fragmento,acuerdo_texto
RPM-2011-06-14,2011-06-14,2011,subir,25.0,5.25,,no_indicado,RPM-2011-06-14:4118:1,4118,1,"se, hasta 5,25% anual. comunicado “en su reunion mensual de politica monetaria, acordo aumentar la tasa de interes de politica monetaria en 25 puntos base, hasta 5,25% anual. en el ambito externo, se observa una reduccion en el ritmo de crecimiento de las economias desarrolladas. la preocupacion respecto del riesgo financiero en europa se ha acentuado. se observa un aumento en las primas de riesgo de diversos activos. a nivel global, los registros de inflacion han continuado aumentando, pero otros indicadores senalan una moderacion de las expectativas inflacionarias. las ex","En virtud de lo anterior, el Consejo adoptó el siguiente Acuerdo: 171-01-110614 - Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó aumentar la tasa de interés de política monetaria en 25 puntos base, hasta 5,25% anual. Comunicado “En su reunión mensual de política monetaria, acordó aumentar la tasa de interés de política monetaria en 25 puntos base, hasta 5,25% anual. En el ámbito externo, se observa una reducción en el ritmo de crecimiento de las economías desarrolladas. La preocupación respecto del riesgo financiero en Europa se ha acentuado. Se observa un aumento en las primas de riesgo de diversos activos. A nivel global, los registros de inflación han continuado aumentando, pero otros indicadores señalan una moderación de las expectativas inflacionarias. Las expectativas respecto de la normalización de las tasas de interés en las economías avanzadas se han aplazado. Por otra parte, varias economías emergentes han continuado reduciendo su impulso monetario. Los precios de materias primas se mantienen en niveles elevados. En el plano interno, las cifras de actividad, demanda y del mercado laboral dan cuenta del dinamismo de la economía. Los registros anuales de inflación del IPC se han mantenido en torno a 3% y los de inflación subyacente permanecen acotados. Las expectativas inflacionarias privadas muestran un descenso, aunque algunas de ellas se mantienen por sobre la meta. El Consejo estima que, en el escenario más probable, serán necesarios aumentos adicionales en la tasa de política monetaria, cuya oportunidad dependerá de la evolución de las condiciones macroeconómicas internas y externas. Con ello, seguirá usando sus políticas con flexibilidad para que la inflación proyectada se ubique en 3% en el horizonte de política.”"
RPM-2011-07-14,2011-07-14,2011,mantener,0.0,5.25,,no_indicado,RPM-2011-07-14:4213:1,4213,1,"su reunion mensual de politica monetaria, el consejo del banco central de chile acordo mantener la tasa de interes de politica monetaria en 5,25% anual. en el ambito externo, los indicadores de actividad confirman un ritmo de crecimiento algo mas lento en estados unidos y europa. asimismo, la preocupacion respecto de los riesgos fiscales y financieros de estas economias se han acentuado, particularmente en la zona euro. se observa un aumento en las primas de riesgo de diversos activos. a nivel global, las expectativas inflacionarias de mediano plazo muestran una moderacion.","En virtud de lo anterior, el Consejo adoptó el siguiente Acuerdo: 173-01-110714 - Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5,25% anual. Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5,25% anual. En el ámbito externo, los indicadores de actividad confirman un ritmo de crecimiento algo más lento en Estados Unidos y Europa. Asimismo, la preocupación respecto de los riesgos fiscales y financieros de estas economías se han acentuado, particularmente en la Zona Euro. Se observa un aumento en las primas de riesgo de diversos activos. A nivel global, las expectativas inflacionarias de mediano plazo muestran una moderación. Las perspectivas de normalización de las tasas de interés en las economías avanzadas se han aplazado nuevamente. Por otra parte, varias economías emergentes han continuado reduciendo su impulso monetario. Los precios de materias primas se mantienen en niveles elevados. En el plano interno, las cifras de actividad, demanda y del mercado laboral evolucionan con dinamismo y muestran señales de moderación coherentes con el escenario base del último IPoM. Los registros anuales de inflación del IPC se han mantenido en torno a 3% y los de inflación subyacente permanecen acotados. Las expectativas inflacionarias privadas muestran un descenso, aunque algunas de ellas se mantienen por sobre la meta. El Consejo estima que, en el escenario más probable, serán necesarios aumentos adicionales en la tasa de polítíca monetaria, cuya oportunidad dependerá de la evolución de las condiciones macroeconómicas internas y externas. Con ello, seguirá usando sus políticas con flexibilidad para que la inflación proyectada se ubique en 3% en el horizonte de política.”"
RPM-2011-08-18,2011-08-18,2011,mantener,0.0,5.25,,no_indicado,RPM-2011-08-18:4280:1,4280,1,"su reunion mensual de politica monetaria, el consejo del banco central de chile acordo mantener la tasa de interes de politica monetaria en 5,25% anual. en el ambito externo, los indicadores de actividad confirman un ritmo de crecimiento mas lento en estados unidos y europa, y las proyecciones de consenso para estas economias se han corregido a la baja. asimismo, se ha acentuado la preocupacion respecto de sus riesgos fiscales y financieros, particularmente en la zona euro, lo que ha originado un aumento generalizado de la volatilidad financiera y mayor aversion al riesgo, ","En virtud de lo anterior, el Consejo adoptó el siguiente Acuerdo: 174-01-110818 - Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5,25% anual. Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5,25% anual. En el ámbito externo, los indicadores de actividad confirman un ritmo de crecimiento más lento en Estados Unidos y Europa, y las proyecciones de consenso para estas economías se han corregido a la baja. Asimismo, se ha acentuado la preocupación respecto de sus riesgos fiscales y financieros, particularmente en la Zona Euro, lo que ha originado un aumento generalizado de la volatilidad financiera y mayor aversión al riesgo, con un ajuste significativo en los precios de activos. Los precios del cobre y del petróleo han registrado reducciones importantes en las últimas semanas. A nivel global, las expectativas inflacionarias de mediano plazo han disminuido y las perspectivas de normalización de las tasas de interés en las economías avanzadas se han aplazado nuevamente. En el plano interno, las cifras de actividad, demanda y del mercado laboral evolucionan con dinamismo y en el margen muestran señales de moderación. Sin embargo, en el caso del producto y la demanda, dicha moderación ha sido algo menor que lo contemplado en el escenario base del Informe de Política Monetaria de junio. Los registros anuales de inflación del IPC se han mantenido en torno a 3% y los de inflación subyacente permanecen acotados. Las expectativas inflacionarias muestran un significativo descenso, ubicándose en torno a la meta. El Consejo reafirma su compromiso de conducir la política monetaria con flexibilidad, de manera que la inflación proyectada se ubique en 3% en el horizonte de política. Cambios futuros en la TPM dependerán de las implicancias de las condiciones macroeconómicas internas y externas sobre las perspectivas inflacionarias.”"
RPM-2011-09-15,2011-09-15,2011,mantener,0.0,5.25,,no_indicado,RPM-2011-09-15:4333:2,4333,2,"su reunion mensual de politica monetaria, el consejo del banco central de chile acordo mantener la tasa de interes de politica monetaria en 5,25% anual. en el ambito externo, los indicadores de actividad confirman un ritmo de crecimiento mas lento en estados unidos y europa, y las proyecciones de consenso para estas economias continuan revisandose a la baja. los riesgos fiscales y financieros de la zona euro han aumentado, lo cual se ha reflejado en una elevada volatilidad financiera y en altas primas de riesgo en los mercados internacionales. no obstante, los precios de la","En virtud de lo anterior, el Consejo adoptó el siguiente Acuerdo: 176-01-110915 - Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5,25% anual. Comunicado En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5,25% anual. En el ámbito externo, los indicadores de actividad confirman un ritmo de crecimiento más lento en Estados Unidos y Europa, y las proyecciones de consenso para estas economías continúan revisándose a la baja. Los riesgos fiscales y financieros de la Zona Euro han aumentado, lo cual se ha reflejado en una elevada volatilidad financiera y en altas primas de riesgo en los mercados internacionales. No obstante, los precios de las materias primas se mantienen altos. Las perspectivas de normalización de las tasas de interés en las economías avanzadas se han aplazado nuevamente, mientras que en las emergentes se han interrumpido las alzas. En el plano interno, las cifras de actividad y demanda muestran señales de moderación, acordes con lo contemplado en el escenario base del Informe de Política Monetaria. Las condiciones en el mercado laboral se mantienen estrechas y se observa un mayor crecimiento de los salarios nominales. Los registros anuales de inflación del IPC se han mantenido cercanos a 3% y los de inflación subyacente permanecen acotados. Las expectativas inflacionarias se ubican en torno a la meta. El Consejo reafirma su compromiso de conducir la política monetaria con flexibilidad, de manera que la inflación proyectada se ubique en 3% en el horizonte de política. Cambios futuros en la TPM dependerán de las implicancias de las condiciones macroeconómicas internas y externas sobre las perspectivas inflacionarias. El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:00 horas."
RPM-2011-10-13,2011-10-13,2011,mantener,0.0,5.25,,mayoria,RPM-2011-10-13:4398:1,4398,1,"su reunion mensual de politica monetaria, el consejo del banco central de chile acordo mantener la tasa de interes de politica monetaria en 5,25% anual. en el ambito externo, los indicadores de actividad confirman un ritmo de crecimiento lento en estados unidos y europa. las proyecciones de consenso para estas economias continuan revisandose a la baja y tambien se observan recortes de las proyecciones para las economias emergentes. los riesgos fiscales y financieros de la eurozona se mantienen elevados y continua la incertidumbre acerca de como se resolvera esta situacion. ","En virtud de lo anterior, el Consejo adoptó el siguiente Acuerdo: 177-01-111013 - Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5,25% anual. Comunicado En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5,25% anual. En el ámbito externo, los indicadores de actividad confirman un ritmo de crecimiento lento en Estados Unidos y Europa. Las proyecciones de consenso para estas economías continúan revisándose a la baja y también se observan recortes de las proyecciones para las economías emergentes. Los riesgos fiscales y financieros de la Eurozona se mantienen elevados y continúa la incertidumbre acerca de cómo se resolverá esta situación. La volatilidad financiera es alta y las condiciones financieras externas se han tornado más restrictivas. Los precios internacionales de materias primas han experimentado reducciones, especialmente significativas en el caso del cobre y de otros metales. Los bancos centrales de las principales economías han adoptado medidas adicionales para agregar expansividad a su política monetaria, mientras en la mayoría de las economías emergentes se han interrumpido las alzas de tasas y, en algunos casos, se han realizado recortes. En el plano interno, las cifras de actividad y demanda muestran señales de moderación. En el caso del producto, la desaceleración es algo más marcada que lo contemplado en el escenario base del Informe de Política Monetaria (IPoM), lo contrario ocurre en el caso de la demanda. Las condiciones en el mercado laboral se mantienen estrechas. Los registros anuales de inflación del IPC se han mantenido cercanos a 3% y los de inflación subyacente permanecen acotados. Las expectativas inflacionarias se ubican en torno a la meta. La profundización de las tendencias observadas en la economía internacional podría configurar un entorno externo más adverso que el contemplado en el escenario base del IPoM, con posibles consecuencias para el crecimiento y la inflación en Chile, así como para la orientación de la política monetaria. El Consejo reafirma su compromiso de conducir la política monetaria con flexibilidad, de manera que la inflación proyectada se ubique en 3% en el horizonte de política. Cambios futuros en la TPM dependerán de las implicancias de las condiciones macroeconómicas internas y externas sobre las perspectivas inflacionarias."
RPM-2011-11-15,2011-11-15,2011,mantener,0.0,5.25,,no_indicado,RPM-2011-11-15:4459:1,4459,1,"su reunion mensual de politica monetaria, el consejo del banco central de chile acordo mantener la tasa de interes de politica monetaria en 5,25% anual. en el ambito externo, los indicadores confirman un lento ritmo de crecimiento en las economias avanzadas. las proyecciones de crecimiento de consenso para la eurozona continuan revisandose a la baja, mientras que se mantienen para estados unidos. pese a los anuncios realizados, los riesgos fiscales y financieros de las economias europeas siguen muy elevados y continua la incertidumbre acerca de como se resolvera esta situac","En virtud de lo anterior, el Consejo adoptó el siguiente Acuerdo: 178-01-111115-Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5,25% anual. Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5,25% anual. En el ámbito externo, los indicadores confirman un lento ritmo de crecimiento en las economías avanzadas. Las proyecciones de crecimiento de consenso para la Eurozona continúan revisándose a la baja, mientras que se mantienen para Estados Unidos. Pese a los anuncios realizados, los riesgos fiscales y financieros de las economías europeas siguen muy elevados y continúa la incertidumbre acerca de cómo se resolverá esta situación. En otras regiones, las condiciones financieras han mejorado levemente, aunque la volatilidad financiera se mantiene alta. Los precios internacionales del cobre y el petróleo han aumentado. En el plano interno, las cifras de actividad evolucionan en torno a lo contemplado en el escenario base del IPoM, en tanto que la demanda interna muestra un dinamismo algo mayor. Las condiciones en el mercado laboral se mantienen estrechas. La inflación total ha sido algo mayor de lo esperado por la incidencia de combustibles y alimentos. Los registros de inflación subyacente permanecen acotados. Las expectativas inflacionarias se ubican en torno a la meta. La persistencia de los problemas en las economías avanzadas podría configurar un entorno externo más adverso que el contemplado en el escenario base del IPoM, con posibles consecuencias para el crecimiento y la inflación en Chile, así como para la orientación de la política monetaria. El Consejo reafirma su compromiso de conducir la política monetaria con flexibilidad, de manera que la inflación proyectada se ubique en 3% en el horizonte de política. Cambios futuros en la TPM dependerán de las implicancias de las condiciones macroeconómicas internas y externas sobre las perspectivas inflacionarias.” El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:05 horas."
RPM-2011-12-13,2011-12-13,2011,mantener,0.0,5.25,,no_indicado,RPM-2011-12-13:4514:1,4514,1,"su reunion mensual de politica monetaria, el consejo del banco central de chile acordo mantener la tasa de interes de politica monetaria en 5,25% anual. en el ambito externo, las economias avanzadas mantienen un lento ritmo de crecimiento. las proyecciones de crecimiento de consenso para la eurozona y otras regiones se han revisado a la baja, mientras que para estados unidos no han cambiado. pese a los anuncios realizados, continua la incertidumbre acerca de como se resolvera la situacion de las economias europeas, cuyos riesgos fiscales y financieros siguen muy elevados. l","En virtud de lo anterior, el Consejo adoptó el siguiente Acuerdo: 179-01-111213-Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5,25% anual. Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5,25% anual. En el ámbito externo, las economías avanzadas mantienen un lento ritmo de crecimiento. Las proyecciones de crecimiento de consenso para la Eurozona y otras regiones se han revisado a la baja, mientras que para Estados Unidos no han cambiado. Pese a los anuncios realizados, continúa la incertidumbre acerca de cómo se resolverá la situación de las economías europeas, cuyos riesgos fiscales y financieros siguen muy elevados. Las condiciones financieras internacionales se mantienen estrechas. En el plano interno, la actividad económica ha evolucionado algo por debajo de lo proyectado, en tanto que la demanda interna continúa dinámica. Las condiciones en el mercado laboral siguen ajustadas. En el mercado financiero se observan condiciones algo más restrictivas como consecuencia de la situación en los mercados globales. La inflación total ha sido algo mayor de lo esperado por la incidencia de combustibles y alimentos. Los registros de inflación subyacente permanecen acotados. Las expectativas inflacionarias se ubican en torno a la meta. En el curso de los últimos meses se ha configurado un escenario externo más adverso que el contemplado previamente, situación que probablemente tendrá consecuencias para el crecimiento y la inflación en Chile, así como para la orientación de la política monetaria. El Consejo reafirma su compromiso de conducir la política monetaria con flexibilidad, de manera que la inflación proyectada se ubique en 3% en el horizonte de política. Cambios futuros en la TPM dependerán de las implicancias de las condiciones macroeconómicas internas y externas sobre las perspectivas inflacionarias.” El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:30 horas."
RPM-2012-01-12,2012-01-12,2012,bajar,25.0,5.0,,no_indicado,RPM-2012-01-12:4572:1,4572,1,"su reunion mensual de politica monetaria, el consejo del banco central de chile acordo reducir la tasa de interes de politica monetaria en 25 puntos base, hasta 5,0% anual. en el ambito externo, las economias avanzadas mantienen un lento ritmo de crecimiento, aunque algunos indicadores de actividad de estados unidos han dado senales de mejoria. en las economias emergentes, en tanto, continuan los signos de desaceleracion. persiste la incertidumbre acerca de como se resolvera la situacion de las economias de la eurozona, cuyos riesgos fiscales y financieros siguen muy elevad","En virtud de lo anterior, el Consejo adoptó el siguiente Acuerdo: 181-01-120112 - Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó reducir la tasa de interés de política monetaria en 25 puntos base, hasta 5,0% anual. Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó reducir la tasa de interés de política monetaria en 25 puntos base, hasta 5,0% anual. En el ámbito externo, las economías avanzadas mantienen un lento ritmo de crecimiento, aunque algunos indicadores de actividad de Estados Unidos han dado señales de mejoría. En las economías emergentes, en tanto, continúan los signos de desaceleración. Persiste la incertidumbre acerca de cómo se resolverá la situación de las economías de la Eurozona, cuyos riesgos fiscales y financieros siguen muy elevados. Las condiciones financieras internacionales se mantienen estrechas. El precio de algunas materias primas ha aumentado. En el plano local, la actividad económica y la demanda interna han evolucionado en línea con lo proyectado en el IPoM. El mercado laboral sigue ajustado. El mercado monetario se ha normalizado, en tanto que las condiciones de financiamiento para algunos agentes siguen más restrictivas que hace algunos meses. La inflación total y subyacente en diciembre fue mayor que lo esperado por los precios de perecibles y otros alimentos, y la incidencia rezagada de la depreciación del peso en el último trimestre de 2011. Las expectativas inflacionarias se mantienen en torno a la meta. El Consejo reafirma su compromiso de conducir la política monetaria con flexibilidad, de manera que la inflación proyectada se ubique en 3% en el horizonte de política. Cambios futuros en la TPM dependerán de las implicancias de las condiciones macroeconómicas internas y externas sobre las perspectivas inflacionarias.” El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:35 horas."
RPM-2012-02-14,2012-02-14,2012,mantener,0.0,5.0,,no_indicado,RPM-2012-02-14:4654:1,4654,1,"su reunion mensual de politica monetaria, el consejo del banco central de chile acordo mantener la tasa de interes de politica monetaria en 5% anual. en el ambito externo, las economias avanzadas mantienen un lento ritmo de crecimiento. algunos indicadores de actividad y empleo de estados unidos han dado senales de mayor dinamismo, mientras que los indicadores para europa muestran un deterioro. persisten las dudas acerca de como se resolvera la situacion de las economias de la eurozona, cuyos riesgos fiscales y financieros se mantienen muy elevados. las condiciones financie","En virtud de lo anterior, el Consejo adoptó el siguiente Acuerdo: 182-01-120214 - Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5,0% anual. A continuación, se procede a dar lectura al texto del comunicado, que es del siguiente tenor: Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5% anual. En el ámbito externo, las economías avanzadas mantienen un lento ritmo de crecimiento. Algunos indicadores de actividad y empleo de Estados Unidos han dado señales de mayor dinamismo, mientras que los indicadores para Europa muestran un deterioro. Persisten las dudas acerca de cómo se resolverá la situación de las economías de la Eurozona, cuyos riesgos fiscales y financieros se mantienen muy elevados. Las condiciones financieras internacionales han mostrado cierta mejoría, el dólar se ha depreciado en los mercados internacionales y los precios de las materias primas han aumentado. En el plano local, la actividad económica y la demanda interna han evolucionado algo por encima de lo proyectado en el IPoM. El mercado laboral sigue ajustado. Las condiciones en el mercado del crédito se mantienen estables. La inflación anual del IPC se sitúa levemente por sobre el rango de tolerancia, mientras que las medidas de inflación subyacente se han normalizado. Las expectativas inflacionarias permanecen en torno a la meta. El Consejo reafirma su compromiso de conducir la política monetaria con flexibilidad, de manera que la inflación proyectada se ubique en 3% en el horizonte de política. Cambios futuros en la TPM dependerán de las implicancias de las condiciones macroeconómicas internas y externas sobre las perspectivas inflacionarias.” El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:05 horas."
RPM-2012-03-15,2012-03-15,2012,mantener,0.0,5.0,,no_indicado,RPM-2012-03-15:4731:1,4731,1,"su reunion mensual de politica monetaria, el consejo del banco central de chile acordo mantener la tasa de interes de politica monetaria en 5% anual. en el ambito externo, los indicadores economicos de estados unidos muestran un mejor desempeno en los ultimos meses, mientras que los de la eurozona confirman la debilidad del crecimiento en esa region. el dinamismo de las economias asiaticas y, en particular de china, se ha moderado en meses recientes. los riesgos de la eurozona se mantienen elevados, pero se ha observado una reduccion de las tensiones en sus mercados financi","En virtud de lo anterior, el Consejo adoptó el siguiente Acuerdo: 183-01-120315-Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5,0% anual. A continuación, se procede a dar lectura al texto del comunicado, que es del siguiente tenor: Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5% anual. En el ámbito externo, los indicadores económicos de Estados Unidos muestran un mejor desempeño en los últimos meses, mientras que los de la Eurozona confirman la debilidad del crecimiento en esa región. El dinamismo de las economías asiáticas y, en particular de China, se ha moderado en meses recientes. Los riesgos de la Eurozona se mantienen elevados, pero se ha observado una reducción de las tensiones en sus mercados financieros y se logró el canje de la deuda soberana griega. Asimismo, las condiciones financieras globales han mostrado una mejoría adicional. El precio del petróleo ha continuado aumentando. En el plano local, la actividad económica y la demanda interna han evolucionado por encima de lo proyectado en el IPoM. El mercado laboral sigue ajustado y se observa un mayor dinamismo de los salarios nominales. Las condiciones en el mercado del crédito se mantienen estables. La inflación anual del IPC se sitúa por sobre el rango de tolerancia, mientras que las medidas de inflación subyacente se ubican en torno al 3% anual. Las expectativas inflacionarias se han elevado para el corto plazo, pero permanecen en torno a la meta en el horizonte de proyección. El Consejo reafirma su compromiso de conducir la política monetaria con flexibilidad, de manera que la inflación proyectada se ubique en 3% en el horizonte de política. Cambios futuros en la TPM dependerán de las implicancias de las condiciones macroeconómicas internas y externas sobre las perspectivas inflacionarias.”"
RPM-2012-04-17,2012-04-17,2012,mantener,0.0,5.0,,unanimidad,RPM-2012-04-17:4790:2,4790,2,"su reunion mensual de politica monetaria, el consejo del banco central de chile acordo mantener la tasa de interes de politica monetaria en 5% anual. en el ambito externo, los riesgos de la eurozona se mantienen elevados y se ha observado un resurgimiento parcial de las tensiones financieras en los mercados de esa region, asi como una mayor volatilidad y aversion al riesgo en los mercados globales. en el ultimo mes, los indicadores economicos de estados unidos muestran un desempeno mixto, mientras que los de la eurozona confirman la debilidad de su crecimiento. a su vez, el","Conforme a la votación unánime efectuada por los señores Consejeros, el Consejo adoptó el siguiente Acuerdo: 184-01-120417 - Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5,0% anual. Al concluir la Reunión, se procede a dar lectura al texto del Comunicado, que es del siguiente tenor: Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5% anual. En el ámbito externo, los riesgos de la Eurozona se mantienen elevados y se ha observado un resurgimiento parcial de las tensiones financieras en los mercados de esa región, así como una mayor volatilidad y aversión al riesgo en los mercados globales. En el último mes, los indicadores económicos de Estados Unidos muestran un desempeño mixto, mientras que los de la Eurozona confirman la debilidad de su crecimiento. A su vez, el dinamismo de China y de otras economías emergentes se ha moderado en los últimos meses. Los precios internacionales de las materias primas registran una disminución en el último mes, aunque su nivel sigue siendo elevado. En el plano local, la actividad económica y demanda evolucionan de acuerdo con lo proyectado en el IPoM, mientras el mercado laboral sigue ajustado. La inflación anual del IPC, con fluctuaciones, permanece en torno a la parte alta del rango de tolerancia, mientras que las medidas de inflación subyacente se ubican alrededor de 3%. Las expectativas inflacionarias se mantienen en torno a la meta en el horizonte de proyección. El Consejo reafirma su compromiso de conducir la política monetaria con flexibilidad, de manera que la inflación proyectada se ubique en 3% en el horizonte de política. Cambios futuros en la TPM dependerán de las implicancias de las condiciones macroeconómicas internas y externas sobre las perspectivas inflacionarias.”"
RPM-2012-05-17,2012-05-17,2012,mantener,0.0,5.0,,unanimidad,RPM-2012-05-17:4849:3,4849,3,"su reunion mensual de politica monetaria, el consejo del banco central de chile acordo mantener la tasa de interes de politica monetaria en 5% anual. en el ambito externo, la situacion financiera y fiscal de la eurozona se ha deteriorado y la incertidumbre acerca de como se resolvera es mayor. en los mercados globales, la volatilidad y aversion al riesgo se han incrementado. en los ultimos meses, los indicadores economicos de estados unidos, china y otras economias emergentes han mostrado un desempeno mas debil que lo anticipado por las expectativas de consenso. los precios","Conforme a la votación unánime efectuada por los señores Consejeros, el Consejo adoptó el siguiente Acuerdo: 185-01-120517 -Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la Tasa de Interés de Política Monetaria en 5,0% anual. Al concluir la Reunión, se procede a dar lectura al texto del Comunicado, que es del siguiente tenor: Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5% anual. En el ámbito externo, la situación financiera y fiscal de la Eurozona se ha deteriorado y la incertidumbre acerca de cómo se resolverá es mayor. En los mercados globales, la volatilidad y aversión al riesgo se han incrementado. En los últimos meses, los indicadores económicos de Estados Unidos, China y otras economías emergentes han mostrado un desempeño más débil que lo anticipado por las expectativas de consenso. Los precios internacionales de las materias primas, particularmente el petróleo y cobre, registran una nueva disminución, aunque su nivel sigue siendo elevado. En el plano local, la actividad económica en el primer trimestre creció por encima de lo proyectado en el IPoM, aunque sin alejarse significativamente respecto de tasas de crecimiento de tendencia. El mercado laboral sigue ajustado. La inflación anual del IPC está dentro del rango de tolerancia, mientras que las medidas de inflación subyacente se ubican alrededor de 3%. Los salarios nominales mantienen su dinamismo. Las expectativas inflacionarias permanecen en torno a la meta en el horizonte de proyección, aunque las de corto plazo disminuyen, explicadas de forma importante por la reducción del precio internacional del petróleo. El Consejo reafirma su compromiso de conducir la política monetaria con flexibilidad, de manera que la inflación proyectada se ubique en 3% en el horizonte de política. Cambios futuros en la TPM dependerán de las implicancias de las condiciones macroeconómicas internas y externas sobre las perspectivas inflacionarias.”"
RPM-2012-06-14,2012-06-14,2012,mantener,0.0,5.0,,unanimidad,RPM-2012-06-14:4899:3,4899,3,"su reunion mensual de politica monetaria, el consejo del banco central de chile acordo mantener la tasa de interes de politica monetaria en 5% anual. en el ambito externo, los problemas financieros y fiscales de la eurozona continuan acentuandose y la incertidumbre acerca de como se resolvera esta situacion es mayor. en los mercados globales, la volatilidad y aversion al riesgo se han incrementado nuevamente. los indicadores economicos de estados unidos, china y otras economias emergentes siguen mostrando un desempeno mas debil que lo anticipado por las expectativas de cons","Conforme a la votación unánime efectuada por los señores Consejeros, el Consejo adoptó el siguiente Acuerdo: 186-01-120614 - Tasa de Política Monetaria En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la Tasa de Interés de Política Monetaria en 5,0% anual. Al concluir la Reunión, se procede a dar lectura al texto del Comunicado, que es del siguiente tenor: Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5% anual. En el ámbito externo, los problemas financieros y fiscales de la Eurozona continúan acentuándose y la incertidumbre acerca de cómo se resolverá esta situación es mayor. En los mercados globales, la volatilidad y aversión al riesgo se han incrementado nuevamente. Los indicadores económicos de Estados Unidos, China y otras economías emergentes siguen mostrando un desempeño más débil que lo anticipado por las expectativas de consenso. Los precios internacionales de las materias primas, incluyendo cobre, petróleo y alimentos, registran una nueva disminución, aunque su nivel sigue siendo elevado en términos históricos. En el plano local, los indicadores de actividad y demanda evolucionan en torno a tasas de tendencia. El mercado laboral sigue ajustado, aunque se observa una moderación en el ritmo de crecimiento del empleo. La inflación anual del IPC y las medidas de inflación subyacente se ubican alrededor de 3%. En los últimos meses, los componentes más volátiles de la canasta muestran una incidencia negativa en el IPC, a diferencia de lo observado en el primer trimestre del año. Las expectativas inflacionarias permanecen en torno a la meta en el horizonte de proyección. Los efectos de la mayor volatilidad internacional sobre los mercados financieros internos han sido acotados. El Consejo reafirma su compromiso de conducir la política monetaria con flexibilidad, de manera que la inflación proyectada se ubique en 3% en el horizonte de política. Cambios futuros en la TPM dependerán de las implicancias de las condiciones macroeconómicas internas y externas sobre las perspectivas inflacionarias.”"
