intervencion_id,coleccion,lote,archivo_origen,archivo_revision_v3,etiqueta_origen,es_relevante_origen,etiqueta_previa_v3,es_relevante_previa_v3,etiqueta_v3,es_relevante_v3,resultado_revision,confianza_revision_v3,cita_literal_espacios_normalizados,fundamento_revision_v3,estado_revision_v3,sha256_texto,n_caracteres_texto,rol_recomendado,incluir_control_primario,uso_recomendado
RPM-2008-09-04:2099:1,ia_base_v2,etiquetas_escalado_r14.csv,data/etiquetas/etiquetas_escalado_r14.csv,data/auditoria/revision_etiquetas_escalado_r14_v3/revision.csv,hawkish,1,hawkish,1,hawkish,1,compatible,alta,La trayectoria futura de la TPM contempla ajustes adicionales para asegurar la convergencia de la inflación a la meta,Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.,revisado,a9dfabd7a911a5900f1ec74d5bad3ff89c9b2c8f85e70208513d4ab22be3e985,2222,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2008-11-13:2147:1,ia_base_v2,etiquetas_escalado_r14.csv,data/etiquetas/etiquetas_escalado_r14.csv,data/auditoria/revision_etiquetas_escalado_r14_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,los analistas esperan una corrección drástica en el último trimestre,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,de7d0c05567dfaa5e55a291fdd99eab61938db17dbdbba423ac4236956badc95,344,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2008-11-13:2158:1,ia_base_v2,etiquetas_escalado_r14.csv,data/etiquetas/etiquetas_escalado_r14.csv,data/auditoria/revision_etiquetas_escalado_r14_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: fijacion de fecha y transito a opciones (logistica).,revisado,406efb49224e313f5f5ea633b4df0db76c5e5d29a37405db85c5d0f6cc8f06b0,305,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2009-02-12:2319:1,ia_base_v2,etiquetas_escalado_r14.csv,data/etiquetas/etiquetas_escalado_r14.csv,data/auditoria/revision_etiquetas_escalado_r14_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,en los países en que se presentan problemas en sus sistemas bancarios debería incorporarse alguna expectativa de su influencia en el déficit fiscal,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,575cd90f558aebc058b6b8a93c056226affb17a40f174aea5c843ab5b6edd0f2,1560,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2009-04-09:2492:1,ia_base_v2,etiquetas_escalado_r14.csv,data/etiquetas/etiquetas_escalado_r14.csv,data/auditoria/revision_etiquetas_escalado_r14_v3/revision.csv,dovish,1,dovish,1,dovish,1,compatible,alta,"una reducción de 50 puntos base, con un sesgo relativamente distinto al anterior, podría lograr dicho objetivo",Compatible con dovish: dirección respaldada en la unidad. No depende solo del menú o fase.,revisado,064990922a2111b594dd0abbb469b2c9e34e206baff19a4f888f844802551fba,2956,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2009-04-09:2498:1,ia_base_v2,etiquetas_escalado_r14.csv,data/etiquetas/etiquetas_escalado_r14.csv,data/auditoria/revision_etiquetas_escalado_r14_v3/revision.csv,dovish,1,dovish,1,dovish,1,compatible,alta,le parece que lo prudente es reducir en 50 puntos base la tasa de interés en esta ocasión,Compatible con dovish: dirección respaldada en la unidad. No depende solo del menú o fase.,revisado,c033f1802016400017d58c2cec739499a156217d10660cf223a7a1168c5e965d,4220,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2010-04-15:3076:1,ia_base_v2,etiquetas_escalado_r14.csv,data/etiquetas/etiquetas_escalado_r14.csv,data/auditoria/revision_etiquetas_escalado_r14_v3/revision.csv,hawkish,1,hawkish,1,hawkish,1,compatible,alta,se deberá comenzar a normalizar en los meses venideros,Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.,revisado,7aff69d41253a343c79c7bf35912f53b63f214add069152fd6144aaef9e2a38c,3671,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2010-06-15:3132:2,ia_base_v2,etiquetas_escalado_r14.csv,data/etiquetas/etiquetas_escalado_r14.csv,data/auditoria/revision_etiquetas_escalado_r14_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"la volatilidad se mantiene, aunque se reduce en el margen",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,1016cd8e3c66d31a645f4dfff1784b23103cf5d9e836397ecb9f9dbcf06a5a28,672,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2010-06-15:3135:1,ia_base_v2,etiquetas_escalado_r14.csv,data/etiquetas/etiquetas_escalado_r14.csv,data/auditoria/revision_etiquetas_escalado_r14_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,los movimientos esperados en las tasas de política monetaria han tendido a postergarse o a ser más moderados,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,f6059c8cb39a157571ad8543f22daa06268057906cb6c21cdcc653789aaf9fb2,2079,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2010-10-14:3449:4,ia_base_v2,etiquetas_escalado_r14.csv,data/etiquetas/etiquetas_escalado_r14.csv,data/auditoria/revision_etiquetas_escalado_r14_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"está predominando no solo el relajamiento cuantitativo, en el sentido de que la curva libre de riesgo se ha aplanado significativamente y ha caído",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,1fa21778302fddd61acf6da3c683b8adcfa419c8c57000c30bab90435a377c87,1080,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2010-11-16:3572:2,ia_base_v2,etiquetas_escalado_r14.csv,data/etiquetas/etiquetas_escalado_r14.csv,data/auditoria/revision_etiquetas_escalado_r14_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: reanudacion de sesion y transito a opciones (logistica).,revisado,6d9ca8a3ebb1bd896b4756f52502b6a5ef993065a094d1c0ed70ba5a694140a3,235,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2011-02-17:3810:1,ia_base_v2,etiquetas_escalado_r14.csv,data/etiquetas/etiquetas_escalado_r14.csv,data/auditoria/revision_etiquetas_escalado_r14_v3/revision.csv,hawkish,1,hawkish,1,hawkish,1,compatible,alta,"la mejor alternativa sea un aumento de la TPM en 25 puntos base en esta ocasión, ya que la normalización gradual de la política monetaria se condice con las condiciones generales de la economía",Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.,revisado,c05b01214201e6a7fe7cc23e3e4abe74db30a55d63ff36a51037150e2be61b63,6479,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2011-05-12:4012:1,ia_base_v2,etiquetas_escalado_r14.csv,data/etiquetas/etiquetas_escalado_r14.csv,data/auditoria/revision_etiquetas_escalado_r14_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"los futuros de alimentos tienden a estabilizarse o registrarán una ligera caída adicional, particularmente en el caso del maíz y del trigo",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,8029a0c4139bbf65c5d9acb558549cc44b4ba2fa954c107e742330e3ff6e5912,602,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2011-07-14:4160:1,ia_base_v2,etiquetas_escalado_r14.csv,data/etiquetas/etiquetas_escalado_r14.csv,data/auditoria/revision_etiquetas_escalado_r14_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,,"Compatible con N/relevancia0: discusion institucional de presupuesto y legitimidad, ajena a la decision TPM.",revisado,4c3cd111a679a1031762620c6e9e198181eaad9a496b7ef3c0f928bbab9d9d3e,440,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2011-10-13:4372:1,ia_base_v2,etiquetas_escalado_r14.csv,data/etiquetas/etiquetas_escalado_r14.csv,data/auditoria/revision_etiquetas_escalado_r14_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"la demanda, a diferencia de la actividad, se ha corregido al alza, fundamentalmente por el dato de importaciones observado en el tercer trimestre",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,1bdd79d494215071f23d892d8a95d031830acecc2296415a5bbe533d217b6caf,2126,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2012-05-17:4822:1,ia_base_v2,etiquetas_escalado_r14.csv,data/etiquetas/etiquetas_escalado_r14.csv,data/auditoria/revision_etiquetas_escalado_r14_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,consulta por las razones que motivan la significativa sorpresa al alza del consumo de bienes durables,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,141e52700cc3940430ca4adffc3f720ab5b3bd52af14cb8605a5b4d8277cfff9,137,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2012-06-14:4890:1,ia_base_v2,etiquetas_escalado_r14.csv,data/etiquetas/etiquetas_escalado_r14.csv,data/auditoria/revision_etiquetas_escalado_r14_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: agradecimiento al ministro y transito a la votacion (logistica).,revisado,0443e282f6a3e6c417acf5f425242a756501b9477ddd9b6240c538e56445e527,331,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2012-07-12:4973:2,ia_base_v2,etiquetas_escalado_r14.csv,data/etiquetas/etiquetas_escalado_r14.csv,data/auditoria/revision_etiquetas_escalado_r14_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,se acuerda por unanimidad de los señores Consejeros mantener la Tasa de Política Monetaria en 5.0% anual,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,d431f22afea7aa8a5ff32abd5c52e441249207da9462cdd0757674818631db48,178,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2012-08-16:4976:1,ia_base_v2,etiquetas_escalado_r14.csv,data/etiquetas/etiquetas_escalado_r14.csv,data/auditoria/revision_etiquetas_escalado_r14_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"la Reserva Federal ha mantenido la política monetaria, lo cual ha generado un sentimiento levemente más positivo en los mercados financieros",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,f0e2d392cfaded2bf4f8028065ffefa7bad9e4cebe1934d0ada9e99b0a497a99,7564,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2012-08-16:5030:1,ia_base_v2,etiquetas_escalado_r14.csv,data/etiquetas/etiquetas_escalado_r14.csv,data/auditoria/revision_etiquetas_escalado_r14_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: agradecimiento al ministro y transito a la votacion (logistica).,revisado,3061f642b143763d8a38dbabaa62fd7dd090892ca19a65a5f1b3f677561eb3ef,336,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2012-09-13:5089:1,ia_base_v2,etiquetas_escalado_r14.csv,data/etiquetas/etiquetas_escalado_r14.csv,data/auditoria/revision_etiquetas_escalado_r14_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"la opción que predomina ampliamente es la de mantener la tasa rectora y que, en tal sentido, coincide con lo planteado en la minuta de la Gerencia de División Estudios",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,404fd94956f6e1951fba1dd76960cd2bec61a84cc0cfc6cb3669797853d5dfce,4581,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2012-10-18:5095:1,ia_base_v2,etiquetas_escalado_r14.csv,data/etiquetas/etiquetas_escalado_r14.csv,data/auditoria/revision_etiquetas_escalado_r14_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: apertura de sesion: fijacion de fecha futura y constancia de asistencia (logistica).,revisado,259374ad870cae5af607c3e5c38482fb1043bd23857b476eea5a38dd839cae7d,803,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2012-10-18:5141:1,ia_base_v2,etiquetas_escalado_r14.csv,data/etiquetas/etiquetas_escalado_r14.csv,data/auditoria/revision_etiquetas_escalado_r14_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,las empresas bancarias informan la existencia de mayores restricciones crediticias para el sector inmobiliario,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,58df09fdb1fd5a54ae59798faec1ca113b8e92a0ae0c4024a7e2a60046cc3ca9,1377,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2012-10-18:5141:2,ia_base_v2,etiquetas_escalado_r14.csv,data/etiquetas/etiquetas_escalado_r14.csv,data/auditoria/revision_etiquetas_escalado_r14_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: suspension de la reunion (logistica).,revisado,0ee8b9264327416206f16e32817e77b811dab844c873e311bed5f04ad624fea3,209,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2013-01-17:5322:1,ia_base_v2,etiquetas_escalado_r14.csv,data/etiquetas/etiquetas_escalado_r14.csv,data/auditoria/revision_etiquetas_escalado_r14_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"manifiesta su concordancia con la recomendación del staff, razón por la cual vota por mantener la TPM en 5%",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,6f63fdc0904bfbb246928cf5af5ae7b70de5d747ba47e6bb37026f864775e422,2421,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2013-02-14:5358:1,ia_base_v2,etiquetas_escalado_r14.csv,data/etiquetas/etiquetas_escalado_r14.csv,data/auditoria/revision_etiquetas_escalado_r14_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,señala concordar con la apreciación del Consejero señor Enrique Marshall en cuanto a que el escenario es similar al observado el mes pasado,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,881cf9e722701e5127ed11c5006a3d804e8e1e4ea2903ab44dc06a1e76d67366,1727,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2013-03-14:5421:1,ia_base_v2,etiquetas_escalado_r14.csv,data/etiquetas/etiquetas_escalado_r14.csv,data/auditoria/revision_etiquetas_escalado_r14_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,hace referencia a la fuerte revisión al alza del PIB correspondiente al primer trimestre del año en curso,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,ce41ed81d909624d0fcdb0579b30bb45f42ffd14cc76c175e260cbd5c36bc9b9,251,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2013-04-11:5498:3,ia_base_v2,etiquetas_escalado_r14.csv,data/etiquetas/etiquetas_escalado_r14.csv,data/auditoria/revision_etiquetas_escalado_r14_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: fijacion de fecha y transito a opciones (logistica).,revisado,ab2e2421c1cad6a1b3b52b47b5ba47cfc79dacd178763c4ff88a3b70092e5ad3,346,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2013-06-13:5632:1,ia_base_v2,etiquetas_escalado_r14.csv,data/etiquetas/etiquetas_escalado_r14.csv,data/auditoria/revision_etiquetas_escalado_r14_v3/revision.csv,neutral,1,dovish,1,dovish,1,compatible,alta,"coincide con la recomendación del staff y, por lo tanto, expresa que su voto es por mantener la Tasa de Política Monetaria en 5% anual",Compatible con dovish: dirección respaldada en la unidad. No depende solo del menú o fase.,revisado,0026173ff766fd3aa08e265ac6c8ef17957074e482f4a1125140a72639d2285a,6383,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2013-09-12:5812:3,ia_base_v2,etiquetas_escalado_r14.csv,data/etiquetas/etiquetas_escalado_r14.csv,data/auditoria/revision_etiquetas_escalado_r14_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,La consolidación de las tendencias delineadas en el último IPoM podría requerir de ajustes en la Tasa de Política Monetaria en los próximos meses,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,09c9ef074666019ffae9a278d3f89bd74b9cf4ce05273fc59c6e6e794e51a99e,2250,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2014-01-16:5990:1,ia_base_v2,etiquetas_escalado_r14.csv,data/etiquetas/etiquetas_escalado_r14.csv,data/auditoria/revision_etiquetas_escalado_r14_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"hasta esta fecha, no se advierte traspaso ni efectos del reciente shock de precios sobre otros indicadores, tales como los salarios nominales, expectativas o inflación de servicios",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,47a608a8095b06ed4e2c73a5b0a88d7350101f94a26af9bec8a1514d2f78fbef,2533,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2014-04-17:6164:1,ia_base_v2,etiquetas_escalado_r14.csv,data/etiquetas/etiquetas_escalado_r14.csv,data/auditoria/revision_etiquetas_escalado_r14_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: fijacion de fecha y transito a opciones (logistica).,revisado,c8d4f65d3e6a9ed11b0b0e1a65dcee6630289eb50cac1135794ae3495cc9d42c,355,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2014-05-15:6234:1,ia_base_v2,etiquetas_escalado_r14.csv,data/etiquetas/etiquetas_escalado_r14.csv,data/auditoria/revision_etiquetas_escalado_r14_v3/revision.csv,dovish,1,dovish,1,dovish,1,compatible,media,"su voto es por mantener la Tasa de Política Monetaria en 4,0% anual y el sesgo expansivo",Compatible con dovish: dirección respaldada en la unidad. No depende solo del menú o fase.,revisado,130eb6d9025ae98dff48ad01abcc197287da60589f07abbb70b586734a48a0b3,4434,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2014-06-12:6293:3,ia_base_v2,etiquetas_escalado_r14.csv,data/etiquetas/etiquetas_escalado_r14.csv,data/auditoria/revision_etiquetas_escalado_r14_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"se acuerda por cuatro votos a favor y uno en contra, mantener la Tasa de Política Monetaria en 4,0% anual",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,e8866c0e4811ea2fdeeba5016efe4cc836fb9f2b5644b06a717a4d67d5901de2,187,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2014-06-12:6295:1,ia_base_v2,etiquetas_escalado_r14.csv,data/etiquetas/etiquetas_escalado_r14.csv,data/auditoria/revision_etiquetas_escalado_r14_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: aprobacion del comunicado y cierre (logistica).,revisado,dc45a45602686a77a71964be72e410538b36c8ffab67d7f7465f7dd5b840a059,83,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2014-07-15:6325:1,ia_base_v2,etiquetas_escalado_r14.csv,data/etiquetas/etiquetas_escalado_r14.csv,data/auditoria/revision_etiquetas_escalado_r14_v3/revision.csv,dovish,1,dovish,1,dovish,1,compatible,alta,el Banco ha señalado que su aumento es transitorio y es por ello que se ha incorporado un sesgo negativo en la política monetaria,Compatible con dovish: dirección respaldada en la unidad. No depende solo del menú o fase.,revisado,6f9af5b2d69edcb763c7de0ce0021f5162d9ad9016829c4fd0dc3eb251aafec3,933,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2014-07-15:6341:1,ia_base_v2,etiquetas_escalado_r14.csv,data/etiquetas/etiquetas_escalado_r14.csv,data/auditoria/revision_etiquetas_escalado_r14_v3/revision.csv,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: aprobacion del comunicado y cierre (logistica).,revisado,e2cc009426436e0a8cdcdca27d9d8a2bc575f9377b7afe2d7008b25dbcaa74f1,83,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2015-04-16:6737:1,ia_base_v2,etiquetas_escalado_r14.csv,data/etiquetas/etiquetas_escalado_r14.csv,data/auditoria/revision_etiquetas_escalado_r14_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"surgen nuevos elementos de análisis para revisar el comportamiento de la inversión minera en el año 2013, que fue sorprendentemente dinámica",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,47bd82b438005f577a0772e849b2895803cabad0f7a5ff55c197cf88fba32f11,556,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2015-06-11:6856:1,ia_base_v2,etiquetas_escalado_r14.csv,data/etiquetas/etiquetas_escalado_r14.csv,data/auditoria/revision_etiquetas_escalado_r14_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"manifiesta que su voto es por mantener la TPM, tal como lo sugiere la Gerencia de División Estudios",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,5dd5007f16e327ea8471aa140126227caac59565fabf6629f83e1021e6ee6757,2833,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2015-10-15:7097:1,ia_base_v2,etiquetas_escalado_r14.csv,data/etiquetas/etiquetas_escalado_r14.csv,data/auditoria/revision_etiquetas_escalado_r14_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"la tasa de interés real de corto plazo es muy negativa, lo que deja en evidencia su nivel de expansividad",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,f1bdce6212c1c3f4046b06847eb1c289db1609535221fd2e7be47c531ae7cfab,1996,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2015-12-17:7191:1,ia_base_v2,etiquetas_escalado_r14.csv,data/etiquetas/etiquetas_escalado_r14.csv,data/auditoria/revision_etiquetas_escalado_r14_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,"la significativa diferencia que se observa entre los indicadores de hormigón y de cemento, lo que sugiere mayores importaciones de cemento",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,b874c0df7088280c9183c23066a16250def3523506fd3a85490435e386925f2e,260,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2006-04-13:649:2,ia_base_v2,etiquetas_escalado_r15.csv,data/etiquetas/etiquetas_escalado_r15.csv,data/auditoria/revision_etiquetas_escalado_r15_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,dicha información nos deja cómodos respecto de lo que se va a hacer,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,d1a6b4fa31525c4d37f44a12e4898fb3a6c8b904ab08f80c4c880a3f48cabf93,341,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2006-05-11:661:1,ia_base_v2,etiquetas_escalado_r15.csv,data/etiquetas/etiquetas_escalado_r15.csv,data/auditoria/revision_etiquetas_escalado_r15_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,consulta sobre los factores especiales o transitorios que explican la caída en agricultura y minería,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,69fd43bab862a69193c1dada141f201c8ef82a8c79142937489e47c83f0286af,132,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2006-05-11:671:1,ia_base_v2,etiquetas_escalado_r15.csv,data/etiquetas/etiquetas_escalado_r15.csv,data/auditoria/revision_etiquetas_escalado_r15_v3/revision.csv,dovish,1,dovish,1,hawkish,1,cambio_etiqueta,alta,nuestro escenario central considera una normalización pausada de la política monetaria,"Hace propia la normalización al alza y pausa únicamente para no sorprender al mercado: H, no D.",revisado,ec19267cc3b575ca05db57b1d106a4244d72b18b1c36512b2f34f35ee898363c,1817,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2006-05-11:674:1,ia_base_v2,etiquetas_escalado_r15.csv,data/etiquetas/etiquetas_escalado_r15.csv,data/auditoria/revision_etiquetas_escalado_r15_v3/revision.csv,dovish,1,hawkish,1,hawkish,1,compatible,alta,"hay espacio para hacer una pausa en el proceso de normalización, a la espera de nueva información",Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.,revisado,c9ce46c4cacfa20a9ceb7e0fdfc547565bbf77428938c060add6902124688fee,2987,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2006-06-15:716:1,ia_base_v2,etiquetas_escalado_r15.csv,data/etiquetas/etiquetas_escalado_r15.csv,data/auditoria/revision_etiquetas_escalado_r15_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,lo que informa efectivamente esa muestra es que se subestimó el nivel de empleo absoluto en los últimos años,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,efff69d41ce13198adebf1b0732605d1807cc8f6df53f95bf2d4f58488118c52,391,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2006-07-13:758:1,ia_base_v2,etiquetas_escalado_r15.csv,data/etiquetas/etiquetas_escalado_r15.csv,data/auditoria/revision_etiquetas_escalado_r15_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,a veces más que ser un indicador de la política monetaria es un indicador del ciclo,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,cea6429c9255759a258e8783686ba4e3a7322638fa30977957232bb1c66751e1,375,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2006-12-14:1019:1,ia_base_v2,etiquetas_escalado_r15.csv,data/etiquetas/etiquetas_escalado_r15.csv,data/auditoria/revision_etiquetas_escalado_r15_v3/revision.csv,hawkish,1,hawkish,1,hawkish,1,compatible,alta,le parece prematuro optar por una baja en la tasa de interés y para ello se deben acumular más antecedentes,Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.,revisado,2f5ef395bfbe86e303c4e9cb825e79aa506a782ae44cbe00d450bba917560efe,3034,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2007-02-08:1074:1,ia_base_v2,etiquetas_escalado_r15.csv,data/etiquetas/etiquetas_escalado_r15.csv,data/auditoria/revision_etiquetas_escalado_r15_v3/revision.csv,neutral,1,neutral,1,neutral,1,compatible,alta,podría ser inducido por una política monetaria más dura de lo que se contemplaba antes,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,revisado,ae33856572145982fc4f2b01109d66d6570e4027a530be0fcbb4c1839ee18af5,441,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2007-05-10:1254:1,ia_base_v2,etiquetas_escalado_r15.csv,data/etiquetas/etiquetas_escalado_r15.csv,data/auditoria/revision_etiquetas_escalado_r15_v3/revision.csv,hawkish,1,hawkish,1,hawkish,1,compatible,media,este cambio en el panorama tiene implícito una modificación entre 50 y 100 puntos base en la Tasa de Política Monetaria,Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.,revisado,5583b1e99d635489ea653d8d7a2fa0c9a7b2fe352f749ad3d69e4049109cc0a3,3995,desarrollo_base_v3,si,supervision_oof_control_primario
RPM-2007-05-10:1261:1,ia_base_v2,etiquetas_escalado_r15.csv,data/etiquetas/etiquetas_escalado_r15.csv,data/auditoria/revision_etiquetas_escalado_r15_v3/revision.csv,neutral,1,hawkish,1,hawkish,1,compatible,alta,"es razonable, en esta ocasión, mantener la tasa de instancia en 5%",Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.,revisado,73906c6c95e18ed132a025cc63f50a6cdd14885b6ffd78ac52864d2573f46e1c,2995,desarrollo_base_v3,si,supervision_oof_control_primario
