"orden";"intervencion_id";"fecha_reunion";"actor";"cargo";"texto";"etiqueta";"confianza";"es_relevante";"nota";"frase_justificante";"metodo";"ronda";"version_codebook";"fecha";"etiquetador"
"168";"RPM-2014-06-12:6270:1";"2014-06-12";"Miguel Fuentes Díaz";"Gerente de Análisis Macroeconómico";"El señor Miguel Fuentes retoma su presentación y precisa que el IPC del mes de mayo registró una variación de 0,34%, una décima mayor que lo anticipado internamente. Hace presente que las sorpresas positivas se concentraron en los ítems SAE y alimentos, cuyas alzas fueron mayores que lo previsto. Asimismo, destaca que entre los componentes del SAE, el alza de los bienes fue 0,09 puntos porcentuales mayor que la proyectada, en tanto que la de los servicios, 0,04 puntos porcentuales menor que lo esperado. Comenta que el alza los bienes responde al notorio aumento del precio de los alcoholes, encabezado por el pisco y en menor grado el ron y la cerveza, que elevó el índice de bebidas alcohólicas a los valores más altos de los últimos ocho años. Informa, además, que este aumento explica la mitad de la sorpresa en bienes, y que el alza del precio del pisco obedece a un shock de oferta negativo asociado a la sequía en el norte del país. Agrega que los otros componentes de los bienes SAE evolucionaron en línea con lo anticipado, mientras que el precio de los automóviles sorprendieron levemente a la baja, lo que permite concluir que en el registro del mes mayo no hay evidencia de una depreciación cambiaria mayor que la prevista. En lo concerniente a los servicios IPCSAE, señala que el alza menor que la esperada se debió al rubro transporte, en particular, a una caída de los pasajes de buses interurbanos después de Semana Santa muy superior a la anticipada. Asimismo, manifiesta que los servicios de alimentación evolucionaron acorde con lo esperado, mientras que los arriendos y la tarifa de agua, que tuvieron un componente de indexación importante, registraron una tasa de variación menor que lo proyectado.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"169";"RPM-2007-03-15:1114:1";"2007-03-15";"Rodrigo Valdés Pulido";"Gerente de División Estudios";"El Gerente de División Estudios señor Rodrigo Valdés, cree que en particular, el escenario para los Estados Unidos de América, como también lo menciona el Gerente de Mercados Financieros Nacionales señor De Ramón, tiene distintos focos de riesgo. En opinión del señor Gerente de División, lo que podría pasar con el crédito inmobiliario es otra incertidumbre que se observa, en relación a la forma de otorgar el crédito, basándose en razones de delincuencia y de no pago.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"170";"RPM-2015-09-15:6985:1";"2015-09-15";"Sebastián Claro Edwards";"Vicepresidente del Banco Central";"El Consejero señor Sebastián Claro hace notar que China realizó ventas masivas de bonos de Estados Unidos de América, que se concentraron en plazos cercanos a los 2 años o más, que podrían explicar el empinamiento de la curva para dichos plazos y no generarían presiones en los tramos más largos de la curva.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"171";"RPM-2014-05-15:6208:1";"2014-05-15";"Miguel Fuentes Díaz";"Gerente de Análisis Macroeconómico";"El señor Miguel Fuentes prosigue con su presentación haciendo referencia a las proyecciones. Indica que en esta ocasión se ha incorporado el componente agro-silvícola para efectos de destacar la significativa sorpresa que representó su registro de 8,0% del primer trimestre del año frente al 2,6% consignado en el último IPoM, así como su incidencia en la revisión del PIB en los dos primeros trimestres del año. En contraposición, hace notar que el comercio se ha revisado a la baja desde 2,8% a 2,3%, en línea con el menor dinamismo del consumo, como también los servicios financieros y empresariales, desde 4,5% a 3,0%. Agrega que parte del dinamismo del sector agro-silvícola ha sido traspasado al segundo trimestre, atendidos sus componentes inerciales; que la proyección del sector minería se ha revisado a la baja; y que con ello, el PIB del segundo trimestre se ha corregido marginalmente a la baja, desde 3,1% a 2,9%. En lo atinente a la demanda final, destaca la corrección a la baja para el primer trimestre, desde el 2,3% consignado en el IPoM a un 2,1%, asociada al menor crecimiento del consumo privado, explicado a su vez por el componente servicios. El consumo de Gobierno, en cambio, se ha corregido fuertemente al alza con respecto a lo contemplado en dicho Informe, desde 3,4% a 9,6%, impulsado por el componente extrapresupuestario informado por la Dirección de Presupuestos. Añade que este mayor dinamismo se ha traspasado al segundo y tercer trimestre del año.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"172";"RPM-2005-08-11:343:1";"2005-08-11";"Nicolás Eyzaguirre Guzmán";"Ministro de Hacienda";"El señor Ministro de Hacienda, ante comentarios de la prensa, consulta la opinión del señor Presidente del Banco y del Consejo, acerca del tema del tipo de cambio, la inflación, la política monetaria y la política fiscal. Es decir, primero si el tema cambiario es preocupante o no y segundo si lo fuera, cuál sería el curso de acción.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"173";"RPM-2007-06-14:1308:2";"2007-06-14";"Consejo del Banco Central de Chile";"Consejo";"En mérito de lo anterior, el Consejo adopta el siguiente Acuerdo: 109-01-070614 - Tasa de Política Monetaria. En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile por unanimidad acordó mantener la tasa de interés de política monetaria en 5% anual. Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5% anual. El escenario externo relevante para la economía chilena continúa favorable. La actividad económica mundial confirma su vigor, destacando las mejores perspectivas para las economías desarrolladas, lo que ha contribuido a un aumento de las tasas de interés de mediano y largo plazo. Los precios del cobre y del petróleo y sus derivados, especialmente la gasolina, así como los de algunos alimentos, permanecen altos. La información disponible sobre actividad y gasto interno da cuenta de un mayor dinamismo, por encima de proyecciones previas, aumentando la probabilidad de que se materialice un crecimiento superior al contemplado en el escenario base del último Informe de Política Monetaria. En particular, destaca el vigor del consumo privado, la inversión y las exportaciones. El empleo asalariado continúa aumentando y, no obstante los incrementos recientes en las tasas de interés de mercado, las condiciones financieras internas son favorables. La inflación del IPC se ubica levemente por debajo de 3% y sigue influida por el precio de los combustibles y por un repunte de la inflación subyacente IPCX1 (que excluye combustibles, perecibles y algunos servicios regulados), la cual ha estado afectada especialmente por mayores precios de los alimentos y algunos productos del rubro salud. Más allá de los aumentos de estos precios específicos, las medidas alternativas de la tendencia inflacionaria han aumentado, mientras que las expectativas de inflación a mediano y largo plazo permanecen ancladas en torno a 3%. El Consejo reafirma su compromiso de conducir la política monetaria de manera que la inflación proyectada se ubique en 3% en el horizonte de política. Esto implica que, de consolidarse una perspectiva de inflación más alta que la considerada en el último Informe de Política Monetaria, será necesario reducir el impulso monetario.”";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"174";"RPM-2010-02-11:2903:1";"2010-02-11";"Pablo García Silva";"Gerente de División Estudios";"El señor Pablo García agrega que habría una hipótesis adicional, consistente en un cambio discreto en las expectativas de inflación que pudiera haber afectado en Chile en relación con el resto del mundo, ya que se produjo un movimiento fuerte en las expectativas de inflación hacia el alza y luego un significativo descenso, y ello habría afectado de manera importante la dinámica de corto plazo de la inflación.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"175";"RPM-2005-09-08:386:1";"2005-09-08";"Vittorio Corbo Lioi";"Presidente del Banco Central";"Sobre el particular, el señor Presidente señala que se ha estado avanzando en dicha materia y no solo en lo que respecta a los salarios, sino que también en empleo. Destaca que se trata de una materia que el INE está estudiando, ya que estamos conscientes de que hay una debilidad.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"176";"RPM-2008-07-10:1946:2";"2008-07-10";"Andrés Velasco Brañes";"Ministro de Hacienda";"El señor Ministro indica que coincide con el comentario del señor García y por decirlo de otro modo, comenta que habría que formular una hipótesis de por qué el empleo total sigue creciendo tanto a tasas relativamente más altas que el PIB, porque ello no se explica solamente por el salario real, ya que éste comenzó a caer recientemente, pero el empleo, especialmente el formal, viene aumentando hace un año y medio.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"177";"RPM-2006-01-12:528:1";"2006-01-12";"Vittorio Corbo Lioi";"Presidente del Banco Central";"El señor Presidente fija la sesión de política monetaria del mes de julio de 2006, para el día 13 de ese mes.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"178";"RPM-2015-08-13:6940:1";"2015-08-13";"Rodrigo Vergara Montes";"Presidente del Banco Central";"El Presidente señor Rodrigo Vergara manifiesta que los argumentos que explican la disminución de las velocidades de expansión le parecen válidos; sin embargo, le preocupa la cuota de incertidumbre en términos del riesgo asociado, razón por la cual plantea la conveniencia de cuantificar dicho riesgo en términos de su incidencia en el PIB del presente año.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"179";"RPM-2006-12-14:991:1";"2006-12-14";"Sergio Lehmann Beresi";"Gerente de Análisis Internacional";"El Gerente de Análisis Internacional señala que en el plano externo, los indicadores de actividad en Estados Unidos de América han seguido configurando un escenario de mayor debilidad, especialmente en el sector manufacturero. No obstante, se mantiene el buen desempeño del mercado laboral y cifras positivas en el sector servicios. Las tasas de interés de largo plazo han caído en torno a 10 puntos base el último mes, reflejo de perspectivas negativas del mercado respecto de la actividad económica. Ello contrasta con Respecto a Estados Unidos de América, el señor Lehmann destaca en primer lugar, que por el comportamiento que ha tenido el PIB se revisó el del tercer trimestre y el aporte más bien positivo que mostraron los inventarios y que llevó finalmente la revisión al alza en el crecimiento. En términos de indicadores de actividad durante este mes señala que está algo más balanceado que el mes anterior, lo que es noticia negativa versus noticias positiva. Indica el Gerente de Análisis Internacional que en términos de las noticias positivas, el índice Manufacturero de Servicios tuvo un efecto de dos puntos base en la tasa, la creación de empleo también con un aumento bastante significativo de 6 puntos base y las ventas minoristas core también tuvieron un impacto bastante importante sobre las tasas. En relación a noticias negativas, indica el señor Lehmann que en términos de actividad, hubo referente al sector construcción y vivienda y permisos de edificación, cifras de confianza de consumidores y también el índice Manufacturero fue una noticia negativa, situándose éste por debajo del pivote 50. En términos de indicadores de precios, señala el señor Lehmann que las noticias respecto a IPC fueron positivas, particularmente el índice IPC Core que si bien está por sobre el índice de 2,5, esto es 2,7 particularmente, la noticia fue positiva. Los CPU tuvieron una lectura mixta; en términos de tasa no tuvo un impacto importante y en el día de hoy se dieron a conocer también las cifras de precios de importaciones que tuvieron lectura positiva. Comenta el señor Gerente de Análisis Internacional que parte de las noticias, durante este mes, estuvieron relacionadas con el movimiento del ISM. Ésta fue negativa asociada con un índice Manufacturero menor que se situó bajo el pivote 50. Señala que no obstante, el no manufacturero vinculado al sector servicios fue más bien positivo y, por tanto, en ese sentido la lectura global respecto a este índice es más bien mixta. Agrega, que otros elementos importantes durante la semana se refieren a la productividad y costos laborales, y tal vez, lo más destacable, es que la productividad muestra una desaceleración, y por ello, la lectura, de algunos analistas, fue más bien negativa. Sin embargo, si se observa a los CLU y la tendencia de los dos o tres últimos meses, se aprecia más bien una reducción y por tanto, en términos de presión inflacionaria se observa un poco más atenuada dicha preocupación. Indica el señor Lehmann, que si se observa en una perspectiva un poco más larga, se aprecia que efectivamente han tenido una tendencia hacia el alza y por eso la Reserva Federal, tal vez, tiene ciertas preocupaciones, en término de presiones inflacionarias. El Gerente de Análisis Internacional manifiesta que respecto a brechas de capacidad mostrará dos elementos centrales. Indica, que el desempleo se mantiene en niveles bajos, no obstante un pequeño salto al final. De todas maneras, señala que esto es más bien tenue, en la medida que la creación de empleo fue positiva y la capacidad utilizada ha mantenido una trayectoria al alza. De hecho si se compara con períodos de alta expansión, se observa que los indicadores de capacidad están en niveles bastante elevados y, por tanto, las brechas en términos de su evolución en Estados Unidos de América son bastante estrechas. Respecto a la inflación, destaca el señor Lehmann, en primer lugar la caída importante que ha tenido el IPC en doce meses. Después de estar cercano e incluso por sobre niveles de 4%, se encuentra en niveles algo por sobre 1%, siendo lo más importante la caída en el precio de los combustibles. El IPC Core, por su parte, se ha mantenido en niveles en torno a 3%, durante los últimos meses, lo cual está por sobre los niveles considerados “confortables” por la Reserva Federal, que piensa en niveles de 2% o menos. Por tanto éste ha sido uno de los elementos que la Reserva Federal ha estado planteando, en términos de sus preocupaciones por la inflación. Indica el Gerente de Análisis Internacional que el IPC Core ha mostrado, en el margen, una caída, pero también se mantiene en niveles relativamente elevados. Comenta el señor Lehmann que respecto a la Zona Euro, se han tenido noticias positivas. Destaca el señor Lehmann, especialmente, la evolución que ha tenido el consumo privado que ha mostrado un aumento y también la inversión privada. Por tanto, señala que las preocupaciones que en algún momento se plantearon, en términos de si la demanda interna iba a ser o no capaz de obtener el crecimiento de la Zona Euro, han ido atenuándose, ya que su comportamiento ha sido positivo. Agrega el señor Gerente que en los indicadores predominan, tal como el mes anterior, niveles positivos, pero hay algunos sectores que de todas maneras han mostrado ciertos niveles algo más bajos de lo que esperaba el mercado, pero en general, las noticias de actividad y demanda interna han sido positivas. Respecto a los indicadores de precios, manifiesta el Gerente de Análisis Internacional, que no se tienen las cifras definitivas de IPC, pero las indicaciones respecto a importaciones dan una señal más bien positiva. Respecto al PIB, según muestras del indicador de sentimiento económico, que recoge una ponderación de consumidores, empresas, éste se muestra positivo y guarda una alta correlación con el ínter PIB y por tanto, se debería esperar que la dinámica del crecimiento se mantuviera hacia los próximos trimestres en línea con este indicador de sentimiento económico, que ha tenido una trayectoria positiva. Hace presente también el señor Lehmann, que respecto a la producción industrial, la trayectoria en términos de tendencia, no obstante presentar bastante volatilidad ha sido positivo, por tanto también representa este escenario de mayor optimismo para Europa. Agrega que, reafirmando un poco el consumo, debería tender a mantener una trayectoria positiva o reafirmar la dinámica que ha venido mostrando. Referido a la inflación, el Gerente de Análisis Internacional señala que ha habido movimientos más tenues, menos marcados, particularmente en relación a la inflación efectiva, que se mantiene por debajo de 2%, mientras que la subyacente ha sido estable. En cuanto a la situación de Japón, tal vez lo más significativo ha sido la proyección de su crecimiento. Señala el Gerente señor Lehmann que las revisiones han sido bastante significativas y muestran que la expansión de Japón ha sido más tenue de lo que se estaba observando en los últimos trimestres. Destaca el señor Lehmann, que en el año 2005 el crecimiento habría estado por debajo de 2%, versus el 2,6% ó 2,7% que se había registrado previamente. Indica también, que el consumo si bien ha estado cayendo, se espera una recuperación y manifiesta una de las dudas que las autoridades han planteado respecto a Japón, es que la demanda interna no despega, pero se espera que empiece a mostrar crecimientos hacia el futuro. Comenta el señor Gerente que el Economic Watcher, que es un indicador de confianza y de sentimiento, muestra en el margen, trayectorias hacia el alza. Señala que otro elemento importante que se observa, es que la producción industrial ha ido creciendo, lo que en principio se vinculaba muy bien con el volumen de exportaciones, ya que y la producción industrial estaba fundamentalmente orientada al sector externo. Menciona el señor Lehmann, que las exportaciones han tendido a desacelerarse, conjuntamente con la desaceleración del crecimiento mundial, pero la producción industrial mantiene una trayectoria positiva, haciendo ver que, justamente la demanda interna sea la que permita ir sosteniendo, en cierto grado, el crecimiento de Japón hacia adelante. Las revisiones respecto al crecimiento mundial, que en términos agregados no existen, es el mismo que se anticipaba en el IPoM y en noviembre. Lo más importante para el año 2006 y lo mismo para el año 2007, son los cambios en composición que en cierto grado son significativos. Comenta el señor Lehmann que en el caso de Estados Unidos de América se observa una desaceleración respecto al IPoM, una revisión en el margen respecto a noviembre y esto particularmente por el crecimiento del tercer trimestre. Indica, asimismo, que hacia adelante se observa un crecimiento un poco más bajo. Comenta también, que la Zona Euro se advierte más dinámica, lo que obedece fundamentalmente a la revisión del crecimiento. Por su parte, China respecto a noviembre, se observa básicamente igual. América Latina más dinámica, influido por el comportamiento que ha tenido el crecimiento en Argentina, que ha sido más favorable de lo que se anticipaba. Indica el señor Lehmann, que respecto al precio del cobre, éste ha estado fluctuando en un rango relativamente acotado de US$ 3,10 y US$ 3,20, actualmente algo por debajo de US$ 3,10 dólares. La volatilidad mostró un crecimiento, pero de hecho ha vuelto a atenuarse. El escenario del cobre no cambia respecto a lo que se observaba en noviembre; se sigue esperando un precio en torno a US$ 3,05 para el promedio 2006, no observándose cambios para el año 2007. Manifiesta el Gerente de Análisis Internacional, que respecto al IPoM no se presentan mayores cambios. En relación al petróleo, el Gerente de Análisis Internacional señala que se observa que la volatilidad está algo más alta de lo que se advirtió en la segunda parte del año, pero de todas maneras en términos históricos resulta bastante baja. Indica también que la novedad, en términos del movimiento ha sido el precio, que ha aumentado y que actualmente se sitúa en cifras de alrededor de US$ 62 el barril versus US$ 4 menos de lo observado hace un mes, situación que no es sorpresiva, ya que está en línea con el término de la trayectoria que se esperaba. Ello se debe, particularmente, a la mayor demanda del hemisferio norte que se encuentra con condiciones climáticas más frías y las proyecciones tampoco presentan cambios respecto a lo que se observaba hace un mes. Hace presente el señor Lehmann que se continúa esperando un precio del petróleo promedio de US$ 67 para este año y US$ 61 para el próximo, lo que está bastante en línea con lo que los bancos de inversión están registrando.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"180";"RPM-2009-12-15:2838:1";"2009-12-15";"Manuel Marfán Lewis";"Vicepresidente del Banco Central";"El Vicepresidente Subrogante señor Manuel Marfán inicia su intervención, agradeciendo el análisis del staff, señalando que en esta oportunidad se beneficia de la cercanía del IPoM, y que hace suya la lista de antecedentes del punto 2 de la Minuta de Opciones, a la que añade los siguientes comentarios. En primer término, el señor Manuel Marfán menciona que al anunciar el retiro de la FLAP, en la Reunión anterior, había incertidumbre respecto del impacto que pudiera haber sobre las perspectivas de la política monetaria futura. Al respecto, indica que tanto las encuestas de expectativas económicas como la encuesta a los operadores de mesa de dinero, así como también los precios de los activos financieros, dan cuenta de una trayectoria futura más expansiva que la de la RPM de noviembre, con una diferencia en la tasa en torno a 50 puntos base hacia el segundo trimestre del próximo año, respecto de lo que había hace un mes atrás. En segundo lugar, menciona que los precios financieros todavía se sitúan algo por sobre las encuestas y lo que el Banco Central considera más adecuado en su escenario central. Agrega que la apreciación del peso ha sido también brusca e inesperada en lo más reciente. Con todo, afirma que desde que detonó la crisis financiera global, la evolución del tipo de cambio de punta a punta no ha diferido del de las demás monedas comparables. A juicio del señor Marfán, en lo esencial, el próximo escenario base contemplado por el IPoM de este mes, para efectos de la política monetaria, no difiere sustancialmente del de septiembre pasado, esto es: un escenario de crecimiento moderado, con cierre de brechas en el horizonte de política; una inflación que en todas sus medidas converge desde abajo hasta el centro del rango meta en 24 meses; y, una política monetaria que contempla un retorno suave y gradual a la normalidad, que se iniciaría hacia el segundo trimestre del próximo año. Añade que el escenario de riesgo, sin embargo, aún no está definido. En este contexto, el Vicepresidente Subrogante señor Marfán manifiesta que la decisión de hoy de mantener la tasa en su nivel actual de 50 puntos base es obvia, y que lo más relevante es el contenido del Comunicado que, a su juicio, debiera ser equivalente al de la Reunión anterior, respecto de las perspectivas de la política monetaria";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"181";"RPM-2009-11-12:2772:1";"2009-11-12";"Sebastián Claro Edwards";"Consejero";"El Consejero señor Sebastián Claro señala que por el lado de la demanda, la apreciación real debe sugerir correcciones al alza en los sectores no transables. Al respecto, reconoce que si bien esto tiene muchos componentes, piensa que son los sectores transables los que, de alguna manera, están empujando el crecimiento, y que los no transables son los que se están quedando atrás.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"182";"RPM-2008-08-14:2012:1";"2008-08-14";"Sebastián Claro Edwards";"Consejero";"El Consejero señor Sebastián Claro señala que en el efecto cambiario se observa la diferencia existente entre los sectores importadores y aquéllos sustituidores dentro de la industria.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"183";"RPM-2011-06-14:4117:1";"2011-06-14";"José De Gregorio Rebeco";"Presidente del Banco Central";"El Presidente señor José De Gregorio agradece la intervención del Vicepresidente señor Manuel Marfán. Al finalizar con el proceso de votación, el Presidente señor José De Gregorio señala que la actividad y demanda doméstica crecen algo por encima de lo previsto en el IPoM de marzo; que la economía se encuentra operando a plena capacidad y que las cifras de desempleo y salarios ya muestran cierta estrechez en el mercado laboral. Menciona que la inflación, por su parte, ha mostrado registros levemente mejores que los estimados hace algunos meses; que se han atenuado los riesgos de alzas adicionales de precios internacionales y que las medidas de expectativas inflacionarias privadas dan cuenta de este mejor panorama inflacionario. En este contexto, hace presente que se espera que la inflación continúe con alzas moderadas en los meses siguientes, para luego converger hacia la meta de 3% en el horizonte de política. Con todo, expresa que los riesgos inflacionarios no han desaparecido, en particular, potenciales propagaciones indeseadas de los precios internacionales a otros precios que dificulten la reducción de la inflación desde la parte superior del rango meta hacia el centro. Plantea que esto ocurre donde los posibles estrechamientos del mercado laboral puedan inducir presiones de costos y el crecimiento siga con vigor. Manifiesta que en esta Reunión, los mayores grados de incertidumbre provienen del escenario internacional. Al respecto, especifica que las cifras más recientes de la economía mundial dan cuenta de una leve desaceleración de la recuperación, aunque causadas, en parte, por las repercusiones del terremoto en Japón sobre los sectores industriales en las economías avanzadas. Agrega que Europa, por su parte, sigue con tensiones financieras causadas principalmente por los graves problemas fiscales de Grecia y su incapacidad de recuperar sus bajos niveles de competitividad. En su opinión, el problema central en las economías avanzadas es que no disponen de espacios de política macroeconómica para compensar un potencial retroceso en su proceso de recuperación, a lo que se agrega la posibilidad de que alguna de las economías emergentes que lideran el crecimiento en el mundo, en particular China y Brasil, puedan entrar en un proceso de desaceleración. Sostiene que habrá que seguir monitoreando con atención este escenario con muchas incertidumbres y, con particular énfasis, en derivar las implicancias que este tenga sobre la evolución de la economía chilena, la que podría apuntar en distintas direcciones. Hace presente que potenciales aumentos en la aversión al riesgo, caídas en los precios de commodities o intensificación de los movimientos de capital entre países, pueden ser algunas de las potenciales consecuencias. Por último, enfatiza que las proyecciones de crecimiento de la economía mundial siguen siendo auspiciosas, pero que los riesgos se han intensificado. En suma, el Presidente señor José De Gregorio señala que el desenvolvimiento de la economía chilena seguirá siendo positivo en materia de crecimiento y con la inflación evolucionando coherente con su meta. Agrega que si bien los desarrollos hasta ahora han sido coherentes con dicha meta de inflación — en esto la conducta de la política monetaria ha sido central—, las decisiones del Consejo deben adoptarse mirando los escenarios más probables en los próximos trimestres y donde la coyuntura actual provee información acerca de los desarrollos probables en el futuro. Señala que este escenario, que será presentado con mayor detalle en el IPoM durante la próxima semana, requiere de una instancia de política monetaria en torno a sus rangos neutrales en lo más cercano, con todas las incertidumbres que se tengan respecto de este nivel neutral y que, probablemente, deba seguir subiendo conforme la economía siga en una senda de sólida expansión. Añade que las proyecciones de un escenario con la inflación en su meta y la economía creciendo requieren de menor impulso monetario. Además, hace presente que, hasta ahora, la política monetaria ha actuado de manera preventiva y consistente con la evolución de la economía, así como con los riesgos que enfrenta, permitiendo enfrentar hoy día una decisión de tasas en que se puede reducir el ritmo de ajuste de la tasa o, incluso, hacer una pausa. A su juicio, la trayectoria que ha traído la política monetaria y la necesidad de un menor estímulo aconsejan seguir subiendo la TPM en esta Reunión en 25 puntos base. Agrega que, probablemente, en los meses siguientes, se puedan hacer pausas, pero cree que la estrategia de anticipación que se ha realizado hasta ahora está rindiendo frutos y lo prudente es continuar con ella. En mérito de lo expuesto, el Presidente señor José De Gregorio expresa que su voto es por subir la TPM en 25 puntos base, a 5,25%. Respecto del Comunicado, manifiesta estar de acuerdo en que alguna atenuación del sesgo puede ser útil desde el punto de vista comunicacional. No obstante, estima que no debiera dar la impresión— y eso sería lo complejo— de que este proceso de alzas de tasas ha terminado. En consecuencia, el Presidente señor José De Gregorio señala que se acuerda por unanimidad aumentar la tasa de política monetaria en 25 puntos base, hasta 5,25% anual.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"184";"RPM-2006-01-12:561:1";"2006-01-12";"Luis Óscar Herrera Barriga";"Gerente de División Política Financiera";"El Gerente de Política Financiera, señor Luis Óscar Herrera, señala que concuerda también con el análisis de la Gerencia de División Estudios y también con lo que han manifestado los Gerentes que lo han antecedido. Le parece que existe un entorno externo que está afianzado y que, probablemente, va a continuar empujando el crecimiento de la economía en los próximos meses. Indica que las condiciones financieras son expansivas, la demanda interna y el producto, a pesar de que han habido aspectos contradictorios, básicamente van respondiendo de acuerdo a lo previsto. Las brechas continúan cerrándose o ya se han cerrado por completo y también una aceleración aunque leve y más lenta de lo esperado, en la inflación y en los costos laborales. En el escenario central se presentan hacia delante estas variables macro que irán convergiendo gradualmente, linealmente casi hacia su valor de equilibrio de largo plazo, pero en lo personal, piensa que esa convergencia no va a ser tan lineal ni tan gradual. Cree que el precio del cobre va a disminuir, pero sin que pueda precisarse cuándo ocurriría, y cuando ello ocurra, probablemente se producirá en forma más abrupta. Indica que, lo mismo sucede con el precio del petróleo; el tipo de cambio se ha depreciado y continuará sin saber cuándo ocurrirá eso. Probablemente, por el lado real el crecimiento de la demanda, en las condiciones actuales, tanto financieras como externas, se presenta difícil a medida que las economías han ido acumulando confianza por la trayectoria de crecimiento; que las condiciones financieras y crediticias continúan siendo favorables, por lo que es difícil pensar que se va a dar una desaceleración gradual, aunque va a ocurrir en algún minuto, pero no en forma gradual. Por lo tanto, ve que este escenario es un riesgo importante y que la desaceleración de la demanda que se ha visto recientemente continúe por un tiempo; que tome más tiempo en detenerse y que eso lleve a un ritmo de normalización de la política monetaria que tiene que ocurrir un poco más temprano que tarde. Por el contrario, si el mercado percibiera que el Banco se ha quedado atrás respecto de ese ritmo de corrección, cree que puede tener más volatilidad para las variables financieras y en particular, para el tipo de cambio, por lo tanto estima que la graduación de los ajustes en el tiempo es algo importante. Dicho esto, cree que hacerlo en enero o febrero, corregir o hacer esos ajustes, es indiferente. Personalmente, se inclina por hacer el incremento ahora, pero considera, que tampoco hay un énfasis especialmente distinto para hacer esa corrección en un mes o en otro, en la medida que esa trayectoria de corrección esté más cargada a la primera parte del año.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"185";"RPM-2007-02-08:1065:2";"2007-02-08";"Rodrigo Valdés Pulido";"Gerente de División Estudios";"Por su parte, el señor Rodrigo Valdés señala que el escenario base es el escenario base y que lo que él dice es que cuando se hizo el IPoM se tenía la percepción de que los riesgos al alza o a la baja eran más bien acotados. Pero éstos se han movido, dado lo que ha pasado con las demás proyecciones, más bien al alza que a la baja. Lo segundo que agrega el señor Valdés, es que a uno se le olvida que el uso de la palabra strong digital en una conferencia significa alza de tasa el próximo mes.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"186";"RPM-2007-05-10:1227:3";"2007-05-10";"Sergio Lehmann Beresi";"Gerente de Análisis Internacional";"El Gerente señor Lehmann, responde que la inversión no residencial mostró un dato positivo en el primer trimestre del año 2007, por tanto, las inquietudes sobre el particular, que en algún momento fueron importantes, han tendido a disiparse. Agrega que de hecho el dato del primer trimestre de este año, si bien estuvo por debajo de lo que se esperaba en el crecimiento de Estados Unidos de América de un 1,3%, en realidad no generó una excesiva preocupación en los mercados, porque estaba mostrando que el consumo se mantiene sólido y que la inversión no residencial fue positiva, en circunstancias que en el trimestre anterior había sido más bien negativo. En consecuencia, indica el señor Gerente que se ha producido un cierto alivio en ese sentido. Señala el señor Gerente de Análisis Internacional, que en lo que dice relación al indicador de órdenes de bienes de capital, éste también está mostrando signos de recuperación, por lo que, en ese aspecto, la preocupación de los mercados ha tendido a moderarse.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
"187";"RPM-2013-10-17:5845:1";"2013-10-17";"Luis Óscar Herrera Barriga";"Gerente de División Estudios";"El Gerente de División Estudios señor Luis Óscar Herrera concluye su presentación manifestando que el conjunto de antecedentes expuestos llevan a recomendar en esta oportunidad la opción de reducir la TPM en 25 puntos base. Expresa que esta opción se considera adecuada para facilitar el ajuste de la economía y mantener la inflación alineada con la meta. Agrega que si bien aún se observan algunos elementos discordantes que deben seguir analizándose, también se debe tener en cuenta que la política monetaria actúa con rezago, por lo que es inevitable actuar sobre la base de información incompleta y ponderar los riesgos de equivocarse en una u otra dirección. Por último, señala que esta recomendación difiere de las expectativas de consenso de mercado, pero su efecto debería ser menor, por cuanto dichas expectativas en todo caso ya anticipan recortes de la TPM en las próximas Reuniones.";"";"";"";"";"";"humano_gold";"gold_ciego";"v2";"";"usuario"
