fecha,id_original,intervencion_id,actor,cargo,topico,keywords,texto,detalle_cotejo,meeting_id,orden_habla,subindice,regex_ok,anio,largo_caracteres,largo_palabras,flag_cotejo,flag_texto_danado,tanda,senal_decision,subestrato,fase
2013-12-12,8136,RPM-2013-12-12:5945:1,Luis Óscar Herrera Barriga,Gerente de División Estudios,acuerdo_comunicado,acuerdo_comunicado,"El señor Luis Óscar Herrera plantea que los antecedentes antedichos llevan a proponer a título de opciones relevantes en esta oportunidad, mantener la Tasa de Política Monetaria en 4,50% anual o disminuirla en 25 puntos base a 4,25% anual, en razón de los fundamentos que pasa a exponer. Indica que la información acumulada desde la última Reunión es coherente con el escenario descrito en el último IPoM. En efecto, el ritmo de crecimiento de nuestros socios comerciales continúa evolucionando levemente bajo su promedio histórico, pero se mantiene una perspectiva de recuperación para los trimestres venideros, sustentada por el repunte observado especialmente en Estados Unidos de América y la estabilización de las economías emergentes. La inflación internacional se encuentra contenida en las economías avanzadas y en la mayoría de las emergentes; y, por otra parte, el precio del cobre mantiene niveles históricamente altos, aunque inferiores a los observados en los últimos tres años, en tanto que el ciclo global de inversiones en minería continúa dando muestras de un menor dinamismo. Agrega que las condiciones financieras internacionales se mantienen más restrictivas que en años previos al igual que en los primeros meses del presente año, pero sus consecuencias han afectado en mayor medida a las economías emergentes más vulnerables y, en menor grado, a Chile. Manifiesta que en lo que va corrido del año, la economía chilena ha moderado su dinamismo en forma paulatina. En efecto, el nivel de actividad ha crecido algo por debajo de su tendencia, lo que ha contribuido a restar presión al uso de la capacidad instalada, aun cuando el mercado laboral se mantiene estrecho. Asimismo, la desaceleración del gasto interno se ha generalizado a todos sus componentes y también ha permitido acotar el déficit de la cuenta corriente. Enfatiza que las proyecciones contenidas en el último IPoM son coherentes con la mantención de una trayectoria de crecimiento moderado del producto y de la demanda en los próximos trimestres, mientras la economía se ajusta al menor impulso proveniente de la inversión relacionada con minería. Otros componentes de la demanda, sin embargo, continuarán dando sustento al crecimiento de la economía. En cuanto a la situación financiera de los consumidores, indica que los ingresos laborales continúan creciendo a un ritmo similar a los trimestres previos y que la confianza promedio de los consumidores se mantiene en el rango optimista; y, el gasto público, conforme a la regla fiscal, continuará aumentando de acuerdo al crecimiento de los ingresos estructurales. Añade que los datos recientes de inflación de precios y salarios, así como las proyecciones privadas, son compatibles con un escenario de convergencia gradual de la inflación hacia la meta, tal como se señaló en el último IPoM, y si bien la reciente depreciación del peso podría implicar mayores registros de inflación en el corto plazo, estos efectos son de carácter transitorio y no han afectado las expectativas de mediano plazo. En lo concerniente a las opciones planteadas en esta oportunidad, señala que la alternativa de mantener la TPM se justifica porque la desaceleración de la economía ha sido suave y se proyecta que mantendrá un ritmo de crecimiento estable en los próximos trimestres, a lo que se agrega que recientemente se realizaron dos recortes de dicha tasa, que están operando y continuarán afectando gradualmente aquellos componentes de la demanda que son más sensibles al costo de financiamiento y por otra parte, el crédito continúa fluyendo en forma normal y estable hacia los hogares y empresas. A su vez, el peso se ha depreciado en términos reales y se ubica en torno a sus promedios históricos, lo que también ayudará a rebalancear las fuentes de crecimiento de la economía, acorde con los cambios observados en el entorno externo y en el interno en lo relativo a la maduración del ciclo de inversiones en minería. En este contexto, mantener la TPM permitirá acumular mayores antecedentes acerca de la evolución de la economía y los efectos de los recortes ya realizados. Por su parte, la opción de reducir la TPM es coherente con la trayectoria de tasas que se consideró en el escenario base del último IPoM, que contempla la posibilidad de algún impulso monetario adicional. Además, si bien los datos conocidos desde la última Reunión están en línea con el escenario base, introducir un tercer recorte sucesivo de la TPM podría entregar una señal de mayor urgencia y preocupación acerca de la debilidad de la economía y llevar a una corrección adicional de la trayectoria de tasas esperada por el mercado, lo que no sería coherente con el escenario proyectado en el citado Informe. El Gerente de División Estudios señor Luis Óscar Herrera concluye su presentación manifestando que el conjunto de antecedentes expuestos llevan a recomendar en esta oportunidad la opción de mantener la Tasa de Política Monetaria en 4,5% anual, que coincide con la opinión expresada por la mayoría de los analistas y operadores financieros encuestados.",,RPM-2013-12-12,5945,1,True,2013,5067,814,False,False,9,True,staff_señal,2013_14_bajas
2009-02-12,3217,RPM-2009-02-12:2319:1,Manuel Marfán Lewis,Consejero,mercados_financieros,mercados_financieros,"El Consejero señor Manuel Marfán, refiriéndose a las cifras exhibidas, señala que, en su opinión, presentan opacidad, ya que si se hubiera incluido a China en el gráfico presentado se tendría que haber agregado un 3,5 del producto, lo que se debe al grado de transparencia de la información que entregan los diversos países. Indica que, en su criterio, en los países en que se presentan problemas en sus sistemas bancarios debería incorporarse alguna expectativa de su influencia en el déficit fiscal, ya que tratándose del caso de Estados Unidos de América gran parte del rescate bancario se hace a través del Fisco y en otros países, a través de sus Bancos Centrales y ello no se refleja en las cifras fiscales. Entiende la complejidad que representa determinar a priori dicho monto o en el caso de Europa, que se cuenta con un banco central único, pero ello igualmente debería considerarse. Continuando con su exposición , el señor Gerente de Análisis Internacional menciona que las primas por riesgo han vuelto a aumentar, mientras las monedas se deprecian frente al dólar. Comenta también, que al observar las variaciones de paridades, con excepción del peso chileno, las de Credit Default Swaps, CDS, también han tendido a incrementarse, mientras que los precios de los commodities continúan registrando caídas, aunque con alguna volatilidad. Destaca en este aspecto, el detrimento de precios de algunos productos, como el arroz y también en el caso del petróleo, aun cuando como excepción a esa tendencia, el precio de la gasolina ha tendido a aumentar.",,RPM-2009-02-12,2319,1,True,2009,1560,256,False,False,10,False,resto_sin_señal,2009_bajas
2010-06-15,4681,RPM-2010-06-15:3132:2,Sergio Lehmann Beresi,Gerente de Análisis Internacional,escenario_internacional,escenario_internacional,"El Gerente de Análisis Internacional continúa, refiriéndose a los mercados bursátiles. Indica que las bolsas tendieron a caer durante el último mes y que luego, durante las últimas semanas, esa caída se revirtió marginalmente, en particular en las bolsas de América Latina, que tuvieron la mejor performance durante ese período. En cuanto a la volatilidad, informa que después de alcanzar niveles en torno a 40% hace un par de semanas, ha tendido a moderarse en algún grado, y que si bien hoy día está marginalmente bajo 30%, su nivel supera su promedio histórico, de 15% aproximadamente. Para resumir, indica que la volatilidad se mantiene, aunque se reduce en el margen.",,RPM-2010-06-15,3132,2,True,2010,672,110,False,False,10,False,resto_sin_señal,2010_alza_emergencia
2012-10-18,7184,RPM-2012-10-18:5141:1,Enrique Marshall Rivera,Consejero,opciones_tpm,opciones_tpm,"El Consejero señor Enrique Marshall destaca que los antecedentes expuestos consignan que las empresas bancarias informan la existencia de mayores restricciones crediticias para el sector inmobiliario, lo que refleja precisamente una señal que el Banco entregó en este sentido, por lo que estima que ello resulta auspicioso en el contexto de la política que implementa el Banco. Además, plantea la conveniencia de monitorear el comportamiento de las tasas de colocación de los créditos de consumo correspondientes al segmento de hasta 200 Unidades de Fomento, que registran un alza cercana a los 15 puntos porcentuales en el curso de los últimos meses, la que es similar a las observadas en períodos de crisis, como ocurrió a fines de los años noventa. Hace presente que este significativo incremento de las tasas de interés de tales créditos podría obedecer a un tema de medición o también a un credit crunch relevante, esto es, a una contracción del crédito derivada de movimientos de la curva de oferta y también de la demanda, que lleva a los bancos a otorgar créditos a este segmento específico a altas tasas de interés, porque perciben un riesgo muy elevado en dicho sector. En su opinión, ello constituiría un cambio significativo, por lo que solicita que se precise la dimensión en que ambas hipótesis explicarían la importante alza que registran estas tasas de interés.",,RPM-2012-10-18,5141,1,True,2012,1377,225,False,False,10,True,autoridad_señal,2012_13_mantiene
2007-11-13,2022,RPM-2007-11-13:1526:4,Jorge Desormeaux Jiménez,Consejero,acuerdo_comunicado,acuerdo_comunicado,"En relación a las variaciones que se han observado en los commodities, tales como cobre, petróleo, gasolina, trigo, maíz, el Consejero señor Jorge Desormeaux consulta si el Gerente señor Lehmann puede explicar la razón por la cual los inventarios están bajos.",,RPM-2007-11-13,1526,4,True,2007,259,41,False,False,10,False,resto_sin_señal,2007_mixto
2012-08-16,6990,RPM-2012-08-16:4976:1,Sergio Lehmann Beresi,Gerente de Análisis Internacional,acuerdo_comunicado,acuerdo_comunicado,"El señor Sergio Lehmann inicia su intervención refiriéndose a los principales acontecimientos ocurridos desde la precedente Reunión de Política Monetaria, RPM. En primer término, alude a las señales políticas positivas desde Europa y, en particular, al hecho que el Banco Central Europeo ha determinado volver a adquirir bonos soberanos, condicionado a la solicitud de rescate por parte de la economía comprometida. En segundo término, consigna que la Reserva Federal ha mantenido la política monetaria, lo cual ha generado un sentimiento levemente más positivo en los mercados financieros, que se ha visto reflejado en aumentos bursátiles, caídas de spreads y monedas que se aprecian en relación al dólar estadounidense. Sin embargo, expresa que las cifras de PIB, particularmente al segundo trimestre, confirman una desaceleración de la actividad, por lo que los indicadores de actividad industrial se mantienen débiles, mostrando retrocesos en gran parte de las economías. Agrega que las tasas de desempleo continúan altas tanto en Europa como en Estados Unidos de América y que el mercado laboral de esta última economía se mantiene frágil, a pesar de que en el margen, las últimas noticias fueron algo más positivas. A título de último comentario relevante de esta parte de su informe, señala que en materia de commodities se han registrado aumentos en los precios de bienes agrícolas y combustibles, mientras que los correspondientes a los metales se han mostrado estables. El señor Sergio Lehmann prosigue con su exposición, mencionando las principales noticias del mes en Europa. En primer término, alude a las señales entregadas por sus autoridades, quienes han declarado que desplegarán todos los esfuerzos necesarios para mantener el euro, lo que tuvo alguna repercusión positiva en los mercados. En segundo lugar, informa que está en discusión la posibilidad de otorgar licencia bancaria al Fondo de Rescate Europeo, con el objeto de obtener mayores recursos financieros por la vía de obtener préstamos del Banco Central Europeo. Agrega que el gobierno español ha buscado intervenir las comunidades autónomas de Cataluña y Valencia, luego de que estas entidades recurrieron al Fondo de Rescate Regional Español, dado que se encuentran comprometidas financieramente, y que por su parte, Italia haría un recorte adicional en materia fiscal de aquí a fin de año, del orden de €4,5 billones, de lo que se infiere que las tensiones de la Zona Euro muestran signos de debilitamiento del bloque. En lo concerniente a Grecia, indica que las decisiones no han sido del todo positivas, por cuanto aún no se ha logrado acuerdo respecto de un recorte de €3,5 billones de los €11,5 que contempla el plan de ahorro, por lo que los acreedores internacionales coincidieron en la necesidad de fortalecer las medidas de apoyo. Añade que esa economía requeriría dos años adicionales para cumplir con su programa de austeridad conforme a las exigencias adoptadas por la Troika que comprende a las tres instituciones internacionales encargadas de la aplicación sistemática del programa de consolidación fiscal griego. A título de última noticia relevante del mes en Europa, alude a las rebajas en las clasificaciones de riesgo que afectaron a algunos gobiernos y bancos, particularmente italianos. Al continuar con su presentación, el señor Sergio Lehmann informa que en materia de mercados financieros, los CDS de algunos países, tales como Alemania y el Reino Unido, registraron caídas significativas, mientras que en Estados Unidos de América se han mantenido en un nivel relativamente alto desde una perspectiva histórica, debido a que se mantienen pendientes los problemas en materia fiscal. Sobre este aspecto, hace presente que esa economía debería alcanzar un límite máximo en materia de endeudamiento público entre los meses de septiembre y octubre próximos, lo cual generará cierto debate y discusión política acerca de los recortes de gastos que podría originar dicho límite. En cuanto a los CDS de otras regiones, indica que se observan retrocesos en Australia, Nueva Zelandia, como asimismo, en algunas economías emergentes y también en Europa, particularmente en España e Italia, sin perjuicio de resaltar que se mantienen en niveles excepcionalmente elevados en torno a 500 puntos base, lo cual hace claramente insostenible la deuda de estas dos economías específicas. Además, expresa que las reducciones antedichas se han reflejado también en las primas por riesgo de los bancos comerciales y, en este sentido, alude a la caída de los CDS del UniCredit de Italia y añade que los de Dexia se mantienen elevados. Por otra parte, se observan también algunos descensos en el caso de bancos americanos y muy marginales en el caso de la banca española, dando cuenta de que las ayudas financieras que se le han otorgado han sido insuficientes para tranquilizar su situación. En lo concerniente a la volatilidad de los mercados, menciona que los VIX han tendido a caer y con mayor fuerza en las economías emergentes. Señala, además, que las primas por riesgos corporativos también muestran reducciones, particularmente en el caso de los bonos con clasificación A, aunque continúan en niveles relativamente elevados respecto de los observados en gran parte de la década comprendida entre los años 2000 al 2010. En cuanto a los indicadores de liquidez en dólares, comenta que ellos presentan mejoras, lo que se refleja en los futuros de Libor y el Basis Swap durante la última semana. En materia de bolsas de valores, destaca los aumentos observados en Estados Unidos de América y en economías de Europa, que exhiben rendimientos positivos al igual que en los mercados bursátiles emergentes, donde han predominado las alzas, pero algo más tenues particularmente en China, que exhibió datos de actividad relativamente negativos. Agrega que el comportamiento de la bolsa chilena, medida en pesos, registra un descenso, no así en dólares estadounidenses, dada la apreciación experimentada por el peso. A continuación, el señor Sergio Lehmann se refiere a los flujos de capitales hacia economías refugio, particularmente Alemania y Estados Unidos de América. Sobre el particular, precisa que ellos se concentran básicamente en bonos en dólares, cuyo mercado es significativamente mayor que el de los bonos alemanes. Asimismo, hace presente que las tasas de largo plazo muestran ligeras alzas, aunque apenas superan los mínimos históricos, y precisa que estas alzas obedecen a una mayor asunción de riesgo por parte de los inversionistas. El señor Sergio Lehmann comenta que este mayor interés por riesgo observado en las últimas semanas se ha reflejado en aumentos en los flujos de capitales hacia economías emergentes de Europa, Asia y América Latina. Especifica que si bien estos flujos han estado asociados fundamentalmente a bonos, en el margen se advierte también una mayor posición en mercados accionarios, en concordancia a su vez, con los incrementos bursátiles registrados en algunas economías, especialmente de Brasil y Asia. Por último, hace referencia a la relación existente entre el VIX y la entrada de capitales a economías emergentes. Sobre este aspecto, plantea que, en general, menores VIX se asocian a mayores entradas de capitales a economías emergentes, por cuanto en períodos de menor incertidumbre aumenta el apetito por riesgo y, con ello, la llegada de capitales a estas economías. De hecho, comenta que este indicador ha mostrado un descenso en los últimos meses y que los flujos de capitales a las economías emergentes registran entradas netas.",,RPM-2012-08-16,4976,1,True,2012,7564,1190,False,False,10,True,staff_señal,2012_13_mantiene
2010-04-15,4595,RPM-2010-04-15:3076:1,José De Gregorio Rebeco,Presidente del Banco Central,acuerdo_comunicado,acuerdo_comunicado,"el Presidente, señor José De Gregorio, indica que el escenario macroeconómico sigue siendo altamente incierto. Señala que aunque la economía mundial se recupera pausada, pero sostenidamente, los riesgos del escenario internacional siguen latentes. Menciona que la situación actual de Grecia y la debilidad fiscal de otras economías europeas son el riesgo más significativo hoy día. No obstante, en opinión del señor Presidente, el principal origen de la incertidumbre es interno y tiene que ver con la respuesta de la economía al terremoto y maremoto del 27 de febrero. Plantea que si bien se tiene suficiente información sobre el curso de la política fiscal, la reacción de los precios y la actividad al proceso de reconstrucción es aún incierta. Hace notar que una primera muestra de la volatilidad de las cifras se observó con un IPC en marzo que fue significativamente menor que el esperado por el mercado, pero que, no obstante, las estimaciones internas, así como el análisis desagregado del índice de precios, indican que las sorpresas son de carácter transitorio, tal como se esperaba que ocurrieran en caso de haberse observado una inflación alineada con las expectativas privadas. Por lo tanto, considera que esta información no afecta las tendencias de mediano plazo para la inflación. Por otra parte, el señor José De Gregorio plantea que variables como las condiciones financieras, que siguen coherentes con el impulso dado por la política monetaria y las evaluaciones de los riesgos post terremoto, así como los determinantes de los costos, como son el caso de los salarios y el tipo de cambio, siguen trayectorias coherentes con las implícitas en nuestras proyecciones. Dado lo anterior, recuerda que el escenario central del último IPoM, caracterizado por un aumento de la inflación hacia su rango meta, que incluso podría ubicarse en la parte superior de este rango por algunos meses, así como por una desaceleración de la actividad durante el primer semestre y una aceleración importante durante el segundo, sugiere que la política monetaria, en un escenario de alta expansividad, coherente con brechas de capacidad que aún son amplias y se irán cerrando paulatinamente, se deberá comenzar a normalizar en los meses venideros. Es por ello que considera razonable que las opciones deben ser la de mantener la TPM o comenzar el proceso de normalización. Sin embargo, manifiesta creer que en esta oportunidad, y a la espera de tener información que revele mejor las tendencias inflacionarias, la opción de subir la TPM es fácilmente descartable. Manifiesta que se deben seguir con atención los desarrollos en estos meses para poder aplicar la dosis de ajuste monetario adecuada, que no debilite el proceso de reconstrucción, pero que se anticipe a las presiones inflacionarias, por cuanto esto puede llevar a un proceso de ajuste monetario más intenso, en la medida que la política monetaria se pueda ir quedando atrasada. Por ahora, resume, no ve argumentos sólidos para iniciar el proceso de normalización, por lo que su voto es por mantener la TPM en 0,5%. Desde el punto de vista comunicacional, el señor Presidente no ve razones para incorporar en el comunicado aspectos que fueron ampliamente discutidos y difundidos en el último IPoM, ya que, de hecho, ellos ya fueron suficientemente sorpresivos para los mercados financieros. Agrega que en la medida que el escenario ahí contemplado es el que se considera más probable, intentos de agregar precisión podrían dar señales de desviaciones que, en esta ocasión, cree que no se justifican. Dado todo lo anterior, el Presidente, señor José De Gregorio, señala que su voto es por mantener la TPM en 0,5%.",,RPM-2010-04-15,3076,1,True,2010,3671,592,False,False,10,True,autoridad_señal,2010_alza_emergencia
2015-10-15,9570,RPM-2015-10-15:7097:1,Rodrigo Vergara Montes,Presidente del Banco Central,opciones_tpm,opciones_tpm,"El Presidente señor Rodrigo Vergara agradece los comentarios del Ministro de Hacienda señor Rodrigo Valdés, manifiesta que se ha tomado debida nota de ellos y serán considerados en análisis posteriores. Enfatiza que la conducción de la política no se basa en los desarrollos observados en un mes en particular, sino que en una visión de mediano plazo de la economía; por lo tanto, se mantiene vigente el escenario contemplado en el último IPoM, más allá de algunas volatilidades mes a mes. En materia de brecha, estima que es difícil pensar en una brecha muy alta, atendida la nueva estimación de PIB potencial. Destaca que el ajuste en Chile ha sido positivo y se compara favorablemente con ajustes pasados, ya que en lugar de una recesión, hemos tenido un período de crecimiento —aunque modesto— y, por sobre todo, un ajuste del mercado laboral que ha sido benigno. Lo expresado, gracias a la contribución extraordinariamente importante de la política monetaria. Con respecto a la expansividad de la política monetaria, si bien entiende las dudas que puede generar su medición, manifiesta que la tasa de interés real de corto plazo es muy negativa, lo que deja en evidencia su nivel de expansividad. De hecho, alude a un ejercicio comparado que da cuenta de que nuestra tasa de interés real de corto plazo es por lejos la más negativa de la región, y que sería superada únicamente por las tasas de algunas economías avanzadas de Europa y Estados Unidos de América. Al finalizar su intervención, el Presidente señor Rodrigo Vergara reafirma que la expansividad de nuestra política monetaria es un hecho positivo per se, sin perjuicio de lo cual, y tal como fue expresado en el último IPoM, se deberá evaluar si su magnitud es la adecuada en el contexto actual. Al no formularse otros comentarios y siendo las 13:50 horas, el Presidente señor Rodrigo Vergara suspende la presente Reunión e informa que se reiniciará a las 16:00 horas para tratar lo referente a las opciones de política monetaria.",,RPM-2015-10-15,7097,1,True,2015,1996,335,False,False,10,True,autoridad_señal,2015_quiebre
2010-10-14,5134,RPM-2010-10-14:3449:4,Sebastián Claro Edwards,Consejero,escenario_internacional,escenario_internacional,"El Consejero señor Sebastián Claro prosigue con su planteamiento, indicando que, tal vez, está predominando no solo el relajamiento cuantitativo, en el sentido de que la curva libre de riesgo se ha aplanado significativamente y ha caído, sino que también no se puede descartar que haya una menor percepción de riesgo. Reitera, entonces, la pregunta de por qué podría pasar eso. Sostiene que una alternativa podría ser que la incertidumbre ha ido disminuyendo o que lo segundo sea que, de alguna manera, las señales de la Reserva Federal sobre una provisión bastante ilimitada de liquidez están llevando a una sobrevaloración de ciertos tipos de activos — hay otros que están muy castigados, como los del sector inmobiliario, etc.—, que llevan a percibir una abundancia de liquidez y de financiamiento, que no estará disponible a discreción por muchos años, afectando negativamente los precios de los activos. En su opinión, esa es la manera de equilibrar el hecho que algunos precios de activos estén subiendo, al mismo tiempo que una economía baja consistentemente y se debilita.",,RPM-2010-10-14,3449,4,True,2010,1080,174,False,False,10,True,autoridad_señal,2010_alza_emergencia
2008-09-04,2905,RPM-2008-09-04:2094:1,Manuel Marfán Lewis,Consejero,acuerdo_comunicado,acuerdo_comunicado,"El Consejero señor Manuel Marfán agradece como siempre el análisis efectuado por el staff. Indica que en esta ocasión se cuenta con menos información que la habitual, ya que solo hoy se dieron a conocer importantes datos de la coyuntura, no siendo posible evaluar en profundidad la reacción del mercado y de los analistas. Indica, en particular, que no se cuenta con una Encuesta de Expectativas Económicas actualizada, respecto de la Reunión anterior. A la vez, sin embargo, indica que nos beneficiamos de la cercanía del próximo IPoM y del escenario central allí contenido. Agrega el señor Consejero que, respecto de la Minuta de Opciones, hace suyo el listado de antecedentes relevantes a considerar desde la Reunión de Política Monetaria anterior, contenido en el párrafo dos de la misma, que da por reproducido, a lo cual agregaría tres elementos importantes. Primero, que la evidencia confirma que se ha acentuado la propagación de los shocks inflacionarios hacia otros precios. Segundo, que la compensación inflacionaria implícita en los precios de los activos ha aumentado respecto de la Reunión de Política Monetaria anterior, dando cuenta que las expectativas se mantendrían desalineadas con la meta y el horizonte de política. Y tercero, que el mercado financiero reaccionó con fuerza a la decisión de hace un mes de elevar por segunda vez consecutiva la Tasa de Política Monetaria en 50 puntos base y de hecho espera mayoritariamente que la decisión de hoy sea la misma. Comenta el Consejero señor Manuel Marfán, que en este conjunto de antecedentes hay algunas contradicciones potenciales que espera se resuelvan pronto y para bien. Indica que las expectativas privadas de inflación superan las proyecciones del Banco Central, y que las expectativas de crecimiento de la actividad, en el mediano plazo, también superarían las nuevas proyecciones de la Institución. Agrega, que el Banco Central de Chile, en tanto, ha señalado que hará todo lo que esté a su alcance para alinear la inflación hacia 3% en dos años, y el mercado sí parece creer que el Banco será proactivo, es decir, espera un Banco Central que esté delante de la curva. Agrega el Consejero señor Marfán que el problema de esta combinación, es que mientras más demoren las expectativas en alinearse con la meta, mayores serán los costos reales, en términos de crecimiento y empleo, de la política de estabilización. Hace presente el Consejero señor Manuel Marfán, que desde esta perspectiva solo cabe reiterar que el Consejo hará todo lo que esté a su alcance para alinear la inflación hacia el 3% en dos años, aunque ello implique costos reales superiores a los esperados. Aún así, estima que esos mayores costos reales son menores que los que habrían si se hubiera sido contemplativo con la inflación. Señala que la moderación de la propagación inflacionaria requiere una economía más bien fría, es decir, una economía creciendo moderadamente por debajo del producto de tendencia durante un plazo más o menos equivalente al horizonte de política. En su opinión, este es un componente aún no internalizado por los agentes privados y por los analistas. Indica el Consejero señor Marfán que por cuarta vez consecutiva, hace presente que cambios en la Tasa de Política Monetaria de 50 puntos base deben reservarse para ocasiones espacialísimas y le parece que la actual coyuntura sigue siéndolo. Agrega que descarta, por ahora, un aumento de 75 puntos base, ya que su justificación sería más bien preventiva, en el caso que se diera uno de los escenarios de riesgo. Menciona que en la antesala del próximo IPoM, la decisión debe ser consistente con el escenario base que se dará a conocer, y cuyo eje pasa por alinear las expectativas de inflación con la meta de política y que mientras antes se dé ese alineamiento, los costos reales de la estabilización serán menores. En consecuencia, por las razones expuestas, el Consejero señor Manuel Marfán vota por subir la Tasa de Política Monetaria en 50 puntos base, manteniendo un tono hawkish en el Comunicado.",,RPM-2008-09-04,2094,1,True,2008,4032,662,False,False,10,True,autoridad_señal,2008_crisis_alza
2014-01-16,8185,RPM-2014-01-16:5990:1,Luis Óscar Herrera Barriga,Gerente de División Estudios,escenario_internacional,escenario_internacional,"El Gerente de División Estudios señor Luis Óscar Herrera se refiere al rango de amplitud de la desaceleración de la inversión. Sobre el particular, señala que en el corto plazo no se cuenta con los indicadores necesarios para pormenorizar el porcentaje que responde a inversión en minería frente a otros sectores; no obstante, igualmente se puede afirmar que hay aspectos asociados a otros sectores que también se desaceleran, como es el caso de los materiales de transporte, obras relacionadas con el sector de energía, y obras públicas en el segundo semestre del año 2013. Agrega que esta desaceleración se encuentra concentrada en el componente más volátil de la inversión. Hace notar que esta mayor caída de la inversión tiene una serie de efectos sobre otros sectores de actividad, tales como el comercio, construcción, servicios de ingeniería e industria, razón por la que se han debido corregir a la baja las proyecciones de corto plazo, especialmente, de la parte Resto. Enfatiza que para el corto plazo se trata de un ajuste relevante del orden de seis décimas en el cuarto trimestre de 2013 y de ocho décimas en el trimestre en curso. En lo atinente a la inflación, manifiesta que hasta esta fecha, no se advierte traspaso ni efectos del reciente shock de precios sobre otros indicadores, tales como los salarios nominales, expectativas o inflación de servicios. En su opinión, el dinamismo del consumo se mantiene por razones de orden financiero, ya que los ajustes del consumo debieran ser graduales por dos razones fundamentales. En primer término, expresa que en la medida en que continúe ratificándose el mayor pesimismo de las empresas y una menor inversión, su contraparte estará en sus decisiones de contratación de mano de obra, lo que también debiera reflejarse en un relajamiento de las condiciones del mercado laboral, tanto en términos de empleo como de salarios nominales. En segundo lugar, la normalización de la inflación y el menor aumento de los salarios reales e ingresos reales, también tiene una contrapartida sobre las decisiones de consumo. En cuanto a los cambios en el escenario internacional, si bien en el margen existe una visión positiva acerca de ellos, no existen elementos que ameriten modificar sustantivamente el escenario consignado en el último IPoM. En su opinión, si bien se han despejado algunos de los riesgos que aparecían a esa fecha, tales como el riesgo fiscal en Estados Unidos de América y el riesgo del tapering, no se justifica un cambio significativo de dichas proyecciones.",,RPM-2014-01-16,5990,1,True,2014,2533,414,False,False,10,True,staff_señal,2013_14_bajas
2006-12-14,1351,RPM-2006-12-14:1021:1,Consejo del Banco Central de Chile,Consejo,acuerdo_comunicado,apertura_cierre,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17.45 horas.,,RPM-2006-12-14,1021,1,True,2006,83,15,False,False,10,True,autoridad_señal,2006_alza_fin
