fecha,id_original,intervencion_id,actor,cargo,topico,keywords,texto,detalle_cotejo,meeting_id,orden_habla,subindice,regex_ok,anio,largo_caracteres,largo_palabras,flag_cotejo,flag_texto_danado,tanda,fase
2007-08-09,1798,RPM-2007-08-09:1360:2,Manuel Marfán Lewis,Consejero,escenario_internacional,escenario_internacional,"Con respecto al comentario anterior, el Consejero señor Manuel Marfán comenta que la explicación de esta situación es que la gasolina es estacional y no así el petróleo. Agrega que en el caso del diesel, éste tiene una estacionalidad que es precisamente inversa a la de la gasolina porque los consumos son estacionales. En efecto, en Estados Unidos de América se tiende a consumir más diesel en el invierno del hemisferio norte y más gasolina en el verano del hemisferio norte e incluso hay derivados que tienen estacionalidades cambiadas y que no necesariamente se reflejan en una estacionalidad equivalente del crudo.",,RPM-2007-08-09,1360,2,True,2007,619,101,False,False,5,2007_mixto
2007-07-12,1759,RPM-2007-07-12:1332:1,José De Gregorio Rebeco,Vicepresidente del Banco Central,actividad_interna,actividad_interna,El Vicepresidente señor José De Gregorio consulta respecto de la novedad que se observa entre los meses junio y julio de un Imacec algo menor de lo esperado.,,RPM-2007-07-12,1332,1,True,2007,157,28,False,False,5,2007_mixto
2008-11-13,3000,RPM-2008-11-13:2162:3,Jorge Desormeaux Jiménez,Vicepresidente del Banco Central,debate,debate,"El Vicepresidente señor Jorge Desormeaux, sobre el particular, agrega que lo interesante es que el encargado de Hacienda de la Cámara de Representantes de Estados Unidos de América se manifestó muy contrario a la decisión sobre esta materia comunicada por el señor Henry Paulson.",,RPM-2008-11-13,2162,3,True,2008,279,44,False,False,5,2008_crisis_alza
2008-02-07,2238,RPM-2008-02-07:1652:4,Manuel Marfán Lewis,Consejero,escenario_internacional,escenario_internacional,"El Consejero señor Manuel Marfán indica que lo señalado por el Gerente de División Estudios resulta correcto en condiciones normales, pero si se está en medio de una crisis de liquidez, la tasa de interés que se considera no es la Libor más un spread normal, sino que es una Libor más un spread raro, producto de la iliquidez y, agrega que en algunas sesiones anteriores se había observado que la tasa de interés internacional, que estaba implícita en las operaciones forward, consideraba un spread que era anormalmente alto respecto de lo que era en situaciones sin crisis de liquidez.",,RPM-2008-02-07,1652,4,True,2008,586,100,False,False,5,2008_crisis_alza
2008-11-13,2969,RPM-2008-11-13:2138:1,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,mercados_financieros,mercados_financieros,"El Gerente de Análisis Macroeconómico señor Claudio Soto señala que el impacto en Chile del súbito cambio del escenario global se ha manifestado hasta ahora, principalmente, en los mercados de activos y en las decisiones de gasto privado más sensibles a las condiciones financieras. La desviación de los mercados interbancarios globales llevó, a nivel mundial, a la búsqueda de refugio en instrumentos del Tesoro de Estados Unidos de América, produciendo una significativa caída en la demanda de activos financieros más riesgosos. Indica que a ello se agregaron restricciones globales en las líneas de financiamiento, determinando una depreciación bastante generalizada de las distintas monedas con respecto del dólar, situación en la que el peso chileno no ha sido la excepción. El cambio en el escenario de mediano plazo y, sobre todo, la aguda incertidumbre externa prevaleciente desde fines de septiembre hasta hace solo muy poco tiempo, incrementó la demanda por liquidez por razones de precaución de diversos agentes en Chile. Menciona el Gerente señor Soto, que todo lo anterior provocó un encarecimiento del costo de fondeo bancario, un aumento en las tasas de colocación y una amplia preocupación en distintos actores del mercado por el acceso al financiamiento. Hace presente que en este contexto, el Consejo adoptó un conjunto importante de medidas, partiendo por el término del programa de acumulación de reservas y la oferta de liquidez en pesos y dólares, a través de swaps a fines de septiembre; el establecimiento de provisiones de liquidez a mayor plazo y una ampliación de los colaterales aceptables para el Banco, a contar del 10 de octubre de este año, probablemente el momento de mayor tensión de este episodio. Comenta que las medidas adoptadas por el Consejo del Banco Central de Chile lograron efectivamente atenuar las tensiones de liquidez en los mercados monetarios, con tasas de interés y premios entre distintos instrumentos del mercado que han retornado a niveles comparables a los que prevalecían antes de mediados de septiembre. No obstante, señala que se puede anticipar que mientras perdure la incertidumbre sobre los efectos concretos de la actual crisis financiera global en la actividad real del mundo, prevalecerá un grado mayor de restrictividad en las condiciones de otorgamiento de créditos. Agrega que la encuesta de crédito bancario de septiembre, muestra una mayor restricción tanto en el otorgamiento de crédito como en la demanda por éste. Además, menciona que la información casuística también da cuenta de mayores dificultades en el acceso al crédito. Por otra parte, las tasas de interés de las distintas operaciones de crédito están en niveles más altos que los prevalecientes a comienzos de septiembre, los que podrían ser superiores a los que se esperarían de los cambios que el Consejo hizo en la instancia de política monetaria en los últimos meses. Indica que ello puede responder, en parte, a esta mayor percepción de riesgo. El señor Gerente de Análisis Macroeconómico señala que la mayor dificultad en el acceso al financiamiento, el incremento en su costo y la volatilidad de variables como el tipo de cambio, inciden en el corto plazo, principalmente en los componentes de la demanda interna más sensibles a condiciones financieras. En particular, las ventas de bienes durables, especialmente automóviles, las ventas de viviendas y la inversión en maquinaria y equipo. Agrega que algunas de estas variables han tenido algún grado de moderación en su crecimiento en los últimos meses, lo que podría acentuarse ante las nuevas condiciones financieras. Asimismo, el Gerente señor Soto señala que el impacto de los desarrollos anteriores en la demanda agregada es difícil de determinar con exactitud. Agrega que aún no existe información de las variables habituales reales para el mes de octubre. No obstante, indica que la información recogida da cuenta de un mayor pesimismo, lo mismo que los indicadores de expectativas del mes de octubre, especialmente para las empresas. En todo caso, indica que se debe destacar que, a septiembre, el mercado laboral seguía mostrando un dinamismo importante, con el empleo creciendo a tasas en torno a 5% anual y una tasa de desempleo que se ha mantenido alrededor de 7,5% en los últimos trimestres. Por otra parte, comenta el señor Soto que el posible impacto puede ser calibrado, tomando como referencia la correlación histórica de las variables desde que se instauró la flotación cambiaria, junto con una evaluación de la respuesta de la economía ante restricciones en las condiciones financieras en coyunturas recientes. Menciona que esto lleva a estimar que el crecimiento de la actividad distinta de los sectores asociados a recursos naturales, podría reducirse respecto a proyecciones previas tanto en el último cuarto del 2008 como en el primer trimestre del 2009, ello producto del cambio en el escenario interno y externo. A lo anterior, se debe añadir el débil desempeño de la actividad del sector minero, que debido a problemas técnicos, le restaría del orden de 0,3 puntos porcentuales de incremento a la actividad en el cuarto trimestre del 2008. Hace presente el señor Soto que con ello, el crecimiento para este año descendería, mientras el de la demanda interna sufriría una reducción más marcada. Para el 2009, dada la magnitud de la crisis internacional y el efecto que se espera tenga en el crecimiento mundial y el precio de las materias primas, también se reducen las proyecciones de crecimiento contenidas en el IPoM de septiembre. Comenta el señor Gerente que son múltiples los canales a través de los cuales el escenario global más complejo afectará el crecimiento económico en Chile el próximo año. Por un lado, se espera que el proceso de desapalancamiento en el sistema bancario global perdure por varios trimestres, o incluso años, lo que hace avizorar condiciones y costos de financiamiento externo que demorarán en volver a niveles previos a esta crisis. Por otro lado, indica que el menor dinamismo mundial repercutirá en la demanda por exportaciones chilenas, ello a pesar del crecimiento de economías como China e India. A lo anterior, se debe sumar el impacto que pueda tener en las decisiones de gasto de firmas y personas, la mayor incertidumbre sobre el desenvolvimiento del escenario macroeconómico. Por otro lado, señala que el incremento en las holguras, a diferencia de lo previsto en septiembre, responderá a condiciones financieras más restrictivas por el deterioro del panorama internacional. En este escenario, la demanda interna mostrará mayores niveles de ahorro privado y una tasa de inversión a PIB que declinará levemente. El menor precio del cobre, sin embargo, tendrá un efecto de mayor magnitud en los ingresos fiscales, por lo que el déficit de cuenta corriente se ampliará hasta cifras entre 4 y 5% del PIB el 2009. Asimismo, el funcionamiento de la regla fiscal, junto con el grado de integración de la economía chilena a los mercados financieros globales, hacen prever que este déficit será financiable sin tensiones. Por su parte, el peso chileno se ha depreciado con fuerza en las últimas semanas: 26% respecto del dólar y 16% en términos multilaterales, ambas cifras comparando el promedio de los diez días hábiles previos al cierre estadístico del IPoM de septiembre de este año. Ello ha llevado al tipo de cambio real a niveles por encima de sus promedios históricos. Su actual nivel es similar a los alcanzados en períodos de alta tensión financiera externa, como los del 2001 y 2002, Comenta el Gerente señor Soto que los movimientos en las variables que habitualmente determinan el tipo de cambio, como los términos de intercambio, las condiciones financieras internas y externas, y la situación de las cuentas externas, son congruentes con una depreciación de la moneda, pero de una magnitud menor a la observada. Además, se estima que el tipo de cambio real bajo condiciones normales y de largo plazo en las variables que lo determinan debiese ubicarse bastante por debajo de su nivel actual. Agrega que en las proyecciones de inflación se utiliza como supuesto de trabajo que el tipo de cambio real no permanecerá en su nivel actual de forma indefinida, sino que convergerá en el curso del horizonte de política a valores congruentes con sus determinantes en el largo plazo. Expresa el señor Gerente de Análisis Macroeconómico que la inflación anual del IPC volvió a aumentar en los últimos dos meses, llegando a 9,9% en su medición a octubre. Señala que este incremento de la inflación ha superado lo previsto en el IPoM de septiembre, en parte por los efectos inmediatos de la fuerte depreciación del peso y también por incrementos en precios específicos. En todo caso, la mayor parte de la inflación acumulada a octubre del 2008 sigue teniendo un origen eminentemente externo, en particular el fuerte incremento del precio de los alimentos. También menciona que los datos de inflación de los dos últimos meses continúan mostrando una importante propagación de la alta inflación sobre otros precios, situación que no se prevé cambie sustancialmente en lo inmediato. Del mismo modo, la indexación a la alta inflación presente, provocará incrementos importantes en el costo de distintos servicios. El Gerente de Análisis Macroeconómico comenta asimismo, que se estima que el efecto sobre la dinámica inflacionaria de corto plazo del brusco cambio en el escenario interno y externo, será del orden de medio punto porcentual de menor incremento de precios en un lapso de seis meses. A esto debe sumarse la fuerza desinflacionaria que se genere en el mediano plazo por el efecto de la menor demanda agregada y el incremento en las holguras de capacidad. Agrega que ese efecto de corto plazo es independiente del impacto que el mayor tipo de cambio ha tenido y pueda producir en la inflación, tanto porque atenuará la caída en el precio del petróleo y sus derivados como porque gatillará cláusulas de reajuste automático, contenidas en las fijaciones tarifarias de los servicios públicos. Menciona también el señor Gerente que dentro de la evolución reciente de la inflación destaca la atenuación, e incluso caída, del precio de algunos alimentos. Esto, se estima, coincidiendo con la evolución que los precios de los alimentos básicos han tenido en el mercado internacional y que no se había visto reflejada en el mercado nacional. A corto plazo, se estima que la caída de los precios internacionales de los alimentos permite, al menos, esperar que en el mercado local ellos no vuelvan a aumentar con la fuerza que lo hicieron en el pasado reciente. Considerado todo lo anterior, indica que en el corto plazo se estima que la inflación anual del IPC se mantendrá en niveles elevados, menores que el 9,9% registrado a octubre, pero aún muy por encima del rango de tolerancia de la meta de inflación. Agrega que hacia el mediano plazo, la acumulación de holguras de capacidad, la apreciación real prevista para el peso y el margen otorgado por los menores precios de los combustibles, proveerán de una significativa fuerza desinflacionaria. De este modo, señala el señor Soto que revisadas las implicancias de los cambios en el escenario internacional sobre la economía chilena, es posible prever que la inflación se mantendrá en niveles altos por los próximos dos o tres trimestres, pero luego comenzará un período de rápida convergencia a la meta, la que se alcanzará en un lapso inferior al previsto en septiembre. Menciona que así, para comienzos del 2010, la inflación anual del IPC se ubicará en torno a 3%. Por su parte, la inflación IPCX1, tendrá en el corto plazo una trayectoria similar a la descrita para el IPC, pero su nivel será menor al de la inflación total y su convergencia a 3% será más rápida que la de la inflación total. De otra parte, señala que coherente con la evaluación de que el actual escenario internacional tiene efectos desinflacionarios relevantes en Chile en el mediano plazo, las distintas medidas de expectativas de inflación han mostrado un descenso. La compensación inflacionaria 1 en 1 ha caído desde niveles de 5,5% a comienzos de septiembre, hasta 3,6% al cierre estadístico. Las compensaciones inflacionarias a mayor plazo muestran descensos menores, permaneciendo por sobre 4%. En el caso de la Encuesta de Expectativas Económicas, la inflación esperada a dos años también ha tenido una caída importante, desde 3,9% en la medición de septiembre a 3,4% en la de noviembre. Al mismo tiempo, comenta que la estructura de tasas de interés, sobre todo en pesos, se desplazó significativamente hacia la baja, llevando a una trayectoria implícita de política monetaria bastante por debajo de la contenida en las expectativas a principios de septiembre. En tal virtud, considerando la información de las dos semanas previas al cierre estadístico de esta información, las distintas medidas de expectativas de mercado respecto de la Tasa de Política Monetaria apuntan a que ésta se mantendrá en 8,25% hasta fines de este año y para fines del 2009, se espera un descenso de la Tasa de Política Monetaria, aunque con una alta dispersión en los cambios esperados; entre 50 y 175 puntos base, dependiendo de la medida que se considere. Indica que específicamente, a partir de la curva forward y la Encuesta de Expectativas Económicas de noviembre se deduce que la Tasa de Política Monetaria se ubicaría entre 6,5 y 6,75% a diciembre del 2009. Por otro lado, las tasas swap anticipan un descenso menos marcado, llegando a un nivel del orden de 7,6% a fines del 2009, Finalmente, como supuesto metodológico, las proyecciones implícitas en este documento consideran que la Tasa de Política Monetaria seguirá una trayectoria que, en el corto plazo, es comparable a la que se deduce de las distintas medidas de expectativas del sector privado vigentes en las dos semanas previas a su cierre estadístico. En el mediano plazo estas expectativas consideran recortes pronunciados de la Tasa referida, congruentes con la visión de que se producirá una desinflación acelerada. En relación a los mercados financieros, el Gerente de Análisis Macroeconómico señor Claudio Soto señala que se ha observado que desde la última Reunión de Política Monetaria se han producido caídas importantes en las tasas nominales, sobre todo en el BCP2. Lo anterior, acompañado por un aumento de las tasas reales más cortas en que también aumentó el BCU2. Asimismo, indica que las tasas reales un poco más largas se han mantenido y se ha observado una caída en las tasas swap. Agrega que el tipo de cambio multilateral se depreció 3,8% desde dicha Reunión y que el tipo de cambio real se ubicaría en torno a 107 puntos base. Indica también que la depreciación se produjo en un contexto de fuertes caídas en los precios de los commodities, petróleo y cobre, pero además en un contexto de reducción importante de diferenciales de tasas, explicado por la caída de las tasas nominales y por riesgo soberano. Concluye el señor Soto que desde la última Reunión de Política Monetaria, el diferencial de tasas es capaz de explicar, en buena medida, la depreciación observada en las monedas.",,RPM-2008-11-13,2138,1,True,2008,15139,2468,False,False,5,2008_crisis_alza
2008-04-10,2428,RPM-2008-04-10:1774:1,Pablo García Silva,Gerente de División Estudios,opciones_tpm,opciones_tpm,"El Gerente de División Estudios señala que en la última Reunión de Política
Monetaria, el Consejo decidió mantener la Tasa de Política Monetaria en 6,25 puntos base.
Adicionalmente, señala el Gerente de División Estudios que al igual que en febrero, el Consejo
estimó que no se podía descartar un ajuste adicional de la Tasa de Política Monetaria, el que
dependería de la información acumulada, en particular el desarrollo del escenario internacional,
las implicancias desinflacionarias de la apreciación cambiaria reciente y el grado de
propagación de los shocks de oferta a otros precios.
Agrega el señor Gerente de División referido, que desde dicha reunión, las
principales noticias que se han acumulado son las siguientes:
1.-
En el ámbito internacional, los indicadores reales sugieren fuertemente que Estados
Unidos de América está ya, o prontamente va a entrar en recesión. La situación financiera
se mantiene incierta, pero algo menos frágil que hace un mes atrás, contribuyendo a ello
las medidas tomadas por los principales Bancos Centrales. Menciona que, no obstante, la
persistencia de condiciones crediticias estrechas haría que la recuperación de la
economía estadounidense sea más lenta de lo anticipado. Agrega, que el debilitamiento
del dólar, no ha proseguido.
2 -
Señala también que en el resto de las economías desarrolladas, se siguen observando en
el margen signos de debilitamiento económico, mientras que las perspectivas para las
economías emergentes se han ajustado algo a la baja a pesar de los elevados precios de
las materias primas. 3.-
Indica que en el caso de Chile, el foco de atención estuvo en el registro inflacionario de
marzo, el que sorprendió con varias décimas de incremento por debajo de la expectativa
de consenso. Agrega el señor García que la lectura de este registro da cuenta que la
propagación de los shocks de oferta a otros precios no estaría siendo mayor a la histórica,
y quizá menor a la supuesta en enero, pero con shocks adicionales de precios de
alimentos perecibles y no perecibles.
4 -
Indica el señor García que el peso se ha mantenido apreciado, en un contexto de elevada
inflación internacional producto de los aumentos de los registros inflacionarios en buena
parte del mundo.
5.-
Señala el señor García que el mercado no sobrerreaccionó de manera significativa ante la
sorpresa inflacionaria de marzo, por lo que las compensaciones inflacionarias, aunque
algo descendieron, se mantienen elevadas.
Asimismo, menciona que las medidas de
expectativas de inflación no difieren mucho de las observadas hace un mes atrás.
6.-
Señala también el señor García, que en términos de actividad económica, se consolida el
panorama de actividad evaluado en las últimas dos Reuniones de Política Monetaria. El
crecimiento en febrero estuvo por sobre lo previsto, pero no por una magnitud relevante
que motive revisión de proyecciones para el corto plazo, con relación a lo considerado el
mes pasado.
La demanda interna, en particular la inversión, sigue creciendo a tasas
elevadas.
7.-
Comenta el señor García que, congruentemente con la interpretación del mercado de las
implicancias de la sorpresa de marzo, las expectativas privadas para la Tasa de Política
Monetaria se han reducido, volviendo a un escenario similar al de febrero con, a lo más,
un alza adicional de la Tasa de Política Monetaria.
8.-
Señala el señor García que dados los antecedentes acumulados desde la última Reunión
de Política Monetaria, se considera que las opciones más plausibles para esta ocasión
son un incremento de la Tasa de Política Monetaria de 25 puntos base o su mantención
en el nivel actual. Agrega, que debido a los niveles de incertidumbre respecto de la
evolución de la inflación que se mantiene para los próximos trimestres, lo que de hecho
motiva la presentación de distintos escenarios de inflación, la decisión de política depende
en esta ocasión de cómo se ponderen los antecedentes que informan este conjunto de
proyecciones.
Hace presente el señor García que en primer lugar, está la cuestión del nuevo
shock de oferta en la inflación de alimentos no perecibles. Agrega que existe incertidumbre
respecto de la persistencia de estos precios, en especial por las dudas de cuál es el origen del
shock actual: reflejo de aumentos pasados de los precios externos o respuesta a aumentos más
recientes. Indica que la lectura de ambas explicaciones tiene implicancias distintas, pues en el
primer caso es posible que la persistencia sea mayor e incluso aún, quede algo por traspasarse,
mientras que en el segundo caso es posible que se produzca una reversión futura rápida,
considerando la fuerte y significativa caída reciente del precio del trigo en los mercados
internacionales. Manifiesta el señor García que las trayectorias de persistencia o reversión en
estos precios pueden incidir hasta en medio punto porcentual en la inflación del IPC a seis
meses plazo.
Indica el señor García que, en segundo lugar, está el impacto de la apreciación
cambiaria sobre la dinámica inflacionaria subyacente. Hace presente también que dados los
coeficientes habituales de traspaso, una apreciación real de 6% debiese incidir en algo menos
de medio punto de menor inflación a seis meses plazo. Comenta que si la apreciación es sólo nominal, debiese observarse solo un efecto en el precio de los combustibles, ceteris paribus el
precio del petróleo. Es decir, una u otra incidencia puede afectar también en orden de medio
punto la trayectoria inflacionaria.
En tercer lugar, menciona el señor García que en enero se supuso que la
propagación de los shocks de oferta pasados iba a ser algo mayor que la histórica. Menciona
que en la práctica esta propagación mayor no se ha materializado hasta el mes de marzo, por lo
que de volver ella a patrones históricos, podría incidir en algunas décimas adicionales de menor
inflación.
En síntesis, señala que si se toma solo una perspectiva de corto plazo,
anclándose en la decisión de marzo y observando solo las noticias coyunturales, en particular el
menor IPC del mes de marzo, respecto de lo previsto y la menor propagación, resulta razonable
argumentar que la opción de mantener la Tasa de Política Monetaria tiene más peso ahora que
en la reunión del mes de marzo. Agrega el señor García que si por el contrario se analiza con
mayor detalle la dinámica de precios individuales que mostró la inflación en dicho mes, y en
especial la repetición de algunos de los shocks de oferta de 2007, se puede argumentar que los
riesgos inflacionarios aún siguen presentes.
Comenta el señor Gerente de División Estudios, que además de estas
incertidumbres respecto de la evolución de la inflación en el corto plazo, siguen estando
presente como consideraciones, la apreciación real del peso y su efecto desinflacionario, y el
disímil comportamiento de las expectativas de inflación, con compensaciones que siguen
elevadas y encuestas que indican una convergencia gradual al 3%.
Por otro lado, menciona el Gerente de División Estudios que en esta ocasión se
dispone de una primera visión de proyecciones de mediano plazo que puede informar el juicio
del Consejo del Banco. De lo presentado en la primera reunión de coordinación, se puede
deducir que, de acuerdo a la opinión del staff, el escenario de crecimiento se ha corregido a la
baja, pero con implicancias menores en la brecha de producto en el corto plazo debido a una
revisión del PIB de tendencia, debido al mayor costo de la energía, un menor crecimiento en
2009 por la debilidad del mundo, una trayectoria inflacionaria algo mayor a la considerada, en
grados que dependen de las incertidumbres mencionadas anteriormente, y una trayectoria de la
Tasa de Política Monetaria ligeramente por encima en plazos cortos y ligeramente por abajo en
plazos más largos.
Como es habitual, comenta que consideraciones comunicacionales pueden llevar
en esta ocasión a ponderar de diversa forma las alternativas planteadas. Indica que a diferencia
del mes pasado, el mercado no se encuentra inusualmente dividido con respecto a la decisión
de política, esperando una mayoría la mantención de la Tasa de Política Monetaria. En ese
sentido, estima que un incremento posiblemente provoque algún grado de sorpresa y ajuste en
los precios de los activos financieros. En caso que se considere que el escenario de mayor
inflación contenido en los antecedentes es el más probable, es difícil no argumentar por un
aumento en la Tasa de Política Monetaria en esta ocasión.
Agrega el señor García que con relación a la mantención o eliminación del
sesgo, los antecedentes para esta decisión son varios.
En primer lugar, señala que la
mantención de un sesgo puede sugerir un diagnóstico de política de bastante convicción
respecto a la pertinencia de un aumento adicional de la Tasa de Política Monetaria, a pesar de
estar ad portas de un nuevo IPoM y de no disponer internamente de un diagnóstico completo
respecto de las perspectivas inflacionarias.
Asimismo, agrega que en segundo lugar, el
mantener un sesgo por tercera Reunión de Política Monetaria consecutiva, puede desvirtuar su
rol de instrumento comunicacional, debilitando su potencia en caso que se utilice nuevamente en el futuro. Finalmente, comenta que la decisión de eliminar el sesgo es probablemente muy
fácil si se opta por un aumento de la Tasa de Política Monetaria en vez de su mantención.",,RPM-2008-04-10,1774,1,True,2008,9356,1513,False,False,5,2008_crisis_alza
2008-08-14,2833,RPM-2008-08-14:2042:1,Manuel Marfán Lewis,Consejero,acuerdo_comunicado,acuerdo_comunicado,"El Consejero señor Manuel Marfán señala que como es habitual agradece el análisis efectuado por el staff. Agrega que, respecto a la Minuta de Opciones, hace suyo el listado de antecedentes relevantes a considerar desde la anterior Reunión de Política Monetaria, que se contiene en el párrafo dos de la misma, con el siguiente comentario adicional. Indica que si bien la proyección a veintitrés meses que surge de la Encuesta de Expectativas Económicas continúa estable, pero preocupantemente por sobre la meta, las compensaciones inflacionarias, considerando los swaps promedio cámara han experimentado una dinámica cambiante a lo largo del mes, con una reducción neta desde la Reunión anterior, pero una trayectoria en forma de “U” a lo largo del mes. Señala el Consejero señor Marfán que se trata de una situación donde la variable que aparece con una dinámica desalineada, respecto de su equilibrio estacionario de mediano plazo, sigue siendo la inflación esperada en el horizonte de política. Manifiesta el señor Consejero que cuando se redacta el voto para la Reunión de Política Monetaria se trata de dar opiniones por noticias nuevas, ya que es muy tedioso fotocopiar el voto del mes anterior, pero en esta oportunidad le resulta difícil no hacerlo y quiere justificar el porqué. Comenta que cree que esta profesión sabe cómo enfrentar situaciones clásicas de shocks de demanda o de shocks de oferta cuando hay credibilidad y existe un marco de política que da confianza. Pero en ese mismo contexto, puntualiza el señor Consejero, que no se está hablando de errores de política sino que de cómo tratar de hacer lo mejor posible. En realidad, señala el Consejero señor Marfán es que esta profesión no sabe cómo enfrentar una secuencia larga y persistente, de sorpresas inflacionarias de oferta de las más variadas naturalezas, que en el caso actual ya lleva casi una década. Agrega que no se trata de un shock de oferta, sino que de uno, más otro, más otro, en forma persistente durante diez años en lo mismo. Manifiesta el señor Consejero que la lógica de la formación de expectativas y de la formulación de políticas, en este contexto, sigue generando perplejidad en el mundo especializado. Agrega que quizás el único punto tranquilo de discusión, en ese contexto, es que el estado de la economía debiera ser más bien frío, es decir, un manejo de la demanda agregada que genere una brecha negativa, acotada y prudente; no se trata tampoco de políticas de shock fuerte, pero a la vez también persistente. Indica que sobre la base de este argumento. U leerá nuevamente y que forma parte de su voto, aquél que expresara en la Reunión de Política Monetaria de julio pasado. Menciona el Consejero señor Manuel Marfán que lo más relevante del conjunto de noticias señalado, es nuevamente la percepción que la inflación no convergería a su nivel meta en el plazo de dos años. Comenta que, en ocasiones anteriores, ha señalado que cambios en la Tasa de Política Monetaria de 50 puntos base deben reservarse para ocasiones especialísimas. Así lo fue hace un mes y así lo sigue siendo hoy. Desde esta perspectiva, le parece adecuado que las opciones a evaluar sean las de aumentar en 50 o en 75 puntos base la tasa de política, descartando aumentos inferiores, por la necesidad de reforzar nuestro esquema de política. Indica que mantener alineadas las expectativas de inflación con la meta de política es la mejor manera de minimizar los costos reales de la estabilización. Manifiesta también que la inversión en credibilidad en la regla de política requiere actuar de manera que coincida el discurso con la acción, hasta en sus componentes más sutiles. Así, a su juicio, es más importante el contenido y el tono del Comunicado y el de la Minuta, que la magnitud del ajuste de la tasa, ya que un ajuste exagerado puede eventualmente interpretarse como una sobrerreacción, con un impacto contraproducente en la respuesta de los formadores de precios. Señala el Consejero señor Marfán que le parece más prudente y más creíble mantener un ritmo de aumentos fuertes hoy y a futuro, hasta producir la convergencia deseada en las expectativas. Por las razones expuestas, el Consejero señor Manuel Marfán vota por aumentar en 50 puntos base la Tasa de Política Monetaria.",RECONSTRUCCION_AMBIGUA_POR_COTEJAR,RPM-2008-08-14,2042,1,True,2008,4263,710,True,False,5,2008_crisis_alza
2008-11-13,2971,RPM-2008-11-13:2140:1,Andrés Velasco Brañes,Ministro de Hacienda,debate,debate,"El señor Ministro de Hacienda consulta si esta proyección a 48 meses significa la tasa en cuatro años o bien, algún tipo de promedio integral.",,RPM-2008-11-13,2140,1,True,2008,142,25,False,False,5,2008_crisis_alza
2008-02-07,2229,RPM-2008-02-07:1648:2,Sergio Lehmann Beresi,Gerente de Análisis Internacional,acuerdo_comunicado,acuerdo_comunicado,"El Gerente señor Sergio Lehmann responde que lo que han estado haciendo en China es aplicar controles de precios, en especial a las carnes. Sin embargo, señala que también hay presiones desde el punto de vista de otros alimentos y que por tanto, también se prevé que puedan aplicarse algunas políticas de control adicional. Comenta el señor Gerente que tal vez está muy influenciada esa caída marginal en el caso de Asia, a controles de precios en algunas economías.",,RPM-2008-02-07,1648,2,True,2008,466,79,False,False,5,2008_crisis_alza
2008-12-11,3061,RPM-2008-12-11:2206:3,Claudio Soto Gamboa,Gerente de Análisis Macroeconómico,acuerdo_comunicado,acuerdo_comunicado,"Al respecto, el Gerente señor Claudio Soto, señala que efectivamente hay una diferencia en la composición de los días.",,RPM-2008-12-11,2206,3,True,2008,118,19,False,False,5,2008_crisis_alza
2008-03-13,2358,RPM-2008-03-13:1719:1,José De Gregorio Rebeco,Presidente del Banco Central,mercados_financieros,mercados_financieros,El señor Presidente consulta si el tipo de cambio afecta a los costos marginales.,,RPM-2008-03-13,1719,1,True,2008,81,14,False,False,5,2008_crisis_alza
2008-10-09,2912,RPM-2008-10-09:2101:1,Consejo del Banco Central de Chile,Consejo,apertura_cierre,apertura_cierre,"ACTA CORRESPONDIENTE A LA SESIÓN DE POLÍTICA MONETARIA N° 129 celebrada el 9 de octubre de 2008 En Santiago de Chile, a 9 de octubre de 2008, siendo las 11:30 horas, se reúne el Consejo del Banco Central de Chile, bajo la presidencia del titular don José De Gregorio Rebeco y con la asistencia del Vicepresidente don Jorge Desormeaux Jiménez y de los Consejeros don Manuel Marfán Lewis, don Enrique Marshall Rivera y don Sebastián Claro Edwards. Ministro de Hacienda, don Andrés Velasco Brañes. Gerente General, don Alejandro Zurbuchen Silva; Fiscal y Ministro de Fe Subrogante, don Juan Esteban Laval Zaldívar; Gerente de División Estudios, don Pablo García Silva; Gerente de División Operaciones Financieras, don Beltrán De Ramón Acevedo; Gerente de División Política Financiera, don Kevin Cowan Logan; Gerente de División Estadísticas, don Ricardo Vicuña Poblete; Gerente de Análisis Macroeconómico, don Claudio Soto Gamboa; Gerente de Análisis Internacional Subrogante, don Felipe Jaque Sarro; Gerente de Mercados Financieros Nacionales, don Matías Bernier Bórquez; Gerente de Investigación Económica Interino, don Jorge Selaive Carrasco; Gerente Asesor de Comunicaciones, don Luis Alberto Álvarez Vallejos; Gerente de Estabilidad Financiera, don Rodrigo Cifuentes Santander; Asesor del Ministerio de Hacienda, don Luis Felipe Céspedes Cifuentes; Economista Senior, don Enrique Orellana Cifuentes; Economista Senior, doña Erika Arraño González; Secretario General, don Jorge Court Larenas.",RECONSTRUCCION_AMBIGUA_POR_COTEJAR,RPM-2008-10-09,2101,1,True,2008,1493,216,True,False,5,2008_crisis_alza
