ngrama,n_palabras,intervenciones,reuniones,apariciones,tfidf_medio,df_hawkish,tasa_hawkish,df_dovish,tasa_dovish,df_neutral,tasa_neutral,asociacion_hawkish,asociacion_dovish,senal,justificacion
iba,1,13,11,14,0.000670909282224584,0,0.004273504273504274,0,0.005555555555555556,13,0.011759581881533102,-1.3526224367705033,-0.9429598503160403,no_revisado,
idea de,2,13,9,14,0.0003821489847560215,5,0.04700854700854701,3,0.03888888888888889,5,0.004790940766550522,2.7742338427799234,2.2269651511262722,no_revisado,
implica que,2,13,11,13,0.0005168736345801996,3,0.029914529914529916,4,0.05,6,0.005662020905923345,1.817302564671809,2.7339251398461553,no_revisado,
implicancia,1,13,12,14,0.0006997827948893469,4,0.038461538461538464,0,0.005555555555555556,9,0.008275261324041812,2.324262553391692,-0.9429598503160403,no_revisado,
importante que,2,13,13,13,0.0005403566211997176,3,0.029914529914529916,1,0.016666666666666666,9,0.008275261324041812,1.817302564671809,0.7530339627938595,no_revisado,
incertidumbres,1,13,11,16,0.000540298666917192,3,0.029914529914529916,4,0.05,6,0.005662020905923345,1.817302564671809,2.7339251398461553,no_revisado,
incidencia de,2,13,13,15,0.00038593025114269067,6,0.05555555555555555,2,0.027777777777777776,5,0.004790940766550522,3.1958141879255386,1.6102937906777777,no_revisado,
incidencia en,2,13,13,13,0.0003870651117292443,2,0.021367521367521368,3,0.03888888888888889,8,0.007404181184668989,1.2006312042233147,2.2269651511262722,no_revisado,
incluido,1,13,11,13,0.00037836476325324117,3,0.029914529914529916,2,0.027777777777777776,8,0.007404181184668989,1.817302564671809,1.6102937906777777,no_revisado,
incorporado,1,13,12,13,0.0007076717195143056,2,0.021367521367521368,2,0.027777777777777776,9,0.008275261324041812,1.2006312042233147,1.6102937906777777,no_revisado,
inflacion a la meta,4,13,9,14,0.0003125374282027171,9,0.0811965811965812,2,0.027777777777777776,2,0.0021777003484320556,4.480267577394239,1.6102937906777777,no_revisado,
inflacion en torno a,4,13,12,13,0.000354669923026138,8,0.07264957264957266,1,0.016666666666666666,4,0.0039198606271777,4.030296288006007,0.7530339627938595,no_revisado,
inflacion subyacente ipcx1,3,13,11,13,0.00037102757255981695,8,0.07264957264957266,2,0.027777777777777776,3,0.003048780487804878,4.030296288006007,1.6102937906777777,no_revisado,
inflacionaria de,2,13,13,14,0.000276497270853817,4,0.038461538461538464,1,0.016666666666666666,8,0.007404181184668989,2.324262553391692,0.7530339627938595,no_revisado,
influido,1,13,11,14,0.00040954013471982266,3,0.029914529914529916,1,0.016666666666666666,9,0.008275261324041812,1.817302564671809,0.7530339627938595,no_revisado,
ingenieria,1,13,12,16,0.0005180163253870967,0,0.004273504273504274,1,0.016666666666666666,12,0.01088850174216028,-1.3526224367705033,0.7530339627938595,no_revisado,
inicia su intervencion agradeciendo,4,13,11,13,0.00036310712476569717,1,0.01282051282051282,4,0.05,8,0.007404181184668989,0.3433713763393967,2.7339251398461553,no_revisado,
interanual,1,13,13,21,0.0004269665130038745,3,0.029914529914529916,2,0.027777777777777776,8,0.007404181184668989,1.817302564671809,1.6102937906777777,no_revisado,
interna se,2,13,12,13,0.0003676699586160356,4,0.038461538461538464,1,0.016666666666666666,8,0.007404181184668989,2.324262553391692,0.7530339627938595,no_revisado,
internacional de,2,13,13,14,0.0003755922089134686,3,0.029914529914529916,0,0.005555555555555556,10,0.009146341463414634,1.817302564671809,-0.9429598503160403,no_revisado,
internacional del petroleo,3,13,10,13,0.00036045070150924664,4,0.038461538461538464,3,0.03888888888888889,6,0.005662020905923345,2.324262553391692,2.2269651511262722,no_revisado,
interno la,2,13,13,13,0.0003914245970697293,5,0.04700854700854701,7,0.08333333333333333,1,0.0013066202090592336,2.7742338427799234,4.018378529314854,no_revisado,
inversion que,2,13,11,13,0.0003712784864526871,3,0.029914529914529916,3,0.03888888888888889,7,0.006533101045296167,1.817302564671809,2.2269651511262722,no_revisado,
investigacion economica don,3,13,13,13,0.0004273015786022066,0,0.004273504273504274,0,0.005555555555555556,13,0.011759581881533102,-1.3526224367705033,-0.9429598503160403,no_revisado,
jimenez,1,13,13,13,0.00042655057782029393,0,0.004273504273504274,0,0.005555555555555556,13,0.011759581881533102,-1.3526224367705033,-0.9429598503160403,no_revisado,
jorge desormeaux jimenez,3,13,13,13,0.00042655057782029393,0,0.004273504273504274,0,0.005555555555555556,13,0.011759581881533102,-1.3526224367705033,-0.9429598503160403,no_revisado,
kevin,1,13,13,13,0.0007402260855070357,0,0.004273504273504274,0,0.005555555555555556,13,0.011759581881533102,-1.3526224367705033,-0.9429598503160403,no_revisado,
kevin cowan,2,13,13,13,0.0007402260855070357,0,0.004273504273504274,0,0.005555555555555556,13,0.011759581881533102,-1.3526224367705033,-0.9429598503160403,no_revisado,
la actividad en el,4,13,12,13,0.0003718992657143039,5,0.04700854700854701,1,0.016666666666666666,7,0.006533101045296167,2.7742338427799234,0.7530339627938595,no_revisado,
la baja en el,4,13,12,14,0.00046623985017691706,2,0.021367521367521368,3,0.03888888888888889,8,0.007404181184668989,1.2006312042233147,2.2269651511262722,no_revisado,
la brecha de,3,13,12,13,0.0003417153601340921,4,0.038461538461538464,4,0.05,5,0.004790940766550522,2.324262553391692,2.7339251398461553,no_revisado,
la comunicacion,2,13,13,14,0.0003794901770221907,4,0.038461538461538464,2,0.027777777777777776,7,0.006533101045296167,2.324262553391692,1.6102937906777777,no_revisado,
la confianza de los,4,13,12,13,0.0003331667327669685,0,0.004273504273504274,0,0.005555555555555556,13,0.011759581881533102,-1.3526224367705033,-0.9429598503160403,no_revisado,
la disminucion de,3,13,11,13,0.0003781805879624374,1,0.01282051282051282,2,0.027777777777777776,10,0.009146341463414634,0.3433713763393967,1.6102937906777777,no_revisado,
la hipotesis,2,13,13,14,0.00038795063740275034,5,0.04700854700854701,5,0.06111111111111111,3,0.003048780487804878,2.7742338427799234,3.183896429234386,no_revisado,
la historia,2,13,11,13,0.0008139801250078527,2,0.021367521367521368,0,0.005555555555555556,11,0.010017421602787456,1.2006312042233147,-0.9429598503160403,no_revisado,
la inflacion a la,4,13,9,14,0.0003125374282027171,9,0.0811965811965812,2,0.027777777777777776,2,0.0021777003484320556,4.480267577394239,1.6102937906777777,no_revisado,
la jornada,2,13,10,14,0.0004945340714721128,0,0.004273504273504274,1,0.016666666666666666,12,0.01088850174216028,-1.3526224367705033,0.7530339627938595,no_revisado,
la lamina n,3,13,10,16,0.0006745391971268251,0,0.004273504273504274,0,0.005555555555555556,13,0.011759581881533102,-1.3526224367705033,-0.9429598503160403,no_revisado,
la medida en,3,13,12,16,0.00047206939839278484,0,0.004273504273504274,2,0.027777777777777776,11,0.010017421602787456,-1.3526224367705033,1.6102937906777777,no_revisado,
la medida en que,4,13,12,16,0.00047206939839278484,0,0.004273504273504274,2,0.027777777777777776,11,0.010017421602787456,-1.3526224367705033,1.6102937906777777,no_revisado,
la nueva informacion,3,13,13,13,0.0003806334601883149,8,0.07264957264957266,3,0.03888888888888889,2,0.0021777003484320556,4.030296288006007,2.2269651511262722,no_revisado,
la palabra al consejero,4,13,13,13,0.0013457647861743237,0,0.004273504273504274,0,0.005555555555555556,13,0.011759581881533102,-1.3526224367705033,-0.9429598503160403,no_revisado,
la perspectiva,2,13,13,15,0.0006097683544097679,1,0.01282051282051282,2,0.027777777777777776,10,0.009146341463414634,0.3433713763393967,1.6102937906777777,no_revisado,
la proxima reunion,3,13,12,13,0.0006002089540673439,2,0.021367521367521368,1,0.016666666666666666,10,0.009146341463414634,1.2006312042233147,0.7530339627938595,no_revisado,
la publicacion,2,13,11,20,0.00042341567598367963,1,0.01282051282051282,1,0.016666666666666666,11,0.010017421602787456,0.3433713763393967,0.7530339627938595,no_revisado,
la respuesta,2,13,11,13,0.00043091136056736115,6,0.05555555555555555,0,0.005555555555555556,7,0.006533101045296167,3.1958141879255386,-0.9429598503160403,no_revisado,
la senal,2,13,12,15,0.0004200682194971997,5,0.04700854700854701,2,0.027777777777777776,6,0.005662020905923345,2.7742338427799234,1.6102937906777777,no_revisado,
lado del,2,13,12,15,0.00034089544150679913,2,0.021367521367521368,1,0.016666666666666666,10,0.009146341463414634,1.2006312042233147,0.7530339627938595,no_revisado,
lamina n,2,13,10,16,0.0006745391971268251,0,0.004273504273504274,0,0.005555555555555556,13,0.011759581881533102,-1.3526224367705033,-0.9429598503160403,no_revisado,
las dudas,2,13,10,14,0.00044437035871132847,3,0.029914529914529916,1,0.016666666666666666,9,0.008275261324041812,1.817302564671809,0.7530339627938595,no_revisado,
las proyecciones para el,4,13,11,15,0.0003185568827359025,1,0.01282051282051282,1,0.016666666666666666,11,0.010017421602787456,0.3433713763393967,0.7530339627938595,no_revisado,
las tasas de los,4,13,12,16,0.00037056230537365107,1,0.01282051282051282,2,0.027777777777777776,10,0.009146341463414634,0.3433713763393967,1.6102937906777777,no_revisado,
las trayectorias,2,13,13,13,0.0003262751709038835,3,0.029914529914529916,1,0.016666666666666666,9,0.008275261324041812,1.817302564671809,0.7530339627938595,no_revisado,
lehmann responde,2,13,12,13,0.0011242767917145219,0,0.004273504273504274,0,0.005555555555555556,13,0.011759581881533102,-1.3526224367705033,-0.9429598503160403,no_revisado,
ligadas,1,13,10,13,0.00040052469058434267,1,0.01282051282051282,0,0.005555555555555556,12,0.01088850174216028,0.3433713763393967,-0.9429598503160403,no_revisado,
linea con lo que,4,13,12,14,0.0004921609307340246,1,0.01282051282051282,1,0.016666666666666666,11,0.010017421602787456,0.3433713763393967,0.7530339627938595,no_revisado,
llevo,1,13,12,14,0.000364619424311614,1,0.01282051282051282,3,0.03888888888888889,9,0.008275261324041812,0.3433713763393967,2.2269651511262722,no_revisado,
lo contemplado,2,13,12,13,0.0003992310247306694,1,0.01282051282051282,3,0.03888888888888889,9,0.008275261324041812,0.3433713763393967,2.2269651511262722,no_revisado,
lo mismo que,3,13,13,14,0.0005377660693899435,0,0.004273504273504274,0,0.005555555555555556,13,0.011759581881533102,-1.3526224367705033,-0.9429598503160403,no_revisado,
lo observado en,3,13,12,13,0.0003754316941991538,0,0.004273504273504274,0,0.005555555555555556,13,0.011759581881533102,-1.3526224367705033,-0.9429598503160403,no_revisado,
los antecedentes acumulados,3,13,13,16,0.0003089997684332513,7,0.0641025641025641,1,0.016666666666666666,5,0.004790940766550522,3.608715942860391,0.7530339627938595,no_revisado,
los combustibles y,3,13,10,16,0.00036326738752280575,4,0.038461538461538464,2,0.027777777777777776,7,0.006533101045296167,2.324262553391692,1.6102937906777777,no_revisado,
los costos de,3,13,11,13,0.00035135003617329987,3,0.029914529914529916,2,0.027777777777777776,8,0.007404181184668989,1.817302564671809,1.6102937906777777,no_revisado,
los creditos de,3,13,11,15,0.00044844704521109044,0,0.004273504273504274,0,0.005555555555555556,13,0.011759581881533102,-1.3526224367705033,-0.9429598503160403,no_revisado,
los efectos del,3,13,12,13,0.00038225447899996545,6,0.05555555555555555,2,0.027777777777777776,5,0.004790940766550522,3.1958141879255386,1.6102937906777777,no_revisado,
los instrumentos,2,13,11,14,0.0006331227072894892,1,0.01282051282051282,3,0.03888888888888889,9,0.008275261324041812,0.3433713763393967,2.2269651511262722,no_revisado,
los modelos,2,13,10,13,0.0007266928090123096,1,0.01282051282051282,1,0.016666666666666666,11,0.010017421602787456,0.3433713763393967,0.7530339627938595,no_revisado,
los nuevos,2,13,13,14,0.0004540960932273549,5,0.04700854700854701,2,0.027777777777777776,6,0.005662020905923345,2.7742338427799234,1.6102937906777777,no_revisado,
los precios de algunos,4,13,11,14,0.0003001346242040562,7,0.0641025641025641,2,0.027777777777777776,4,0.0039198606271777,3.608715942860391,1.6102937906777777,no_revisado,
los precios internacionales,3,13,11,15,0.0005161891656571731,5,0.04700854700854701,2,0.027777777777777776,6,0.005662020905923345,2.7742338427799234,1.6102937906777777,no_revisado,
los riesgos que,3,13,12,13,0.00039571684464923256,8,0.07264957264957266,1,0.016666666666666666,4,0.0039198606271777,4.030296288006007,0.7530339627938595,no_revisado,
los siguientes,2,13,12,13,0.000354623934409081,7,0.0641025641025641,1,0.016666666666666666,5,0.004790940766550522,3.608715942860391,0.7530339627938595,no_revisado,
los ultimos dos,3,13,12,13,0.0005531458705012966,1,0.01282051282051282,1,0.016666666666666666,11,0.010017421602787456,0.3433713763393967,0.7530339627938595,no_revisado,
manifiesta que las,3,13,10,13,0.0004516389537963298,0,0.004273504273504274,2,0.027777777777777776,11,0.010017421602787456,-1.3526224367705033,1.6102937906777777,no_revisado,
manifiesta su,2,13,12,13,0.0006493743751331343,2,0.021367521367521368,2,0.027777777777777776,9,0.008275261324041812,1.2006312042233147,1.6102937906777777,no_revisado,
manuel marfan agradece el,4,13,13,13,0.0003975887835723311,6,0.05555555555555555,6,0.07222222222222222,1,0.0013066202090592336,3.1958141879255386,3.605476774380002,no_revisado,
manuel marfan comenta,3,13,12,13,0.0008899485363269681,0,0.004273504273504274,0,0.005555555555555556,13,0.011759581881533102,-1.3526224367705033,-0.9429598503160403,no_revisado,
manuel marfan consulta,3,13,11,13,0.0015864310707066204,0,0.004273504273504274,0,0.005555555555555556,13,0.011759581881533102,-1.3526224367705033,-0.9429598503160403,no_revisado,
marfan agradece el,3,13,13,13,0.0003975887835723311,6,0.05555555555555555,6,0.07222222222222222,1,0.0013066202090592336,3.1958141879255386,3.605476774380002,no_revisado,
marfan agradece el analisis,4,13,13,13,0.0003975887835723311,6,0.05555555555555555,6,0.07222222222222222,1,0.0013066202090592336,3.1958141879255386,3.605476774380002,sin_direccion,"Cortesía atribuida a una persona, sin dirección monetaria propia."
marginales,1,13,12,13,0.000512304125444819,3,0.029914529914529916,0,0.005555555555555556,10,0.009146341463414634,1.817302564671809,-0.9429598503160403,no_revisado,
mas largos,2,13,12,14,0.00037240252000612944,4,0.038461538461538464,1,0.016666666666666666,8,0.007404181184668989,2.324262553391692,0.7530339627938595,no_revisado,
mas rapido que,3,13,10,13,0.00041302985709249044,5,0.04700854700854701,1,0.016666666666666666,7,0.006533101045296167,2.7742338427799234,0.7530339627938595,no_revisado,
mayor debilidad,2,13,13,15,0.0003681957272884743,3,0.029914529914529916,3,0.03888888888888889,7,0.006533101045296167,1.817302564671809,2.2269651511262722,no_revisado,
mayor precio del,3,13,9,13,0.0003964026102400423,4,0.038461538461538464,1,0.016666666666666666,8,0.007404181184668989,2.324262553391692,0.7530339627938595,no_revisado,
mediados del ano,3,13,13,13,0.0006295854702185333,1,0.01282051282051282,1,0.016666666666666666,11,0.010017421602787456,0.3433713763393967,0.7530339627938595,no_revisado,
medida en que,3,13,12,16,0.00047206939839278484,0,0.004273504273504274,2,0.027777777777777776,11,0.010017421602787456,-1.3526224367705033,1.6102937906777777,no_revisado,
medida que se,3,13,10,17,0.00043151683982872675,3,0.029914529914529916,0,0.005555555555555556,10,0.009146341463414634,1.817302564671809,-0.9429598503160403,no_revisado,
medidas alternativas,2,13,10,14,0.0003745297045216695,5,0.04700854700854701,1,0.016666666666666666,7,0.006533101045296167,2.7742338427799234,0.7530339627938595,no_revisado,
menciona que los,3,13,11,14,0.0003191711498649383,4,0.038461538461538464,1,0.016666666666666666,8,0.007404181184668989,2.324262553391692,0.7530339627938595,no_revisado,
mencionando que,2,13,13,13,0.0005613616759320677,1,0.01282051282051282,0,0.005555555555555556,12,0.01088850174216028,0.3433713763393967,-0.9429598503160403,no_revisado,
menor a,2,13,11,13,0.0003722572920786662,2,0.021367521367521368,3,0.03888888888888889,8,0.007404181184668989,1.2006312042233147,2.2269651511262722,no_revisado,
menor que lo,3,13,13,16,0.0002807612775521249,3,0.029914529914529916,2,0.027777777777777776,8,0.007404181184668989,1.817302564671809,1.6102937906777777,no_revisado,
mercados emergentes,2,13,13,15,0.000403476616156021,0,0.004273504273504274,1,0.016666666666666666,12,0.01088850174216028,-1.3526224367705033,0.7530339627938595,no_revisado,
mes de agosto,3,13,12,27,0.0006146417369992477,2,0.021367521367521368,0,0.005555555555555556,11,0.010017421602787456,1.2006312042233147,-0.9429598503160403,no_revisado,
mes de mayo,3,13,13,17,0.0006247410757741189,1,0.01282051282051282,3,0.03888888888888889,9,0.008275261324041812,0.3433713763393967,2.2269651511262722,no_revisado,
meses en,2,13,13,13,0.00034117926296163917,3,0.029914529914529916,0,0.005555555555555556,10,0.009146341463414634,1.817302564671809,-0.9429598503160403,no_revisado,
meses lo,2,13,13,13,0.0004240357278357299,1,0.01282051282051282,6,0.07222222222222222,6,0.005662020905923345,0.3433713763393967,3.605476774380002,no_revisado,
meses para,2,13,11,13,0.0005324089240468851,3,0.029914529914529916,0,0.005555555555555556,10,0.009146341463414634,1.817302564671809,-0.9429598503160403,no_revisado,
mismos,1,13,10,14,0.0008161360022011275,0,0.004273504273504274,0,0.005555555555555556,13,0.011759581881533102,-1.3526224367705033,-0.9429598503160403,no_revisado,
monetaria correspondiente,2,13,13,13,0.0007559608834166704,0,0.004273504273504274,0,0.005555555555555556,13,0.011759581881533102,-1.3526224367705033,-0.9429598503160403,no_revisado,
monetaria correspondiente al,3,13,13,13,0.0007559608834166704,0,0.004273504273504274,0,0.005555555555555556,13,0.011759581881533102,-1.3526224367705033,-0.9429598503160403,no_revisado,
monetaria correspondiente al mes,4,13,13,13,0.0007559608834166704,0,0.004273504273504274,0,0.005555555555555556,13,0.011759581881533102,-1.3526224367705033,-0.9429598503160403,no_revisado,
monetaria en 50,3,13,7,17,0.0006384178039035751,7,0.0641025641025641,5,0.06111111111111111,1,0.0013066202090592336,3.608715942860391,3.183896429234386,no_revisado,
monetaria en la,3,13,11,13,0.0003620812771191955,5,0.04700854700854701,3,0.03888888888888889,5,0.004790940766550522,2.7742338427799234,2.2269651511262722,no_revisado,
monetaria en los,3,13,11,13,0.00027686437633694163,6,0.05555555555555555,4,0.05,3,0.003048780487804878,3.1958141879255386,2.7339251398461553,no_revisado,
monetaria por,2,13,11,13,0.00035078042143756055,7,0.0641025641025641,3,0.03888888888888889,3,0.003048780487804878,3.608715942860391,2.2269651511262722,no_revisado,
monetario en,2,13,12,13,0.0003404639342916984,2,0.021367521367521368,5,0.06111111111111111,6,0.005662020905923345,1.2006312042233147,3.183896429234386,no_revisado,
movil,1,13,11,28,0.0004846963742830919,1,0.01282051282051282,0,0.005555555555555556,12,0.01088850174216028,0.3433713763393967,-0.9429598503160403,no_revisado,
movimientos de,2,13,11,14,0.0006141644695858718,0,0.004273504273504274,2,0.027777777777777776,11,0.010017421602787456,-1.3526224367705033,1.6102937906777777,no_revisado,
mundo desarrollado,2,13,13,13,0.00032375044605894844,2,0.021367521367521368,3,0.03888888888888889,8,0.007404181184668989,1.2006312042233147,2.2269651511262722,no_revisado,
nicolas,1,13,8,13,0.0005577142217903806,3,0.029914529914529916,1,0.016666666666666666,9,0.008275261324041812,1.817302564671809,0.7530339627938595,no_revisado,
nicolas eyzaguirre,2,13,8,13,0.0005577142217903806,3,0.029914529914529916,1,0.016666666666666666,9,0.008275261324041812,1.817302564671809,0.7530339627938595,no_revisado,
nivel actual de,3,13,12,13,0.0004048572162339425,6,0.05555555555555555,2,0.027777777777777776,5,0.004790940766550522,3.1958141879255386,1.6102937906777777,no_revisado,
nivel de la,3,13,12,13,0.00039279983654646203,5,0.04700854700854701,2,0.027777777777777776,6,0.005662020905923345,2.7742338427799234,1.6102937906777777,no_revisado,
no sea,2,13,13,13,0.0006045335478052744,2,0.021367521367521368,3,0.03888888888888889,8,0.007404181184668989,1.2006312042233147,2.2269651511262722,no_revisado,
normal,1,13,13,14,0.00044067558490476093,1,0.01282051282051282,6,0.07222222222222222,6,0.005662020905923345,0.3433713763393967,3.605476774380002,no_revisado,
notorio,1,13,13,15,0.00033116997195316983,4,0.038461538461538464,2,0.027777777777777776,7,0.006533101045296167,2.324262553391692,1.6102937906777777,no_revisado,
observado en el,3,13,12,13,0.0005011150488944982,1,0.01282051282051282,0,0.005555555555555556,12,0.01088850174216028,0.3433713763393967,-0.9429598503160403,no_revisado,
observados en,2,13,12,15,0.0003810245186785301,2,0.021367521367521368,2,0.027777777777777776,9,0.008275261324041812,1.2006312042233147,1.6102937906777777,no_revisado,
operadores,1,13,13,14,0.00041140798319254086,2,0.021367521367521368,1,0.016666666666666666,10,0.009146341463414634,1.2006312042233147,0.7530339627938595,no_revisado,
opinion de,2,13,12,13,0.0004437259006546737,4,0.038461538461538464,2,0.027777777777777776,7,0.006533101045296167,2.324262553391692,1.6102937906777777,no_revisado,
oportunidad se,2,13,12,14,0.000564267428644982,2,0.021367521367521368,2,0.027777777777777776,9,0.008275261324041812,1.2006312042233147,1.6102937906777777,no_revisado,
optimistas,1,13,12,17,0.000493949468853846,0,0.004273504273504274,0,0.005555555555555556,13,0.011759581881533102,-1.3526224367705033,-0.9429598503160403,no_revisado,
orellana cifuentes,2,13,13,13,0.00047008703555489686,0,0.004273504273504274,0,0.005555555555555556,13,0.011759581881533102,-1.3526224367705033,-0.9429598503160403,no_revisado,
otra parte el,3,13,13,14,0.0004616509494282913,3,0.029914529914529916,0,0.005555555555555556,10,0.009146341463414634,1.817302564671809,-0.9429598503160403,no_revisado,
otra parte senala que,4,13,11,13,0.0003524629108663871,3,0.029914529914529916,1,0.016666666666666666,9,0.008275261324041812,1.817302564671809,0.7530339627938595,no_revisado,
otros factores,2,13,12,13,0.00034027232809193694,5,0.04700854700854701,3,0.03888888888888889,5,0.004790940766550522,2.7742338427799234,2.2269651511262722,no_revisado,
paises en,2,13,13,14,0.0004199231714393681,5,0.04700854700854701,1,0.016666666666666666,7,0.006533101045296167,2.7742338427799234,0.7530339627938595,no_revisado,
palabra al consejero,3,13,13,13,0.0013457647861743237,0,0.004273504273504274,0,0.005555555555555556,13,0.011759581881533102,-1.3526224367705033,-0.9429598503160403,no_revisado,
palabra al consejero senor,4,13,13,13,0.0013457647861743237,0,0.004273504273504274,0,0.005555555555555556,13,0.011759581881533102,-1.3526224367705033,-0.9429598503160403,no_revisado,
panorama inflacionario,2,13,11,14,0.0004185391495902391,8,0.07264957264957266,2,0.027777777777777776,3,0.003048780487804878,4.030296288006007,1.6102937906777777,no_revisado,
para asegurar,2,13,12,17,0.00040431186970807517,7,0.0641025641025641,3,0.03888888888888889,3,0.003048780487804878,3.608715942860391,2.2269651511262722,no_revisado,
para ello,2,13,13,13,0.0005100939337578216,5,0.04700854700854701,1,0.016666666666666666,7,0.006533101045296167,2.7742338427799234,0.7530339627938595,no_revisado,
para la actividad,3,13,12,13,0.0003235576907616474,2,0.021367521367521368,4,0.05,7,0.006533101045296167,1.2006312042233147,2.7339251398461553,no_revisado,
para que la inflacion,4,13,12,14,0.0004053648489481156,7,0.0641025641025641,5,0.06111111111111111,1,0.0013066202090592336,3.608715942860391,3.183896429234386,no_revisado,
parciales,1,13,13,16,0.0003874910326436476,2,0.021367521367521368,0,0.005555555555555556,11,0.010017421602787456,1.2006312042233147,-0.9429598503160403,no_revisado,
parecido,1,13,13,13,0.0005858917314196859,2,0.021367521367521368,0,0.005555555555555556,11,0.010017421602787456,1.2006312042233147,-0.9429598503160403,no_revisado,
pasa,1,13,12,14,0.0005631650268864329,1,0.01282051282051282,3,0.03888888888888889,9,0.008275261324041812,0.3433713763393967,2.2269651511262722,no_revisado,
paso a,2,13,11,14,0.0008070356258975184,0,0.004273504273504274,2,0.027777777777777776,11,0.010017421602787456,-1.3526224367705033,1.6102937906777777,no_revisado,
patrones historicos,2,13,12,16,0.0004239203731816533,3,0.029914529914529916,6,0.07222222222222222,4,0.0039198606271777,1.817302564671809,3.605476774380002,contextual,"Referencia descriptiva de salarios, inflación o incertidumbre; sin postura propia obligatoria."
periodos de,2,13,12,13,0.0005403974916782317,0,0.004273504273504274,0,0.005555555555555556,13,0.011759581881533102,-1.3526224367705033,-0.9429598503160403,no_revisado,
persistencia de la,3,13,12,16,0.00038223813960514013,4,0.038461538461538464,2,0.027777777777777776,7,0.006533101045296167,2.324262553391692,1.6102937906777777,no_revisado,
peru,1,13,11,17,0.0006681231815690561,0,0.004273504273504274,0,0.005555555555555556,13,0.011759581881533102,-1.3526224367705033,-0.9429598503160403,no_revisado,
planteamiento,1,13,12,15,0.0007730061213098435,2,0.021367521367521368,1,0.016666666666666666,10,0.009146341463414634,1.2006312042233147,0.7530339627938595,no_revisado,
podia,1,13,12,13,0.0004759927625620546,3,0.029914529914529916,1,0.016666666666666666,9,0.008275261324041812,1.817302564671809,0.7530339627938595,no_revisado,
podria justificar,2,13,12,13,0.00029590361209601816,5,0.04700854700854701,3,0.03888888888888889,5,0.004790940766550522,2.7742338427799234,2.2269651511262722,no_revisado,
podrian ser,2,13,13,15,0.00037507667907871536,0,0.004273504273504274,3,0.03888888888888889,10,0.009146341463414634,-1.3526224367705033,2.2269651511262722,no_revisado,
politica monetaria correspondiente,3,13,13,13,0.0007559608834166704,0,0.004273504273504274,0,0.005555555555555556,13,0.011759581881533102,-1.3526224367705033,-0.9429598503160403,no_revisado,
politica monetaria correspondiente al,4,13,13,13,0.0007559608834166704,0,0.004273504273504274,0,0.005555555555555556,13,0.011759581881533102,-1.3526224367705033,-0.9429598503160403,no_revisado,
politica monetaria en 50,4,13,7,17,0.0006384178039035751,7,0.0641025641025641,5,0.06111111111111111,1,0.0013066202090592336,3.608715942860391,3.183896429234386,no_revisado,
politica monetaria en los,4,13,11,13,0.00027686437633694163,6,0.05555555555555555,4,0.05,3,0.003048780487804878,3.1958141879255386,2.7339251398461553,no_revisado,
ponderacion,1,13,12,17,0.0009195829544522906,1,0.01282051282051282,2,0.027777777777777776,10,0.009146341463414634,0.3433713763393967,1.6102937906777777,no_revisado,
por cuenta,2,13,12,16,0.0005709359381338557,0,0.004273504273504274,1,0.016666666666666666,12,0.01088850174216028,-1.3526224367705033,0.7530339627938595,no_revisado,
por cuenta propia,3,13,12,16,0.0005709359381338557,0,0.004273504273504274,1,0.016666666666666666,12,0.01088850174216028,-1.3526224367705033,0.7530339627938595,no_revisado,
por el banco central,4,13,13,14,0.000439258965928805,3,0.029914529914529916,3,0.03888888888888889,7,0.006533101045296167,1.817302564671809,2.2269651511262722,no_revisado,
por el momento,3,13,13,16,0.000446540672164864,1,0.01282051282051282,7,0.08333333333333333,5,0.004790940766550522,0.3433713763393967,4.018378529314854,no_revisado,
por ello que,3,13,12,13,0.00041046402428021074,3,0.029914529914529916,6,0.07222222222222222,4,0.0039198606271777,1.817302564671809,3.605476774380002,no_revisado,
por la que,3,13,11,14,0.0006340669171823096,1,0.01282051282051282,1,0.016666666666666666,11,0.010017421602787456,0.3433713763393967,0.7530339627938595,no_revisado,
por subir,2,13,11,13,0.000366909359004976,13,0.11538461538461539,0,0.005555555555555556,0,0.00043554006968641115,8.157152567556434,-0.9429598503160403,no_revisado,
por subir la,3,13,11,13,0.000366909359004976,13,0.11538461538461539,0,0.005555555555555556,0,0.00043554006968641115,8.157152567556434,-0.9429598503160403,no_revisado,
por un aumento,3,13,11,14,0.0004172790270098469,9,0.0811965811965812,0,0.005555555555555556,4,0.0039198606271777,4.480267577394239,-0.9429598503160403,no_revisado,
porque se,2,13,12,13,0.0006681102787689778,1,0.01282051282051282,0,0.005555555555555556,12,0.01088850174216028,0.3433713763393967,-0.9429598503160403,no_revisado,
posiciones,1,13,13,17,0.0009098385129049254,1,0.01282051282051282,1,0.016666666666666666,11,0.010017421602787456,0.3433713763393967,0.7530339627938595,no_revisado,
posteriores,1,13,11,13,0.0004211779335935255,4,0.038461538461538464,2,0.027777777777777776,7,0.006533101045296167,2.324262553391692,1.6102937906777777,no_revisado,
precio internacional del,3,13,11,13,0.00034880326046743263,4,0.038461538461538464,3,0.03888888888888889,6,0.005662020905923345,2.324262553391692,2.2269651511262722,no_revisado,
