orden,intervencion_id,fecha_reunion,actor,cargo,texto,etiqueta_v3,es_relevante_v3,confianza,cita_literal,fundamento,estado
226,RPM-2008-03-13:1728:3,2008-03-13,Andrés Velasco Brañes,Ministro de Hacienda,"El Ministro de Hacienda señor Velasco, hace presente que las novedades van en otra dirección. Indica que en el plano internacional, las noticias son casi todas malas y en el plano nacional en cuanto a actividad, las noticias son casi todas de una menor agilidad, y agrega que sumado a esto, hay una apreciación imprevista mayor de lo que nadie en algún momento tuvo en el radar de lo plausible y que va a tener consecuencias desinflacionarias. Agrega el señor Ministro que por lo anteriormente expuesto sugiere la mantención de la Tasa de Política Monetaria. En cuanto a las consideraciones tácticas y comunicacionales, señala que existe una alta probabilidad que la tasa mensual de inflación en marzo sea alta, e indica que quizás sea maquinalmente menor a lo que el mercado hoy en día anticipa o a lo mejor no. Por otro lado, agrega que las consecuencias de una tasa de inflación mensual que ronde o quizás exceda del 1% no se puede menospreciar y que claramente tras esa cifra sería difícil explicar que el Banco Central de Chile no actúe. Por lo tanto, y casi con certeza, hace presente que un incremento de la tasa de política monetaria hoy habría que sumarla a un incremento adicional el próximo mes. Adicionalmente, agrega que si esta situación se plantea en forma más apacible, va a ser difícil explicar las circunstancias, y señala que una acción de otro tipo y por lo tanto, las consideraciones tácticas lo llevan a reforzar su juicio inicial de que es oportuno mantener la Tasa de Política Monetaria porque deja abierto el espacio de si en reacción a una inflación inesperadamente alta en el mes de marzo, pudiese si así lo estima conveniente y apropiado el Consejo del Banco Central de Chile, incrementar, en ese momento, la Tasa de Política Monetaria. Finalmente, señala el señor Ministro que la decisión más difícil no pasa por una consideración respecto a la Tasa de Política Monetaria sino que respecto al sesgo. Agrega que respecto a este último se han dado argumentos en ambas direcciones, e indica que no tiene una convicción. En su opinión, es difícil establecer un argumento carente de ambigüedades en una dirección u otra, y agrega que mantener el sesgo hacia arriba haría más comprensiva o menos traumática un alza si ésta eventualmente ocurriera en treinta o sesenta días.",,,,,,pendiente
227,RPM-2010-03-18:2973:1,2010-03-18,Sebastián Claro Edwards,Consejero,"El Consejero señor Sebastián Claro comenta que llama la atención que el mercado siga retrasando las expectativas de alzas de tasas, respecto de lo que se pensaba antes, dados los datos actuales sobre actividad, las perspectivas de inflación, los precios de los commodities y el hecho que la incertidumbre ha ido cayendo, salvo por los problemas en Europa. Agrega que aun cuando no se considerara que las expectativas de crecimiento en el mundo han ido aumentando, por lo menos sí se podría pensar que la varianza ha ido disminuyendo. Dicho eso, plantea dos temas que, en su opinión, pueden ser relevantes; el primero, que la causalidad sea exactamente al revés, es decir, que lo que está justificando o manteniendo fuerte las perspectivas de crecimiento es que los bancos centrales están manteniendo esta situación, por lo que se abren bastantes dudas sobre qué va a ocurrir cuando la política monetaria y el rescate al sistema financiero desaparezca. Lo anterior, porque no calza la dirección que está tomando ya hace algún tiempo el retraso en la normalización de la política monetaria y el que las perspectivas de crecimiento y de la inflación sean mayores. Señala que un segundo tema se refiere a cuál puede ser la implicancia de que el mercado empiece a esperar atrasos de dos o tres meses en las normalizaciones en distintas economías. Al respecto, señala que esto puede justificarse en Chile, especialmente a raíz del terremoto, pero no así en otras economías.",,,,,,pendiente
228,RPM-2007-05-10:1239:1,2007-05-10,Beltrán de Ramón Acevedo,Gerente de Mercados Financieros Nacionales,"El Gerente de Mercados Financieros señor Beltrán De Ramón comenta que se referirá a los aumentos de tasas. Manifiesta que en el gráfico que se presentó, se aprecia un alza muy pronunciada. Agrega que en el Informe del Fondo Monetario se menciona este fenómeno. En virtud de lo anterior, las expectativas del mercado en general están todas convergiendo al 3% o levemente bajo esa cifra. En su opinión, en los próximos doce meses existirán entre dos y tres alzas y en consecuencia, se estaría llegando muy cerca de la tasa neutral. Por otro lado, si se consideran los BCP se podría estimar que en los próximos 18 meses se producirían cuatro alzas de Tasa de Política Monetaria, y si se continúa hacia delante esta tasa estaría llegando aproximadamente al 7%, en un horizonte a diez años. Comenta que esta situación en un horizonte de inflación cuya expectativa es de 3%, le da la impresión que se estaría en presencia de una sobrerreacción. Agrega también el Gerente de Mercados Financieros señor Beltrán De Ramón, que tal como no era razonable que hace algunas semanas atrás el BCP2 estuviera a 4,90, hoy día no parece razonable que esté al 5,55, ya que tal vez debería estar entre 5,25 - 5,30. Destaca lo anterior porque no descarta que también sea una consideración para la caída reciente del tipo de cambio.",,,,,,pendiente
229,RPM-2005-08-11:352:1,2005-08-11,Consejo del Banco Central de Chile,Consejo,"1. En la reunión de política monetaria de julio, el Consejo decidió aumentar la tasa de interés de política en 25 puntos base hasta un nivel de 3,5%. En la decisión se consideró que el crecimiento de la actividad seguía siendo superior a su tendencia y que, aunque la tendencia inflacionaria continuaba aumentando gradualmente, en línea con lo previsto, la inflación mensual del IPC era mayor que la proyectada en el último Informe de Política Monetaria, por la incidencia de varios shocks específicos. El principal cambio de lenguaje en la comunicación fue eliminar la anterior referencia a ajustes pausados de la tasa de política monetaria, mientras que en la minuta se estableció que era necesario contar con más evidencia antes de plantear un cambio en la velocidad de normalización de la política monetaria. 2. Los antecedentes acumulados desde la última reunión muestran que los principales cambios identificados el mes pasado se han intensificado. En el lado externo los precios del petróleo y del cobre han vuelto a sorprender, ubicándose bastante por encima de lo anticipado. Además, en lo más coyuntural, hay varias señales coherentes con un empuje robusto de la actividad mundial. 3. En el lado interno, la actividad continúa expandiéndose por encima del crecimiento del PIB de tendencia, estimándose ahora un crecimiento de 6,5% para el segundo trimestre (en comparación con la proyección anterior de 6,4% y de 5,6% implícita en el IPoM), lo cual consolida la evaluación de que las holguras se están cerrando a un ritmo más rápido que el previsto en proyecciones anteriores. Esto ocurre en un cuadro en que las condiciones monetarias siguen siendo marcadamente expansivas, la formación de capital fijo crece con intensidad y el empleo continúa expandiéndose a tasas elevadas. 4. La inflación efectiva del IPC nuevamente superó las proyecciones, llegando a 3,1% en doce meses, y la proyección de inflación anual del IPC para los próximos meses ha vuelto a aumentar, principalmente por efectos del mayor precio de los combustibles. El IPCX1 fue marginalmente mayor al proyectado en la reunión anterior. La inflación anualizada promedio de IPCX e IPCX1 de los últimos tres meses llegó a 4,8% y 2,8%, respectivamente. Otras medidas de la tendencia inflacionaria han seguido aumentando de manera gradual, y ya se ubican cerca de los niveles de los años 2001 y 2002, cuando la inflación IPC promedio fue de 3%. 5. Las proyecciones en preparación para el próximo Informe de Política Monetaria incluyen un crecimiento de 6,2% y 5,6% para este año y el próximo. La inflación anual del IPC se proyecta en algo más de 4% hacia comienzos del 2006, para luego descender gradualmente hasta 3% a fines del horizonte de proyección. Estas proyecciones suponen que la tasa de política monetaria continúa aumentando y se aproxima a un promedio de 4,25% en el cuarto trimestre de este año y de 5,5% en el tercer trimestre del próximo año. En este cuadro, al menos por un tiempo, el ritmo de aumento de la tasa de política monetaria es algo mayor al de los últimos meses. 6. Con los antecedentes disponibles, las opciones relevantes para esta reunión son aumentar la tasa de política monetaria en 25 puntos base o bien en 50 puntos base. 7. Se puede descartar la opción de mantener la tasa de política monetaria, considerando que prácticamente todas las novedades apuntan hacia mayores presiones inflacionarias, lo que reafirma la necesidad de continuar normalizando la tasa de política monetaria. 8. Se podría justificar la opción de 50 puntos base como forma de adelantar los ajustes que se esperan para los próximos meses y así disminuir los riesgos de que la inflación se ubique sobre 3% de manera persistente. En efecto, mantener la expansividad de la política monetaria por mucho tiempo en un escenario de crecimiento fortalecido, hace más probable que se verifiquen efectos de segunda vuelta de los shocks de precios observados hasta ahora, o que el mismo proceso de copar las holguras imponga mayores presiones. Considerando conjuntamente que las medidas de la tendencia inflacionaria ya no están muy alejadas de valores coherentes con la meta y que la mayoría de las novedades apuntan hacia mayores presiones de precios — especialmente el nuevo escenario para el precio del petróleo y el progreso más rápido del cierre de holguras—, se concluye que el espacio para absorber nuevos shocks inflacionarios es menor que en el pasado. Esto toma especial relevancia considerando que el escenario de proyecciones supone una propagación limitada de los recientes shocks de precios hacia la tendencia inflacionaria. Alternativamente, un incremento de 50 puntos base se puede justificar si se considera que el ritmo de normalización debe incrementarse de manera sustancial. 9. Sin embargo, también hay argumentos en contra de la opción de aumentar la tasa de política monetaria en 50 puntos base y, por lo tanto, a favor de un aumento de 25 puntos base. Primero, no es un medida estrictamente necesaria para lograr coherencia con el escenario central de proyecciones. En este escenario, aumentos más frecuentes de la tasa de política monetaria por 25 puntos base cada uno, parecen suficientes. 10. Segundo, aún hay bastante incertidumbre respecto de cuán persistente será el aumento reciente de la inflación subyacente IPCX1. El escenario de proyecciones supone que este aumento se prolonga por los próximos meses, algo que se podrá verificar en el corto plazo y por tanto tomarse en cuenta en las próximas reuniones. La trayectoria que han seguido hasta ahora los costos laborales unitarios, que continúan disminuyendo en términos anuales, puede favorecer un escenario de menores presiones. Lo mismo puede decirse de la apreciación del tipo de cambio nominal y real, que ha sido significativa en el último par de semanas. 11. Por último, un aumento de más de 25 puntos base parece innecesario en momentos en que las expectativas de inflación de mediano y largo plazo parecen bien ancladas en 3%, con una expectativa mayor solo hacia fines de este año (en 3,3%). 12. Finalmente, desde el punto de vista táctico, un aumento mayor que 25 puntos base sería mayoritariamente una sorpresa, algo alejado del escenario de normalización gradual que se ha intentado comunicar y que podría entenderse como reflejo de presiones inflacionarias sustanciales, sobre las cuales aún no hay evidencia suficiente. Por otro lado, es probable que un aumento de 50 puntos base tenga efectos en los precios de los activos (incluido el tipo de cambio), no así un aumento de 25 puntos base.",,,,,,pendiente
230,RPM-2009-03-12:2431:1,2009-03-12,Beltrán de Ramón Acevedo,Gerente de División Operaciones Financieras,"El Gerente de División Operaciones Financieras señor Beltrán De Ramón hace presente, que con los antecedentes disponibles y las sombrías perspectivas futuras, su recomendación al Consejo es bajar la Tasa de Política Monetaria en 250 puntos base, manteniendo el sesgo bajista. En otras palabras, estima adecuado dejar la Tasa de Política Monetaria en 2,25% y contemplar potenciales reducciones adicionales de 25 o 50 puntos base en las Reuniones de Política Monetaria venideras. El señor Beltrán De Ramón manifiesta que no obstante lo anterior, y dada la magnitud de la crisis que se está enfrentando, que se refleja en que el mundo se va a contraer por primera vez desde el año 1946, el piso de la Tasa de Política Monetaria no tiene que ser el mínimo que ha tenido desde que está operando este esquema: 1,75% en el año 2004. Finalmente, señala que hoy es más probable que si hay un deterioro adicional, éste va a llevar la Tasa de Política Monetaria a una cifra del orden del 1%, y agrega que hoy día es mucho más probable que esta situación se deteriore más.",,,,,,pendiente
231,RPM-2006-04-13:647:1,2006-04-13,Andrés Velasco Brañes,Ministro de Hacienda,"El Ministro de Hacienda señor Andrés Velasco, señala que desea plantear tres ideas. La primera de ellas es que no le parece necesario añadir algo respecto al diagnóstico general que se ha efectuado en esta reunión, ya que le parece perfectamente correcto y sensato. Asimismo, comparte la conclusión que todos han manifestado, en cuanto a que hay una normalización pausada y que ella se justifica en el mediano plazo, o para decirlo de otro modo, el mercado espera tres incrementos más de tasa. Esta normalización pausada significa una tasa de 5,5% para fines de año. Le parece al señor Ministro, que la discusión debiera centrarse en torno a la velocidad con que se llega al final de esa meta. Al respecto, señala que si la hubiese, la pregunta es si se quiere llegar en un salto, en dos o en tres, y cuál es la ocasión en que éstos se efectuarán. Aquí es donde se le presentan dudas acerca de cuál es la ocasión para hacerlo. Si este mes o el próximo, para completar o al menos avanzar en esa normalización pausada. Agrega que de lo que escuchó en esta reunión, le quedan algunas dudas sobre el origen de la caída, muy transitoria, de algunos indicadores de actividad. Recuerda que el Gerente de División Estudios señaló que en materia agrícola había un par de historias, pero un par de historias no constituyen identificación en este caso, además que no existe certeza de estos datos. En segundo término, piensa que existe cierta incertidumbre sobre la evolución de los salarios, tal como lo señaló el señor Gerente de Operaciones Financieras. Hace presente que la primera derivada es muy positiva, pero la segunda se ha vuelto negativa, y que entonces, también hay un grado de duda. En tercer lugar, cree que el efecto de la apreciación del tipo de cambio sobre la inflación también es una fuerte incertidumbre, y finalmente, algo levemente heterodoxo pero no totalmente, señala que dado el ambiente que se aprecia respecto al tipo de cambio; a las exigencias que el señor Presidente del Banco y el mismo en particular van a recibir a través de la prensa y de los parlamentarios y de mucha otra gente, cree que también tiene que pensar cómo se va a recibir la decisión que adopte el Banco. Insiste el señor Ministro, que no está hablando del proceso general de normalización, pero atendida la oportunidad y que se tiene un tipo de cambio nominal bajo, eso va a generar inquietudes y, entiende que el objeto del Banco Central por su Ley Orgánica es la inflación y no el tipo de cambio. Sin embargo, agrega el señor Ministro que uno querría diseñar la política monetaria de modo que pueda alcanzar ese objetivo de inflación, con el menor efecto, y, por lo tanto, sugeriría ser más bien escéptico en cuanto a mover la tasa de interés y no ser particularmente vigoroso al moverla. En consecuencia, en su opinión, dada la incertidumbre remanente y el ruido externo, quizás se inclinaría, sin cambiar la trayectoria de largo plazo, por una actitud este mes más de esperar y de ver. Otro tema que quiere plantear, es que le sorprende algo que escuchó en varios de los que han intervenido en esta Sesión, y que al fin de cuentas hay un argumento muy poderoso y es que se está internalizando en el mercado, esto es, que este aumento de 25 puntos base, al estar internalizado en la estructura de precios financieros, no debiera tener mayores efectos y sería comprendida con relativa facilidad, y que hacer lo contrario sería difícil de explicar. Al respecto, señala sentirse algo incómodo con esta lógica, porque obviamente le parece que no es trabajo de nadie validar expectativas. Por lo tanto, más allá de esta discusión en particular, reitera que se siente algo incómodo de que este criterio lleve a pensar que las expectativas del mercado sean un elemento para considerar en la discusión.",,,,,,pendiente
232,RPM-2007-07-12:1346:1,2007-07-12,María Olivia Recart Herrera,Ministra de Hacienda (S),"La Ministra de Hacienda Subrogante, señora María Olivia Recart expresa que en el contexto económico en el cual se inserta la decisión del Consejo del Banco Central, la que fue ampliamente discutida esta mañana, se destaca un crecimiento dinámico de la economía y shocks de oferta que han afectado y se espera que afecten los registros de inflación en los próximos meses. La señora Ministra de Hacienda Subrogante, comenta que tal como lo señala la Gerencia de División Estudios en la Minuta de Política Monetaria, los últimos antecedentes disponibles permiten considerar tres alternativas distintas, lo anterior producto de que existe aún incertidumbre respecto a cómo se irán desenvolviendo los shocks de oferta que afectan a la economía y de riesgos a la baja en el escenario central de actividad. Asimismo, la señora Recart destaca que pese a que los antecedentes que se presentaron en la mañana muestran un escenario de crecimiento por sobre lo esperado en el IPoM de mayo, estas estimaciones de crecimiento han sufrido una alta volatilidad en los meses recientes. Agrega, que por otra parte, la situación energética continúa siendo un riesgo a la baja en la estimación de crecimiento. Adicionalmente, indica que las medidas que excluyen el efecto directo de shocks de oferta sobre la inflación, han mostrado una trayectoria muy acotada. Lo anterior es consistente con un cuadro de crecimiento de los salarios y de los costos unitarios acotados. Comenta la señora Ministra de Hacienda Subrogante que como se ha discutido previamente, el nuevo marco de política ha logrado un alto grado de anclaje de las expectativas de inflación, y es así como en Chile y en otros países con Bancos Centrales altamente creíbles, los shocks de oferta han tenido efectos sobre la inflación total significativamente menores al pasado. Agrega que, dado el efecto de incertidumbre sobre la economía de los shocks que se han verificado no solo en su persistente duración, sino también en su reacción sobre la economía, hay que ser muy cuidadosos con la transmisión de la decisión de política monetaria. Finalmente, la señora Ministra de Hacienda Subrogante menciona que más allá del mérito de cada una de las distintas opciones de política, es importante que la decisión adoptada sea transmitida de manera muy clara al público en general, pero particularmente en un ambiente de incertidumbre como el antes descrito, la forma en cómo se comunique dicha decisión será importante y permitirá evitar lecturas que puedan ser erróneas.",,,,,,pendiente
233,RPM-2007-11-13:1526:1,2007-11-13,Sergio Lehmann Beresi,Gerente de Análisis Internacional,"El Gerente de Análisis Internacional señala que, por su parte, la paridad cambiaria aumenta fuertemente los últimos días. Por su parte, el spread entre Libor 90 días y Tasa de Política Monetaria ha tendido a caer, y debería tender a normalizarse durante el año 2008. Indica que esto ocurriría tanto en Estados Unidos de América como en Europa, de acuerdo a lo que se recoge en los futuros. Finalmente, comenta el Gerente señor Lehmann que el Dólar pierde valor según la información recogida respecto a una canasta importante de monedas, además predomina en el último mes una caída de las bolsas y, si bien se observan algunos aumentos, durante el último año han predominado las caídas de éstas, como es el caso de la Bolsa de Estados Unidos de América, Chile y también México.",,,,,,pendiente
234,RPM-2013-02-14:5397:1,2013-02-14,Rodrigo Vergara Montes,Presidente del Banco Central,"El Presidente señor Rodrigo Vergara agradece el planteamiento del Vicepresidente señor Manuel Marfán e inicia su intervención expresando su reconocimiento al staff por el excelente análisis consignado precedentemente. En lo concerniente al escenario externo, señala que las condiciones financieras se mantienen similares a las de la Reunión de Política Monetaria anterior, esto es, los mercados financieros siguen exhibiendo más tranquilidad que hace unos meses. En cuanto al PIB en el cuarto trimestre del año 2012, tanto Estados Unidos de América como la Zona Euro y Japón mostraron en términos desestacionalizados, cifras de crecimiento negativas con respecto al trimestre precedente, pero que aún así, otros indicadores dan cuenta de una situación algo mejor en Estados Unidos de América y que se mantiene la debilidad en Europa. Expresa que, más aun, en esta última región se observan en el margen riesgos políticos en aumento. Por otra parte, la mayor expansividad de la política monetaria en las economías avanzadas sigue poniendo presiones adicionales sobre los países emergentes. Destaca que la economía china exhibe un comportamiento más dinámico, lo que aleja los riesgos de una desaceleración que, por su creciente importancia, podría haberse traducido en un golpe significativo a la recuperación de la economía mundial. Asimismo, Brasil pareciera mostrar alguna mejoría en el margen, siendo todavía muy pronto para hablar de tendencias, aun cuando preocupa en dicho país el alza de la inflación. Expresa que el precio del cobre sigue elevado y que de hecho aumentó respecto a la Reunión de Política Monetaria anterior, mientras que en el resto de las materias primas se observa cierta heterogeneidad, ya que el precio del petróleo se ha incrementado y el de la mayoría de los alimentos ha disminuido. En lo atinente a Chile, señala que se mantiene el dinamismo de la actividad, con una desaceleración más lenta de lo previsto; que sobresale el dinamismo de la demanda interna; que tanto el consumo privado como la inversión exhiben cifras de crecimiento importante; y que en esta última destaca la inversión en maquinaria y equipos. Añade que el crecimiento de los salarios nominales se ha estabilizado entre 6% y 7%, y que las colocaciones de consumo y comerciales siguen mostrando signos de moderación. Asimismo, manifiesta que tanto la inflación como sus medidas subyacentes se ubican por debajo del piso del rango de tolerancia del Banco Central de Chile, que las expectativas de mercado apuntan a que esta situación se mantendrá por un tiempo prolongado, mientras que las expectativas de mediano plazo se mantienen ancladas a la meta del Instituto Emisor. Añade que el peso sigue relativamente apreciado.",,,,,,pendiente
235,RPM-2010-12-16:3586:1,2010-12-16,Sergio Lehmann Beresi,Gerente de Análisis Internacional,"El Gerente de Análisis Internacional prosigue, mencionando que la inflación sigue contenida en las economías desarrolladas; plana, de hecho, en el caso de Estados Unidos; en torno a cero y negativa en gran parte de los últimos meses en Japón; mientras que en la Zona Euro se observa una ligera tendencia al alza. En cuanto a los niveles de inflación subyacente, hace notar que se ven bastante planos en la Zona Euro, cayendo en Estados Unidos y claramente negativos en Japón. Respecto de la inflación en las economías emergentes, en tanto, señala que se aprecian algunas alzas, particularmente en Europa emergente, y aumentos más tenues en América Latina y Asia emergente. Agrega que en estas economías, el IPC subyacente exhibe una tendencia similar al IPC. En relación con el ritmo de normalización de las TPM, el señor Sergio Lehmann reitera que se ha observado una cierta moderación en los movimientos, dentro de lo esperado; que un reducido número de economías ha aumentado sus tasas, y que la mayoría ha tendido a detener sus procesos de normalización. Añade que las TPM de economías emergentes convergerían, en general, hacia niveles menores en el mediano plazo, en especial en América Latina; que una situación parecida, tal vez algo más tenue, se espera para Europa emergente; mientras que para Asia y Oceania no se anticipan cambios. En el caso de las economías desarrolladas, es decir, la Zona Euro y Estados Unidos, comenta que el proceso de alzas se desplaza y sería algo más acelerado hacia el término del próximo año.",,,,,,pendiente
236,RPM-2005-07-12:299:7,2005-07-12,Pablo García Silva,Gerente de Análisis Macroeconómico,"Responde el señor García, señalando que todavía no se han revisado las proyecciones para el año. De hecho, señala que ayer se corrigió en cuatro puntos la inversión del segundo trimestre. Entonces, indica que todavía falta hacer toda la discusión de qué implica esto para el segundo semestre y por lo tanto para el año. Sin embargo, indica que es indudable que se tendrá una corrección al alza. Concluye que con lo que se ha visto en el segundo trimestre, sería muy difícil mantener un escenario como el que había en el Informe de Política Monetaria. El Gerente de Análisis Macroeconómico, indica que éstas son las correcciones que se han producido desde el Informe de Política Monetaria hasta ahora. Las importaciones de bienes de capital se han corregido desde un 36% al 52% y la formación bruta de capital fijo del 20% al 26%. Señala que se presentan seis puntos más de inversión para el segundo trimestre que hace dos meses atrás. Lo anterior, era uno de los escenarios de riesgo que se tenía considerado, esto es, que la inversión seguía sorprendiendo fuertemente. Agrega el señor García que otro aspecto que estaba dentro de los escenarios de riesgo era que el consumo privado no tomara el camino que se tenía contemplado, que era un aumento de su variación anual hacia cifras del orden de 7% el segundo trimestre y más aún todavía el segundo semestre de este año, de manera de llegar a una tasa de crecimiento anual del orden de 8%.",,,,,,pendiente
237,RPM-2009-03-12:2425:1,2009-03-12,José De Gregorio Rebeco,Presidente del Banco Central,"El Presidente señor José De Gregorio señala que está de acuerdo con la proposición planteada por el Gerente de División Estudios, señor Pablo García y propone poner como nota explicativa en dicho gráfico el siguiente título “Simulado con movimiento de la Tasa de Política Monetaria que se desprende de la Encuesta de Expectativas de marzo”.",,,,,,pendiente
238,RPM-2011-09-15:4323:1,2011-09-15,Julio Dittborn Cordua,Subsecretario de Hacienda,"El señor Julio Dittborn señala que a juicio del Ministerio de Hacienda, el escenario internacional muestra signos de alta volatilidad en los mercados financieros, con oscilaciones en las bolsas y en el precio de los commodities. Sin embargo, expresa que más allá de la volatilidad, el escenario internacional parece haberse deteriorado en lo que respecta a una tendencia de mediano plazo. Al respecto, precisa que son conocidos los problemas fiscales en varios países europeos, y en particular en Grecia, que están tensionando cada vez más los mercados y se están traspasando a los agentes, quienes muestran menos confianza en el futuro de la economía internacional. Plantea que el resultado de ello ha sido un claro flight-to quality, que ha llevado a una mayor demanda por bonos de gobierno, con la consiguiente disminución de tasas de los bonos soberanos en Estados Unidos y Alemania, economías que aún son percibidas como economías refugio. Por otro lado, comenta que los mercados bursátiles se mantienen en niveles significativamente inferiores a los del primer semestre de este año, y que las primas por riesgo corporativo han aumentado. Manifiesta que en este escenario de mayor fragilidad internacional los mercados anticipan la posibilidad de disminuciones de tasas de política monetaria en la Zona Euro y mayores estímulos en la economía norteamericana. No obstante lo anterior, el Ministerio mantiene aún bastante incertidumbre en el mercado internacional por cuanto de materializarse la crisis, no parece haber completa claridad acerca de su duración o intensidad. Sobre el particular, plantea que, por el momento, los fundamentos de los problemas están aún en el sector fiscal de varios países de Europa, y que la forma como ellos resuelvan este problema tendrá importantes implicancias tanto en la intensidad como en la duración del episodio. El señor Julio Dittborn destaca que el escenario interno muestra, por el momento, efectos bastante acotados, tal como la disminución en la bolsa local y la depreciación nominal del peso. Sin embargo, hace notar que las cifras de demanda, aunque se moderan, lo hacen a un ritmo paulatino, y tanto el consumo privado como la formación bruta de capital tienden a converger a su expansión de tendencia. Enfatiza que el ritmo al que lo hacen es el de una economía que sigue su camino hacia su senda de crecimiento estable. En el lado de la oferta, informa que los datos son similares, ya que si bien el último dato de Imacec sorprendió a la baja, una vez que se limpia de factores puntuales en el sector minero, la sensación es que la oferta también se desacelera paulatinamente y converge a su tendencia de largo plazo. El señor Subsecretario de Hacienda hace presente que este escenario se completa con el hecho que las expectativas de inflación se encuentran en la parte baja del rango meta del Banco Central, lo que indica que, por el momento, no se observan presiones inflacionarias importantes. En ese sentido, señala que si bien el dato de inflación del último mes fue algo mayor que lo esperado, las proyecciones a fines de año se alejaron del techo del rango meta y, por lo tanto, se aleja el escenario de riesgo observado a principios de año, cuando se advertían presiones inflacionarias debido al shock de precios de petróleo y también de alimentos. El señor Julio Dittborn subraya que, como Ministerio de Hacienda, se ha mantenido una política de aumento de gasto público responsable, que este año tendrá una expansión menor al PIB. Agrega que, actualmente, esa cartera se encuentra trabajando en el presupuesto del año 2012, que mantendrá la responsabilidad fiscal de este Gobierno. Expresa que, en este escenario, esa Secretaría de Estado estima que lo más adecuado es mantener la TPM en su nivel actual y mantener el sesgo neutral en el Comunicado, a la espera de más antecedentes que permitan determinar la intensidad y duración de la potencial desaceleración de la economía internacional. Comenta que un dato adicional, es que el mercado mayoritariamente espera que la tasa rectora se mantenga, y el hecho que no se observan datos que sean lo suficientemente concluyentes como para sorprender al mercado, ya sea con un cambio en la tasa de política o en el sesgo del Comunicado.",,,,,,pendiente
239,RPM-2011-06-14:4074:1,2011-06-14,Enrique Marshall Rivera,Consejero,"El Consejero señor Enrique Marshall señala que quizás no se le ha prestado suficiente atención al problema que se origina en el mercado monetario cuando las tasas de política son muy bajas, y que se agrava, además, en circunstancias como las actuales, en que se estarían postergando las perspectivas de un aumento. Manifiesta que por la forma como se hace política monetaria, los bancos persiguen una tasa en el mercado interbancario que tiene que ser igual a la tasa de política y en que los spreads aumentan si las percepciones de riesgo también aumentan. Plantea, en consecuencia, que la pregunta que hay que responder es cómo se hace funcionar un mercado monetario de manera normal con tasas de 0,5% o 1% si no reflejan las percepciones de riesgo, sin que ello lleve a una gibarización completa del mercado interbancario, que es el pivote del mercado monetario. A su juicio, esta situación puede agravar los problemas bancarios y del mercado monetario y, por tanto, el otorgamiento de garantías al crédito.",,,,,,pendiente
240,RPM-2010-05-13:3112:1,2010-05-13,Pablo García Silva,Gerente de División Estudios,"El Gerente de División Estudios prosigue, destacando que las principales consideraciones para la presente Reunión son la estrategia de política monetaria contenida en el IPoM de marzo, los eventuales efectos en esta última de los antecedentes coyunturales mencionados precedentemente, así como consideraciones tácticas y comunicacionales. Ellos, sostiene, llevan a que las opciones más plausibles para esta Reunión sean mantener la TPM en su nivel mínimo o incrementarla en 25 puntos base, hasta 0,75%. El señor García recuerda al respecto que la estrategia de política monetaria contenida en el IPoM contemplaba un proceso de normalización monetaria que elevara la TPM en torno a 250 puntos base hasta fin de año, lo que implica incrementos mensuales de algo más de 25 puntos base por Reunión. Plantea que lo anterior sugeriría con más fuerza que en el mes pasado la posibilidad de incrementar la TPM en esta ocasión, pero que ello depende también de la evaluación sobre la validez del escenario del IPoM en la actual coyuntura. El Gerente de División aludido agrega que aunque la actividad fue más débil, no es obvio que ello implique mayores holguras de capacidad o que dicha debilidad sea muy persistente, sobre todo considerando el significativo dinamismo de la demanda interna. Sobre el particular, indica que se debe considerar también que la dificultad de evaluar los efectos inmediatos del terremoto y maremoto sigue siendo un factor relevante a la hora de determinar la velocidad con que el nivel de actividad se recuperará. Agrega que el escenario internacional sigue incierto, pero en términos del ritmo de la recuperación cíclica del mundo y no sobre la materialización de esta recuperación.",,,,,,pendiente
241,RPM-2007-11-13:1522:1,2007-11-13,Vittorio Corbo Lioi,Presidente del Banco Central,"El Presidente señor Vittorio Corbo da cuenta que el Ministro de Hacienda señor Andrés Velasco no asistirá a la Sesión del día de hoy, ya que en razón de su cargo debe concurrir al Congreso Nacional para tratar el Presupuesto para el año 2008. Asimismo, indica que la fecha de la Sesión de Política Monetaria del mes de mayo de 2008, será el jueves 8 de ese mes y que corresponderá asistir al Senado el día miércoles de la semana siguiente.",,,,,,pendiente
242,RPM-2006-09-07:848:1,2006-09-07,Consejo del Banco Central de Chile,Consejo,"Siendo las 12:15 horas, se retira de la Sesión de Política Monetaria el señor
Ministro de Hacienda Subrogante, don Alberto Arenas de Mesa.",,,,,,pendiente
