frag_id,fecha_ficticia,clase_origen,etiqueta_normalizada,tema,lote_inferido,sha256_texto,grupo_texto_normalizado,texto_duplicado_exacto_normalizado,n_repeticiones_texto,es_representante_texto_unico,cita_literal_espacios_normalizados,cita_coincide_solo_ignorando_mayusculas,n_oraciones_largas_repetidas,max_frecuencia_oracion_larga,contiene_caracter_no_ascii,n_caracteres_texto,n_caracteres_cita
SYNTH_00202,2024-10-15,Dovish,dovish,Forward guidance: voto minoritario por un recorte mayor de la TPM para proteger la reactivación,1_517,e9fc8b59c9b19659393bcf37610a7d2b0c0a70aed9d67dbfa59fc5b76fb767f8,c1593dfe0a6738c5,false,1,true,true,false,0,1,true,687,217
SYNTH_00203,2023-12-19,Dovish,dovish,Transmisión financiera: convergencia veloz del IPCSAE permite avanzar al rango neutral del tipo de interés de política,1_517,f65a3704453e671d3621129a74c4ac4c684788f18ed4ae2dab8d705b0d5e258a,0afbdc482003125b,false,1,true,true,false,1,2,true,658,178
SYNTH_00204,2024-04-02,Dovish,dovish,Voto dividido: deterioro del mercado laboral aconseja recortar la TPM en mayor magnitud,1_517,8159ad4b575e7c313c9871ccd71d840f075e1b76380a882b5a2a42a5afd438f5,f0b51d5be683c591,false,1,true,true,false,2,3,true,619,268
SYNTH_00205,2023-12-19,Dovish,dovish,Voto dividido: convergencia veloz del IPCSAE permite recortar la tasa de instancia en mayor magnitud,1_517,cd6e9a0d05f1c67c9fa0be2a0a8c895070d568f71ae042dcaddb3da6f441fe72,e79e64c2bbfcd1e1,false,1,true,true,false,1,2,true,555,212
SYNTH_00206,2024-05-20,Neutral,neutral,Voto dividido: balance de riesgos neutral para la tasa rectora,1_517,d5d010aa72a70d220eae2f79240ec051e8af18bdcd4f4235e59fbf2ac60c3cb4,89f7f7e8a25fe2b8,false,1,true,true,false,1,2,true,637,233
SYNTH_00207,2024-05-20,Neutral,neutral,Voto dividido: menú de opciones abierto para el nivel de la tasa de política según el próximo IPC,1_517,16b5997cf8e6ca9cfb31fb11f639d76ae82f449c6c014c26ff627cb3c795aca6,77eabc28b0625edf,false,1,true,true,false,0,1,true,559,158
SYNTH_00208,2023-04-04,Hawkish,hawkish,"Forward guidance: mantener el tipo de interés de política en 11,25% rechazando recortes prematuros",1_517,514961f91fdfd93e3ece2e96aa05febc1de420b5acb935edb35dfaeef4625119,6950d4772eb02d02,true,2,true,true,false,3,7,true,678,164
SYNTH_00209,2024-06-18,Neutral,neutral,Forward guidance: mantención unánime del costo de fondeo interbancario coherente con el corredor del IPoM,1_517,7fa6f1c9863d81bc3b561447970774d6fb64bd043aa03b95787c69a13f658470,c7cd29d1f86fc5f1,false,1,true,true,false,1,4,true,623,138
SYNTH_00210,2022-06-14,Hawkish,hawkish,Voto dividido: acelerar las alzas de la tasa rectora hacia nivel fuertemente contractivo,1_517,e076bc322d7ffe22847562ee1f7f5b7b93a22309f276b847eaa49132e5794ea0,ea30dffe6160f6f1,false,1,true,true,false,2,3,true,591,131
SYNTH_00211,2024-12-17,Neutral,neutral,Voto dividido: la tasa rectora en el centro del rango neutral con expectativas ancladas al 3%,1_517,32b4ac67ca383125b97f434136e1c7f224e0f0e79229d399b503b4ecadf910fc,fc39e652945942e7,false,1,true,true,false,1,2,true,570,228
SYNTH_00212,2022-10-25,Hawkish,hawkish,Voto dividido: persistencia del IPCSAE y desanclaje de expectativas exigen mayor alza de la TPM,1_517,9814d8afac1c48c30a66615ca399981dd0a98c41aab750e66e12b946a1e52e7b,7963b502d9d2362d,false,1,true,true,false,2,3,true,592,216
SYNTH_00213,2023-06-20,Hawkish,hawkish,Forward guidance: voto minoritario que aboga por frenar recortes para asegurar la convergencia al 3%,1_517,1b7b78a130af03a889a15436c56a4a287c82380a12d58c1c5f4d4c42c5126838,12b4a7075c20c284,false,1,true,true,false,2,4,true,670,148
SYNTH_00214,2024-12-17,Neutral,neutral,Concesivo-contraste: el costo de fondeo interbancario en el centro del rango neutral con expectativas ancladas,1_517,6f2b315d91da9a76e69632eaf007f5bb0598929fa5e1b7687a92b15608ab50de,23c39ac8858ca1fc,false,1,true,true,false,2,2,true,603,286
SYNTH_00215,2024-09-03,Dovish,dovish,Forward guidance: acelerar el relajamiento del costo de fondeo interbancario para no sobre-restringir la economía,1_517,2c8b405c4afbdbf007d027b2de9716cdc176f353758548dc6f785aa2b8657ce3,4ebdee99aa2754d2,true,2,true,true,false,3,2,true,621,194
SYNTH_00216,2024-05-20,Neutral,neutral,Deliberación RPM: menú de opciones abierto para la tasa de instancia según los nuevos datos del IPC,1_517,1544db873ae46789976aa158a0e997f41e5ccfa66708445c34bdc902d13d647b,8d46fc4ad8077119,false,1,true,true,false,1,28,true,630,169
SYNTH_00217,2022-06-14,Hawkish,hawkish,Deliberación RPM: acelerar las alzas del nivel de la tasa de política hacia terreno fuertemente contractivo,1_517,c48b522d02683b46d0fdc8f51cc7e9176e3394aacba6095fed1841aecdced9d1,885757244eecad27,false,1,true,true,false,3,28,true,648,193
SYNTH_00218,2024-05-20,Neutral,neutral,Concesivo-contraste: menú de opciones abierto para el tipo de interés de política según el próximo IPC,1_517,3a4b1742bb0ae12a79784938e79e804ed4d6239588758e73a2776cab98300dd2,8ba7a2aab286e088,false,1,true,true,false,1,3,true,650,175
SYNTH_00219,2022-10-25,Hawkish,hawkish,Deliberación RPM: persistencia del IPCSAE y desanclaje de expectativas exigen mantener el tipo de interés de política restrictivo,1_517,d9cb7e138c9088714586045e927b0c31fa78a320cccd3ca1104db9baf74b2b80,6ec2526490e0e2cd,false,1,true,true,false,2,28,true,726,184
SYNTH_00220,2022-06-14,Hawkish,hawkish,Transmisión financiera: acelerar las alzas de la tasa rectora hacia nivel fuertemente contractivo,1_517,13a4aa297413451f7d131a44cb4ee547e7a9c604f7fa451c256ea7a74378d35e,7bc2aa18f528c68c,false,1,true,true,false,2,44,true,628,180
SYNTH_00221,2022-10-25,Hawkish,hawkish,Deliberación RPM: persistencia del IPCSAE y desanclaje de expectativas exigen elevar el costo de fondeo interbancario,1_517,9edb81ffac9df2a4172fa594f3a293496f6cf67de14d874b2d8a9e31acfe9f87,5aec46412891d79a,false,1,true,true,false,2,28,true,707,205
SYNTH_00222,2022-10-25,Hawkish,hawkish,Voto dividido: persistencia del IPCSAE exige un alza mayor del costo de fondeo interbancario,1_517,ee1cbd858b36db0d8a8847150790f52d7aed77900b80930081bfdc95fe757b34,28fc651bed0e8a3c,false,1,true,true,false,1,3,true,580,215
SYNTH_00223,2024-04-02,Dovish,dovish,Voto dividido: deterioro del mercado laboral aconseja recortar el tipo de interés de política en mayor magnitud,1_517,efd80113034bc2eb8325665d7b65d33386c0a0421d86716c8ece66280fc65642,5ec87fd14b17e997,false,1,true,true,false,2,3,true,614,268
SYNTH_00224,2023-09-05,Dovish,dovish,Deliberación RPM: apertura de la brecha de actividad negativa aconseja recortar la tasa de instancia,1_517,562f1e24c290ae884c85b3a123d52350fe9d7f75b35fbea69a70ea34adc58ca7,f6cce1a069b4e2da,false,1,true,true,false,4,28,true,673,111
SYNTH_00225,2023-12-19,Dovish,dovish,Forward guidance: convergencia veloz del IPCSAE permite avanzar al rango neutral del costo de fondeo interbancario,1_517,52faa83c2e99649e04d0192266bbffbdad2aec55cbde47faec884325c0aafe7d,bc289299aa32de8b,false,1,true,true,false,2,2,true,647,107
SYNTH_00226,2024-06-18,Neutral,neutral,Deliberación RPM: mantención condicionada del nivel de la tasa de política a la espera del próximo IPoM,1_517,b22b553dece09afa5cb53b7bd33c5e46bfe45aea55b869cac6b91c2b539ad44c,164920fcab0dc383,false,1,true,true,false,1,28,true,665,130
SYNTH_00227,2022-06-14,Hawkish,hawkish,Deliberación RPM: acelerar las alzas del nivel de la tasa de política hacia terreno fuertemente contractivo,1_517,43afa0872f2109d1f4366ce7ef5ce6aaef8ca5d601b0aa875f465f21c10df5a1,b9087cf6c1322f00,false,1,true,true,false,3,28,true,695,193
SYNTH_00228,2022-09-06,Hawkish,hawkish,Deliberación RPM: presiones cambiarias y diferencial restrictivo con la Fed elevan el nivel de la tasa de política,1_517,a380cc7d40bc353ca45ed396b84b60461f46fe1ffdc9b6311bd89dd054f16408,3d905e289732fb40,false,1,true,true,false,2,28,true,696,204
SYNTH_00229,2024-04-02,Dovish,dovish,Deliberación RPM: deterioro del mercado laboral aconseja recortar la tasa rectora,1_517,01064b105244280a9df5a58a0e47b3de78a8848d0075765f472eaaf60aa4337a,f8fcf3b906167747,false,1,true,true,false,1,28,true,682,106
SYNTH_00230,2023-09-05,Dovish,dovish,Concesivo-contraste: la brecha de actividad negativa aconseja recortar la tasa rectora pese a la inflación sobre la meta,1_517,23d487bb434f036a53afcfc7ced4847034c72489aab21c18a060e51278d7f440,9550813a2c5c4e95,false,1,true,true,false,0,1,true,651,209
SYNTH_00231,2023-04-04,Hawkish,hawkish,Forward guidance: persistencia del IPCSAE y desanclaje de expectativas exigen mantener el nivel de la tasa de política restrictivo,1_517,204636a4e8284ba5d3e9b5b71c123085e15faba570a1f7ef7b34aaa2870918e7,2e316bd9a24d4435,false,1,true,true,false,0,1,true,618,143
SYNTH_00232,2022-09-06,Hawkish,hawkish,Deliberación RPM: presiones cambiarias y divergencia con la Fed elevan el tipo de interés de política,1_517,aa766c14855212e5812d5e5dc56ca2d4118f998b2384cb7e28807a7592466e3b,cfda6db2f6eaffea,false,1,true,true,false,2,28,true,658,162
SYNTH_00233,2022-06-14,Hawkish,hawkish,Voto dividido: acelerar las alzas de la TPM hacia nivel fuertemente contractivo,1_517,d4e3bafb2714113afb7ded086f93efcb84d952f8957965fc8b27043cb0e9cd3b,32d3e7ead8f10f5a,false,1,true,true,false,2,3,true,611,131
SYNTH_00234,2024-12-17,Neutral,neutral,Concesivo-contraste: la tasa rectora en el centro del rango neutral con expectativas ancladas al 3%,1_517,d9f5253281fd8b4da368c24b4e75c720a56714a35f5dfaf6a203be9ecd57a241,80214f412517c166,false,1,true,true,false,0,1,true,611,269
SYNTH_00235,2023-12-19,Dovish,dovish,Voto dividido: convergencia veloz del IPCSAE permite recortar la tasa rectora en mayor magnitud,1_517,827accf05ee287bb9d7b90f6b8b44f9daa4efddfe6abf3a965c62a15a9b4c476,c51b102825f1065d,false,1,true,true,false,1,2,true,577,239
SYNTH_00236,2024-05-20,Neutral,neutral,Forward guidance: balance de riesgos neutral para la trayectoria del tipo de interés de política,1_517,994b8d6be9deb3fd9000388c8dc0607dc2aae09bdd2f816c7010cfaedcdbc084,fd55c02db697c48a,false,1,true,true,false,2,6,true,727,172
SYNTH_00237,2022-09-06,Hawkish,hawkish,Concesivo-contraste: presiones cambiarias y diferencial restrictivo con la Fed exigen mantener la tasa rectora restrictiva,1_517,ac2e0f87192f522664edf856d17d2bdc8444a435c183974a7dc30be1d61dfd8d,8416478b87161ecc,false,1,true,true,false,1,2,true,675,195
SYNTH_00238,2024-05-20,Neutral,neutral,Forward guidance: balance de riesgos neutral para la trayectoria de la tasa rectora,1_517,446763c19e5a466262703fa5558ff88c5d6c4ef732ca2e176f58ec0c38bd5e96,2a1d601f80b18cdb,true,2,true,true,false,3,6,true,712,157
SYNTH_00239,2024-05-20,Neutral,neutral,Forward guidance: balance de riesgos neutral para la trayectoria de la tasa rectora,1_517,446763c19e5a466262703fa5558ff88c5d6c4ef732ca2e176f58ec0c38bd5e96,2a1d601f80b18cdb,true,2,false,true,false,3,6,true,712,157
SYNTH_00240,2023-04-04,Hawkish,hawkish,"Transmisión financiera: mantener la TPM en 11,25% rechazando recortes prematuros",1_517,3e2c5343fbc5cc61c4658ac8b9e92c45961b3217239330af63aa53b32dd5a89d,1f84ceb80596fa3c,false,1,true,true,false,1,2,true,773,152
SYNTH_00241,2023-06-20,Hawkish,hawkish,Voto dividido: un Consejero aboga por frenar recortes del nivel de la tasa de política para asegurar la convergencia al 3%,1_517,85f8b8c0e22779b304d5539213d7ec94bcf43f6d534948f14464e230d7d14fd7,8033e4010ade9e76,false,1,true,true,false,1,2,true,595,190
SYNTH_00242,2024-04-02,Dovish,dovish,Forward guidance: deterioro del mercado laboral aconseja recortar la tasa rectora,1_517,184010b9f054dc37f57845b8b0a03dc5fbe380b30e5c91f350152b88fac405fe,5938e2c7569721c2,false,1,true,true,false,1,2,true,650,178
SYNTH_00243,2023-09-05,Dovish,dovish,Deliberación RPM: apertura de la brecha de actividad negativa aconseja recortar el nivel de la tasa de política,1_517,4d454c25c29e9d361e1524a0dc687f4f6e894eec7f0e585bd81be72399b3aed5,fc68e86117ab3157,false,1,true,true,false,4,28,true,652,90
SYNTH_00244,2024-09-03,Dovish,dovish,Deliberación RPM: astringencia crediticia aconseja profundizar los recortes de la tasa rectora,1_517,5baf2e99139816c30304718aa9e5db3521a7f40b938a3bd1ef5188c3f3539f34,55a02227727617ff,false,1,true,true,false,2,28,true,707,74
SYNTH_00245,2023-04-04,Hawkish,hawkish,Transmisión financiera: voto minoritario que aboga por frenar recortes del costo de fondeo interbancario,1_517,fec20aa612059093a88324c59df0d53303464be92eadba57bb49224aa8a80077,310e14d2d0b47d07,false,1,true,true,false,1,3,true,703,122
SYNTH_00246,2024-06-18,Neutral,neutral,Deliberación RPM: mantención unánime del tipo de interés de política coherente con el corredor del IPoM,1_517,931b89ae5544cfbe1caa92a4a0457cc1c916a0541bbbd6a877a82dcf6d374f0a,06f4fe3b6a66ede3,false,1,true,true,false,1,28,true,582,154
SYNTH_00247,2023-06-20,Hawkish,hawkish,Deliberación RPM: voto minoritario que aboga por frenar recortes del tipo de interés de política,1_517,b49eb4bf4a089248ca1f06bdfa8653e895ea9df3f38946b5ddcb5881e56ecc2d,79b41481dd772d22,false,1,true,true,false,2,28,true,630,214
SYNTH_00248,2024-04-02,Dovish,dovish,Concesivo-contraste: el deterioro laboral aconseja recortar el costo de fondeo interbancario pese a la inflación sobre la meta,1_517,d890dbad5dd86d0924d20ea1ae100b1b0c4deb3b0e4f93ad9b1b5199af2d78dd,9527be4a3d744519,false,1,true,true,false,1,2,true,687,208
SYNTH_00249,2024-06-18,Neutral,neutral,Forward guidance: mantención unánime de la tasa rectora coherente con el corredor del IPoM,1_517,151a2999463c9aed2336697922acc8a6837e0e779d5ff57ee62b0220340ddd7a,490837cf1311cbb9,false,1,true,true,false,1,4,true,572,104
SYNTH_00250,2024-06-18,Neutral,neutral,Voto dividido: mantención unánime de la tasa de instancia coherente con el corredor del IPoM,1_517,f4bd3392a81c654683bb89e94acd4a90ddda75e8bdbc14f86b5ff300318b76da,6a7c2cc616eeaa02,false,1,true,true,false,2,3,true,617,144
SYNTH_00251,2023-04-04,Hawkish,hawkish,"Forward guidance: mantener la tasa de instancia en 11,25% rechazando recortes prematuros",1_517,e92b4b8458cc51b19c14dd35399e22f87ab394e0c37a96b31998259e3d8cff87,f919b05e95bb3fc7,false,1,true,true,false,2,7,true,668,154
SYNTH_00252,2022-09-06,Hawkish,hawkish,Transmisión financiera: presiones cambiarias y divergencia con la Fed elevan el tipo de interés de política,1_517,e949b6547addbaaedb674e2ad75fd62ee41037f79decd060a4d150747d01af98,629e27539197c765,false,1,true,true,false,2,44,true,687,181
SYNTH_00253,2024-09-03,Dovish,dovish,Transmisión financiera: astringencia crediticia aconseja profundizar los recortes del tipo de interés de política,1_517,2234ad181054f9f99e0b77d29eeb772cc24c94acca2491502b06c72fae662a37,678a62acd301bce2,false,1,true,true,false,2,2,true,636,190
SYNTH_00254,2024-05-20,Neutral,neutral,Forward guidance: balance de riesgos neutral para el nivel de la tasa de política,1_517,b7f5a35fb3641a8769e8fd90ddc41d4ab2e49634928a89185acfa25e3d136e81,e4ed2f02bab14af9,false,1,true,true,false,2,6,true,696,173
SYNTH_00255,2024-06-18,Neutral,neutral,Forward guidance: mantención unánime de la tasa de instancia coherente con el corredor del IPoM,1_517,740b6bea655fc61a873233754ce0f75ea945589489a5cf169e26578bb84c15cf,9c6e1bd705ba192b,false,1,true,true,false,1,4,true,601,128
SYNTH_00256,2022-09-06,Hawkish,hawkish,Transmisión financiera: presiones cambiarias y divergencia con la Fed elevan la tasa de instancia,1_517,a5e2f985160ed8c981059d8b142edac22590fdfd1a7f870ea45b6ac9544aba7b,748beb75da022303,false,1,true,true,false,2,44,true,704,193
SYNTH_00257,2023-12-19,Dovish,dovish,Deliberación RPM: convergencia veloz del IPCSAE permite recortar la tasa de instancia hacia el rango neutral,1_517,343185cfa0ca7fc4487248163fea9e9dcbba37abbf2e287274e619b715b131cc,fa26f098496c1da0,false,1,true,true,false,4,28,true,658,229
SYNTH_00258,2023-12-19,Dovish,dovish,Forward guidance: convergencia veloz del IPCSAE permite reducir el costo de fondeo interbancario hacia el rango neutral,1_517,14ee3730152fcd2604c4bebe5b2bbd76502ae89cb3ee4b5c6e23bafb0cde0732,6dad6663f6a8d8ed,false,1,true,true,false,2,2,true,620,120
SYNTH_00259,2024-06-18,Neutral,neutral,Voto dividido: mantención unánime de la tasa de instancia coherente con el corredor del IPoM,1_517,051b40fb79525be641244ef0191bb1260d9e2bc9a5a631b14e47e6e75a1e1c03,cf6a8455a3835aea,false,1,true,true,false,2,3,true,605,144
SYNTH_00260,2024-05-20,Neutral,neutral,Transmisión financiera: balance de riesgos neutral en torno al costo de fondeo interbancario,1_517,86ca8ce0a53086505bc4930a604595810ac3e82ca974cdb2920d393baa5c89fd,729630cbb14ccb8d,false,1,true,true,false,1,3,true,634,119
SYNTH_00261,2021-10-14,Hawkish,hawkish,Forward guidance: shock inflacionario por retiros previsionales y transferencias fiscales exige elevar la tasa rectora,1_517,11311c7ec8c50af93ca4f1009cb3696f284171acdd32b239b59237c9e335842d,8cfb8ac9eeed2e06,false,1,true,true,false,2,3,true,686,192
SYNTH_00262,2024-05-20,Neutral,neutral,Deliberación RPM: balance de riesgos neutral para la Tasa de Política Monetaria,1_517,790dec0650400a804369a6390d5e38a6eb8c589afd3e06453f8ef27ca0f01761,1b7c7d59f8b94ac6,false,1,true,true,false,3,28,true,690,159
SYNTH_00263,2024-04-02,Dovish,dovish,Concesivo-contraste: el deterioro laboral aconseja recortar la tasa de instancia pese a la inflación sobre la meta,1_517,a6121fabad489fb333f3e4d4abb44c574c6a127ec39b56a0ba369d2827fe7151,0c3f183dbbe007fa,false,1,true,true,false,1,2,true,676,208
SYNTH_00264,2024-09-03,Dovish,dovish,Forward guidance: acelerar el relajamiento del costo de fondeo interbancario para no sobre-restringir la economía,1_517,2c8b405c4afbdbf007d027b2de9716cdc176f353758548dc6f785aa2b8657ce3,4ebdee99aa2754d2,true,2,false,true,false,3,2,true,621,194
SYNTH_00265,2021-10-14,Hawkish,hawkish,Concesivo-contraste: el shock inflacionario por retiros y transferencias exige elevar la tasa rectora pese a la recuperación incompleta del empleo,1_517,54be6c5ffd7c4e33c94321413bd83675fb68a230f492d77971a8dfd944f861a3,93de2055a6d71b3a,false,1,true,true,false,0,1,true,660,162
SYNTH_00266,2023-04-04,Hawkish,hawkish,Forward guidance: mantener el costo de fondeo interbancario en su nivel máximo contractivo rechazando recortes prematuros,1_517,4a91643509b0c04745ec0f499eddcf0a841bd32aeaa1e466c56ee42924947151,8b25aa5fd271d56c,true,2,true,true,false,3,7,true,706,192
SYNTH_00267,2024-09-03,Dovish,dovish,Deliberación RPM: astringencia crediticia aconseja profundizar los recortes de la TPM,1_517,692192681660ac02bae3f6ed0f2fbb21d4c1c6687bf6b9d1bdcb9e90f85f1b54,0eefdeadfcd8ccd5,false,1,true,true,false,2,28,true,718,65
SYNTH_00268,2023-06-20,Hawkish,hawkish,Forward guidance: voto minoritario que aboga por frenar recortes de la tasa rectora para asegurar la convergencia al 3%,1_517,62778f5e9ceff127071bf7a38ad3a2e890e614b22ba7656d0c4a5e558323fc15,02d24e2cc975ea0a,false,1,true,true,false,2,4,true,650,128
SYNTH_00269,2022-09-06,Hawkish,hawkish,Voto dividido: presiones cambiarias y divergencia con la Fed exigen un alza mayor de la tasa rectora,1_517,b06fb9ca7157f0732c49e7a2f1fb155719f0e049855515f467427899a4037803,145e16edf624b8b0,false,1,true,true,false,1,3,true,607,230
SYNTH_00270,2024-04-02,Dovish,dovish,Voto dividido: deterioro del mercado laboral aconseja recortar la tasa de instancia en mayor magnitud,1_517,8353acc5966e371a6ddbbb4d463c68ddd0e34f0e0a4c69ba9bc25b1e0b3ac857,a1bcdc1e2fb8cec5,false,1,true,true,false,2,3,true,604,268
SYNTH_00271,2023-04-04,Hawkish,hawkish,Forward guidance: mantener el costo de fondeo interbancario en su nivel máximo contractivo rechazando recortes prematuros,1_517,4a91643509b0c04745ec0f499eddcf0a841bd32aeaa1e466c56ee42924947151,8b25aa5fd271d56c,true,2,false,true,false,3,7,true,706,192
SYNTH_00272,2022-06-14,Hawkish,hawkish,Forward guidance: acelerar las alzas del nivel de la tasa de política hacia terreno fuertemente contractivo,1_517,ed11ba6d8917d480ba1b1477997cd78a2aec002c4eea440e047e47e3ffd328f5,016d40d837b0beaf,false,1,true,true,false,0,1,true,682,193
SYNTH_00273,2023-04-04,Hawkish,hawkish,"Forward guidance: mantener el tipo de interés de política en 11,25% rechazando recortes prematuros",1_517,514961f91fdfd93e3ece2e96aa05febc1de420b5acb935edb35dfaeef4625119,6950d4772eb02d02,true,2,false,true,false,3,7,true,678,164
SYNTH_00274,2024-05-20,Neutral,neutral,Transmisión financiera: menú de opciones abierto para la TPM según los nuevos datos del IPC,1_517,63d9571a1250d3899e772deb86e1a235e4b11364ee3f2aab994882aa72647464,464c78ccadc3708f,false,1,true,true,false,2,2,true,663,216
SYNTH_00275,2021-10-14,Hawkish,hawkish,Forward guidance: shock inflacionario por retiros y transferencias exige elevar el nivel de la tasa de política,1_517,19029821a54426f1ed699442a44c35257a7897ca9b82627a48714efd58662de2,fbda5d6ae0a4a5aa,false,1,true,true,false,2,3,true,700,206
SYNTH_00276,2022-06-14,Hawkish,hawkish,Transmisión financiera: acelerar las alzas del costo de fondeo interbancario hacia nivel fuertemente contractivo,1_517,f1ef67f755b4ae782a375dc0d2cbaa6a81d1bcdf2a751db4b3ff44b3960ce5e3,08e7738fe84017f1,false,1,true,true,false,2,3,true,659,195
SYNTH_00277,2024-06-18,Neutral,neutral,Deliberación RPM: mantención condicionada de la tasa rectora a la espera del próximo IPoM,1_517,41f4f3ee2f53990b312bfc325e528c1633a3db87a05864dbb2452b8a547c1d3a,a62c7b11934ee153,false,1,true,true,false,2,28,true,659,114
SYNTH_00278,2023-06-20,Hawkish,hawkish,Transmisión financiera: voto minoritario que aboga por frenar recortes de la TPM para asegurar la convergencia al 3%,1_517,5725c09bb1b71ca4e27bb4507f0d46c785b2111eef4f03b07a99bbf5de2c6542,1b823ba27e9e279b,false,1,true,true,false,1,44,true,654,213
SYNTH_00279,2022-10-25,Hawkish,hawkish,Transmisión financiera: voto minoritario que aboga por un alza mayor de la TPM para asegurar la convergencia al 3%,1_517,7aac376288888af0f4c753ff0b0ebbf5769e1ffe8ffa15aad3333ae67f5a5061,c97e90cf175227b5,false,1,true,true,false,2,44,true,672,203
SYNTH_00280,2024-05-20,Neutral,neutral,Transmisión financiera: menú de opciones abierto para el costo de fondeo interbancario según los nuevos datos del IPC,1_517,7139cc7a2ede466587a3726e25ac17a393638896f7f4133254fc0759acae9ea7,1997b7a5c17d49c3,false,1,true,true,false,1,2,true,658,212
SYNTH_00281,2024-05-20,Neutral,neutral,Forward guidance: balance de riesgos neutral para el costo de fondeo interbancario,1_517,790f620a96192113c64f4e2c874de0701a9905aa5c3a55cc77855bbae030da7c,66739f802ed279db,false,1,true,true,false,2,6,true,732,177
SYNTH_00282,2024-09-03,Dovish,dovish,Voto dividido: acelerar el relajamiento del tipo de interés de política con recortes de 75 o 100 pb,1_517,7ce931ee1f225f28b7fd591d1e21e328a04e32551e7dbdba25b0e03ff0847139,4505f6626ee5465c,false,1,true,true,false,1,2,true,607,254
SYNTH_00283,2022-09-06,Hawkish,hawkish,Concesivo-contraste: las presiones cambiarias exigen mantener restrictivo el tipo de interés de política pese a la desaceleración,1_517,3c5d05d530060291af5bb7593df8661412a05f70436deb3960be7497dc54c265,10c95672dea7115b,false,1,true,true,false,1,2,true,691,210
SYNTH_00284,2024-09-03,Dovish,dovish,Forward guidance: la astringencia crediticia aconseja profundizar los recortes del nivel de la tasa de política,1_517,cca7828bb5e4e72ca354347a2a614d2142fad79b2fa0333d7feeceee4c8a7167,df6ee31f37d5fe23,false,1,true,true,false,1,2,true,651,180
SYNTH_00285,2023-12-19,Dovish,dovish,Deliberación RPM: convergencia veloz del IPCSAE permite recortar la TPM hacia el rango neutral,1_517,32aa21902a489bb22dea7cef6db11505c7fbb42bb4c47ed9e8ffff8a1aeff773,16a61907bc8cfe0d,false,1,true,true,false,3,28,true,673,126
SYNTH_00286,2023-06-20,Hawkish,hawkish,Voto dividido: un Consejero aboga por frenar recortes del tipo de interés de política para asegurar la convergencia al 3%,1_517,8dce8399b8d5533e92dd235831480d975eed166a6432621959e75f998a077560,b8e1b2611fdfd0f0,true,2,true,true,false,3,4,true,599,204
SYNTH_00287,2024-05-20,Neutral,neutral,Deliberación RPM: menú de opciones abierto para el tipo de interés de política según los nuevos datos del IPC,1_517,977c78996f0df67f715ce2ca587711174c2ff9cb10b2f233b035ee35d2d31021,df4950c003889832,false,1,true,true,false,1,28,true,663,179
SYNTH_00288,2023-09-05,Dovish,dovish,Forward guidance: la apertura de la brecha de actividad negativa aconseja recortar el tipo de interés de política,1_517,5285b4f636431db34ff31503e716485b176c7e762b82c0c19646962020b7dd2f,8b35f02514431719,false,1,true,true,false,0,1,true,667,106
SYNTH_00289,2022-09-06,Hawkish,hawkish,Forward guidance: las presiones cambiarias y la divergencia con la Fed exigen mantener restrictivo el nivel de la tasa de política,1_517,ad63d7704e737f803a721bafead5f9d61626b08f550a7bb46a4fce60295b6b7e,092640b57976647c,false,1,true,true,false,0,1,true,683,217
SYNTH_00290,2024-04-02,Dovish,dovish,Forward guidance: el deterioro del mercado laboral aconseja recortar la TPM,1_517,369e23c76c50e34050cebcfc89f99788249389c431195c5145f3493ff6a502cb,1721ac554b2d70d1,false,1,true,true,false,1,2,true,697,198
SYNTH_00291,2024-06-18,Neutral,neutral,Forward guidance: mantención unánime de la TPM coherente con el corredor del IPoM,1_517,5843a65bd3cc5ee30a033bf7cbf36175b33262571daa6be9e4316d22a612cc1e,bdead8c88a856db2,false,1,true,true,false,1,4,true,602,143
SYNTH_00292,2023-04-04,Hawkish,hawkish,"Deliberación RPM: defensa de mantener la TPM en 11,25% rechazando recortes prematuros",1_517,98729344eb4f0f40259b80165421e05a8957804abb86877dc15d059b81eb87af,a903de5c103f9f2b,false,1,true,true,false,3,28,true,727,174
SYNTH_00293,2023-04-04,Hawkish,hawkish,Concesivo-contraste: voto minoritario que aboga por frenar recortes de la tasa de instancia pese a la desaceleración,1_517,9513ae7582eebf02bc29811dd3ce2b1f30407cb3132f32acb08cf041b150a9f8,57e26ab70c95f53d,false,1,true,true,false,1,2,true,642,217
SYNTH_00294,2022-06-14,Hawkish,hawkish,Voto dividido: acelerar las alzas del tipo de interés de política hacia nivel fuertemente contractivo,1_517,791bb37b3cf095f369ce28fc0aae626753a2fb4c4b7a408f25a966aa6447377b,1084e2c1eac38311,false,1,true,true,false,2,3,true,606,131
SYNTH_00295,2024-09-03,Dovish,dovish,Forward guidance: la astringencia crediticia aconseja profundizar los recortes de la TPM,1_517,9b1ac0337a1b19b77fb86dda6cc1c27c4206be91f253f0efce6507a1a069e061,178197e51114105d,false,1,true,true,false,1,2,true,633,186
SYNTH_00296,2023-06-20,Hawkish,hawkish,Voto dividido: un Consejero aboga por frenar recortes del tipo de interés de política para asegurar la convergencia al 3%,1_517,8dce8399b8d5533e92dd235831480d975eed166a6432621959e75f998a077560,b8e1b2611fdfd0f0,true,2,false,true,false,3,4,true,599,204
