intervencion_id,coleccion,lote,archivo_origen,etiqueta_origen,es_relevante_origen,etiqueta_previa_v3,es_relevante_previa_v3,estado_revision_v3,etiqueta_v3,es_relevante_v3,confianza_revision_v3,sha256_texto,n_caracteres_texto
RPM-2006-11-16:979:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,dovish,1,dovish,1,revisado,neutral,1,alta,67861fc17807c8889d971711958449a8a8f76d46b75e0a8adf995c9c1a1e516c,3420
RPM-2006-12-14:1003:4,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,neutral,1,neutral,1,revisado,neutral,1,alta,63067862c13ae3ede3b34de35f881039f5fe862127e876a3f9a940b62224dc6a,344
RPM-2007-03-15:1167:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,hawkish,1,hawkish,1,revisado,hawkish,1,media,a48d961becea14916be089b6d47169b5e298830468951070746fd0be93a31634,3643
RPM-2007-06-14:1305:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,hawkish,1,hawkish,1,revisado,hawkish,1,alta,474a1b0a1356625d3613b4314d5f18f3a8fa602eaa3e2e2f4fdeb9b18398475a,3964
RPM-2007-09-13:1449:2,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,neutral,1,neutral,1,revisado,neutral,1,alta,5dfa706d5ff9b58cdb8c0474bde16ddde464f7e998aa56f829b2fee1412ee029,109
RPM-2007-09-13:1468:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,hawkish,1,hawkish,1,revisado,hawkish,1,alta,7aa0bb67f628bf7c759d3ea9189ddf34f87975297741d044d8ae1ca6191fa173,3308
RPM-2007-10-11:1519:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,neutral,1,neutral,1,revisado,neutral,1,alta,418dff10f45604309c11f7a011e660859f86435e0cce7d3971bc14ce195ebe10,5251
RPM-2008-01-10:1636:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,hawkish,1,hawkish,1,revisado,hawkish,1,alta,b664abe563020e6b616548372c8713363cbf9d8f6f2f7ae0c2c052d19ed790c7,3825
RPM-2008-04-10:1761:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,neutral,1,neutral,1,revisado,neutral,1,alta,e6455d1664c6692d479830fd9ac0e433c3c696d9fa0bb0028d72f5c5de1397e4,609
RPM-2008-07-10:1953:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,neutral,1,neutral,1,revisado,neutral,1,alta,1de55aa92442bf8946b1abe076031cfd39005900b27b55930a33e062f77fbfbe,808
RPM-2008-11-13:2147:3,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,neutral,1,neutral,1,revisado,neutral,1,alta,06676b5b0303d0455f6a59d884f176128f2cfe1da8a5accf182b4fbf294e763a,453
RPM-2008-11-13:2164:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,neutral,1,neutral,1,revisado,neutral,1,alta,d701acf89dc94da8333aaf9f0c1439f9746929381968ad4d3be63ea435b23dd5,603
RPM-2009-04-09:2490:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,neutral,0,neutral,0,revisado,neutral,0,alta,d9fb064a97fc6ea223329e7aaaccae8fa2c99b3ab366b94b37b3fc86c4e2688f,161
RPM-2009-04-09:2494:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,dovish,1,dovish,1,revisado,dovish,1,alta,246f63ab4d040664ec4f0287d2f024163f0182f491c081c0f8cf2dc4d1f82d16,4306
RPM-2009-04-09:2497:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,dovish,1,dovish,1,revisado,dovish,1,alta,d745a928d1e98474f91827a17d76432527397f422f223386c40b5226d671ca3c,6324
RPM-2009-05-07:2505:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,neutral,0,neutral,0,revisado,neutral,0,alta,a64481f87fa2476d35a9387a501369d08e1ebc9ab18e9aaecf9778c955e06295,161
RPM-2009-05-07:2550:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,dovish,1,dovish,1,revisado,dovish,1,alta,5581ccaa75e843f3a9f6a846467dbccf9c09f30378b92aa5a3fd20ba8b3b37da,1576
RPM-2009-06-16:2602:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,dovish,1,dovish,1,revisado,dovish,1,alta,5b75e4cd36b02537ddffa0398b85bead2fc70ce3b90189a255d4ec331d6e911e,1581
RPM-2009-09-08:2706:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,neutral,0,neutral,0,revisado,neutral,0,alta,aaafd24f183ebb27783d06af53db105bceb47cfea0770f10b89d028780441d35,162
RPM-2009-10-13:2747:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,neutral,0,neutral,0,revisado,neutral,0,alta,5f4080e4c0b05105a7dd5bd5f4fa78a4ba0a099de723a61b48b3c0fd8fb128c6,181
RPM-2010-01-14:2844:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,neutral,1,neutral,1,revisado,neutral,1,alta,88ea2f739a51318fa95ffbea383e2da4983fc9f9f4065a110773976cbaf3d616,2377
RPM-2010-01-14:2883:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,neutral,1,neutral,1,revisado,neutral,1,alta,eb4aa3755fc0ab79df0a247faeb42083e5680aed6c3dbe55ef47247c0fbf3cdc,3553
RPM-2010-07-15:3276:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,hawkish,1,hawkish,1,revisado,hawkish,1,alta,634b690ae89bfec2630e0003795e676bc50553895e5807ccc07a8e47533fb9e1,2612
RPM-2010-08-12:3337:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,hawkish,1,hawkish,1,revisado,hawkish,1,media,c93a353df06ee27c49824dc06429c1d739eb8d97457e6c45481e2a8b89bf939e,4758
RPM-2010-10-14:3435:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,neutral,1,neutral,1,revisado,neutral,1,alta,d4d02dc5ac73ba956d6d0585cbb5aaf76f15349e7ae2898a5abed02a3789a717,586
RPM-2010-11-16:3569:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,hawkish,1,hawkish,1,revisado,hawkish,1,media,07e9eced25c8f9e21ae2db5531a250a9a244846aef36a7763d4fd53e2359dc60,1292
RPM-2010-12-16:3598:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,neutral,1,neutral,1,revisado,neutral,1,alta,812c7a4ac5148a3dbfb26684c3789dc6639386f15c4233c35531419bcaf51b45,299
RPM-2011-02-17:3731:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,neutral,1,neutral,1,revisado,neutral,1,alta,467519abb029e1375cfc366be5a0478433a23960cbf6f70bf394b955fc90789a,2894
RPM-2011-02-17:3813:3,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,hawkish,1,hawkish,1,revisado,hawkish,1,alta,75c4db98255bd824fdbcc9a56f870da3ce621442831dc5550f03e69319a49b07,1806
RPM-2011-03-17:3881:4,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,neutral,0,neutral,0,revisado,neutral,0,alta,61735d234a3d347c44338b20eeef60d151587cb740b6ee6d11b542f4bee5ea91,257
RPM-2011-05-12:4045:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,hawkish,1,hawkish,1,revisado,hawkish,1,alta,955c79623ff567d595859f7d7496fbb4a339bb8fc6fc0845917759f5f8f7a901,2810
RPM-2011-08-18:4216:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,neutral,0,neutral,0,revisado,neutral,0,alta,34bf860aa5beaae73ddba43c43a21847bea387d3eac152c165ce15c68a46fb4d,655
RPM-2012-01-12:4555:3,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,neutral,1,neutral,1,revisado,neutral,1,alta,f58442010c6ec3bcb6088332470cc06058898012b79f0ffe5c9a644a1955bfdc,170
RPM-2012-03-15:4689:2,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,neutral,1,neutral,1,revisado,neutral,1,alta,d6675174246b5a266cbb6582cbb819ef021445e93a12bbfa3c3b070b7c972da2,1070
RPM-2012-03-15:4720:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,neutral,0,neutral,0,revisado,neutral,0,alta,16541f0d1c930622a7f7536169e196a0030f36aae6d2ff97ec0315f61fcb2dde,222
RPM-2012-04-17:4788:2,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,neutral,0,neutral,0,revisado,neutral,0,alta,6474123309692a0342d142678d5b0dd576ea7c5e59d5b3333c181e83edb99269,155
RPM-2012-06-14:4897:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,neutral,1,neutral,1,revisado,neutral,1,alta,d967f993e5cf2fc9c7fb174074c202eb5a2b2ce3bbc959b088aa86101ed57cac,3986
RPM-2012-07-12:4924:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,neutral,1,neutral,1,revisado,neutral,1,alta,b4dd05d033f290673f21c244168f21888c5aabe9e05b638066b0fe98e3c83a49,213
RPM-2012-11-13:5215:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,neutral,1,neutral,1,revisado,neutral,1,alta,0b0965c37b7b35744deda3865966feab389a2dd3836c6f1b537c7141e7d3980d,4435
RPM-2013-02-14:5393:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,neutral,1,neutral,1,revisado,neutral,1,alta,d3760f740022224d278540b2b7551d839dba70f6dfdc713b61d7237e7a485cfa,4462
RPM-2013-04-11:5492:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,neutral,1,neutral,1,revisado,neutral,1,alta,cd292316fad3003bdfe6864ecd0201fc68c4ef46eec6df4dcaadc4d29d2335a0,910
RPM-2013-07-11:5641:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,neutral,1,neutral,1,revisado,neutral,1,alta,10fc22695be5e835667068e16862a4c1cb7b536d98e06686748640ad59c4ec7f,6303
RPM-2013-11-19:5900:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,dovish,1,dovish,1,revisado,dovish,1,alta,0cb94560a6a5c6cf9c6393cc5b61a540265c10800f6e3cc0e9491aa59549ec69,3887
RPM-2013-12-12:5925:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,neutral,1,neutral,1,revisado,neutral,1,alta,1962836f9031d3e0930adedbe51efe86ee9a5e41c4e2c3a11f5287d59856bbb2,603
RPM-2014-02-18:6015:4,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,neutral,1,neutral,1,revisado,neutral,1,alta,39a1636fefc822c3fb5b6b4104c8b8ef5b18f2f1a1b4eb287cc0e67ce8b09401,8218
RPM-2014-05-15:6189:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,neutral,1,neutral,1,revisado,neutral,1,alta,1a447d646272d54cb031bb4e69078d7d54a9d37f8f1ac0cc295d279c5c462596,1372
RPM-2014-05-15:6221:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,neutral,0,neutral,0,revisado,neutral,0,alta,15c1b472ec1de4ff32455e1da37881338983983d6cd22fcae7d751903c0dd044,357
RPM-2014-09-11:6397:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,neutral,1,neutral,1,revisado,neutral,1,alta,4f2527712fd76c56cc51058fbfb774acb6e0caa10daf34ee3865287899a7e7fd,2858
RPM-2014-09-11:6437:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,dovish,1,dovish,1,revisado,dovish,1,alta,20b72a8a8054cdfcd8e63e00a650f7b277627739615dfab5add1dd8f8db8b033,3089
RPM-2014-11-18:6487:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,neutral,0,neutral,0,revisado,neutral,0,alta,8887b008a3e96c2a094909976891190ae93adc4b86c966d085e014fe150399a9,491
RPM-2015-02-12:6620:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,neutral,1,neutral,1,revisado,neutral,1,alta,d32c0a3e6b426753595d3eaf3fd83bd2eb8546bdacfea268d2973d1700ee2877,841
RPM-2015-02-12:6624:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,neutral,1,neutral,1,revisado,neutral,1,alta,f5b39951433fb01cc1aa069f257965b35574d1122791862e3c0d1d38af9ba0b7,796
RPM-2015-04-16:6698:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,neutral,1,neutral,1,revisado,neutral,1,alta,616fe786ea626bb5427f790d0d955369ce6af429433fe7d5b5ba5db1850c4908,1596
RPM-2015-07-14:6881:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,neutral,1,neutral,1,revisado,neutral,1,alta,bf78ea81c0797f1c385bf4b1e051afb32fa5d992c7af4ff06ca658f8502e7fc6,1860
RPM-2015-10-15:7058:5,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,neutral,1,neutral,1,revisado,neutral,1,alta,e2aaf99b47e9ce9ab0ddf004d48757f2cebe6360604df97a55e20a8825570d4b,749
RPM-2015-12-17:7163:1,ia_base_v2,etiquetas_escalado_r16.csv,data/etiquetas/etiquetas_escalado_r16.csv,neutral,1,neutral,1,revisado,neutral,1,alta,448258212cad8ecb475eec9b1aec10e87cc2cc49e23aa751f42b54679c3a1425,5106
RPM-2007-04-12:1220:1,ia_base_v2,etiquetas_escalado_r17.csv,data/etiquetas/etiquetas_escalado_r17.csv,neutral,1,neutral,1,revisado,neutral,1,alta,22ed36f514c86a0f706ae50d24c11b72f904bcb4f2662f0ce043e9245e5d6fdc,4449
RPM-2009-05-07:2537:8,ia_base_v2,etiquetas_escalado_r17.csv,data/etiquetas/etiquetas_escalado_r17.csv,neutral,1,neutral,1,revisado,neutral,1,alta,614ed05a1493f210f61986f45d255524d183e75080bcdb2179182d432adc5b28,359
RPM-2011-04-12:3958:1,ia_base_v2,etiquetas_escalado_r17.csv,data/etiquetas/etiquetas_escalado_r17.csv,neutral,1,neutral,1,revisado,neutral,1,alta,51e017b7b98d80d47eeb8c500b8f3b97002f2f5a452ea72c26520e5394b5700f,1536
RPM-2011-12-13:4469:1,ia_base_v2,etiquetas_escalado_r17.csv,data/etiquetas/etiquetas_escalado_r17.csv,neutral,1,neutral,1,revisado,neutral,1,alta,30c83240516aff1c087ddb1a7bdbc994ab5844d2a1ba26e39740994704e55906,293
RPM-2012-04-17:4779:1,ia_base_v2,etiquetas_escalado_r17.csv,data/etiquetas/etiquetas_escalado_r17.csv,neutral,0,neutral,0,revisado,neutral,0,alta,769dbfd95d27f159cc2aac81051318a7cdcbbb4570c66a344f3cc51fc18fd81a,217
RPM-2013-01-17:5302:1,ia_base_v2,etiquetas_escalado_r17.csv,data/etiquetas/etiquetas_escalado_r17.csv,neutral,1,neutral,1,revisado,neutral,1,alta,7462e2659ee279f534c1038066cd47b6175bcdcc163e573ea114ddda5d554b3e,2512
RPM-2013-06-13:5626:1,ia_base_v2,etiquetas_escalado_r17.csv,data/etiquetas/etiquetas_escalado_r17.csv,neutral,1,neutral,1,revisado,neutral,1,alta,5780dfed97333bc10c36a84fc59def38a23ec0c303c897ddfd656e2d2b86184f,3002
RPM-2005-01-11:10:1,ia_base_v2,etiquetas_escalado_r5.csv,data/etiquetas/etiquetas_escalado_r5.csv,neutral,1,neutral,1,revisado,neutral,1,alta,115ede2ab764ac70dc3ac6399936af0196780b734b3de07bc3b510df2f3768ee,135
RPM-2005-01-11:11:1,ia_base_v2,etiquetas_escalado_r5.csv,data/etiquetas/etiquetas_escalado_r5.csv,neutral,1,neutral,1,revisado,neutral,1,alta,7c5b21297983edd5e3480f461d458fc067e85895d4e7e3674b0e928426bab5d7,245
RPM-2005-01-11:12:1,ia_base_v2,etiquetas_escalado_r5.csv,data/etiquetas/etiquetas_escalado_r5.csv,neutral,1,neutral,1,revisado,neutral,1,alta,81e9ef67ef2beee7ce407bceee0c9a237ed43a0e0fb09b600de9fe7a7da6e18c,185
RPM-2005-01-11:13:1,ia_base_v2,etiquetas_escalado_r5.csv,data/etiquetas/etiquetas_escalado_r5.csv,neutral,1,neutral,1,revisado,neutral,1,alta,74b15639627a4c2db94b2b3c2b3599f329f1fc0a16e1bf9f99f84a4cf5e02efd,622
RPM-2005-01-11:14:1,ia_base_v2,etiquetas_escalado_r5.csv,data/etiquetas/etiquetas_escalado_r5.csv,neutral,1,neutral,1,revisado,neutral,1,alta,6792502ab9eed5ccfe5c098a7c1da6ede20c10af3703e1d2f664ab48e3519085,822
RPM-2005-01-11:15:1,ia_base_v2,etiquetas_escalado_r5.csv,data/etiquetas/etiquetas_escalado_r5.csv,neutral,1,neutral,1,revisado,neutral,1,alta,53d7239738af609f4866ff9334126f370766127ee24cf484e7ea991ab5caca5c,300
RPM-2005-01-11:16:1,ia_base_v2,etiquetas_escalado_r5.csv,data/etiquetas/etiquetas_escalado_r5.csv,neutral,1,neutral,1,revisado,neutral,1,alta,466c17252262b42bc5f85dd4e09480e6d2e981ea59dffded1501bb9510cfcb1f,388
RPM-2005-01-11:17:1,ia_base_v2,etiquetas_escalado_r5.csv,data/etiquetas/etiquetas_escalado_r5.csv,neutral,1,neutral,1,revisado,neutral,1,alta,1fc0644a463d881acd29fd96feb508b60e8bda93e457d669beaa989149698144,200
RPM-2005-01-11:18:1,ia_base_v2,etiquetas_escalado_r5.csv,data/etiquetas/etiquetas_escalado_r5.csv,neutral,1,neutral,1,revisado,neutral,1,alta,e3fc6e6fcdc8b460c96737bcf5f61cc239c4149c713281a2f74431093f8713c8,666
RPM-2005-01-11:19:1,ia_base_v2,etiquetas_escalado_r5.csv,data/etiquetas/etiquetas_escalado_r5.csv,neutral,1,neutral,1,revisado,neutral,1,alta,369860a9bed3ec6824b07d036e4ea963125fa878ebe3c932b0df39d4b4506f24,310
RPM-2005-01-11:1:1,ia_base_v2,etiquetas_escalado_r5.csv,data/etiquetas/etiquetas_escalado_r5.csv,neutral,0,neutral,0,revisado,neutral,0,alta,b3168228aaa4393c44600ec6c2eaab34f113d1a7441da3bb15f9b7502417915d,1260
RPM-2005-01-11:20:1,ia_base_v2,etiquetas_escalado_r5.csv,data/etiquetas/etiquetas_escalado_r5.csv,neutral,1,neutral,1,revisado,neutral,1,alta,44546940b63d2e609c62c57f5b8401437dc7c7b558f01286475d713607430202,235
RPM-2005-01-11:21:1,ia_base_v2,etiquetas_escalado_r5.csv,data/etiquetas/etiquetas_escalado_r5.csv,neutral,1,neutral,1,revisado,neutral,1,alta,0517626e205b628b3ba3faa4a884b125f3eafa351e7d6dc201eba76a9bab9c67,616
RPM-2005-01-11:22:1,ia_base_v2,etiquetas_escalado_r5.csv,data/etiquetas/etiquetas_escalado_r5.csv,neutral,1,neutral,1,revisado,neutral,1,alta,12b15b5d2ebc0d45ee6f852c3371b7f4009303c2e7db7898175cb3d4ea05e4f1,388
RPM-2005-01-11:23:1,ia_base_v2,etiquetas_escalado_r5.csv,data/etiquetas/etiquetas_escalado_r5.csv,neutral,1,neutral,1,revisado,neutral,1,alta,eab6d939eb5e108c33cea8114c820d07ea3953549cbd836830a3f1cc64ebd350,709
RPM-2005-01-11:25:1,ia_base_v2,etiquetas_escalado_r5.csv,data/etiquetas/etiquetas_escalado_r5.csv,neutral,1,neutral,1,revisado,neutral,1,alta,fed7c5b2cc5a4f3c377e2e74a023c03d4b0376622a241b72069b7745f6496413,332
RPM-2005-01-11:26:1,ia_base_v2,etiquetas_escalado_r5.csv,data/etiquetas/etiquetas_escalado_r5.csv,neutral,1,neutral,1,revisado,neutral,1,alta,62a23ee4bb3032888f0f56ba6173f4719bd8d72a0a6bf7160c17d0a3ec930e17,109
RPM-2005-01-11:27:1,ia_base_v2,etiquetas_escalado_r5.csv,data/etiquetas/etiquetas_escalado_r5.csv,neutral,1,neutral,1,revisado,neutral,1,alta,4d0ae9bd1486ec2b018e71cbe5de99202a0214afa573650b242ddd37b0a6fce8,146
RPM-2005-01-11:28:1,ia_base_v2,etiquetas_escalado_r5.csv,data/etiquetas/etiquetas_escalado_r5.csv,neutral,0,neutral,0,revisado,neutral,0,alta,8429f23f4c6a0235baf472dc7cb00815ca02a6d389acdc9416a310bd580a8910,128
RPM-2005-01-11:28:2,ia_base_v2,etiquetas_escalado_r5.csv,data/etiquetas/etiquetas_escalado_r5.csv,neutral,0,neutral,0,revisado,neutral,0,alta,82157dc7a96ed971e0971220aeae0c5ad244c1c056928dad0dd91c34dc1ac7fd,261
RPM-2005-01-11:29:1,ia_base_v2,etiquetas_escalado_r5.csv,data/etiquetas/etiquetas_escalado_r5.csv,neutral,1,neutral,1,revisado,neutral,1,alta,b06ae457926813bae2e035b22132ff864ab62196c404c9a929fd364a5973e749,599
RPM-2005-01-11:2:1,ia_base_v2,etiquetas_escalado_r5.csv,data/etiquetas/etiquetas_escalado_r5.csv,neutral,0,neutral,0,revisado,neutral,0,alta,87b7d01f8f403f0816b217793e725f622c4065281027c01f52ebe9a3186a0211,119
RPM-2005-01-11:30:1,ia_base_v2,etiquetas_escalado_r5.csv,data/etiquetas/etiquetas_escalado_r5.csv,neutral,1,neutral,1,revisado,hawkish,1,alta,1f62a5bfbcfa82a6a3aaf05705bee183c35a2ff0fab0fc15c8ec9080170dcde2,1742
RPM-2005-01-11:31:1,ia_base_v2,etiquetas_escalado_r5.csv,data/etiquetas/etiquetas_escalado_r5.csv,neutral,1,neutral,1,revisado,neutral,1,alta,3dcefaa7177c8c165909616594972caeafefb476909ec0e18ffb3c95d73cecbd,346
RPM-2005-01-11:32:1,ia_base_v2,etiquetas_escalado_r5.csv,data/etiquetas/etiquetas_escalado_r5.csv,neutral,1,neutral,1,revisado,neutral,1,alta,3323d43f27d8e0b35bf6facf3eb3a1e92a453916d3451e00f0d1bd144efa5b0b,1473
RPM-2005-01-11:33:1,ia_base_v2,etiquetas_escalado_r5.csv,data/etiquetas/etiquetas_escalado_r5.csv,neutral,1,neutral,1,revisado,neutral,1,alta,42e3b6fc0fed8f189fec5d6d004333ac97d703bbe0225bf5cf2d931ce467b798,1134
RPM-2005-01-11:34:1,ia_base_v2,etiquetas_escalado_r5.csv,data/etiquetas/etiquetas_escalado_r5.csv,neutral,1,neutral,1,revisado,neutral,1,alta,6af1ef1af2e95ba980a614f8c5dc00645abde5bbef61c9dea6cde9a352e112d5,1520
RPM-2005-01-11:35:1,ia_base_v2,etiquetas_escalado_r5.csv,data/etiquetas/etiquetas_escalado_r5.csv,neutral,1,neutral,1,revisado,neutral,1,alta,b995b61a7697480cbd662030049edf824aa631a8aaa0be630306a5a0654cd98b,1131
RPM-2005-01-11:36:1,ia_base_v2,etiquetas_escalado_r5.csv,data/etiquetas/etiquetas_escalado_r5.csv,neutral,1,neutral,1,revisado,neutral,1,alta,7646df121eaa5819120f33fa245369a03b0aaecd168f97d66a4240419f0ef67d,1569
RPM-2005-01-11:37:1,ia_base_v2,etiquetas_escalado_r5.csv,data/etiquetas/etiquetas_escalado_r5.csv,neutral,0,neutral,0,revisado,neutral,0,alta,be097699d83a663b405c834ae66d044300681c5d3a9560b9cf8d1500739bc560,460
RPM-2005-01-11:38:1,ia_base_v2,etiquetas_escalado_r5.csv,data/etiquetas/etiquetas_escalado_r5.csv,hawkish,1,hawkish,1,revisado,hawkish,1,alta,9c56b1203499afeda4b237878156bac3eee3a93b2113472c2c47244f555c972e,5910
RPM-2005-01-11:39:1,ia_base_v2,etiquetas_escalado_r5.csv,data/etiquetas/etiquetas_escalado_r5.csv,neutral,1,hawkish,1,revisado,hawkish,1,media,1287aaa3350ee8c3ba5cab088ac2a8af0e7c32d26319de0a9d61e6d50b5b4d4a,1047
RPM-2005-01-11:3:1,ia_base_v2,etiquetas_escalado_r5.csv,data/etiquetas/etiquetas_escalado_r5.csv,neutral,1,neutral,1,revisado,neutral,1,alta,51801fd61577a0707e19b493870f51f75b5ec7ee37f6807cd7fe9e52570883f3,8223
RPM-2005-01-11:40:1,ia_base_v2,etiquetas_escalado_r5.csv,data/etiquetas/etiquetas_escalado_r5.csv,neutral,0,neutral,0,revisado,neutral,0,alta,b9689b5eaed084a69e2937a5673f03534bc86d22595fecb3f938877851ccaf48,69
RPM-2005-01-11:41:1,ia_base_v2,etiquetas_escalado_r5.csv,data/etiquetas/etiquetas_escalado_r5.csv,hawkish,1,hawkish,1,revisado,hawkish,1,alta,af2005fcbc7d092b6454a6dc9b3f4e7f9ef66c4e89d47b7662225238bd87e9a4,1143
RPM-2005-01-11:42:1,ia_base_v2,etiquetas_escalado_r5.csv,data/etiquetas/etiquetas_escalado_r5.csv,neutral,1,neutral,1,revisado,neutral,1,media,0fec3ee368b759371906d4e747e69e92c5d23370c4bbf4ce06dcf122f50e9dcf,1654
RPM-2005-01-11:43:1,ia_base_v2,etiquetas_escalado_r5.csv,data/etiquetas/etiquetas_escalado_r5.csv,neutral,1,neutral,1,revisado,neutral,1,alta,c2f345436ca2008664129e41bde366e59e133b00800837e38e8d942fd34582a2,748
RPM-2005-01-11:44:1,ia_base_v2,etiquetas_escalado_r5.csv,data/etiquetas/etiquetas_escalado_r5.csv,neutral,1,neutral,1,revisado,neutral,1,alta,4070fe1d163fcf6cdef6b8b8bdbf9432afff0a60932a924737f128670488401c,934
RPM-2005-01-11:46:1,ia_base_v2,etiquetas_escalado_r5.csv,data/etiquetas/etiquetas_escalado_r5.csv,hawkish,1,hawkish,1,revisado,hawkish,1,media,1dbc7fc0bfb32c5f697cd25179fa5aab769b35f99b708d6d11494253d2017f61,689
RPM-2005-01-11:47:1,ia_base_v2,etiquetas_escalado_r5.csv,data/etiquetas/etiquetas_escalado_r5.csv,neutral,0,neutral,0,revisado,neutral,0,alta,172b2e4c190ee1c1f5b2ea326231d14b8e07708b1b4103496707324a8ffe59e7,71
