intervencion_id,meeting_id,fold,etiqueta_v2,pred_a,pred_tfidf,pred_beto,pred_b_tfidf,pred_b_beto,prob_b_hawkish,prob_b_dovish,prob_b_neutral,error_tfidf,error_beto,ambiguo_hd_conocido,n_segmentos_declarados
RPM-2005-04-07:209:1,RPM-2005-04-07,2,neutral,1,neutral,neutral,neutral,neutral,0.0014654331607744098,0.002631749492138624,0.9959027171134949,correcto,correcto,0,1
RPM-2005-04-07:210:1,RPM-2005-04-07,2,neutral,1,neutral,neutral,neutral,neutral,0.001859321491792798,0.002640721620991826,0.9954999089241028,correcto,correcto,0,1
RPM-2005-04-07:210:2,RPM-2005-04-07,2,neutral,1,neutral,neutral,neutral,neutral,0.02083766646683216,0.14841215312480927,0.8307501673698425,correcto,correcto,0,1
RPM-2005-04-07:210:3,RPM-2005-04-07,2,neutral,1,neutral,neutral,neutral,neutral,0.0014201542362570763,0.002741653937846422,0.9958381652832031,correcto,correcto,0,1
RPM-2005-04-07:211:1,RPM-2005-04-07,2,neutral,1,neutral,neutral,neutral,neutral,0.006016128696501255,0.017001228407025337,0.976982593536377,correcto,correcto,0,3
RPM-2005-04-07:212:1,RPM-2005-04-07,2,neutral,0,neutral,neutral,neutral,neutral,0.0032450694125145674,0.006662918720394373,0.9900919795036316,correcto,correcto,0,1
RPM-2005-04-07:212:2,RPM-2005-04-07,2,neutral,1,neutral,neutral,neutral,neutral,0.0014040565583854914,0.0036392020992934704,0.9949566721916199,correcto,correcto,0,1
RPM-2005-04-07:212:3,RPM-2005-04-07,2,neutral,1,neutral,neutral,neutral,neutral,0.0022392054088413715,0.010740925557911396,0.9870198965072632,correcto,correcto,0,1
RPM-2005-04-07:212:4,RPM-2005-04-07,2,neutral,1,neutral,neutral,neutral,neutral,0.0021360504906624556,0.00943769421428442,0.9884263277053833,correcto,correcto,0,1
RPM-2005-04-07:212:5,RPM-2005-04-07,2,neutral,1,neutral,neutral,neutral,neutral,0.0033387590665370226,0.0162891186773777,0.9803721308708191,correcto,correcto,0,1
RPM-2005-04-07:213:1,RPM-2005-04-07,2,neutral,1,neutral,neutral,neutral,neutral,0.0021919074933975935,0.0077394237741827965,0.9900687336921692,correcto,correcto,0,1
RPM-2005-04-07:213:2,RPM-2005-04-07,2,neutral,1,neutral,neutral,neutral,neutral,0.013388724997639656,0.07797478884458542,0.9086364507675171,correcto,correcto,0,1
RPM-2005-04-07:213:3,RPM-2005-04-07,2,neutral,1,neutral,neutral,neutral,neutral,0.004340210929512978,0.01612839475274086,0.9795314073562622,correcto,correcto,0,1
RPM-2005-04-07:214:1,RPM-2005-04-07,2,neutral,0,neutral,neutral,neutral,neutral,0.0045851776376366615,0.012498764321208,0.982915997505188,correcto,correcto,0,1
RPM-2005-04-07:214:2,RPM-2005-04-07,2,neutral,0,neutral,neutral,neutral,neutral,0.007259188685566187,0.0222475565969944,0.9704932570457458,correcto,correcto,0,1
RPM-2005-04-07:214:3,RPM-2005-04-07,2,neutral,0,neutral,neutral,neutral,neutral,0.002349902642890811,0.00961134023964405,0.9880387187004089,correcto,correcto,0,1
RPM-2005-04-07:214:4,RPM-2005-04-07,2,hawkish,1,hawkish,hawkish,hawkish,hawkish,0.9685088992118835,0.028577197343111038,0.0029138943646103144,correcto,correcto,0,3
RPM-2005-04-07:214:5,RPM-2005-04-07,2,neutral,0,neutral,neutral,neutral,neutral,0.010790931060910225,0.028395691886544228,0.9608134031295776,correcto,correcto,0,1
RPM-2005-04-07:215:1,RPM-2005-04-07,2,dovish,1,hawkish,hawkish,hawkish,hawkish,0.9189333319664001,0.07501765340566635,0.006048962008208036,inversion_hd,inversion_hd,1,2
RPM-2005-04-07:216:1,RPM-2005-04-07,2,hawkish,1,hawkish,hawkish,hawkish,hawkish,0.9829229116439819,0.010676752775907516,0.006400405894964933,correcto,correcto,0,1
RPM-2005-04-07:217:1,RPM-2005-04-07,2,hawkish,1,hawkish,hawkish,hawkish,hawkish,0.9839006662368774,0.010901297442615032,0.005198117345571518,correcto,correcto,0,1
RPM-2005-04-07:217:2,RPM-2005-04-07,2,hawkish,1,hawkish,hawkish,hawkish,hawkish,0.9756264686584473,0.02132605016231537,0.0030474939849227667,correcto,correcto,0,1
RPM-2005-04-07:218:1,RPM-2005-04-07,2,hawkish,1,hawkish,hawkish,hawkish,hawkish,0.9827461242675781,0.013386445119976997,0.003867446444928646,correcto,correcto,0,1
RPM-2005-04-07:219:1,RPM-2005-04-07,2,hawkish,1,hawkish,hawkish,hawkish,hawkish,0.9819246530532837,0.011076564900577068,0.006998838856816292,correcto,correcto,0,1
RPM-2005-04-07:219:2,RPM-2005-04-07,2,hawkish,1,hawkish,hawkish,hawkish,hawkish,0.9809796214103699,0.015740035101771355,0.00328032486140728,correcto,correcto,0,1
RPM-2005-04-07:220:1,RPM-2005-04-07,2,neutral,0,neutral,neutral,neutral,neutral,0.3773689866065979,0.13958922028541565,0.4830418527126312,correcto,correcto,0,1
RPM-2005-07-12:296:1,RPM-2005-07-12,4,neutral,0,neutral,neutral,neutral,neutral,0.12645147740840912,0.1890307366847992,0.6845178008079529,correcto,correcto,0,1
RPM-2005-07-12:297:1,RPM-2005-07-12,4,neutral,0,neutral,neutral,neutral,neutral,0.06433339416980743,0.10976514220237732,0.8259013891220093,correcto,correcto,0,1
RPM-2005-07-12:308:1,RPM-2005-07-12,4,hawkish,1,hawkish,hawkish,hawkish,hawkish,0.7759490013122559,0.2156257927417755,0.008425204083323479,correcto,correcto,0,1
RPM-2005-09-08:390:1,RPM-2005-09-08,2,hawkish,1,hawkish,hawkish,hawkish,hawkish,0.8331201076507568,0.13199320435523987,0.03488669544458389,correcto,correcto,0,4
RPM-2005-09-08:391:1,RPM-2005-09-08,2,neutral,0,neutral,neutral,neutral,neutral,0.0277104489505291,0.045865170657634735,0.9264243841171265,correcto,correcto,0,1
RPM-2005-10-11:405:1,RPM-2005-10-11,3,neutral,0,neutral,neutral,neutral,neutral,0.01949283294379711,0.05141439661383629,0.9290928244590759,correcto,correcto,0,1
RPM-2005-10-11:436:1,RPM-2005-10-11,3,neutral,0,neutral,neutral,neutral,neutral,0.018746843561530113,0.02998141385614872,0.9512718319892883,correcto,correcto,0,1
RPM-2005-10-11:437:1,RPM-2005-10-11,3,neutral,0,neutral,neutral,neutral,neutral,0.09730216860771179,0.1490972340106964,0.753600537776947,correcto,correcto,0,1
RPM-2005-11-10:474:1,RPM-2005-11-10,4,neutral,1,neutral,neutral,neutral,neutral,0.002142667304724455,0.008355635218322277,0.9895016551017761,correcto,correcto,0,1
RPM-2005-11-10:479:1,RPM-2005-11-10,4,neutral,1,neutral,neutral,neutral,neutral,0.001741142594255507,0.0028554503805935383,0.9954034090042114,correcto,correcto,0,1
RPM-2005-11-10:482:1,RPM-2005-11-10,4,neutral,1,neutral,neutral,neutral,neutral,0.0014423334505409002,0.0032131043262779713,0.9953444600105286,correcto,correcto,0,1
RPM-2005-11-10:491:1,RPM-2005-11-10,4,neutral,0,neutral,neutral,neutral,neutral,0.015443258918821812,0.051992252469062805,0.9325644969940186,correcto,correcto,0,1
RPM-2005-11-10:492:1,RPM-2005-11-10,4,hawkish,1,hawkish,hawkish,hawkish,hawkish,0.9049949049949646,0.0753677487373352,0.0196373388171196,correcto,correcto,0,4
RPM-2005-11-10:499:1,RPM-2005-11-10,4,hawkish,1,hawkish,hawkish,hawkish,hawkish,0.49214404821395874,0.46249449253082275,0.045361507683992386,correcto,correcto,0,2
RPM-2005-11-10:500:1,RPM-2005-11-10,4,hawkish,1,hawkish,hawkish,hawkish,hawkish,0.9497923851013184,0.0432908870279789,0.006916748825460672,correcto,correcto,0,2
RPM-2005-11-10:503:1,RPM-2005-11-10,4,hawkish,1,hawkish,hawkish,hawkish,hawkish,0.9855350255966187,0.00942949578166008,0.005035471171140671,correcto,correcto,0,1
RPM-2005-11-10:503:2,RPM-2005-11-10,4,neutral,0,neutral,neutral,hawkish,neutral,0.05880286917090416,0.25607287883758545,0.6851242184638977,correcto,correcto,0,1
RPM-2006-01-12:527:1,RPM-2006-01-12,2,neutral,0,neutral,neutral,neutral,neutral,0.039374250918626785,0.06528523564338684,0.8953405618667603,correcto,correcto,0,1
RPM-2006-01-12:533:1,RPM-2006-01-12,2,neutral,1,hawkish,neutral,hawkish,neutral,0.06890678405761719,0.30369195342063904,0.6274013519287109,n_a_hd,correcto,0,6
RPM-2006-01-12:553:1,RPM-2006-01-12,2,neutral,1,neutral,neutral,neutral,neutral,0.0016627426957711577,0.004738344345241785,0.9935989379882812,correcto,correcto,0,1
RPM-2006-01-12:564:1,RPM-2006-01-12,2,neutral,1,neutral,neutral,neutral,neutral,0.002784388605505228,0.010362078435719013,0.9868535995483398,correcto,correcto,0,1
RPM-2006-01-12:567:1,RPM-2006-01-12,2,neutral,1,neutral,neutral,neutral,neutral,0.0013102222001180053,0.0039665587246418,0.9947233200073242,correcto,correcto,0,1
RPM-2006-01-12:571:1,RPM-2006-01-12,2,hawkish,1,hawkish,hawkish,hawkish,hawkish,0.9789308309555054,0.017318567261099815,0.0037507161032408476,correcto,correcto,0,2
RPM-2006-02-09:581:2,RPM-2006-02-09,5,neutral,1,neutral,neutral,neutral,neutral,0.0019956273026764393,0.0029677296988666058,0.9950366616249084,correcto,correcto,0,1
RPM-2006-02-09:582:1,RPM-2006-02-09,5,neutral,1,neutral,neutral,neutral,neutral,0.0017786679090932012,0.003391650738194585,0.9948297142982483,correcto,correcto,0,1
RPM-2006-02-09:583:1,RPM-2006-02-09,5,neutral,1,neutral,neutral,neutral,neutral,0.002006515394896269,0.002917984966188669,0.995075523853302,correcto,correcto,0,1
RPM-2006-02-09:587:10,RPM-2006-02-09,5,neutral,0,neutral,neutral,neutral,neutral,0.0037786634638905525,0.011497696861624718,0.984723687171936,correcto,correcto,0,1
RPM-2006-02-09:587:9,RPM-2006-02-09,5,neutral,0,neutral,neutral,neutral,neutral,0.11804579198360443,0.1762213110923767,0.7057328820228577,correcto,correcto,0,1
RPM-2006-02-09:595:1,RPM-2006-02-09,5,neutral,0,neutral,neutral,neutral,neutral,0.38669225573539734,0.20428816974163055,0.4090195298194885,correcto,correcto,0,1
RPM-2006-03-16:601:2,RPM-2006-03-16,4,neutral,1,neutral,neutral,neutral,neutral,0.004379406105726957,0.0116532938554883,0.9839672446250916,correcto,correcto,0,2
RPM-2006-03-16:614:1,RPM-2006-03-16,4,neutral,0,neutral,neutral,neutral,neutral,0.014971096068620682,0.051522087305784225,0.9335067868232727,correcto,correcto,0,1
RPM-2006-03-16:614:3,RPM-2006-03-16,4,neutral,0,neutral,neutral,neutral,neutral,0.0039450619369745255,0.013903725892305374,0.9821511507034302,correcto,correcto,0,1
RPM-2006-03-16:619:1,RPM-2006-03-16,4,neutral,0,neutral,neutral,neutral,neutral,0.03399450331926346,0.06416892260313034,0.9018365740776062,correcto,correcto,0,1
RPM-2006-03-16:621:1,RPM-2006-03-16,4,dovish,1,hawkish,hawkish,hawkish,hawkish,0.9471929669380188,0.04825097694993019,0.00455605098977685,inversion_hd,inversion_hd,1,2
RPM-2006-03-16:625:1,RPM-2006-03-16,4,hawkish,1,hawkish,hawkish,hawkish,hawkish,0.9810593724250793,0.013239887543022633,0.0057007563300430775,correcto,correcto,0,1
RPM-2006-05-11:657:2,RPM-2006-05-11,1,neutral,1,neutral,neutral,neutral,neutral,0.009301562793552876,0.1549501121044159,0.8357483148574829,correcto,correcto,0,2
RPM-2006-05-11:661:1,RPM-2006-05-11,1,neutral,1,neutral,neutral,neutral,neutral,0.0013967769918963313,0.004578695632517338,0.9940245747566223,correcto,correcto,0,1
RPM-2006-05-11:671:1,RPM-2006-05-11,1,dovish,1,hawkish,neutral,hawkish,neutral,0.014027557335793972,0.36226963996887207,0.6237028241157532,inversion_hd,hd_a_n,1,1
RPM-2006-05-11:672:1,RPM-2006-05-11,1,dovish,1,dovish,hawkish,dovish,hawkish,0.6404262185096741,0.3433528244495392,0.01622096449136734,correcto,inversion_hd,0,2
RPM-2006-05-11:673:1,RPM-2006-05-11,1,dovish,1,dovish,dovish,dovish,dovish,0.1468992978334427,0.8313924670219421,0.021708209067583084,correcto,correcto,0,1
RPM-2006-05-11:674:1,RPM-2006-05-11,1,hawkish,1,hawkish,dovish,hawkish,dovish,0.381072074174881,0.599170982837677,0.01975690945982933,correcto,inversion_hd,0,2
RPM-2006-07-13:745:4,RPM-2006-07-13,5,neutral,1,neutral,neutral,neutral,neutral,0.006597169209271669,0.019097747281193733,0.9743050932884216,correcto,correcto,0,2
RPM-2006-07-13:745:6,RPM-2006-07-13,5,neutral,1,neutral,neutral,neutral,neutral,0.0018171152332797647,0.003248936729505658,0.9949339032173157,correcto,correcto,0,1
RPM-2006-07-13:752:1,RPM-2006-07-13,5,neutral,1,neutral,neutral,neutral,neutral,0.0025592229794710875,0.004273016005754471,0.9931678175926208,correcto,correcto,0,1
RPM-2006-07-13:758:1,RPM-2006-07-13,5,neutral,1,neutral,neutral,neutral,neutral,0.00232736486941576,0.008042954839766026,0.9896296858787537,correcto,correcto,0,1
RPM-2006-07-13:761:1,RPM-2006-07-13,5,neutral,1,neutral,neutral,neutral,neutral,0.0018515107221901417,0.00406718859449029,0.9940813183784485,correcto,correcto,0,1
RPM-2006-07-13:762:2,RPM-2006-07-13,5,neutral,1,neutral,neutral,neutral,neutral,0.0035860156640410423,0.017209937795996666,0.9792040586471558,correcto,correcto,0,1
RPM-2006-07-13:769:2,RPM-2006-07-13,5,neutral,1,neutral,neutral,neutral,neutral,0.005182694178074598,0.020520729944109917,0.974296510219574,correcto,correcto,0,1
RPM-2006-07-13:770:1,RPM-2006-07-13,5,neutral,0,neutral,neutral,neutral,neutral,0.012203474529087543,0.03543051332235336,0.952366054058075,correcto,correcto,0,1
RPM-2006-07-13:770:3,RPM-2006-07-13,5,neutral,0,neutral,neutral,neutral,neutral,0.0027585371863096952,0.008566340431571007,0.9886751174926758,correcto,correcto,0,1
RPM-2006-07-13:772:1,RPM-2006-07-13,5,hawkish,1,hawkish,hawkish,hawkish,hawkish,0.7482784986495972,0.23847027122974396,0.01325129996985197,correcto,correcto,0,1
RPM-2006-07-13:774:1,RPM-2006-07-13,5,neutral,1,hawkish,hawkish,hawkish,hawkish,0.5292383432388306,0.4481549561023712,0.022606706246733665,n_a_hd,n_a_hd,0,2
RPM-2006-07-13:775:1,RPM-2006-07-13,5,dovish,1,dovish,dovish,dovish,dovish,0.217302143573761,0.6999662518501282,0.08273157477378845,correcto,correcto,0,2
RPM-2006-07-13:779:1,RPM-2006-07-13,5,hawkish,1,hawkish,hawkish,hawkish,hawkish,0.9797954559326172,0.015726208686828613,0.004478358663618565,correcto,correcto,0,2
RPM-2006-07-13:780:3,RPM-2006-07-13,5,hawkish,1,hawkish,hawkish,hawkish,hawkish,0.9774639010429382,0.018183505162596703,0.004352536518126726,correcto,correcto,0,1
RPM-2006-07-13:780:4,RPM-2006-07-13,5,hawkish,1,hawkish,hawkish,hawkish,hawkish,0.6300586462020874,0.34600016474723816,0.023941200226545334,correcto,correcto,0,1
RPM-2006-08-10:789:1,RPM-2006-08-10,1,neutral,1,neutral,neutral,neutral,neutral,0.0008157858974300325,0.0025393583346158266,0.996644914150238,correcto,correcto,0,1
RPM-2006-08-10:806:1,RPM-2006-08-10,1,neutral,1,neutral,neutral,neutral,neutral,0.0012180461781099439,0.00892575178295374,0.9898562431335449,correcto,correcto,0,1
RPM-2006-08-10:807:1,RPM-2006-08-10,1,neutral,0,neutral,neutral,neutral,neutral,0.0013149504084140062,0.004326227121055126,0.9943588376045227,correcto,correcto,0,1
RPM-2006-08-10:808:1,RPM-2006-08-10,1,neutral,1,neutral,neutral,neutral,neutral,0.005670050159096718,0.044527020305395126,0.9498029351234436,correcto,correcto,0,6
RPM-2006-08-10:816:1,RPM-2006-08-10,1,neutral,0,neutral,neutral,neutral,neutral,0.007636222057044506,0.04504677653312683,0.9473169445991516,correcto,correcto,0,1
RPM-2006-08-10:818:1,RPM-2006-08-10,1,neutral,0,neutral,neutral,neutral,neutral,0.002986524486914277,0.011216334067285061,0.985797107219696,correcto,correcto,0,1
RPM-2006-08-10:820:1,RPM-2006-08-10,1,neutral,1,neutral,neutral,neutral,neutral,0.0033315839245915413,0.04292386397719383,0.9537445902824402,correcto,correcto,0,1
RPM-2006-08-10:826:1,RPM-2006-08-10,1,hawkish,1,hawkish,hawkish,hawkish,hawkish,0.549829363822937,0.3899836540222168,0.06018699333071709,correcto,correcto,0,2
RPM-2006-09-07:835:1,RPM-2006-09-07,3,neutral,1,neutral,neutral,neutral,neutral,0.0008324375376105309,0.002053151372820139,0.9971144199371338,correcto,correcto,0,1
RPM-2006-09-07:838:1,RPM-2006-09-07,3,neutral,1,neutral,neutral,neutral,neutral,0.0009245332912541926,0.0024155331775546074,0.9966598749160767,correcto,correcto,0,1
RPM-2006-09-07:857:1,RPM-2006-09-07,3,neutral,1,neutral,neutral,neutral,neutral,0.0010105823166668415,0.002168953651562333,0.9968204498291016,correcto,correcto,0,1
RPM-2006-09-07:866:1,RPM-2006-09-07,3,neutral,0,neutral,neutral,neutral,neutral,0.002774708904325962,0.011956857517361641,0.9852684140205383,correcto,correcto,0,1
RPM-2006-09-07:867:1,RPM-2006-09-07,3,dovish,1,hawkish,dovish,hawkish,dovish,0.14996337890625,0.42552950978279114,0.42450711131095886,inversion_hd,correcto,1,4
RPM-2006-09-07:873:1,RPM-2006-09-07,3,dovish,1,dovish,dovish,dovish,dovish,0.37655290961265564,0.5228201150894165,0.10062700510025024,correcto,correcto,0,3
RPM-2006-10-12:897:1,RPM-2006-10-12,2,neutral,0,neutral,neutral,neutral,neutral,0.006261707749217749,0.014962738379836082,0.9787756204605103,correcto,correcto,0,1
RPM-2006-10-12:906:1,RPM-2006-10-12,2,neutral,1,neutral,neutral,neutral,neutral,0.00113763811532408,0.002722062636166811,0.9961403012275696,correcto,correcto,0,1
RPM-2006-10-12:919:1,RPM-2006-10-12,2,neutral,1,neutral,neutral,neutral,neutral,0.0012686896370723844,0.0025685857981443405,0.9961626529693604,correcto,correcto,0,1
RPM-2006-10-12:922:1,RPM-2006-10-12,2,neutral,1,neutral,neutral,neutral,neutral,0.0012577796587720513,0.0033807316794991493,0.9953615069389343,correcto,correcto,0,1
RPM-2006-10-12:936:1,RPM-2006-10-12,2,dovish,1,dovish,neutral,dovish,neutral,0.042570509016513824,0.37838420271873474,0.579045295715332,correcto,hd_a_n,0,2
RPM-2006-10-12:941:1,RPM-2006-10-12,2,neutral,1,dovish,hawkish,dovish,hawkish,0.9805037975311279,0.01615317538380623,0.0033430010080337524,n_a_hd,n_a_hd,0,1
RPM-2006-12-14:1001:1,RPM-2006-12-14,3,neutral,1,neutral,neutral,neutral,neutral,0.0011783583322539926,0.00235810037702322,0.9964635968208313,correcto,correcto,0,1
RPM-2006-12-14:1003:4,RPM-2006-12-14,3,neutral,1,neutral,neutral,neutral,neutral,0.0008952576317824423,0.0021373096387833357,0.9969673752784729,correcto,correcto,0,1
RPM-2006-12-14:1010:5,RPM-2006-12-14,3,neutral,1,neutral,neutral,neutral,neutral,0.0009096427820622921,0.0024569996166974306,0.9966334700584412,correcto,correcto,0,1
RPM-2006-12-14:1014:3,RPM-2006-12-14,3,neutral,1,neutral,neutral,neutral,neutral,0.0010373558616265655,0.00444576982408762,0.994516909122467,correcto,correcto,0,1
RPM-2006-12-14:1017:1,RPM-2006-12-14,3,neutral,1,dovish,dovish,dovish,dovish,0.3035101890563965,0.5831407904624939,0.11334900557994843,n_a_hd,n_a_hd,0,3
RPM-2006-12-14:1019:1,RPM-2006-12-14,3,hawkish,1,dovish,hawkish,dovish,hawkish,0.5407564640045166,0.43070051074028015,0.028543010354042053,inversion_hd,correcto,1,2
RPM-2006-12-14:1021:1,RPM-2006-12-14,3,neutral,0,neutral,neutral,neutral,hawkish,0.832240879535675,0.056850675493478775,0.1109084039926529,correcto,correcto,0,1
RPM-2006-12-14:989:1,RPM-2006-12-14,3,neutral,0,neutral,neutral,neutral,neutral,0.026487169787287712,0.10274626314640045,0.8707665801048279,correcto,correcto,0,1
RPM-2007-01-11:1023:1,RPM-2007-01-11,3,neutral,0,neutral,neutral,neutral,neutral,0.026178423315286636,0.10215995460748672,0.8716616034507751,correcto,correcto,0,1
RPM-2007-01-11:1030:1,RPM-2007-01-11,3,neutral,1,neutral,neutral,neutral,neutral,0.0010168780572712421,0.00197715125977993,0.9970059990882874,correcto,correcto,0,1
RPM-2007-01-11:1043:1,RPM-2007-01-11,3,neutral,1,neutral,neutral,neutral,neutral,0.01229635626077652,0.06419321149587631,0.9235104322433472,correcto,correcto,0,1
RPM-2007-01-11:1045:1,RPM-2007-01-11,3,neutral,1,neutral,neutral,neutral,neutral,0.0009149699471890926,0.003486294997856021,0.9955987930297852,correcto,correcto,0,1
RPM-2007-01-11:1047:3,RPM-2007-01-11,3,neutral,0,neutral,neutral,neutral,neutral,0.002774708904325962,0.011956857517361641,0.9852684140205383,correcto,correcto,0,1
RPM-2007-01-11:1047:5,RPM-2007-01-11,3,neutral,0,neutral,neutral,neutral,neutral,0.0023411496076732874,0.006922583095729351,0.990736186504364,correcto,correcto,0,1
RPM-2007-01-11:1049:3,RPM-2007-01-11,3,dovish,1,neutral,dovish,neutral,dovish,0.23035213351249695,0.6660792231559753,0.10356860607862473,hd_a_n,correcto,0,2
RPM-2007-01-11:1050:1,RPM-2007-01-11,3,dovish,1,dovish,hawkish,dovish,hawkish,0.7139144539833069,0.2608474791049957,0.02523810602724552,correcto,inversion_hd,0,2
RPM-2007-01-11:1054:1,RPM-2007-01-11,3,hawkish,1,hawkish,hawkish,hawkish,hawkish,0.8493609428405762,0.13910843431949615,0.011530665680766106,correcto,correcto,0,2
RPM-2007-01-11:1057:1,RPM-2007-01-11,3,dovish,1,hawkish,hawkish,hawkish,hawkish,0.6711718440055847,0.3150487542152405,0.013779355213046074,inversion_hd,inversion_hd,0,1
RPM-2007-01-11:1058:1,RPM-2007-01-11,3,neutral,0,neutral,neutral,neutral,hawkish,0.8304478526115417,0.05548015236854553,0.11407197266817093,correcto,correcto,0,1
RPM-2007-02-08:1066:1,RPM-2007-02-08,5,neutral,1,neutral,neutral,neutral,neutral,0.001986693125218153,0.005266271065920591,0.9927471280097961,correcto,correcto,0,1
RPM-2007-02-08:1074:1,RPM-2007-02-08,5,neutral,1,neutral,neutral,neutral,neutral,0.0020880980882793665,0.005404873751103878,0.9925070405006409,correcto,correcto,0,1
RPM-2007-02-08:1083:1,RPM-2007-02-08,5,neutral,1,neutral,neutral,neutral,neutral,0.002802046947181225,0.012409504503011703,0.9847885370254517,correcto,correcto,0,1
RPM-2007-02-08:1087:1,RPM-2007-02-08,5,neutral,1,neutral,dovish,neutral,dovish,0.06790681928396225,0.6050527095794678,0.3270404636859894,correcto,n_a_hd,0,1
RPM-2007-02-08:1090:4,RPM-2007-02-08,5,neutral,1,hawkish,hawkish,hawkish,hawkish,0.7966402173042297,0.1701223999261856,0.03323739767074585,n_a_hd,n_a_hd,0,4
RPM-2007-02-08:1102:1,RPM-2007-02-08,5,hawkish,1,neutral,hawkish,neutral,hawkish,0.9613721966743469,0.03294910490512848,0.005678639281541109,hd_a_n,correcto,0,1
RPM-2007-02-08:1103:1,RPM-2007-02-08,5,neutral,0,neutral,neutral,neutral,neutral,0.38558152318000793,0.2023317664861679,0.41208675503730774,correcto,correcto,0,1
RPM-2007-03-15:1105:1,RPM-2007-03-15,5,neutral,0,neutral,neutral,neutral,neutral,0.0030863340944051743,0.012089947238564491,0.9848237037658691,correcto,correcto,0,1
RPM-2007-03-15:1117:1,RPM-2007-03-15,5,neutral,1,neutral,neutral,neutral,neutral,0.002064748900011182,0.004194374196231365,0.9937408566474915,correcto,correcto,0,1
RPM-2007-03-15:1123:1,RPM-2007-03-15,5,neutral,1,neutral,neutral,neutral,neutral,0.015494067221879959,0.06869710981845856,0.915808916091919,correcto,correcto,0,2
RPM-2007-03-15:1133:1,RPM-2007-03-15,5,neutral,1,neutral,neutral,neutral,neutral,0.0018262702506035566,0.002858064603060484,0.995315670967102,correcto,correcto,0,1
RPM-2007-03-15:1134:1,RPM-2007-03-15,5,neutral,1,neutral,neutral,neutral,neutral,0.0018513071117922664,0.005127561278641224,0.9930211901664734,correcto,correcto,0,1
RPM-2007-03-15:1149:1,RPM-2007-03-15,5,dovish,1,neutral,dovish,neutral,dovish,0.1185682937502861,0.5439686179161072,0.3374630808830261,hd_a_n,correcto,0,1
RPM-2007-03-15:1156:1,RPM-2007-03-15,5,neutral,0,neutral,neutral,neutral,neutral,0.004393600858747959,0.012172777205705643,0.9834336042404175,correcto,correcto,0,1
RPM-2007-03-15:1161:1,RPM-2007-03-15,5,dovish,1,dovish,hawkish,dovish,hawkish,0.6352691054344177,0.33065637946128845,0.03407451510429382,correcto,inversion_hd,0,3
RPM-2007-03-15:1165:1,RPM-2007-03-15,5,hawkish,1,hawkish,hawkish,hawkish,hawkish,0.9489550590515137,0.04479211941361427,0.006252837833017111,correcto,correcto,0,2
RPM-2007-03-15:1167:1,RPM-2007-03-15,5,hawkish,1,neutral,hawkish,neutral,hawkish,0.5066481232643127,0.11401626467704773,0.3793356418609619,hd_a_n,correcto,0,2
RPM-2007-05-10:1223:1,RPM-2007-05-10,4,neutral,0,neutral,neutral,neutral,neutral,0.0062768468633294106,0.02726634219288826,0.9664568901062012,correcto,correcto,0,1
RPM-2007-05-10:1226:1,RPM-2007-05-10,4,neutral,1,neutral,neutral,neutral,neutral,0.002315619494765997,0.0049874745309352875,0.9926968216896057,correcto,correcto,0,1
RPM-2007-05-10:1227:1,RPM-2007-05-10,4,neutral,1,neutral,neutral,neutral,neutral,0.0018719231011345983,0.00390734663233161,0.9942207336425781,correcto,correcto,0,1
RPM-2007-05-10:1227:2,RPM-2007-05-10,4,neutral,1,neutral,neutral,neutral,neutral,0.0016465899534523487,0.002931854221969843,0.9954215884208679,correcto,correcto,0,1
RPM-2007-05-10:1233:2,RPM-2007-05-10,4,neutral,1,neutral,neutral,neutral,neutral,0.0014514060458168387,0.003120966022834182,0.9954276084899902,correcto,correcto,0,1
RPM-2007-05-10:1241:1,RPM-2007-05-10,4,neutral,1,neutral,neutral,neutral,neutral,0.0020057191140949726,0.005236591678112745,0.9927576780319214,correcto,correcto,0,1
RPM-2007-05-10:1246:1,RPM-2007-05-10,4,neutral,1,neutral,neutral,neutral,neutral,0.0016396273858845234,0.004644492175430059,0.9937159419059753,correcto,correcto,0,1
RPM-2007-05-10:1251:2,RPM-2007-05-10,4,neutral,0,neutral,neutral,neutral,neutral,0.014261777512729168,0.034465961158275604,0.9512722492218018,correcto,correcto,0,1
RPM-2007-05-10:1251:3,RPM-2007-05-10,4,neutral,0,neutral,neutral,neutral,neutral,0.004613207653164864,0.019645661115646362,0.9757410883903503,correcto,correcto,0,1
RPM-2007-05-10:1251:5,RPM-2007-05-10,4,neutral,0,neutral,neutral,neutral,neutral,0.006891022901982069,0.020449211820960045,0.9726597666740417,correcto,correcto,0,1
RPM-2007-05-10:1254:1,RPM-2007-05-10,4,hawkish,1,hawkish,dovish,hawkish,dovish,0.4427364766597748,0.5349181890487671,0.02234541065990925,correcto,inversion_hd,0,2
RPM-2007-05-10:1260:1,RPM-2007-05-10,4,neutral,1,hawkish,dovish,hawkish,dovish,0.1724172979593277,0.7975346446037292,0.030048048123717308,n_a_hd,n_a_hd,0,2
RPM-2007-05-10:1261:1,RPM-2007-05-10,4,hawkish,1,hawkish,dovish,hawkish,dovish,0.21322448551654816,0.7571242451667786,0.02965124323964119,correcto,inversion_hd,0,2
