orden,intervencion_id,estrato_recuperacion_no_visible,meeting_id,anio,sha256_texto
169,RPM-2009-05-07:2549:1,candidato_dovish,RPM-2009-05-07,2009,187bc596a32588d7651b01d6656e5ae2c8372f59c6b665fc8f1aabfc49806211
170,RPM-2012-03-15:4666:1,neutral_dificil,RPM-2012-03-15,2012,7baf1a50e32e0ea1c75dc3dfc66a94f439ed66d466306a21afc9c388d415a815
171,RPM-2010-09-16:3429:1,candidato_hawkish,RPM-2010-09-16,2010,d2fc78465514c86f7ae44174d32010f3f5376687cf6678084403d596777925d1
172,RPM-2007-03-15:1166:1,candidato_dovish,RPM-2007-03-15,2007,c9321802dbc17ec50526f7e489880ff279df68a342f802e02c895076863c92cc
173,RPM-2012-01-12:4564:1,candidato_dovish,RPM-2012-01-12,2012,b964522d604f199bb37313bce5162f0010c1c71f4a157b6c0f60a901ed965f9e
174,RPM-2007-10-11:1517:1,candidato_dovish,RPM-2007-10-11,2007,5ea761ff3af623f44386e968ee8f32e88d5a129493a8c5b7834228576e85a133
175,RPM-2012-10-18:5139:1,candidato_dovish,RPM-2012-10-18,2012,b0b5f9f9cfbeac94405dddfb0f24c34effaad31a248d7e494dd0e84dc724aaea
176,RPM-2014-09-11:6430:1,candidato_dovish,RPM-2014-09-11,2014,101382c20ba4e44ea3004613da2c1b76092d4d79a5c3b2a823062fe614fb869e
177,RPM-2009-12-15:2837:1,neutral_dificil,RPM-2009-12-15,2009,83eab9b80b33a458e9ab4df93e33b45c0040b5e4f2028ddd9fe84844d9cd8fec
178,RPM-2015-10-15:7109:1,candidato_hawkish,RPM-2015-10-15,2015,30f0b3759c3315f065ed069c32eb1da8a00bc5badfbe07bc8552e19a559428bb
179,RPM-2006-05-11:670:1,candidato_hawkish,RPM-2006-05-11,2006,eedcd28ed6c428fdef7ecb67a6f58a903092b26cf12f8729f7a98a881fb1a800
180,RPM-2006-04-13:654:1,candidato_hawkish,RPM-2006-04-13,2006,00346d764a95c8fe8df3587c85379b5c860b2c9ecc789154026568f812d5354b
181,RPM-2013-02-14:5383:1,neutral_dificil,RPM-2013-02-14,2013,7fdd1d7fafb29f4aea94a2f6395fcb79075302d273be04f3b0ac850c2d56cd14
182,RPM-2005-10-11:445:1,candidato_hawkish,RPM-2005-10-11,2005,93a2d499a7cdf5d6773c4f1613027aacd980eddb60c8b8cf4dcf28b14a30caa9
183,RPM-2007-02-08:1093:1,neutral_dificil,RPM-2007-02-08,2007,5bdce3d912ce4f2c353b44cd717d2df50ef4bcdb583d5df833982e20b8b5119f
184,RPM-2010-07-15:3216:1,candidato_dovish,RPM-2010-07-15,2010,4e6c5c2dadc056e4aa1837bd0cde014fdc5c1eab44305742e5f4b69494ac8c88
185,RPM-2006-12-14:1010:1,candidato_dovish,RPM-2006-12-14,2006,007e7bb83a262afdff055874680e116fa40de8b614edafb81d211487c4b6d88b
186,RPM-2013-07-11:5693:1,candidato_dovish,RPM-2013-07-11,2013,b87fe67656c7c15dbfe10996d973ed93515f82989e2470e89412bf0fcabfacf4
187,RPM-2015-07-14:6885:1,candidato_dovish,RPM-2015-07-14,2015,6a310ee6bf737d210ba3746e9fd5ade1c1c71b0a8700efa166fedaf32648f667
188,RPM-2007-11-13:1563:1,candidato_dovish,RPM-2007-11-13,2007,8063af542b0588fb09de666452a5a74f70e69fd97d61ade417ac9d154fc9f963
189,RPM-2011-02-17:3735:1,candidato_hawkish,RPM-2011-02-17,2011,baa5c90488e58780e6257c6cd7341a721f491f2a70a8c33ae48f769928c2c6fa
190,RPM-2007-11-13:1560:1,neutral_dificil,RPM-2007-11-13,2007,cb00bd4cbbeaf094004a6aabec5caf6e0c83b7bfa1e46b8e80e4c8142b09a7dc
191,RPM-2014-08-14:6380:1,candidato_dovish,RPM-2014-08-14,2014,b8bd469efc587671e224f75ede42ef871b6255749169a648c2bd732b110ba162
192,RPM-2009-05-07:2539:1,candidato_dovish,RPM-2009-05-07,2009,22a90ee69576e5b0b6031b27b1876a92a383abbed4a78e1ba38c9b7d90d3ed9c
193,RPM-2010-01-14:2872:1,candidato_dovish,RPM-2010-01-14,2010,7001c0f585c80d22e94f5df928a4eaeefa573ed7e0200fdfa3fa012956deec9c
194,RPM-2014-03-13:6113:1,candidato_dovish,RPM-2014-03-13,2014,afa887e52ab48a6155a98498d73ff0e5bcef9741290864375dc0ad001779103a
195,RPM-2009-07-09:2649:1,candidato_dovish,RPM-2009-07-09,2009,b0ad57a2b644b3b43a832a1e2f86b4ad8de8cdbcfac99683eaf989d3ba7d7036
196,RPM-2009-04-09:2446:4,candidato_dovish,RPM-2009-04-09,2009,64de275ca9c7f456c3b0645a493b212191994906c7edd92feabba953a9dbddec
197,RPM-2015-02-12:6598:1,candidato_dovish,RPM-2015-02-12,2015,f88fa03b79e6c57930ccbc510adc0c355b419ec22e23df0dab88a31241673f26
198,RPM-2011-10-13:4397:1,candidato_dovish,RPM-2011-10-13,2011,caffed8ac0ea2a908f841232e3a295ceb6250d8d139c0c5f36973ecd744de1f5
199,RPM-2006-11-16:978:1,neutral_dificil,RPM-2006-11-16,2006,e3ae2dc34dcbf940218b5fb836083f1da216e061044454a1dcc94d18a831d129
200,RPM-2014-12-11:6547:3,neutral_dificil,RPM-2014-12-11,2014,6311e08f56fa364d60060135c18e13c501cc2aeaa637b843137b294b32f44de9
201,RPM-2008-06-10:1861:2,candidato_hawkish,RPM-2008-06-10,2008,623a27b12aaf8440dea806a92162acf90be09c76283fd9eb55183269f19ccd61
202,RPM-2013-08-13:5752:1,candidato_dovish,RPM-2013-08-13,2013,2a7683cac82fd6b27d0cdabbd721550fef539ee03072e453b4aa76aefed09031
203,RPM-2009-03-12:2402:1,candidato_dovish,RPM-2009-03-12,2009,84095ff8909ca014a46a5166ff8b650b1c451380d8aff1cb4bd98ac03d8c95fc
204,RPM-2006-02-09:594:2,candidato_hawkish,RPM-2006-02-09,2006,23ba73de56ff0e0ba4fe9d99b9ec5079c2c3302ae89923492828d768adfe6302
205,RPM-2013-05-16:5549:1,candidato_dovish,RPM-2013-05-16,2013,b879826f362eb40116b1f69f3c5a8606dd33d9a2d778e8c0a29347c8cc41f40b
206,RPM-2013-03-14:5402:1,neutral_dificil,RPM-2013-03-14,2013,d45d31b71fb17ba104a08b6c895019b6cc29c2b45de0b92894e8ac8dc7258756
207,RPM-2008-08-14:2007:1,candidato_dovish,RPM-2008-08-14,2008,9ba7d6c2f5d13f1a4af20774ad6536f3feb39af2a44dd0fec044b90b1f582115
208,RPM-2007-06-14:1267:1,neutral_dificil,RPM-2007-06-14,2007,476d7a041bdd039981951d342a135e0d34ccde44d77eab8dabada171c597e28e
209,RPM-2012-03-15:4723:1,candidato_dovish,RPM-2012-03-15,2012,c40f49bdf24caa2e18498a6a6827a1cf79dd5f19eadc807ff1b5e72722880c21
210,RPM-2015-11-12:7125:1,neutral_dificil,RPM-2015-11-12,2015,1f621467baca36df1846be0b21387d7e5862fd9c1b52d0874126b89313289acd
211,RPM-2014-09-11:6438:1,candidato_dovish,RPM-2014-09-11,2014,c40487611c69232cd6f6b5a014bd7202a6d426c23e07353276427a2ea2ffd865
212,RPM-2015-09-15:7044:1,candidato_hawkish,RPM-2015-09-15,2015,e4610a647f28137a8136fa447ee83c7c9f4f4b072b34e1d3bde7675e808ee051
213,RPM-2014-10-16:6469:1,candidato_dovish,RPM-2014-10-16,2014,7a18c6e4c6f70b9c35dc7063143e4fc4e3a8f147775a12111c5642e14f710a6d
214,RPM-2009-01-08:2291:2,neutral_dificil,RPM-2009-01-08,2009,b11ff4e6eccd427e7e484c270728244583c4a7804134407e95b68a74145f4e6d
215,RPM-2008-06-10:1907:1,candidato_hawkish,RPM-2008-06-10,2008,d2da9664482f60333192e59b2106c8e9e8da638f24acd77aa3d6d18d485420b4
216,RPM-2010-10-14:3477:1,candidato_hawkish,RPM-2010-10-14,2010,6f191be6a6fa4fdccbe2d94b41fde6a83d566eea4e75da1e6ad2c26fcee8c859
217,RPM-2012-08-16:4979:1,candidato_dovish,RPM-2012-08-16,2012,14322b539d1f3fe9ea1878f63c49d1361baba84f8cd46678cfdd560af0dc8295
218,RPM-2007-01-11:1024:2,neutral_dificil,RPM-2007-01-11,2007,f4bc48ed98632d2f8f588c028950f1cb7a54b7c2c6a3349c7df5cdb09f16dfae
219,RPM-2009-08-13:2685:3,neutral_dificil,RPM-2009-08-13,2009,bb5a16279441d84befe9e1de6f89618ce1930174dfca2c63c6cb9ce78ad9d508
220,RPM-2015-02-12:6628:2,candidato_dovish,RPM-2015-02-12,2015,af478fb9aba9c837dadc3ef9306846a41d3b49613fef628195b7920c0f587062
221,RPM-2014-04-17:6166:1,candidato_dovish,RPM-2014-04-17,2014,2d6dca7bf5859c32e6b529f5d6ef358ee03b05e016337e3d7f7cf3cf4fb1be52
222,RPM-2010-12-16:3632:1,candidato_hawkish,RPM-2010-12-16,2010,9573c56e134eb514cabaccb0dcde760f87db7e450e8f428165f96a589d704ca5
223,RPM-2006-11-16:983:1,candidato_dovish,RPM-2006-11-16,2006,82fdb47bc33eca2550808982314ae0be3be98bba05103317b4bc5a904e3cf9a0
224,RPM-2015-03-19:6644:1,neutral_dificil,RPM-2015-03-19,2015,58b325fc1ff9600cd70db1a3b968ab8ce949794a319e5e89737c58c098d2f139
225,RPM-2012-07-12:4906:1,candidato_dovish,RPM-2012-07-12,2012,0b514a2e08705a51a22a337ee677c898b9dc02b179f90ce970d7a41a55cfd42d
226,RPM-2007-02-08:1097:1,candidato_dovish,RPM-2007-02-08,2007,e29d1608e1667eed456f7549c7ed378b93727d332981de740add1c1b32b94416
227,RPM-2007-07-12:1342:1,candidato_hawkish,RPM-2007-07-12,2007,5f346fa753e782766793c9a5a3a2ee4e583f363ab4ae30437450e580cf0eeb87
228,RPM-2009-04-09:2446:3,candidato_dovish,RPM-2009-04-09,2009,ee83bda2fe324ada2ecd80d79443e2b5a7db2d6d167ff8697efcb2b6f5e7c9fd
229,RPM-2008-03-13:1725:1,neutral_dificil,RPM-2008-03-13,2008,cd416c61e566a312ee763b8614d56e610ecfa03cc8d40205df8797972ca40f48
230,RPM-2014-01-16:6004:1,candidato_dovish,RPM-2014-01-16,2014,0441871f3eba60eee114e9ce0e26c6fde489e1f955b64c34b317fd5f7ba047bd
231,RPM-2013-12-12:5962:2,candidato_dovish,RPM-2013-12-12,2013,3439746965f0b49dc393929a1c49c45c3b98405b4ee707c985b5b96142930969
232,RPM-2014-05-15:6232:1,candidato_dovish,RPM-2014-05-15,2014,ba7901999c8899961f9ac8c9a2102bd2955aa0bb2cfe042b95e758c8dc952e8b
233,RPM-2014-08-14:6384:1,candidato_dovish,RPM-2014-08-14,2014,08e4594b01a32334783dc5db205e6d2a53c2843e9fcc338038f820fd02f3a86e
234,RPM-2006-01-12:574:1,neutral_dificil,RPM-2006-01-12,2006,e3363f502fb93d54c9dd82d9a56e039e1a7d5258dd5d9c4461f4b90d2fc949b2
235,RPM-2006-08-10:827:1,neutral_dificil,RPM-2006-08-10,2006,5ccf2f7d6cc72dc5b60808a95c9822bfff23c9c11e8eb467cfcc7ba9f457211e
236,RPM-2009-01-08:2285:1,candidato_dovish,RPM-2009-01-08,2009,511ae0bdb6fed662351a105827a74c9b5a80dbabc3350259591b76323909a018
237,RPM-2011-05-12:4009:1,neutral_dificil,RPM-2011-05-12,2011,41c1f35654417ae0074f6a38b30690737ccd83f449deb0fe01fd649ddabdff42
238,RPM-2012-08-16:5039:3,neutral_dificil,RPM-2012-08-16,2012,60a8b7d2f4c019a9b0e0827d5c21b642aeb47171a2fc8431b48e307233491037
239,RPM-2008-05-08:1847:1,neutral_dificil,RPM-2008-05-08,2008,c45cf6078e7cb5eed3afb6ef9fd4f76af055cf2d6098a222c744a2603174ffe3
240,RPM-2011-11-15:4458:1,candidato_dovish,RPM-2011-11-15,2011,b4d60194a527474394279252fb4a5d2aaa3af063dc1d5ba779d6fc279e0c620f
241,RPM-2013-11-19:5903:3,candidato_dovish,RPM-2013-11-19,2013,f5c63d9cc999714b53b10d31bccf598ab04a46ea93749be2f2ae50199f52a33a
242,RPM-2015-07-14:6912:1,neutral_dificil,RPM-2015-07-14,2015,153538144f293523de14bc6b1631e64216525eaea43f38f5827d7fdd98cf6503
243,RPM-2014-10-16:6482:1,candidato_dovish,RPM-2014-10-16,2014,7ee443f125cac675bbd06b091ed668d135864e4d3d191c1c74e3ec5d1007d105
244,RPM-2011-08-18:4276:1,neutral_dificil,RPM-2011-08-18,2011,d710f182329983684b5b11fd673340e224345f7c2204256d6280bc1794266bfa
245,RPM-2011-09-15:4327:1,neutral_dificil,RPM-2011-09-15,2011,513e4abb592f094d222a9b3a6a2ae742d77fa8732c7d6d8ce29fba86ecbbbc5c
246,RPM-2013-07-11:5697:1,candidato_dovish,RPM-2013-07-11,2013,12679da29e0dd16c965992cc2b56db97c644f75e8f4bbc1a68de16c5baa67842
247,RPM-2009-10-13:2756:1,neutral_dificil,RPM-2009-10-13,2009,fae11e4352888e9ec1eae3c17e16d766f16f455143a9ab18c45351e5482219e1
248,RPM-2012-11-13:5165:1,candidato_dovish,RPM-2012-11-13,2012,40f09b592fce8f906caea32718fd1684c5b625e9275f65840bbaee73df2e463a
249,RPM-2008-12-11:2240:1,candidato_dovish,RPM-2008-12-11,2008,ca4473709d72beb9faa5e447edb21807e4839e29b95bfec3f3c2715154ec9f1f
250,RPM-2012-02-14:4650:1,candidato_dovish,RPM-2012-02-14,2012,e572453a446d9388a3e2e1d81f67e37aa33a944d03fba8ec940c8d79ee7c1b11
251,RPM-2013-09-12:5811:1,candidato_dovish,RPM-2013-09-12,2013,71976f4c14b9b994ca9ccbf221fd227bc0f3553d00526f1ce5f0337075b0563b
252,RPM-2007-01-11:1055:1,candidato_dovish,RPM-2007-01-11,2007,a22bc271114fe35b83bada4bec2d0451972417e703ae9436f7f72a6b263d8200
253,RPM-2013-01-17:5315:1,neutral_dificil,RPM-2013-01-17,2013,5281df822e428e424ad09d68e7490c8fbe33e10f177b006d19acfd2977b77647
254,RPM-2008-06-10:1860:2,neutral_dificil,RPM-2008-06-10,2008,549df5ab10f5ba806399eb338902bfd93e338cca0fe9f1da2876947ffa4738bc
255,RPM-2008-10-09:2124:1,candidato_hawkish,RPM-2008-10-09,2008,a1dcc57f43d607ede5d3cd00f9228fdb9512429bcd9eb4326fc3c46a378c6dec
256,RPM-2008-07-10:1968:1,candidato_dovish,RPM-2008-07-10,2008,23517af42f7669a98786314c094a7fd37ea79ff449744e394a93b13553035d5b
257,RPM-2007-12-13:1608:2,candidato_hawkish,RPM-2007-12-13,2007,d312265e5d8e7d8d86b694e026d67602696c247c4cdcb1dbc60082587fcc1e17
258,RPM-2013-06-13:5618:1,candidato_dovish,RPM-2013-06-13,2013,ce0f95adb36a3f8f7767a988499672359502d585895c82c30a74e91da686e429
259,RPM-2007-05-10:1253:1,neutral_dificil,RPM-2007-05-10,2007,54580f78dc63b329a8591bc0a24fca8bb46c49f44df7abbf2df89b2a8c2cc030
260,RPM-2013-06-13:5589:1,neutral_dificil,RPM-2013-06-13,2013,9b980cd6f71b727383e5b1853d57c8b5d6a23d1182afe50c8b3c46c50d8c8abd
261,RPM-2009-02-12:2376:1,candidato_dovish,RPM-2009-02-12,2009,8459e625bdb4c50f66aff4f6d2dc39ade614f18109dd5178746afd0667a3caac
262,RPM-2011-10-13:4386:1,candidato_dovish,RPM-2011-10-13,2011,a549e6b1da1d17f9294637db38e8e51a9ab837776590d81257fad96da2b1b119
263,RPM-2014-01-16:5998:1,candidato_dovish,RPM-2014-01-16,2014,4530c6fe6197d6ee25411a64081f2b29d6268935195b9000ebb63d35dd251e30
264,RPM-2005-07-12:305:6,candidato_hawkish,RPM-2005-07-12,2005,2f807f194fc031ee35c1dfea81bb5567b9cacb54fd057f7215734f9e6730f466
265,RPM-2009-06-16:2569:1,candidato_dovish,RPM-2009-06-16,2009,c4f5a56bafc2512e6ee23eecaa15a26fe9006eaa9e103325eb3a79941779a113
266,RPM-2012-01-12:4566:1,candidato_dovish,RPM-2012-01-12,2012,50163864cb7232b0c6720578e3e99e6e80afe9f7a58d005181c06727b8d3f738
267,RPM-2011-11-15:4456:1,candidato_dovish,RPM-2011-11-15,2011,5e8913914064c98f0a1ebe69dd6dbedcb33bcfd1869c9eea02737a47a001edad
268,RPM-2008-03-13:1734:1,candidato_hawkish,RPM-2008-03-13,2008,fa2a8a031790c4f4d08ba9e8455a5b9b32b45290ce03e87d9ed3883b000a7160
269,RPM-2009-10-13:2751:1,neutral_dificil,RPM-2009-10-13,2009,ee998dceeb0e33592639327ffce34c023353fc235fdc023ac54ee3ca793d53b8
270,RPM-2006-11-16:946:1,neutral_dificil,RPM-2006-11-16,2006,a742a732dd882b11abb4da0d5a3e7ee59b8fe1a9ac3617da8d76d554ffa38cd4
271,RPM-2013-03-14:5438:1,neutral_dificil,RPM-2013-03-14,2013,3c5b8c5a15ceb3014015f18ea9167b04ff4a27e1c8d752c7238e1f7c2352ce34
272,RPM-2015-09-15:7004:1,neutral_dificil,RPM-2015-09-15,2015,9ec56b22cdeb69f2288ff024f63dcb8e518e5e958b8ccc8083fd21f708234073
273,RPM-2014-07-15:6329:1,candidato_dovish,RPM-2014-07-15,2014,881a64f0b71bc5c882e46181714412474b22507f59c72f4919f4d098c90940ab
274,RPM-2009-10-13:2748:1,neutral_dificil,RPM-2009-10-13,2009,e859242bedb47be0855ebed8b9f7d490f99b869a96271d86e1b5a930f7cdcc24
275,RPM-2012-03-15:4727:1,neutral_dificil,RPM-2012-03-15,2012,f56b0ef968a2c79b2a93442a16f499da707e0cc1f595e3d2c88f4a6d37ba9487
276,RPM-2009-05-07:2540:1,candidato_dovish,RPM-2009-05-07,2009,5ca517593392ea6fe9089dd23916f6beae8e251bf5cc3da0e62741707df49388
277,RPM-2012-02-14:4642:1,candidato_dovish,RPM-2012-02-14,2012,ff25d8a988581b79e9407b29a1322187e4ba604c67cd85a7ccf1d1079fec43db
278,RPM-2007-03-15:1168:1,candidato_hawkish,RPM-2007-03-15,2007,e3d59b07425fd9e8efe8b883f68093d871eb45256b32eec53b4191c17bdca611
279,RPM-2005-08-11:363:1,candidato_hawkish,RPM-2005-08-11,2005,d51c02302f3c4b1ec20742394ccae286667914d4c125bef8bb818cffa1b51d90
280,RPM-2013-02-14:5380:1,candidato_hawkish,RPM-2013-02-14,2013,b543ad7c7a719435d9ff3bb5fbd76a8880305f58fa39134791487406968d051f
281,RPM-2013-04-11:5460:2,candidato_dovish,RPM-2013-04-11,2013,ba1a7a519bd8cb24eacb30bfa312e22927dac051f69935a972f55cc5c8fd2120
282,RPM-2014-03-13:6104:1,candidato_dovish,RPM-2014-03-13,2014,7a09aa40ce1f312a0dbdc816a26b96c159e9cd8f87a05a5a65ff35da6caface0
283,RPM-2014-10-16:6478:1,candidato_dovish,RPM-2014-10-16,2014,1eb6050c23d03748f27d9262db2c981312235452ce3385c775f284eb90232ffe
284,RPM-2011-08-18:4268:1,neutral_dificil,RPM-2011-08-18,2011,c572c9926a0c2fc5870eb9acf1419b8ac1c3e1b49d32364ad414f3dba7d042d0
285,RPM-2008-11-13:2161:1,candidato_dovish,RPM-2008-11-13,2008,c42154932f82487951437d781a0f78b59505b69fc54dac4c70baa08ab68c1f10
286,RPM-2007-05-10:1258:1,neutral_dificil,RPM-2007-05-10,2007,42384e4b7cb5a0efc8fb71e5b601812c6d095fc1f9468526b9bafe3fe2344be2
287,RPM-2006-10-12:940:1,neutral_dificil,RPM-2006-10-12,2006,c0d61bb22a83edc8d5623800a37084dcfb9ded5c36295423b592afc715fa1893
288,RPM-2013-03-14:5453:3,neutral_dificil,RPM-2013-03-14,2013,00ab145f689cac8ec5ba79c461b8d4183e51072c1554ee3038da472d55e9dfd2
289,RPM-2013-08-13:5750:1,candidato_dovish,RPM-2013-08-13,2013,85f13bbbf0996bac866640e74930ed0206e1ba40802e128153f092cce694262f
290,RPM-2011-01-13:3703:1,candidato_hawkish,RPM-2011-01-13,2011,19399ffe3063f1ff3f2a6fc42e0fc4b87074e655506d464b7eced7db225bfd4c
291,RPM-2013-05-16:5529:1,candidato_dovish,RPM-2013-05-16,2013,314fa78e6df49dd1ba512fbf190a923ca8d4a994c698b64d257c01c38fa2f0ec
292,RPM-2009-09-08:2699:1,candidato_dovish,RPM-2009-09-08,2009,5b7a7fcc400e3506758e94885f0ab4d166c7a0058903af4f99e68df2108cdec8
293,RPM-2014-04-17:6178:1,candidato_dovish,RPM-2014-04-17,2014,2dd34e9ae71c9f017cb0cd21e0b9964f1d2adde5c88bd24eb5700c18073e73f1
294,RPM-2006-08-10:796:1,candidato_dovish,RPM-2006-08-10,2006,4a6711fcac88fc90e88d276fa348d9928d335b03ffa884c3253e5bf9c41ce1da
295,RPM-2010-04-15:3075:1,candidato_hawkish,RPM-2010-04-15,2010,cfc51fcd2c303a077f3f4ef703cda8d9e9ec7b5f78477f806d79df028c60f4e2
296,RPM-2009-07-09:2651:1,candidato_dovish,RPM-2009-07-09,2009,b988f2f045903f4f5082b744a00dac4e2306980ecf082fa2d0925726c6957cad
297,RPM-2014-08-14:6376:1,candidato_dovish,RPM-2014-08-14,2014,ba90907ba9f0efd40673addc849fd72ed5fbd437fd8788f01c3a3907124757fc
298,RPM-2009-07-09:2645:1,candidato_dovish,RPM-2009-07-09,2009,91fcf943a974d5055ded50c0a214fdc93902789670bba2fe8f60e7686eda622f
299,RPM-2012-11-13:5205:1,neutral_dificil,RPM-2012-11-13,2012,d417ca9ac1c7acc28b3173f19b2e96df13d02f2bc9d03be32e30f89d80269db4
300,RPM-2010-02-11:2891:4,candidato_dovish,RPM-2010-02-11,2010,9ea0d97c13b528d0daea28f58928cd06d2ec1a5b85e5d9242b01946979539e77
