fold,intervencion_id,etiqueta,referencia,pred
2,RPM-2006-10-12:919:1,neutral,mayoritaria,neutral
2,RPM-2006-10-12:922:1,neutral,mayoritaria,neutral
2,RPM-2006-10-12:936:1,dovish,mayoritaria,neutral
2,RPM-2007-10-11:1497:1,neutral,mayoritaria,neutral
2,RPM-2007-10-11:1502:1,neutral,mayoritaria,neutral
2,RPM-2007-10-11:1503:3,neutral,mayoritaria,neutral
2,RPM-2007-10-11:1504:2,neutral,mayoritaria,neutral
2,RPM-2007-10-11:1507:1,neutral,mayoritaria,neutral
2,RPM-2007-10-11:1508:3,neutral,mayoritaria,neutral
2,RPM-2007-10-11:1519:1,neutral,mayoritaria,neutral
2,RPM-2008-09-04:2050:3,neutral,mayoritaria,neutral
2,RPM-2008-09-04:2067:1,neutral,mayoritaria,neutral
2,RPM-2008-09-04:2073:1,neutral,mayoritaria,neutral
2,RPM-2008-09-04:2086:1,hawkish,mayoritaria,neutral
2,RPM-2008-09-04:2094:1,hawkish,mayoritaria,neutral
2,RPM-2008-09-04:2095:1,hawkish,mayoritaria,neutral
2,RPM-2008-09-04:2099:1,hawkish,mayoritaria,neutral
2,RPM-2008-09-04:2100:1,neutral,mayoritaria,neutral
2,RPM-2009-07-09:2629:3,neutral,mayoritaria,neutral
2,RPM-2009-07-09:2637:2,neutral,mayoritaria,neutral
2,RPM-2009-10-13:2715:1,neutral,mayoritaria,neutral
2,RPM-2009-10-13:2718:1,neutral,mayoritaria,neutral
2,RPM-2009-10-13:2726:2,neutral,mayoritaria,neutral
2,RPM-2009-10-13:2728:1,neutral,mayoritaria,neutral
2,RPM-2009-10-13:2729:1,neutral,mayoritaria,neutral
2,RPM-2009-10-13:2734:2,neutral,mayoritaria,neutral
2,RPM-2009-10-13:2747:1,neutral,mayoritaria,neutral
2,RPM-2009-10-13:2757:2,dovish,mayoritaria,neutral
2,RPM-2009-10-13:2758:1,dovish,mayoritaria,neutral
2,RPM-2009-12-15:2828:1,neutral,mayoritaria,neutral
2,RPM-2010-09-16:3345:1,neutral,mayoritaria,neutral
2,RPM-2010-09-16:3346:1,neutral,mayoritaria,neutral
2,RPM-2010-09-16:3354:3,neutral,mayoritaria,neutral
2,RPM-2010-09-16:3374:1,neutral,mayoritaria,neutral
2,RPM-2010-09-16:3389:1,neutral,mayoritaria,neutral
2,RPM-2010-09-16:3395:4,neutral,mayoritaria,neutral
2,RPM-2010-09-16:3409:2,neutral,mayoritaria,neutral
2,RPM-2011-01-13:3651:1,neutral,mayoritaria,neutral
2,RPM-2011-01-13:3656:3,neutral,mayoritaria,neutral
2,RPM-2011-01-13:3659:1,neutral,mayoritaria,neutral
2,RPM-2011-01-13:3672:1,neutral,mayoritaria,neutral
2,RPM-2011-01-13:3698:1,neutral,mayoritaria,neutral
2,RPM-2011-01-13:3717:1,neutral,mayoritaria,neutral
2,RPM-2012-03-15:4681:1,neutral,mayoritaria,neutral
2,RPM-2012-03-15:4689:2,neutral,mayoritaria,neutral
2,RPM-2012-03-15:4697:1,neutral,mayoritaria,neutral
2,RPM-2012-03-15:4701:1,neutral,mayoritaria,neutral
2,RPM-2012-03-15:4706:2,neutral,mayoritaria,neutral
2,RPM-2012-03-15:4720:1,neutral,mayoritaria,neutral
2,RPM-2012-03-15:4721:1,neutral,mayoritaria,neutral
2,RPM-2013-11-19:5861:1,neutral,mayoritaria,neutral
2,RPM-2013-11-19:5866:1,neutral,mayoritaria,neutral
2,RPM-2013-11-19:5872:1,neutral,mayoritaria,neutral
2,RPM-2013-11-19:5884:3,neutral,mayoritaria,neutral
2,RPM-2013-11-19:5900:1,dovish,mayoritaria,neutral
2,RPM-2013-11-19:5901:1,dovish,mayoritaria,neutral
2,RPM-2014-09-11:6397:1,neutral,mayoritaria,neutral
2,RPM-2014-09-11:6405:1,neutral,mayoritaria,neutral
2,RPM-2014-09-11:6406:1,neutral,mayoritaria,neutral
2,RPM-2014-09-11:6414:1,neutral,mayoritaria,neutral
2,RPM-2014-09-11:6415:3,neutral,mayoritaria,neutral
2,RPM-2014-09-11:6423:1,neutral,mayoritaria,neutral
2,RPM-2014-09-11:6437:1,dovish,mayoritaria,neutral
2,RPM-2015-01-15:6550:1,neutral,mayoritaria,neutral
2,RPM-2015-01-15:6585:1,neutral,mayoritaria,neutral
2,RPM-2015-01-15:6592:1,neutral,mayoritaria,neutral
2,RPM-2005-04-07:207:10,neutral,mayoritaria_hd,hawkish
2,RPM-2006-01-12:527:1,neutral,mayoritaria_hd,hawkish
2,RPM-2006-01-12:571:1,hawkish,mayoritaria_hd,hawkish
2,RPM-2006-10-12:941:1,neutral,mayoritaria_hd,hawkish
2,RPM-2007-10-11:1505:1,neutral,mayoritaria_hd,hawkish
2,RPM-2008-09-04:2048:1,neutral,mayoritaria_hd,hawkish
2,RPM-2008-09-04:2083:1,neutral,mayoritaria_hd,hawkish
2,RPM-2008-09-04:2088:1,hawkish,mayoritaria_hd,hawkish
2,RPM-2009-07-09:2608:4,neutral,mayoritaria_hd,hawkish
2,RPM-2009-07-09:2644:2,dovish,mayoritaria_hd,hawkish
2,RPM-2009-10-13:2714:1,neutral,mayoritaria_hd,hawkish
2,RPM-2009-10-13:2725:5,neutral,mayoritaria_hd,hawkish
2,RPM-2009-10-13:2742:1,neutral,mayoritaria_hd,hawkish
2,RPM-2009-12-15:2809:1,neutral,mayoritaria_hd,hawkish
2,RPM-2009-12-15:2821:1,neutral,mayoritaria_hd,hawkish
2,RPM-2009-12-15:2823:2,neutral,mayoritaria_hd,hawkish
2,RPM-2009-12-15:2829:1,neutral,mayoritaria_hd,hawkish
2,RPM-2010-09-16:3372:1,neutral,mayoritaria_hd,hawkish
2,RPM-2010-09-16:3388:2,neutral,mayoritaria_hd,hawkish
2,RPM-2010-09-16:3422:1,neutral,mayoritaria_hd,hawkish
2,RPM-2011-01-13:3695:1,neutral,mayoritaria_hd,hawkish
2,RPM-2012-03-15:4713:1,neutral,mayoritaria_hd,hawkish
2,RPM-2012-03-15:4719:6,neutral,mayoritaria_hd,hawkish
2,RPM-2013-11-19:5864:1,neutral,mayoritaria_hd,hawkish
2,RPM-2013-11-19:5873:1,neutral,mayoritaria_hd,hawkish
2,RPM-2015-01-15:6562:1,neutral,mayoritaria_hd,hawkish
2,RPM-2015-01-15:6584:1,neutral,mayoritaria_hd,hawkish
2,RPM-2015-01-15:6586:3,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:201:1,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:202:2,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:202:3,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:203:1,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:203:2,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:203:3,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:203:4,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:204:1,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:204:2,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:204:3,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:205:1,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:205:3,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:205:4,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:205:5,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:206:1,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:206:2,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:206:3,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:206:4,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:206:5,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:207:1,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:207:11,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:207:12,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:207:2,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:207:3,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:207:4,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:207:5,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:207:6,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:207:7,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:207:8,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:207:9,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:208:1,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:209:1,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:210:1,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:210:2,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:210:3,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:211:1,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:212:1,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:212:2,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:212:3,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:212:4,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:212:5,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:213:1,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:213:2,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:213:3,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:214:1,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:214:2,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:214:3,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:214:4,hawkish,mayoritaria_hd,hawkish
2,RPM-2005-04-07:214:5,neutral,mayoritaria_hd,hawkish
2,RPM-2005-04-07:215:1,dovish,mayoritaria_hd,hawkish
2,RPM-2005-04-07:216:1,hawkish,mayoritaria_hd,hawkish
2,RPM-2005-04-07:217:1,hawkish,mayoritaria_hd,hawkish
2,RPM-2005-04-07:217:2,hawkish,mayoritaria_hd,hawkish
2,RPM-2005-04-07:218:1,hawkish,mayoritaria_hd,hawkish
2,RPM-2005-04-07:219:1,hawkish,mayoritaria_hd,hawkish
2,RPM-2005-04-07:219:2,hawkish,mayoritaria_hd,hawkish
2,RPM-2005-04-07:220:1,neutral,mayoritaria_hd,hawkish
2,RPM-2005-09-08:390:1,hawkish,mayoritaria_hd,hawkish
2,RPM-2005-09-08:391:1,neutral,mayoritaria_hd,hawkish
2,RPM-2006-01-12:533:1,neutral,mayoritaria_hd,hawkish
2,RPM-2006-01-12:553:1,neutral,mayoritaria_hd,hawkish
2,RPM-2006-01-12:564:1,neutral,mayoritaria_hd,hawkish
2,RPM-2006-01-12:567:1,neutral,mayoritaria_hd,hawkish
2,RPM-2006-10-12:897:1,neutral,mayoritaria_hd,hawkish
2,RPM-2006-10-12:906:1,neutral,mayoritaria_hd,hawkish
2,RPM-2006-10-12:919:1,neutral,mayoritaria_hd,hawkish
2,RPM-2006-10-12:922:1,neutral,mayoritaria_hd,hawkish
2,RPM-2006-10-12:936:1,dovish,mayoritaria_hd,hawkish
2,RPM-2007-10-11:1497:1,neutral,mayoritaria_hd,hawkish
2,RPM-2007-10-11:1502:1,neutral,mayoritaria_hd,hawkish
2,RPM-2007-10-11:1503:3,neutral,mayoritaria_hd,hawkish
2,RPM-2007-10-11:1504:2,neutral,mayoritaria_hd,hawkish
2,RPM-2007-10-11:1507:1,neutral,mayoritaria_hd,hawkish
2,RPM-2007-10-11:1508:3,neutral,mayoritaria_hd,hawkish
2,RPM-2007-10-11:1519:1,neutral,mayoritaria_hd,hawkish
2,RPM-2008-09-04:2050:3,neutral,mayoritaria_hd,hawkish
2,RPM-2008-09-04:2067:1,neutral,mayoritaria_hd,hawkish
2,RPM-2008-09-04:2073:1,neutral,mayoritaria_hd,hawkish
2,RPM-2008-09-04:2086:1,hawkish,mayoritaria_hd,hawkish
2,RPM-2008-09-04:2094:1,hawkish,mayoritaria_hd,hawkish
2,RPM-2008-09-04:2095:1,hawkish,mayoritaria_hd,hawkish
2,RPM-2008-09-04:2099:1,hawkish,mayoritaria_hd,hawkish
2,RPM-2008-09-04:2100:1,neutral,mayoritaria_hd,hawkish
2,RPM-2009-07-09:2629:3,neutral,mayoritaria_hd,hawkish
2,RPM-2009-07-09:2637:2,neutral,mayoritaria_hd,hawkish
2,RPM-2009-10-13:2715:1,neutral,mayoritaria_hd,hawkish
2,RPM-2009-10-13:2718:1,neutral,mayoritaria_hd,hawkish
2,RPM-2009-10-13:2726:2,neutral,mayoritaria_hd,hawkish
2,RPM-2009-10-13:2728:1,neutral,mayoritaria_hd,hawkish
2,RPM-2009-10-13:2729:1,neutral,mayoritaria_hd,hawkish
2,RPM-2009-10-13:2734:2,neutral,mayoritaria_hd,hawkish
2,RPM-2009-10-13:2747:1,neutral,mayoritaria_hd,hawkish
2,RPM-2009-10-13:2757:2,dovish,mayoritaria_hd,hawkish
2,RPM-2009-10-13:2758:1,dovish,mayoritaria_hd,hawkish
2,RPM-2009-12-15:2828:1,neutral,mayoritaria_hd,hawkish
2,RPM-2010-09-16:3345:1,neutral,mayoritaria_hd,hawkish
2,RPM-2010-09-16:3346:1,neutral,mayoritaria_hd,hawkish
2,RPM-2010-09-16:3354:3,neutral,mayoritaria_hd,hawkish
2,RPM-2010-09-16:3374:1,neutral,mayoritaria_hd,hawkish
2,RPM-2010-09-16:3389:1,neutral,mayoritaria_hd,hawkish
2,RPM-2010-09-16:3395:4,neutral,mayoritaria_hd,hawkish
2,RPM-2010-09-16:3409:2,neutral,mayoritaria_hd,hawkish
2,RPM-2011-01-13:3651:1,neutral,mayoritaria_hd,hawkish
2,RPM-2011-01-13:3656:3,neutral,mayoritaria_hd,hawkish
2,RPM-2011-01-13:3659:1,neutral,mayoritaria_hd,hawkish
2,RPM-2011-01-13:3672:1,neutral,mayoritaria_hd,hawkish
2,RPM-2011-01-13:3698:1,neutral,mayoritaria_hd,hawkish
2,RPM-2011-01-13:3717:1,neutral,mayoritaria_hd,hawkish
2,RPM-2012-03-15:4681:1,neutral,mayoritaria_hd,hawkish
2,RPM-2012-03-15:4689:2,neutral,mayoritaria_hd,hawkish
2,RPM-2012-03-15:4697:1,neutral,mayoritaria_hd,hawkish
2,RPM-2012-03-15:4701:1,neutral,mayoritaria_hd,hawkish
2,RPM-2012-03-15:4706:2,neutral,mayoritaria_hd,hawkish
2,RPM-2012-03-15:4720:1,neutral,mayoritaria_hd,hawkish
2,RPM-2012-03-15:4721:1,neutral,mayoritaria_hd,hawkish
2,RPM-2013-11-19:5861:1,neutral,mayoritaria_hd,hawkish
2,RPM-2013-11-19:5866:1,neutral,mayoritaria_hd,hawkish
2,RPM-2013-11-19:5872:1,neutral,mayoritaria_hd,hawkish
2,RPM-2013-11-19:5884:3,neutral,mayoritaria_hd,hawkish
2,RPM-2013-11-19:5900:1,dovish,mayoritaria_hd,hawkish
2,RPM-2013-11-19:5901:1,dovish,mayoritaria_hd,hawkish
2,RPM-2014-09-11:6397:1,neutral,mayoritaria_hd,hawkish
2,RPM-2014-09-11:6405:1,neutral,mayoritaria_hd,hawkish
2,RPM-2014-09-11:6406:1,neutral,mayoritaria_hd,hawkish
2,RPM-2014-09-11:6414:1,neutral,mayoritaria_hd,hawkish
2,RPM-2014-09-11:6415:3,neutral,mayoritaria_hd,hawkish
2,RPM-2014-09-11:6423:1,neutral,mayoritaria_hd,hawkish
2,RPM-2014-09-11:6437:1,dovish,mayoritaria_hd,hawkish
2,RPM-2015-01-15:6550:1,neutral,mayoritaria_hd,hawkish
2,RPM-2015-01-15:6585:1,neutral,mayoritaria_hd,hawkish
2,RPM-2015-01-15:6592:1,neutral,mayoritaria_hd,hawkish
3,RPM-2005-01-11:24:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:45:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:48:1,neutral,mayoritaria,neutral
3,RPM-2005-10-11:405:1,neutral,mayoritaria,neutral
3,RPM-2005-10-11:436:1,neutral,mayoritaria,neutral
3,RPM-2006-09-07:835:1,neutral,mayoritaria,neutral
3,RPM-2006-09-07:857:1,neutral,mayoritaria,neutral
3,RPM-2006-09-07:873:1,dovish,mayoritaria,neutral
3,RPM-2006-12-14:1017:1,neutral,mayoritaria,neutral
3,RPM-2007-01-11:1030:1,neutral,mayoritaria,neutral
3,RPM-2007-01-11:1047:5,neutral,mayoritaria,neutral
3,RPM-2007-01-11:1049:3,dovish,mayoritaria,neutral
3,RPM-2008-01-10:1619:2,neutral,mayoritaria,neutral
3,RPM-2008-01-10:1628:2,neutral,mayoritaria,neutral
3,RPM-2009-08-13:2659:1,neutral,mayoritaria,neutral
3,RPM-2010-06-15:3137:1,neutral,mayoritaria,neutral
3,RPM-2010-06-15:3166:1,neutral,mayoritaria,neutral
3,RPM-2010-06-15:3199:1,hawkish,mayoritaria,neutral
3,RPM-2011-08-18:4224:2,neutral,mayoritaria,neutral
3,RPM-2011-08-18:4263:1,neutral,mayoritaria,neutral
3,RPM-2011-08-18:4272:1,dovish,mayoritaria,neutral
3,RPM-2013-01-17:5306:1,neutral,mayoritaria,neutral
3,RPM-2014-03-13:6057:1,neutral,mayoritaria,neutral
3,RPM-2014-03-13:6075:1,neutral,mayoritaria,neutral
3,RPM-2014-03-13:6103:2,neutral,mayoritaria,neutral
3,RPM-2014-08-14:6389:3,dovish,mayoritaria,neutral
3,RPM-2015-03-19:6680:1,neutral,mayoritaria,neutral
3,RPM-2015-03-19:6681:1,dovish,mayoritaria,neutral
3,RPM-2005-01-11:10:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:11:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:12:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:13:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:14:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:15:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:16:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:17:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:18:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:19:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:1:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:20:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:21:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:22:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:23:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:25:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:26:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:27:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:28:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:28:2,neutral,mayoritaria,neutral
3,RPM-2005-01-11:29:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:2:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:30:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:31:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:32:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:33:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:34:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:35:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:36:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:37:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:38:1,hawkish,mayoritaria,neutral
3,RPM-2005-01-11:39:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:3:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:40:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:41:1,hawkish,mayoritaria,neutral
3,RPM-2005-01-11:42:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:43:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:44:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:46:1,hawkish,mayoritaria,neutral
3,RPM-2005-01-11:47:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:49:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:4:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:50:1,hawkish,mayoritaria,neutral
3,RPM-2005-01-11:51:1,hawkish,mayoritaria,neutral
3,RPM-2005-01-11:52:1,hawkish,mayoritaria,neutral
3,RPM-2005-01-11:53:1,hawkish,mayoritaria,neutral
3,RPM-2005-01-11:54:1,hawkish,mayoritaria,neutral
3,RPM-2005-01-11:55:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:56:1,hawkish,mayoritaria,neutral
3,RPM-2005-01-11:57:1,hawkish,mayoritaria,neutral
3,RPM-2005-01-11:5:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:6:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:7:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:8:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:9:1,neutral,mayoritaria,neutral
3,RPM-2005-10-11:437:1,neutral,mayoritaria,neutral
3,RPM-2006-09-07:838:1,neutral,mayoritaria,neutral
3,RPM-2006-09-07:866:1,neutral,mayoritaria,neutral
3,RPM-2006-09-07:867:1,dovish,mayoritaria,neutral
3,RPM-2006-12-14:1001:1,neutral,mayoritaria,neutral
3,RPM-2006-12-14:1003:4,neutral,mayoritaria,neutral
3,RPM-2006-12-14:1010:5,neutral,mayoritaria,neutral
3,RPM-2006-12-14:1014:3,neutral,mayoritaria,neutral
3,RPM-2006-12-14:1019:1,hawkish,mayoritaria,neutral
3,RPM-2006-12-14:1021:1,neutral,mayoritaria,neutral
3,RPM-2006-12-14:989:1,neutral,mayoritaria,neutral
3,RPM-2007-01-11:1023:1,neutral,mayoritaria,neutral
3,RPM-2007-01-11:1043:1,neutral,mayoritaria,neutral
3,RPM-2007-01-11:1045:1,neutral,mayoritaria,neutral
3,RPM-2007-01-11:1047:3,neutral,mayoritaria,neutral
3,RPM-2007-01-11:1050:1,dovish,mayoritaria,neutral
3,RPM-2007-01-11:1054:1,hawkish,mayoritaria,neutral
3,RPM-2007-01-11:1057:1,dovish,mayoritaria,neutral
3,RPM-2007-01-11:1058:1,neutral,mayoritaria,neutral
3,RPM-2008-01-10:1618:1,neutral,mayoritaria,neutral
3,RPM-2008-01-10:1628:1,neutral,mayoritaria,neutral
3,RPM-2008-01-10:1629:1,hawkish,mayoritaria,neutral
3,RPM-2008-01-10:1636:1,hawkish,mayoritaria,neutral
3,RPM-2008-01-10:1637:1,hawkish,mayoritaria,neutral
3,RPM-2009-08-13:2656:1,neutral,mayoritaria,neutral
3,RPM-2009-08-13:2660:1,neutral,mayoritaria,neutral
3,RPM-2009-08-13:2665:1,neutral,mayoritaria,neutral
3,RPM-2009-08-13:2668:1,neutral,mayoritaria,neutral
3,RPM-2009-08-13:2674:3,neutral,mayoritaria,neutral
3,RPM-2009-08-13:2674:5,neutral,mayoritaria,neutral
3,RPM-2009-08-13:2677:1,neutral,mayoritaria,neutral
3,RPM-2009-08-13:2679:1,neutral,mayoritaria,neutral
3,RPM-2009-08-13:2680:3,neutral,mayoritaria,neutral
3,RPM-2009-08-13:2681:1,neutral,mayoritaria,neutral
3,RPM-2009-08-13:2688:1,dovish,mayoritaria,neutral
3,RPM-2010-06-15:3132:2,neutral,mayoritaria,neutral
3,RPM-2010-06-15:3134:1,neutral,mayoritaria,neutral
3,RPM-2010-06-15:3135:1,neutral,mayoritaria,neutral
3,RPM-2010-06-15:3147:1,neutral,mayoritaria,neutral
3,RPM-2010-06-15:3151:1,neutral,mayoritaria,neutral
3,RPM-2010-06-15:3188:1,neutral,mayoritaria,neutral
3,RPM-2010-06-15:3192:1,neutral,mayoritaria,neutral
3,RPM-2011-08-18:4216:1,neutral,mayoritaria,neutral
3,RPM-2011-08-18:4234:2,neutral,mayoritaria,neutral
3,RPM-2011-08-18:4252:2,neutral,mayoritaria,neutral
3,RPM-2011-08-18:4267:2,neutral,mayoritaria,neutral
3,RPM-2011-08-18:4267:3,neutral,mayoritaria,neutral
3,RPM-2011-08-18:4280:1,dovish,mayoritaria,neutral
3,RPM-2012-04-17:4743:1,neutral,mayoritaria,neutral
3,RPM-2012-04-17:4749:1,neutral,mayoritaria,neutral
3,RPM-2012-04-17:4770:1,neutral,mayoritaria,neutral
3,RPM-2012-04-17:4771:1,neutral,mayoritaria,neutral
3,RPM-2012-04-17:4778:3,neutral,mayoritaria,neutral
3,RPM-2012-04-17:4779:1,neutral,mayoritaria,neutral
3,RPM-2012-04-17:4788:2,neutral,mayoritaria,neutral
3,RPM-2012-04-17:4790:2,neutral,mayoritaria,neutral
3,RPM-2013-01-17:5279:2,neutral,mayoritaria,neutral
3,RPM-2013-01-17:5283:1,neutral,mayoritaria,neutral
3,RPM-2013-01-17:5302:1,neutral,mayoritaria,neutral
3,RPM-2013-01-17:5322:1,neutral,mayoritaria,neutral
3,RPM-2014-03-13:6063:1,neutral,mayoritaria,neutral
3,RPM-2014-03-13:6087:1,neutral,mayoritaria,neutral
3,RPM-2014-03-13:6093:2,neutral,mayoritaria,neutral
3,RPM-2014-03-13:6112:1,neutral,mayoritaria,neutral
3,RPM-2014-07-15:6319:3,neutral,mayoritaria,neutral
3,RPM-2014-07-15:6325:1,dovish,mayoritaria,neutral
3,RPM-2014-07-15:6337:1,neutral,mayoritaria,neutral
3,RPM-2014-07-15:6340:1,dovish,mayoritaria,neutral
3,RPM-2014-07-15:6340:3,dovish,mayoritaria,neutral
3,RPM-2014-07-15:6341:1,neutral,mayoritaria,neutral
3,RPM-2014-08-14:6368:3,neutral,mayoritaria,neutral
3,RPM-2014-08-14:6369:1,neutral,mayoritaria,neutral
3,RPM-2014-08-14:6386:1,dovish,mayoritaria,neutral
3,RPM-2015-03-19:6664:1,neutral,mayoritaria,neutral
3,RPM-2015-03-19:6671:1,neutral,mayoritaria,neutral
3,RPM-2015-03-19:6682:1,neutral,mayoritaria,neutral
3,RPM-2005-01-11:24:1,neutral,mayoritaria_hd,hawkish
3,RPM-2005-01-11:45:1,neutral,mayoritaria_hd,hawkish
3,RPM-2005-01-11:48:1,neutral,mayoritaria_hd,hawkish
3,RPM-2005-10-11:405:1,neutral,mayoritaria_hd,hawkish
3,RPM-2005-10-11:436:1,neutral,mayoritaria_hd,hawkish
3,RPM-2006-09-07:835:1,neutral,mayoritaria_hd,hawkish
3,RPM-2006-09-07:857:1,neutral,mayoritaria_hd,hawkish
3,RPM-2006-09-07:873:1,dovish,mayoritaria_hd,hawkish
3,RPM-2006-12-14:1017:1,neutral,mayoritaria_hd,hawkish
3,RPM-2007-01-11:1030:1,neutral,mayoritaria_hd,hawkish
3,RPM-2007-01-11:1047:5,neutral,mayoritaria_hd,hawkish
3,RPM-2007-01-11:1049:3,dovish,mayoritaria_hd,hawkish
3,RPM-2008-01-10:1619:2,neutral,mayoritaria_hd,hawkish
3,RPM-2008-01-10:1628:2,neutral,mayoritaria_hd,hawkish
3,RPM-2009-08-13:2659:1,neutral,mayoritaria_hd,hawkish
3,RPM-2010-06-15:3137:1,neutral,mayoritaria_hd,hawkish
3,RPM-2010-06-15:3166:1,neutral,mayoritaria_hd,hawkish
3,RPM-2010-06-15:3199:1,hawkish,mayoritaria_hd,hawkish
3,RPM-2011-08-18:4224:2,neutral,mayoritaria_hd,hawkish
3,RPM-2011-08-18:4263:1,neutral,mayoritaria_hd,hawkish
3,RPM-2011-08-18:4272:1,dovish,mayoritaria_hd,hawkish
